pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 0.173, None, None, None, None, 59.31, 3.0, 1.676, 262.1, None, None, 0.2, -0.3, 1.1, None, 0.3, None, None, None, None,2022-11-26 00:00:00, 65.0, None, 64.85, None,48
12.8, 0.416, None, None, None, None, 59.14, 2.0, 0.009, 254.6, None, None, 0.4, -0.3, 1.3, None, 0.4, None, None, None, None,2022-11-26 01:00:00, 66.0, None, 66.49, None,48
14.0, 0.181, None, None, None, None, 68.78, -1.0, 0.0, 282.4, None, None, 0.2, -0.3, 1.2, None, 0.6, None, None, None, None,2022-11-26 02:00:00, 65.0, None, 65.49, None,48
15.2, 0.046, None, None, None, None, 77.09, 1.0, 0.0, 327.0, None, None, 0.0, -0.3, 1.6, None, 0.6, None, None, None, None,2022-11-26 03:00:00, 66.0, None, 66.17, None,48
15.4, 0.129, None, None, None, None, 66.52, 2.0, 0.0, 250.7, None, None, 0.1, -0.3, 1.1, None, 0.6, None, None, None, None,2022-11-26 04:00:00, 68.0, None, 67.84, None,48
15.4, -0.04, None, None, None, None, 77.83, -1.0, 0.0, 263.4, None, None, 0.0, -0.3, 1.2, None, 0.6, None, None, None, None,2022-11-26 05:00:00, 67.0, None, 66.96, None,48
15.8, -0.12, None, None, None, None, 68.49, 0.0, 0.0, 244.3, None, None, -0.1, -0.3, 1.6, None, 0.6, None, None, None, None,2022-11-26 06:00:00, 67.0, None, 67.1, None,48
17.4, 0.014, None, None, None, None, 71.03, 0.0, 0.0, 245.8, None, None, 0.0, -0.1, 2.3, None, 0.3, None, None, None, None,2022-11-26 07:00:00, 67.0, None, 67.0, None,48
19.3, 0.266, None, None, None, None, 65.15, 0.0, 0.0, 230.1, None, None, 0.3, -0.2, 2.4, None, 0.4, None, None, None, None,2022-11-26 08:00:00, 67.0, None, 67.13, None,48
20.7, -0.079, None, None, None, None, 67.7, 1.0, 0.004, 224.0, None, None, -0.1, -0.2, 1.7, None, 0.5, None, None, None, None,2022-11-26 09:00:00, 68.0, None, 67.53, None,48
21.1, 0.185, None, None, None, None, 69.14, 1.0, 0.251, 251.0, None, None, 0.2, -0.4, 1.2, None, 0.5, None, None, None, None,2022-11-26 10:00:00, 68.0, None, 68.42, None,48
22.4, 0.371, None, None, None, None, 54.88, -2.0, 1.162, 295.7, None, None, 0.4, -0.4, 1.9, None, 0.5, None, None, None, None,2022-11-26 11:00:00, 66.0, None, 66.49, None,48
25.3, 0.565, None, None, None, None, 51.18, 0.0, 1.221, 305.4, None, None, 0.6, -0.4, 3.3, None, 0.7, None, None, None, None,2022-11-26 12:00:00, 67.0, None, 66.62, None,48
30.4, -0.126, None, None, None, None, 79.08, -1.0, 3.457, 227.7, None, None, -0.1, -0.4, 5.1, None, 0.7, None, None, None, None,2022-11-26 13:00:00, 66.0, None, 65.82, None,48
30.9, -0.887, None, None, None, None, 68.43, -2.0, 3.402, 159.9, None, None, -0.9, -0.8, 0.5, None, 0.7, None, None, None, None,2022-11-26 14:00:00, 64.0, None, 64.33, None,48
None, -1.307, None, None, None, None, 45.71, -1.0, 5.655, 142.5, None, None, -1.3, -1.5, -0.1, None, 0.7, None, None, None, None,2022-11-26 15:00:00, 63.0, None, 63.13, None,48
None, -2.058, None, None, None, None, 40.08, 0.0, 5.069, 148.6, None, None, -2.1, -2.1, 0.1, None, 0.7, None, None, None, None,2022-11-26 16:00:00, 63.0, None, 63.16, None,48
None, -2.322, None, None, None, None, 73.03, -1.0, 3.65, 160.3, None, None, -2.3, -2.3, -0.1, None, 0.7, None, None, None, None,2022-11-26 17:00:00, 62.0, None, 61.7, None,48
None, -2.839, None, None, None, None, 54.77, 0.0, 2.964, 314.0, None, None, -2.8, -3.0, -0.2, None, 0.7, None, None, None, None,2022-11-26 18:00:00, 61.0, None, 61.38, None,48
None, -3.932, None, None, None, None, 30.62, 1.0, 4.104, 339.3, None, None, -3.9, -4.0, -0.1, None, -2.8, None, None, None, None,2022-11-26 19:00:00, 62.0, None, 61.69, None,48
None, -3.39, None, None, None, None, 73.13, -2.0, 2.489, 348.4, None, None, -3.4, -4.0, 0.0, None, -2.8, None, None, None, None,2022-11-26 20:00:00, 60.0, None, 59.85, None,48
None, -3.62, None, None, None, None, 56.36, 3.0, 1.719, 322.1, None, None, -3.6, -4.0, 0.0, None, -2.8, None, None, None, None,2022-11-26 21:00:00, 62.0, None, 61.83, None,48
None, -3.817, None, None, None, None, 33.55, 1.0, 2.125, 331.6, None, None, -3.8, -4.0, -0.1, None, -2.8, None, None, None, None,2022-11-26 22:00:00, 62.0, None, 62.41, None,48
None, -4.802, None, None, None, None, 22.82, 0.0, 3.997, 353.0, None, None, -4.8, -4.8, -0.1, None, -2.8, None, None, None, None,2022-11-26 23:00:00, 62.0, None, 62.31, None,48
None, -5.514, None, None, None, None, 15.46, 0.0, 3.758, 341.1, None, None, -5.5, -5.8, -0.1, None, -2.8, None, None, None, None,2022-11-27 00:00:00, 62.0, None, 62.24, None,48
None, -5.574, None, None, None, None, 18.89, 0.0, 5.312, 346.0, None, None, -5.6, -6.1, 0.0, None, -2.8, None, None, None, None,2022-11-27 01:00:00, 62.0, None, 62.04, None,48
None, -6.107, None, None, None, None, 14.97, 0.0, 5.16, 344.8, None, None, -6.1, -6.7, -0.2, None, -2.8, None, None, None, None,2022-11-27 02:00:00, 62.0, None, 62.1, None,48
None, -6.671, None, None, None, None, 15.25, 0.0, 5.689, 347.6, None, None, -6.7, -6.8, 0.0, None, -2.8, None, None, None, None,2022-11-27 03:00:00, 62.0, None, 61.66, None,48
None, -6.752, None, None, None, None, 12.62, 0.0, 5.426, 342.1, None, None, -6.8, -7.0, -0.1, None, -2.8, None, None, None, None,2022-11-27 04:00:00, 62.0, None, 61.57, None,48
None, -7.043, None, None, None, None, 13.39, 0.0, 6.1, 340.2, None, None, -7.0, -7.3, 0.0, None, -2.8, None, None, None, None,2022-11-27 05:00:00, 61.0, None, 61.36, None,48
None, None, None, None, None, None, None, 0.0, None, None, None, None, -7.5, -7.7, 0.0, None, -2.8, None, None, None, None,2022-11-27 06:00:00, 61.0, None, None, None,48
None, None, None, None, None, None, None, 0.0, None, None, None, None, -7.6, -7.9, -0.1, None, -6.8, None, None, None, None,2022-11-27 07:00:00, 61.0, None, None, None,48
None, -1.843, None, None, None, None, 63.78, 0.0, 1.582, 22.71, None, None, -1.8, -8.3, 1.5, None, 2.3, None, None, None, None,2022-11-27 12:00:00, 59.0, None, 59.19, None,48
None, 0.388, None, None, None, None, 34.89, 0.0, 1.942, 214.1, None, None, 0.4, -8.3, -0.4, None, 2.3, None, None, None, None,2022-11-27 13:00:00, 59.0, None, 58.89, None,48
None, -3.533, None, None, None, None, 50.15, 1.0, 2.208, 185.5, None, None, -3.5, -8.3, -0.2, None, 2.3, None, None, None, None,2022-11-27 14:00:00, 60.0, None, 59.84, None,48
None, -4.604, None, None, None, None, 56.54, 0.0, 1.217, 291.7, None, None, -4.6, -8.3, -0.8, None, 2.3, None, None, None, None,2022-11-27 15:00:00, 60.0, None, 59.85, None,48
None, -5.684, None, None, None, None, 18.57, 0.0, 2.301, 330.7, None, None, -5.7, -8.3, -0.4, None, 2.3, None, None, None, None,2022-11-27 16:00:00, 60.0, None, 59.52, None,48
None, -6.265, None, None, None, None, 30.01, 1.0, 2.905, 328.0, None, None, -6.3, -8.3, -0.3, None, 2.3, None, None, None, None,2022-11-27 17:00:00, 60.0, None, 59.84, None,48
None, -6.485, None, None, None, None, 19.56, 0.0, 3.62, 347.3, None, None, -6.5, -8.3, 0.0, None, 2.3, None, None, None, None,2022-11-27 18:00:00, 60.0, None, 59.64, None,48
None, -5.076, None, None, None, None, 17.11, 0.0, 5.31, 6.618, None, None, -5.1, -6.6, 0.0, None, -4.7, None, None, None, None,2022-11-27 19:00:00, 60.0, None, 59.63, None,48
None, -5.219, None, None, None, None, 17.86, 0.0, 7.097, 358.6, None, None, -5.2, -6.6, 0.1, None, -4.4, None, None, None, None,2022-11-27 20:00:00, 59.0, None, 59.39, None,48
None, -6.513, None, None, None, None, 16.88, None, 7.352, 2.02, None, None, -6.5, -6.6, None, None, -4.4, None, None, None, None,2022-11-27 21:00:00, None, None, 59.67, None,48
None, -6.692, None, None, None, None, 16.17, 0.0, 5.426, 11.57, None, None, -6.7, -7.4, -0.1, None, -4.4, None, None, None, None,2022-11-27 22:00:00, 60.0, None, 59.66, None,48
None, -5.467, None, None, None, None, 17.51, 1.0, 5.292, 7.061, None, None, -5.5, -7.4, 0.0, None, -4.4, None, None, None, None,2022-11-27 23:00:00, 60.0, None, 60.0, None,48
None, -4.963, None, None, None, None, 16.63, 0.0, 6.574, 5.621, None, None, -5.0, -7.4, 0.2, None, -4.4, None, None, None, None,2022-11-28 00:00:00, 60.0, None, 60.09, None,48
None, -5.058, None, None, None, None, 19.33, 0.0, 7.079, 5.34, None, None, -5.1, -7.4, 0.1, None, -4.4, None, None, None, None,2022-11-28 01:00:00, 60.0, None, 60.01, None,48
None, -5.332, None, None, None, None, 21.74, 0.0, 5.878, 12.86, None, None, -5.3, -7.4, 0.0, None, -4.4, None, None, None, None,2022-11-28 02:00:00, 60.0, None, 59.88, None,48
None, -5.669, None, None, None, None, 18.55, None, 7.74, 6.777, None, None, -5.7, -7.4, None, None, -4.4, None, None, None, None,2022-11-28 03:00:00, None, None, 59.87, None,48
None, -5.936, None, None, None, None, 18.62, 0.0, 7.584, 8.8, None, None, -5.9, -7.4, 0.0, None, -4.4, None, None, None, None,2022-11-28 04:00:00, 60.0, None, 59.85, None,48
None, -6.319, None, None, None, None, 21.12, 0.0, 7.585, 8.72, None, None, -6.3, -7.4, -0.1, None, -4.4, None, None, None, None,2022-11-28 05:00:00, 60.0, None, 59.85, None,48
None, -6.612, None, None, None, None, 20.41, 0.0, 6.011, 8.08, None, None, -6.6, -7.4, -0.1, None, -4.4, None, None, None, None,2022-11-28 06:00:00, 60.0, None, 59.76, None,48
None, -7.009, None, None, None, None, 18.71, 0.0, 6.839, 5.252, None, None, -7.0, -7.0, 0.0, None, -6.5, None, None, None, None,2022-11-28 07:00:00, 60.0, None, 59.65, None,48
None, -7.345, None, None, None, None, 25.31, 0.0, 7.073, 8.04, None, None, -7.3, -7.4, 0.0, None, -6.5, None, None, None, None,2022-11-28 08:00:00, 60.0, None, 59.62, None,48
None, -7.71, None, None, None, None, 22.17, 0.0, 8.91, 2.309, None, None, -7.7, -7.8, -0.2, None, -6.5, None, None, None, None,2022-11-28 09:00:00, 60.0, None, 59.5, None,48
None, -7.84, None, None, None, None, 23.19, 0.0, 9.16, 0.767, None, None, -7.8, -8.0, -0.1, None, -6.5, None, None, None, None,2022-11-28 10:00:00, 59.0, None, 59.43, None,48
None, -7.864, None, None, None, None, 22.49, 0.0, 7.861, 356.0, None, None, -7.9, -8.0, 0.3, None, -6.5, None, None, None, None,2022-11-28 11:00:00, 59.0, None, 59.39, None,48
None, -8.53, None, None, None, None, 24.1, None, 9.48, 356.9, None, None, -8.5, -8.6, None, None, -6.5, None, None, None, None,2022-11-28 12:00:00, None, None, 59.43, None,48
None, -7.248, None, None, None, None, 27.94, 0.0, 6.5, 356.7, None, None, -7.2, -8.6, 0.3, None, -6.5, None, None, None, None,2022-11-28 13:00:00, 59.0, None, 59.07, None,48
None, -7.736, None, None, None, None, 42.13, None, 4.093, 356.7, None, None, -7.7, -8.6, None, None, -5.5, None, None, None, None,2022-11-28 14:00:00, None, None, 59.49, None,48
None, -8.32, None, None, None, None, 34.93, 1.0, 5.376, 12.98, None, None, -8.3, -8.6, -0.4, None, -5.5, None, None, None, None,2022-11-28 15:00:00, 60.0, None, 59.76, None,48
None, -9.06, None, None, None, None, 25.74, 0.0, 6.419, 353.4, None, None, -9.1, -9.2, 0.0, None, -5.5, None, None, None, None,2022-11-28 16:00:00, 59.0, None, 59.47, None,48
None, -9.45, None, None, None, None, 24.7, 0.0, 7.516, 359.1, None, None, -9.5, -9.8, -0.2, None, -5.5, None, None, None, None,2022-11-28 17:00:00, 59.0, None, 59.29, None,48
None, -9.75, None, None, None, None, 22.86, 1.0, 9.21, 359.7, None, None, -9.8, -9.8, -0.1, None, -5.5, None, None, None, None,2022-11-28 18:00:00, 60.0, None, 59.6, None,48
None, -10.13, None, None, None, None, 22.54, 0.0, 8.1, 5.108, None, None, -10.1, -10.2, -0.2, None, -9.5, None, None, None, None,2022-11-28 19:00:00, 60.0, None, 59.52, None,48
None, -10.3, None, None, None, None, 23.95, 0.0, 8.36, 4.287, None, None, -10.3, -10.5, 0.0, None, -9.5, None, None, None, None,2022-11-28 20:00:00, 59.0, None, 59.38, None,48
None, -10.36, None, None, None, None, 23.74, 0.0, 9.89, 355.8, None, None, -10.4, -10.5, 0.0, None, -9.5, None, None, None, None,2022-11-28 21:00:00, 59.0, None, 59.28, None,48
None, -10.69, None, None, None, None, 27.68, 1.0, 8.77, 0.233, None, None, -10.7, -10.7, 0.0, None, -9.5, None, None, None, None,2022-11-28 22:00:00, 60.0, None, 59.53, None,48
None, -10.64, None, None, None, None, 28.26, 0.0, 8.84, 1.14, None, None, -10.6, -10.7, 0.0, None, -9.5, None, None, None, None,2022-11-28 23:00:00, 60.0, None, 59.53, None,48
None, -10.92, None, None, None, None, 30.98, 0.0, 9.93, 3.443, None, None, -10.9, -10.9, -0.1, None, -9.5, None, None, None, None,2022-11-29 00:00:00, 59.0, None, 59.4, None,48
None, -11.19, None, None, None, None, 29.15, 0.0, 9.4, 7.066, None, None, -11.2, -11.2, 0.0, None, -9.5, None, None, None, None,2022-11-29 01:00:00, 59.0, None, 59.47, None,48
None, -11.46, None, None, None, None, 25.79, 0.0, 12.22, 357.5, None, None, -11.5, -11.5, -0.2, None, -9.5, None, None, None, None,2022-11-29 02:00:00, 60.0, None, 59.56, None,48
