CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-11.57, 88.4, -7.6, 88.0, None, 23.22, None, 269.0, 22.07, -11.6, -11.6, None, None, -13.0,2022-11-26 00:00:00,48
-11.71, 88.2, -7.6, 88.0, None, 24.1, None, 264.7, 18.36, -11.7, -11.8, None, None, -13.0,2022-11-26 01:00:00,48
-11.78, 88.0, -7.6, 88.0, None, 22.35, None, 265.9, 17.25, -11.8, -11.9, None, None, -13.0,2022-11-26 02:00:00,48
-11.26, 88.5, -7.6, 89.0, None, 21.75, None, 271.7, 19.89, -11.3, -11.9, None, None, -13.0,2022-11-26 04:00:00,48
-11.19, 88.9, -7.6, 89.0, None, 24.36, None, 269.3, 21.74, -11.2, -11.9, None, None, -12.0,2022-11-26 05:00:00,48
-11.38, 88.7, -7.6, 89.0, None, 21.99, None, 263.4, 15.8, -11.4, -11.9, None, None, -13.0,2022-11-26 06:00:00,48
-11.34, 88.6, -11.3, 89.0, None, 18.96, None, 264.9, 17.57, -11.3, -11.4, None, None, -13.0,2022-11-26 07:00:00,48
-11.34, 88.4, -11.3, 88.0, None, 19.11, None, 261.2, 17.13, -11.3, -11.5, None, None, -13.0,2022-11-26 08:00:00,48
-11.15, 88.3, -11.1, 88.0, None, 16.42, None, 247.2, 13.95, -11.2, -11.5, None, None, -12.0,2022-11-26 09:00:00,48
-11.08, 88.5, -11.1, 89.0, None, 17.72, None, 242.8, 14.08, -11.1, -11.5, None, None, -12.0,2022-11-26 10:00:00,48
-10.97, 88.1, -10.9, 88.0, None, 17.57, None, 241.2, 18.01, -11.0, -11.5, None, None, -12.0,2022-11-26 11:00:00,48
-10.95, 88.6, -10.9, 89.0, None, 20.75, None, 238.3, 19.15, -11.0, -11.5, None, None, -12.0,2022-11-26 12:00:00,48
-10.96, 88.5, -10.8, 89.0, None, 21.76, None, 237.9, 15.83, -11.0, -11.5, None, None, -12.0,2022-11-26 13:00:00,48
-11.05, 88.7, -10.8, 89.0, None, 20.98, None, 237.9, 20.61, -11.1, -11.5, None, None, -12.0,2022-11-26 14:00:00,48
-10.89, 89.0, -10.8, 89.0, None, 22.98, None, 231.6, 27.61, -10.9, -11.5, None, None, -12.0,2022-11-26 15:00:00,48
-10.61, 89.5, -10.5, 90.0, None, 23.65, None, 231.3, 25.39, -10.6, -11.5, None, None, -12.0,2022-11-26 16:00:00,48
-10.24, 89.7, -10.2, 90.0, None, 23.54, None, 234.1, 25.21, -10.2, -11.5, None, None, -12.0,2022-11-26 17:00:00,48
-9.87, 90.1, -9.9, 90.0, None, 21.36, None, 228.5, 27.52, -9.9, -11.5, None, None, -11.0,2022-11-26 18:00:00,48
-9.87, 90.1, -9.7, 90.0, None, 24.16, None, 229.4, 28.68, -9.9, -10.0, None, None, -11.0,2022-11-26 19:00:00,48
-9.78, 89.9, -9.7, 90.0, None, 19.64, None, 225.7, 24.3, -9.8, -10.0, None, None, -11.0,2022-11-26 20:00:00,48
-10.24, 89.6, -9.7, 90.0, None, 16.91, None, 211.4, 23.52, -10.2, -10.3, None, None, -11.0,2022-11-26 21:00:00,48
-10.16, 89.8, -9.7, 90.0, None, 13.52, None, 214.3, 21.11, -10.2, -10.4, None, None, -11.0,2022-11-26 22:00:00,48
-10.52, 89.4, -9.7, 89.0, None, 9.48, None, 203.0, 29.82, -10.5, -10.6, None, None, -12.0,2022-11-26 23:00:00,48
-10.76, 89.2, -9.7, 89.0, None, 19.86, None, 179.4, 34.01, -10.8, -10.8, None, None, -12.0,2022-11-27 00:00:00,48
None, None, -9.7, 89.0, None, None, None, None, None, -11.1, -11.1, None, None, -12.0,2022-11-27 01:00:00,48
-11.35, 88.7, -9.7, 89.0, None, 20.99, None, 167.4, 38.28, -11.4, -11.4, None, None, -13.0,2022-11-27 02:00:00,48
-11.29, 88.7, -9.7, 89.0, None, 20.01, None, 168.2, 35.14, -11.3, -11.4, None, None, -13.0,2022-11-27 03:00:00,48
-11.34, 88.8, -9.7, 89.0, None, 22.76, None, 152.0, 28.27, -11.3, -11.4, None, None, -13.0,2022-11-27 04:00:00,48
-11.19, 88.8, -9.7, 89.0, None, 28.67, None, 160.9, 22.81, -11.2, -11.4, None, None, -13.0,2022-11-27 05:00:00,48
None, None, -9.7, 89.0, None, None, None, None, None, -11.2, -11.4, None, None, -13.0,2022-11-27 06:00:00,48
-14.45, 85.4, -11.1, 85.0, None, 29.32, None, 248.5, 20.49, -14.5, -15.0, None, None, -16.0,2022-11-27 11:00:00,48
-15.3, 84.7, -11.1, 85.0, None, 24.7, None, 240.7, 25.68, -15.3, -15.3, None, None, -17.0,2022-11-27 12:00:00,48
-15.29, 84.8, -11.1, 85.0, None, 23.93, None, 246.1, 18.21, -15.3, -15.5, None, None, -17.0,2022-11-27 13:00:00,48
-16.17, 84.3, -11.1, 84.0, None, 22.46, None, 262.8, 35.9, -16.2, -16.3, None, None, -18.0,2022-11-27 14:00:00,48
-16.19, 84.3, -11.1, 84.0, None, 24.43, None, 255.8, 27.82, -16.2, -16.5, None, None, -18.0,2022-11-27 15:00:00,48
-16.4, 84.2, -11.1, 84.0, None, 18.48, None, 240.0, 16.37, -16.4, -16.5, None, None, -18.0,2022-11-27 16:00:00,48
None, None, -11.1, 84.0, None, None, None, None, None, -16.8, -16.9, None, None, -19.0,2022-11-27 17:00:00,48
-17.14, 83.7, -11.1, 84.0, None, 21.21, None, 248.4, 23.82, -17.1, -17.3, None, None, -19.0,2022-11-27 18:00:00,48
-17.24, 83.5, -16.9, 84.0, None, 19.53, None, 239.6, 23.01, -17.2, -17.2, None, None, -19.0,2022-11-27 19:00:00,48
-17.35, 83.4, -16.9, 83.0, None, 22.6, None, 236.0, 27.14, -17.4, -17.5, None, None, -19.0,2022-11-27 20:00:00,48
-17.48, 83.3, -16.9, 83.0, None, 22.05, None, 243.7, 19.05, -17.5, -17.6, None, None, -19.0,2022-11-27 21:00:00,48
-17.42, 83.3, -16.9, 83.0, None, 18.88, None, 238.5, 15.76, -17.4, -17.6, None, None, -19.0,2022-11-27 23:00:00,48
-17.53, 83.1, -16.9, 83.0, None, 17.06, None, 236.2, 13.58, -17.5, -17.6, None, None, -19.0,2022-11-28 00:00:00,48
-17.75, 83.0, -16.9, 83.0, None, 11.08, None, 234.4, 9.95, -17.8, -17.7, None, None, -20.0,2022-11-28 01:00:00,48
-17.79, 82.9, -16.9, 83.0, None, 10.32, None, 231.2, 7.918, -17.8, -17.9, None, None, -20.0,2022-11-28 02:00:00,48
-18.01, 82.8, -16.9, 83.0, None, 21.09, None, 197.3, 4.907, -18.0, -18.0, None, None, -20.0,2022-11-28 03:00:00,48
-17.71, 83.0, -16.9, 83.0, None, 0.02, None, 166.0, 3.347, -17.7, -18.0, None, None, -20.0,2022-11-28 04:00:00,48
-17.81, 83.0, -16.9, 83.0, None, 0.082, None, 165.8, 4.223, -17.8, -18.0, None, None, -20.0,2022-11-28 05:00:00,48
-17.81, 82.9, -16.9, 83.0, None, 0.04, None, 165.6, 4.123, -17.8, -18.0, None, None, -20.0,2022-11-28 06:00:00,48
-17.72, 82.9, -17.7, 83.0, None, 10.09, None, 118.7, 10.37, -17.7, -17.9, None, None, -20.0,2022-11-28 07:00:00,48
-17.83, 82.9, -17.7, 83.0, None, 15.77, None, 112.1, 7.634, -17.8, -18.0, None, None, -20.0,2022-11-28 08:00:00,48
-17.4, 83.2, -17.4, 83.0, None, 29.77, None, 123.4, 5.48, -17.4, -18.0, None, None, -19.0,2022-11-28 09:00:00,48
None, None, -16.5, 84.0, None, None, None, None, None, -16.4, -18.0, None, None, -18.0,2022-11-28 10:00:00,48
-16.44, 83.4, -15.6, 83.0, None, 27.39, None, 120.4, 6.461, -16.4, -18.0, None, None, -18.0,2022-11-28 11:00:00,48
-17.14, 83.0, -15.6, 83.0, None, 35.98, None, 104.1, 5.562, -17.1, -18.0, None, None, -19.0,2022-11-28 12:00:00,48
-17.58, 83.0, -15.6, 83.0, None, 33.93, None, 73.65, 9.48, -17.6, -18.0, None, None, -19.0,2022-11-28 13:00:00,48
-17.8, 82.9, -15.6, 83.0, None, 29.65, None, 67.16, 9.86, -17.8, -18.0, None, None, -20.0,2022-11-28 14:00:00,48
-18.02, 82.7, -15.6, 83.0, None, 30.09, None, 59.17, 9.56, -18.0, -18.0, None, None, -20.0,2022-11-28 15:00:00,48
-18.44, 82.3, -15.6, 82.0, None, 29.28, None, 67.91, 9.93, -18.4, -18.4, None, None, -21.0,2022-11-28 16:00:00,48
-18.84, 82.0, -15.6, 82.0, None, 28.12, None, 39.01, 12.35, -18.8, -18.9, None, None, -21.0,2022-11-28 17:00:00,48
