air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
6.1,-1162.0, None,7.4,88.0,2022-11-26 00:00:00,4.0,48
6.0,-1162.0, None,7.4,100.0,2022-11-26 01:00:00,6.0,48
5.4,-1162.0, None,7.4,100.0,2022-11-26 02:00:00,5.0,48
5.2,-1162.0, None,7.4,100.0,2022-11-26 03:00:00,5.0,48
None,6999.0, None,7.4,0.0,2022-11-26 04:00:00,940.0,48
None,6999.0, None,7.4,0.0,2022-11-26 05:00:00,1010.0,48
None,6999.0, None,7.4,0.0,2022-11-26 06:00:00,940.0,48
None,6999.0, None,12.3,0.0,2022-11-26 07:00:00,988.0,48
None,6999.0, None,12.3,0.0,2022-11-26 08:00:00,940.0,48
None,6999.0, None,12.3,0.0,2022-11-26 09:00:00,988.0,48
None,6999.0, None,12.3,0.0,2022-11-26 10:00:00,940.0,48
None,6999.0, None,12.3,0.0,2022-11-26 11:00:00,988.0,48
None,6999.0, None,12.3,0.0,2022-11-26 12:00:00,940.0,48
5.5,-578.2, None,12.3,100.0,2022-11-26 13:00:00,5.0,48
5.4,-1750.0, None,12.3,100.0,2022-11-26 14:00:00,6.0,48
5.5,-1750.0, None,12.3,100.0,2022-11-26 15:00:00,6.0,48
5.7,-1750.0, None,12.3,100.0,2022-11-26 16:00:00,6.0,48
5.9,-5249.0, None,12.3,100.0,2022-11-26 17:00:00,6.0,48
5.9,-5249.0, None,12.3,100.0,2022-11-26 18:00:00,6.0,48
6.3,-4664.0, None,6.4,100.0,2022-11-26 19:00:00,6.0,48
6.7,-4664.0, None,6.9,100.0,2022-11-26 20:00:00,7.0,48
6.9,-2912.0, None,6.9,100.0,2022-11-26 21:00:00,7.0,48
None,6999.0, None,7.6,0.0,2022-11-26 22:00:00,988.0,48
7.9,-576.6, None,8.0,98.0,2022-11-26 23:00:00,8.0,48
7.9,-576.6, None,8.0,100.0,2022-11-27 00:00:00,8.0,48
2.9,2.9, None,5.4,81.0,2022-11-27 22:00:00,0.0,48
