pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
5.5,-0.4,-1.4, 1003.0, 1.0, 1.0,-0.4,99.0,2022-11-26 00:00:00, 79.0,0.0, 907.0,48
6.6,-0.3,-1.4, 1002.9, 1.1, 2.0,-0.3,99.0,2022-11-26 01:00:00, 80.0,-1.0, 907.0,48
7.1,-0.5,-1.4, 1001.8, 0.5, 3.0,-0.2,99.0,2022-11-26 02:00:00, 82.0,0.0, 906.0,48
8.3,-0.3,-1.4, 1001.8, 1.2, 1.0,-0.2,99.0,2022-11-26 03:00:00, 83.0,-1.0, 906.0,48
8.8,-0.6,-1.4, 1000.7, 0.8, 2.0,-0.2,99.0,2022-11-26 04:00:00, 85.0,0.0, 905.0,48
8.7,-0.7,-1.4, 999.6, 0.2, -1.0,-0.2,99.0,2022-11-26 05:00:00, 84.0,-1.0, 904.0,48
8.5,-1.2,-1.4, 999.6, 0.0, 0.0,-0.2,99.0,2022-11-26 06:00:00, 84.0,-1.0, 904.0,48
8.5,-2.2,-2.2, 999.7, 0.0, 0.0,-1.0,97.0,2022-11-26 07:00:00, 84.0,-3.0, 904.0,48
8.5,-3.7,-3.6, 999.9, 0.0, 0.0,-1.0,95.0,2022-11-26 08:00:00, 84.0,-4.0, 904.0,48
None,-3.5,-3.7, 999.8, -0.1, 0.0,-1.0,93.0,2022-11-26 09:00:00, 83.0,-4.0, 904.0,48
None,-3.8,-4.1, 1001.0, 0.0, 0.0,-1.0,92.0,2022-11-26 10:00:00, 83.0,-5.0, 905.0,48
None,-2.9,-4.1, 1000.9, 0.1, 0.0,-1.0,90.0,2022-11-26 11:00:00, 83.0,-4.0, 905.0,48
None,-2.1,-4.1, 1000.8, 0.6, 0.0,-1.0,86.0,2022-11-26 12:00:00, 82.0,-4.0, 905.0,48
None,-2.8,-4.1, 1000.8, 0.0, 0.0,-0.6,87.0,2022-11-26 13:00:00, 82.0,-4.0, 905.0,48
None,-3.2,-4.1, 1002.0, -0.1, 0.0,-0.6,90.0,2022-11-26 14:00:00, 82.0,-5.0, 906.0,48
None,-3.9,-4.1, 1002.0, 0.0, 0.0,-0.6,92.0,2022-11-26 15:00:00, 82.0,-5.0, 906.0,48
None,-5.2,-5.2, 1003.3, -0.1, 0.0,-0.6,95.0,2022-11-26 16:00:00, 82.0,-5.0, 907.0,48
None,-5.8,-6.3, 1003.4, 0.0, 0.0,-0.6,96.0,2022-11-26 17:00:00, 81.0,-6.0, 907.0,48
None,-6.0,-7.0, 1004.6, -0.1, 0.0,-0.6,95.0,2022-11-26 18:00:00, 81.0,-6.0, 908.0,48
None,-6.7,-6.6, 1005.9, 0.1, 0.0,-5.8,95.0,2022-11-26 19:00:00, 81.0,-7.0, 909.0,48
None,-6.1,-6.8, 1007.1, 0.0, 0.0,-5.8,94.0,2022-11-26 20:00:00, 80.0,-7.0, 910.0,48
None,-6.2,-6.8, 1007.1, 0.0, 0.0,-5.8,93.0,2022-11-26 21:00:00, 80.0,-7.0, 910.0,48
None,-6.3,-6.8, 1008.2, 0.0, 0.0,-5.8,94.0,2022-11-26 22:00:00, 80.0,-7.0, 911.0,48
None,-6.6,-6.9, 1009.2, 0.1, 0.0,-5.8,95.0,2022-11-26 23:00:00, 79.0,-7.0, 912.0,48
None,-6.2,-6.9, 1010.2, 0.6, 1.0,-5.8,95.0,2022-11-27 00:00:00, 80.0,-6.0, 913.0,48
None,-5.7,-6.9, 1011.3, -0.1, 0.0,-5.8,87.0,2022-11-27 01:00:00, 80.0,-8.0, 914.0,48
None,-6.8,-6.9, 1011.5, 0.0, -1.0,-5.7,86.0,2022-11-27 02:00:00, 79.0,-8.0, 914.0,48
None,-6.4,-7.3, 1012.7, 0.1, 1.0,-5.7,86.0,2022-11-27 03:00:00, 79.0,-8.0, 915.0,48
None,-6.4,-7.3, 1012.8, 0.0, 0.0,-5.7,85.0,2022-11-27 04:00:00, 80.0,-9.0, 915.0,48
None,-6.8,-7.4, 1014.0, 0.0, 0.0,-5.7,85.0,2022-11-27 05:00:00, 79.0,-9.0, 916.0,48
None,-8.4,-8.7, 1014.2, 0.0, -1.0,-5.7,92.0,2022-11-27 06:00:00, 79.0,-10.0, 916.0,48
None,-9.6,-9.7, 1015.5, None, None,-8.0,90.0,2022-11-27 07:00:00, None,-11.0, 917.0,48
None,-5.6,-11.3, 1017.2, 0.3, -1.0,-6.0,88.0,2022-11-27 12:00:00, 76.0,-7.0, 919.0,48
None,-6.6,-11.3, 1018.4, 0.0, 2.0,-5.5,80.0,2022-11-27 13:00:00, 78.0,-9.0, 920.0,48
None,-7.0,-11.3, 1018.6, 0.0, 0.0,-5.5,84.0,2022-11-27 14:00:00, 77.0,-9.0, 920.0,48
None,-7.4,-11.3, 1018.6, 0.1, 0.0,-5.5,86.0,2022-11-27 15:00:00, 77.0,-9.0, 920.0,48
None,-9.5,-11.3, 1018.8, -0.3, -1.0,-5.5,90.0,2022-11-27 16:00:00, 76.0,-11.0, 920.0,48
None,-9.5,-11.3, 1020.0, -0.1, 0.0,-5.5,87.0,2022-11-27 17:00:00, 76.0,-11.0, 921.0,48
None,-11.1,-11.5, 1021.4, -0.2, 0.0,-5.5,88.0,2022-11-27 18:00:00, 76.0,-12.0, 922.0,48
None,-12.8,-13.6, 1021.8, -0.1, -1.0,-10.8,91.0,2022-11-27 19:00:00, 75.0,-14.0, 922.0,48
None,-11.8,-13.6, 1021.6, 0.1, 1.0,-10.8,83.0,2022-11-27 20:00:00, 76.0,-14.0, 922.0,48
None,-13.6,-13.9, 1021.8, -0.1, -1.0,-10.8,86.0,2022-11-27 21:00:00, 75.0,-16.0, 922.0,48
None,-13.9,-15.4, 1022.0, 0.0, 0.0,-10.8,89.0,2022-11-27 22:00:00, 75.0,-15.0, 922.0,48
None,-14.8,-15.4, 1022.0, -0.1, 0.0,-10.8,85.0,2022-11-27 23:00:00, 75.0,-16.0, 922.0,48
None,-15.4,-15.8, 1022.7, 0.1, -1.0,-10.8,79.0,2022-11-28 00:00:00, 74.0,-18.0, 923.0,48
None,-17.2,-17.8, 1023.0, -0.1, 0.0,-10.8,90.0,2022-11-28 01:00:00, 74.0,-18.0, 923.0,48
None,-15.8,-17.8, 1022.9, 0.0, 0.0,-10.8,86.0,2022-11-28 02:00:00, 74.0,-18.0, 923.0,48
None,-15.5,-17.8, 1022.9, 0.1, 0.0,-10.8,86.0,2022-11-28 03:00:00, 73.0,-17.0, 923.0,48
None,-14.3,-17.8, 1023.0, 0.0, 1.0,-10.8,86.0,2022-11-28 04:00:00, 74.0,-16.0, 923.0,48
None,-14.1,-17.8, 1023.0, 0.1, 1.0,-10.8,85.0,2022-11-28 05:00:00, 74.0,-16.0, 923.0,48
None,-11.5,-17.8, 1022.9, 0.0, -1.0,-10.8,84.0,2022-11-28 06:00:00, 73.0,-13.0, 923.0,48
None,-12.0,-12.3, 1023.0, -0.1, 0.0,-11.3,86.0,2022-11-28 08:00:00, 74.0,-13.0, 923.0,48
None,-11.9,-12.3, 1023.2, 0.1, 1.0,-11.3,86.0,2022-11-28 09:00:00, 74.0,-13.0, 923.0,48
None,-11.7,-12.3, 1023.3, 0.1, 0.0,-11.3,87.0,2022-11-28 10:00:00, 74.0,-14.0, 923.0,48
None,-11.4,-12.3, 1023.3, 0.2, 0.0,-11.3,87.0,2022-11-28 11:00:00, 74.0,-13.0, 923.0,48
None,-11.0,-12.3, 1023.3, 0.2, 0.0,-11.0,87.0,2022-11-28 12:00:00, 74.0,-13.0, 923.0,48
None,-11.0,-12.3, 1023.6, 0.2, 0.0,-10.8,86.0,2022-11-28 13:00:00, 74.0,-13.0, 923.0,48
