pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
432.0, 172.0, None, None,2020-07-01 00:00:00,5.5, None, None,27
433.0, 171.0, None, None,2020-07-01 01:00:00,4.3, None, None,27
433.0, 169.0, None, None,2020-07-01 02:00:00,4.5, None, None,27
434.0, 168.0, None, None,2020-07-01 03:00:00,3.7, None, None,27
434.0, 167.0, None, None,2020-07-01 04:00:00,3.5, None, None,27
435.0, 167.0, None, None,2020-07-01 05:00:00,3.1, None, None,27
436.0, 167.0, None, None,2020-07-01 06:00:00,2.9, None, None,27
438.0, 166.0, None, None,2020-07-01 07:00:00,2.6, None, None,27
439.0, 166.0, None, None,2020-07-01 08:00:00,2.2, None, None,27
441.0, 166.0, None, None,2020-07-01 09:00:00,1.9, None, None,27
441.0, 164.0, None, None,2020-07-01 10:00:00,1.9, None, None,27
442.0, 164.0, None, None,2020-07-01 11:00:00,1.7, None, None,27
442.0, 163.0, None, None,2020-07-01 12:00:00,1.8, None, None,27
442.0, 163.0, None, None,2020-07-01 13:00:00,1.9, None, None,27
443.0, 163.0, None, None,2020-07-01 14:00:00,2.2, None, None,27
443.0, 162.0, None, None,2020-07-01 15:00:00,2.7, None, None,27
443.0, 162.0, None, None,2020-07-01 16:00:00,3.2, None, None,27
443.0, 161.0, None, None,2020-07-01 17:00:00,3.4, None, None,27
443.0, 161.0, None, None,2020-07-01 18:00:00,3.2, None, None,27
443.0, 161.0, None, None,2020-07-01 19:00:00,3.6, None, None,27
444.0, 160.0, None, None,2020-07-01 20:00:00,4.4, None, None,27
444.0, 159.0, None, None,2020-07-01 21:00:00,4.3, None, None,27
445.0, 158.0, None, None,2020-07-01 22:00:00,3.7, None, None,27
446.0, 157.0, None, None,2020-07-01 23:00:00,5.3, None, None,27
446.0, 156.0, None, None,2020-07-02 00:00:00,3.3, None, None,27
446.0, 155.0, None, None,2020-07-02 01:00:00,3.3, None, None,27
446.0, 154.0, None, None,2020-07-02 02:00:00,2.7, None, None,27
446.0, 153.0, None, None,2020-07-02 03:00:00,2.3, None, None,27
447.0, 153.0, None, None,2020-07-02 04:00:00,1.9, None, None,27
447.0, 152.0, None, None,2020-07-02 05:00:00,1.7, None, None,27
447.0, 152.0, None, None,2020-07-02 06:00:00,1.4, None, None,27
447.0, 151.0, None, None,2020-07-02 07:00:00,1.2, None, None,27
448.0, 151.0, None, None,2020-07-02 08:00:00,1.0, None, None,27
448.0, 151.0, None, None,2020-07-02 09:00:00,0.9, None, None,27
448.0, 151.0, None, None,2020-07-02 10:00:00,0.4, None, None,27
449.0, 151.0, None, None,2020-07-02 11:00:00,0.2, None, None,27
450.0, 151.0, None, None,2020-07-02 12:00:00,0.1, None, None,27
450.0, 151.0, None, None,2020-07-02 13:00:00,0.5, None, None,27
450.0, 151.0, None, None,2020-07-02 14:00:00,1.4, None, None,27
451.0, 151.0, None, None,2020-07-02 15:00:00,1.6, None, None,27
451.0, 151.0, None, None,2020-07-02 16:00:00,2.3, None, None,27
451.0, 151.0, None, None,2020-07-02 17:00:00,2.9, None, None,27
452.0, 151.0, None, None,2020-07-02 18:00:00,4.1, None, None,27
451.0, 150.0, None, None,2020-07-02 19:00:00,4.0, None, None,27
452.0, 148.0, None, None,2020-07-02 20:00:00,4.5, None, None,27
452.0, 145.0, None, None,2020-07-02 21:00:00,6.2, None, None,27
452.0, 143.0, None, None,2020-07-02 22:00:00,5.8, None, None,27
452.0, 142.0, None, None,2020-07-02 23:00:00,5.9, None, None,27
452.0, 139.0, None, None,2020-07-03 00:00:00,5.9, None, None,27
452.0, 137.0, None, None,2020-07-03 01:00:00,6.3, None, None,27
452.0, 136.0, None, None,2020-07-03 02:00:00,5.7, None, None,27
452.0, 135.0, None, None,2020-07-03 03:00:00,4.4, None, None,27
452.0, 134.0, None, None,2020-07-03 04:00:00,3.7, None, None,27
452.0, 133.0, None, None,2020-07-03 05:00:00,3.5, None, None,27
452.0, 132.0, None, None,2020-07-03 06:00:00,3.4, None, None,27
452.0, 131.0, None, None,2020-07-03 07:00:00,3.4, None, None,27
452.0, 131.0, None, None,2020-07-03 08:00:00,3.7, None, None,27
452.0, 131.0, None, None,2020-07-03 09:00:00,2.7, None, None,27
452.0, 131.0, None, None,2020-07-03 10:00:00,2.9, None, None,27
452.0, 131.0, None, None,2020-07-03 11:00:00,2.7, None, None,27
452.0, 130.0, None, None,2020-07-03 12:00:00,2.3, None, None,27
452.0, 130.0, None, None,2020-07-03 13:00:00,3.3, None, None,27
452.0, 130.0, None, None,2020-07-03 14:00:00,4.1, None, None,27
452.0, 130.0, None, None,2020-07-03 15:00:00,5.0, None, None,27
452.0, 130.0, None, None,2020-07-03 16:00:00,5.0, None, None,27
452.0, 130.0, None, None,2020-07-03 17:00:00,5.5, None, None,27
452.0, 129.0, None, None,2020-07-03 18:00:00,7.4, None, None,27
452.0, 127.0, None, None,2020-07-03 19:00:00,6.4, None, None,27
452.0, 126.0, None, None,2020-07-03 20:00:00,8.6, None, None,27
452.0, 123.0, None, None,2020-07-03 21:00:00,7.5, None, None,27
452.0, 122.0, None, None,2020-07-03 22:00:00,3.2, None, None,27
455.0, 120.0, None, None,2020-07-03 23:00:00,4.3, None, None,27
455.0, 118.0, None, None,2020-07-04 00:00:00,3.7, None, None,27
455.0, 116.0, None, None,2020-07-04 01:00:00,4.3, None, None,27
456.0, 115.0, None, None,2020-07-04 02:00:00,3.6, None, None,27
456.0, 115.0, None, None,2020-07-04 03:00:00,3.0, None, None,27
456.0, 114.0, None, None,2020-07-04 04:00:00,2.4, None, None,27
456.0, 113.0, None, None,2020-07-04 05:00:00,2.2, None, None,27
456.0, 113.0, None, None,2020-07-04 06:00:00,2.6, None, None,27
456.0, 112.0, None, None,2020-07-04 07:00:00,2.5, None, None,27
456.0, 112.0, None, None,2020-07-04 08:00:00,2.9, None, None,27
456.0, 112.0, None, None,2020-07-04 09:00:00,2.9, None, None,27
456.0, 112.0, None, None,2020-07-04 10:00:00,2.8, None, None,27
457.0, 112.0, None, None,2020-07-04 11:00:00,3.4, None, None,27
457.0, 112.0, None, None,2020-07-04 12:00:00,1.3, None, None,27
457.0, 112.0, None, None,2020-07-04 13:00:00,2.4, None, None,27
457.0, 112.0, None, None,2020-07-04 14:00:00,3.3, None, None,27
457.0, 111.0, None, None,2020-07-04 15:00:00,3.7, None, None,27
457.0, 111.0, None, None,2020-07-04 16:00:00,3.8, None, None,27
457.0, 111.0, None, None,2020-07-04 17:00:00,4.3, None, None,27
457.0, 109.0, None, None,2020-07-04 18:00:00,4.3, None, None,27
457.0, 106.0, None, None,2020-07-04 19:00:00,5.6, None, None,27
457.0, 102.0, None, None,2020-07-04 20:00:00,7.5, None, None,27
457.0, 98.0, None, None,2020-07-04 21:00:00,6.0, None, None,27
457.0, 95.0, None, None,2020-07-04 22:00:00,7.3, None, None,27
457.0, 92.0, None, None,2020-07-04 23:00:00,7.5, None, None,27
457.0, 89.0, None, None,2020-07-05 00:00:00,6.5, None, None,27
457.0, 87.0, None, None,2020-07-05 01:00:00,5.6, None, None,27
457.0, 86.0, None, None,2020-07-05 02:00:00,4.5, None, None,27
457.0, 84.0, None, None,2020-07-05 03:00:00,4.4, None, None,27
457.0, 83.0, None, None,2020-07-05 04:00:00,3.8, None, None,27
457.0, 83.0, None, None,2020-07-05 05:00:00,3.9, None, None,27
457.0, 83.0, None, None,2020-07-05 06:00:00,3.2, None, None,27
457.0, 81.0, None, None,2020-07-05 07:00:00,3.4, None, None,27
457.0, 81.0, None, None,2020-07-05 08:00:00,2.9, None, None,27
457.0, 80.0, None, None,2020-07-05 09:00:00,3.1, None, None,27
457.0, 79.0, None, None,2020-07-05 10:00:00,3.7, None, None,27
457.0, 79.0, None, None,2020-07-05 11:00:00,4.0, None, None,27
457.0, 79.0, None, None,2020-07-05 12:00:00,4.1, None, None,27
457.0, 79.0, None, None,2020-07-05 13:00:00,4.4, None, None,27
457.0, 79.0, None, None,2020-07-05 14:00:00,4.7, None, None,27
