pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
199.0, 9.0, None, None,2017-10-15 00:00:00, -5.2, None, None,42
199.0, 9.0, None, None,2017-10-15 01:00:00, -6.3, None, None,42
199.0, 9.0, None, None,2017-10-15 02:00:00, -5.2, None, None,42
200.0, 10.0, None, None,2017-10-15 03:00:00, -5.9, None, None,42
200.0, 11.0, None, None,2017-10-15 04:00:00, -5.6, None, None,42
201.0, 11.0, None, None,2017-10-15 05:00:00, -5.5, None, None,42
201.0, 11.0, None, None,2017-10-15 06:00:00, -5.3, None, None,42
201.0, 11.0, None, None,2017-10-15 07:00:00, -5.2, None, None,42
201.0, 11.0, None, None,2017-10-15 08:00:00, -4.9, None, None,42
201.0, 11.0, None, None,2017-10-15 09:00:00, -5.7, None, None,42
201.0, 11.0, None, None,2017-10-15 10:00:00, -5.8, None, None,42
201.0, 11.0, None, None,2017-10-15 11:00:00, -5.5, None, None,42
202.0, 12.0, None, None,2017-10-15 12:00:00, -5.9, None, None,42
202.0, 12.0, None, None,2017-10-15 13:00:00, -4.9, None, None,42
202.0, 13.0, None, None,2017-10-15 14:00:00, -5.1, None, None,42
202.0, 13.0, None, None,2017-10-15 15:00:00, -4.4, None, None,42
202.0, 13.0, None, None,2017-10-15 16:00:00, -4.1, None, None,42
202.0, 13.0, None, None,2017-10-15 17:00:00, -2.3, None, None,42
202.0, 14.0, None, None,2017-10-15 18:00:00, -1.8, None, None,42
202.0, 15.0, None, None,2017-10-15 19:00:00, -0.8, None, None,42
202.0, 16.0, None, None,2017-10-15 20:00:00, 0.6, None, None,42
202.0, 16.0, None, None,2017-10-15 21:00:00, 1.0, None, None,42
202.0, 16.0, None, None,2017-10-15 22:00:00, 0.6, None, None,42
202.0, 17.0, None, None,2017-10-15 23:00:00, -0.6, None, None,42
202.0, 17.0, None, None,2017-10-16 00:00:00, -0.3, None, None,42
202.0, 17.0, None, None,2017-10-16 01:00:00, 0.3, None, None,42
202.0, 17.0, None, None,2017-10-16 02:00:00, 0.4, None, None,42
203.0, 17.0, None, None,2017-10-16 03:00:00, 0.6, None, None,42
203.0, 17.0, None, None,2017-10-16 04:00:00, -1.1, None, None,42
203.0, 17.0, None, None,2017-10-16 05:00:00, 1.2, None, None,42
203.0, 17.0, None, None,2017-10-16 06:00:00, 1.0, None, None,42
203.0, 17.0, None, None,2017-10-16 07:00:00, 0.4, None, None,42
203.0, 17.0, None, None,2017-10-16 08:00:00, 0.1, None, None,42
203.0, 17.0, None, None,2017-10-16 09:00:00, -0.1, None, None,42
203.0, 17.0, None, None,2017-10-16 11:00:00, -0.8, None, None,42
203.0, 17.0, None, None,2017-10-16 12:00:00, -0.6, None, None,42
203.0, 17.0, None, None,2017-10-16 13:00:00, -0.3, None, None,42
203.0, 17.0, None, None,2017-10-16 14:00:00, -0.8, None, None,42
204.0, 17.0, None, None,2017-10-16 15:00:00, -0.3, None, None,42
204.0, 17.0, None, None,2017-10-16 16:00:00, 0.1, None, None,42
205.0, 18.0, None, None,2017-10-16 17:00:00, -0.3, None, None,42
205.0, 19.0, None, None,2017-10-16 18:00:00, 0.0, None, None,42
206.0, 20.0, None, None,2017-10-16 19:00:00, 0.0, None, None,42
207.0, 22.0, None, None,2017-10-16 20:00:00, 0.1, None, None,42
208.0, 22.0, None, None,2017-10-16 21:00:00, -0.2, None, None,42
