time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-09-16, 18.0,15.8,12.5,38
2016-09-17, 15.0,16.1,11.6,38
2016-09-18, 5.0,15.9,11.0,38
2016-09-19, 2.0,14.6,11.5,38
2016-09-20, 0.0,18.0,9.0,38
2016-09-21, 0.0,20.9,8.2,38
2016-09-22, 0.0,17.9,5.9,38
