CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -11.09,91.9, None, None, None, None,42.35,8.83,148.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 00:00:00, None, None,10
None, -11.05,92.0, None, None, None, None,14.61,11.58,133.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 01:00:00, None, None,10
None, -11.29,91.8, None, None, None, None,13.62,16.72,111.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 02:00:00, None, None,10
None, -11.07,91.9, None, None, None, None,13.05,14.39,114.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 03:00:00, None, None,10
None, -10.95,91.9, None, None, None, None,16.59,12.19,114.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 04:00:00, None, None,10
None, -10.81,92.1, None, None, None, None,18.24,16.13,119.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 05:00:00, None, None,10
None, -10.68,92.1, None, None, None, None,10.89,20.95,123.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 06:00:00, None, None,10
None, -10.56,92.3, None, None, None, None,9.56,20.36,109.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 07:00:00, None, None,10
None, -9.97,92.6, None, None, None, None,10.48,18.17,136.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 08:00:00, None, None,10
None, -9.68,92.8, None, None, None, None,12.66,17.92,124.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 09:00:00, None, None,10
None, -9.38,93.1, None, None, None, None,8.58,18.13,129.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 10:00:00, None, None,10
None, -8.22,93.2, None, None, None, None,22.78,19.78,158.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 11:00:00, None, None,10
None, -7.808,93.7, None, None, None, None,18.45,20.99,199.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 12:00:00, None, None,10
None, -8.35,93.6, None, None, None, None,14.7,24.93,213.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 13:00:00, None, None,10
None, -8.08,93.6, None, None, None, None,10.4,21.19,222.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 14:00:00, None, None,10
None, -9.01,93.0, None, None, None, None,14.24,23.11,220.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 15:00:00, None, None,10
None, -9.32,92.6, None, None, None, None,15.64,18.19,216.3, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 16:00:00, None, None,10
None, -10.45,92.2, None, None, None, None,15.49,22.75,225.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 17:00:00, None, None,10
None, -10.7,91.9, None, None, None, None,10.81,22.26,225.2, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 18:00:00, None, None,10
None, -11.0,91.7, None, None, None, None,8.71,22.7,227.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 19:00:00, None, None,10
None, -11.25,91.5, None, None, None, None,9.48,18.78,226.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 20:00:00, None, None,10
None, -11.2,91.3, None, None, None, None,11.23,16.19,233.4, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 21:00:00, None, None,10
None, -11.2,91.3, None, None, None, None,7.915,18.42,230.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 22:00:00, None, None,10
None, -11.27,91.2, None, None, None, None,11.5,14.67,232.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 23:00:00, None, None,10
None, -11.35,91.2, None, None, None, None,12.56,12.67,229.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 00:00:00, None, None,10
None, -11.45,91.1, None, None, None, None,11.43,14.0,228.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 01:00:00, None, None,10
None, -11.46,91.0, None, None, None, None,10.99,14.88,229.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 02:00:00, None, None,10
None, -11.51,91.2, None, None, None, None,9.31,19.42,229.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 03:00:00, None, None,10
None, -11.41,91.2, None, None, None, None,9.38,15.57,226.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 04:00:00, None, None,10
None, -11.44,91.2, None, None, None, None,9.29,13.03,226.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 05:00:00, None, None,10
None, -11.51,91.1, None, None, None, None,9.23,13.12,225.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 06:00:00, None, None,10
None, -11.66,91.1, None, None, None, None,8.53,10.64,231.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 07:00:00, None, None,10
None, -11.62,91.1, None, None, None, None,7.49,9.14,224.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 08:00:00, None, None,10
None, -11.25,91.2, None, None, None, None,10.66,6.65,227.5, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 09:00:00, None, None,10
None, -10.98,91.4, None, None, None, None,10.6,7.839,225.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 10:00:00, None, None,10
None, -10.81,91.3, None, None, None, None,8.29,23.91,228.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 11:00:00, None, None,10
None, -10.41,91.5, None, None, None, None,9.66,21.18,235.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 12:00:00, None, None,10
None, -10.24,91.7, None, None, None, None,6.666,22.99,225.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 13:00:00, None, None,10
None, -9.65,92.1, None, None, None, None,6.829,22.01,226.7, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 14:00:00, None, None,10
None, -9.79,92.1, None, None, None, None,8.73,22.28,231.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 15:00:00, None, None,10
None, -9.97,92.0, None, None, None, None,11.49,16.58,224.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 16:00:00, None, None,10
None, -10.44,91.9, None, None, None, None,9.21,20.7,229.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 17:00:00, None, None,10
None, -10.56,91.8, None, None, None, None,8.26,20.06,231.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 18:00:00, None, None,10
None, -10.93,91.7, None, None, None, None,9.12,19.23,228.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 19:00:00, None, None,10
None, -11.71,91.3, None, None, None, None,15.59,31.11,285.1, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 20:00:00, None, None,10
None, -11.63,91.1, None, None, None, None,13.78,23.85,285.6, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 21:00:00, None, None,10
None, -11.49,91.0, None, None, None, None,13.38,17.99,268.0, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 22:00:00, None, None,10
None, -11.27,91.0, None, None, None, None,16.86,17.69,246.8, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 23:00:00, None, None,10
None, -11.19,91.2, None, None, None, None,11.67,14.1,232.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 00:00:00, None, None,10
None, -11.54,91.0, None, None, None, None,21.19,18.25,271.9, None, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 01:00:00, None, None,10
