CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 0.292, 97.0, None,2016-03-11 00:00:00, None, None,18.07, 15.21,160.9, None, None, None, None, None, 60.37,11
None, 0.108, 97.0, None,2016-03-11 01:00:00, None, None,18.12, 12.86,156.0, None, None, None, None, None, 60.36,11
None, -0.185, 96.9, None,2016-03-11 02:00:00, None, None,14.46, 13.59,154.3, None, None, None, None, None, 60.16,11
None, -0.275, 96.9, None,2016-03-11 03:00:00, None, None,14.24, 12.49,162.5, None, None, None, None, None, 60.02,11
None, -0.594, 96.7, None,2016-03-11 04:00:00, None, None,34.82, 5.792,157.3, None, None, None, None, None, 59.85,11
None, -0.75, 96.3, None,2016-03-11 05:00:00, None, None,41.59, 1.513,88.4, None, None, None, None, None, 59.8,11
None, -1.392, 95.8, None,2016-03-11 06:00:00, None, None,19.23, 3.743,29.25, None, None, None, None, None, 59.53,11
None, -1.522, 95.7, None,2016-03-11 07:00:00, None, None,13.72, 6.489,38.38, None, None, None, None, None, 59.53,11
None, -0.886, 94.9, None,2016-03-11 08:00:00, None, None,11.55, 7.693,24.01, None, None, None, None, None, 59.42,11
None, -0.142, 93.8, None,2016-03-11 09:00:00, None, None,13.33, 10.46,24.04, None, None, None, None, None, 59.35,11
None, 0.171, 89.9, None,2016-03-11 10:00:00, None, None,18.08, 12.14,21.93, None, None, None, None, None, 59.26,11
None, 0.793, 87.3, None,2016-03-11 11:00:00, None, None,14.63, 13.76,39.6, None, None, None, None, None, 59.12,11
None, 1.21, 81.9, None,2016-03-11 12:00:00, None, None,13.97, 13.17,34.08, None, None, None, None, None, 59.21,11
None, 2.559, 80.9, None,2016-03-11 13:00:00, None, None,19.05, 8.93,37.76, None, None, None, None, None, 59.04,11
None, 3.495, 72.03, None,2016-03-11 14:00:00, None, None,17.29, 11.54,29.72, None, None, None, None, None, 58.69,11
None, 4.009, 69.63, None,2016-03-11 15:00:00, None, None,17.01, 12.68,19.61, None, None, None, None, None, 58.74,11
None, 2.652, 71.36, None,2016-03-11 16:00:00, None, None,19.08, 12.6,32.09, None, None, None, None, None, 59.05,11
None, 1.789, 87.8, None,2016-03-11 17:00:00, None, None,17.84, 9.96,35.22, None, None, None, None, None, 58.81,11
None, 1.085, 93.7, None,2016-03-11 18:00:00, None, None,21.12, 8.37,33.03, None, None, None, None, None, 59.08,11
None, 1.321, 92.3, None,2016-03-11 19:00:00, None, None,41.89, 3.817,29.43, None, None, None, None, None, 58.67,11
None, 1.246, 93.6, None,2016-03-11 20:00:00, None, None,42.1, 2.58,27.74, None, None, None, None, None, 58.62,11
None, 1.302, 93.5, None,2016-03-11 21:00:00, None, None,61.14, 2.995,63.03, None, None, None, None, None, 58.56,11
None, 1.709, 91.2, None,2016-03-11 22:00:00, None, None,59.86, 1.267,126.4, None, None, None, None, None, 58.54,11
None, 1.799, 92.5, None,2016-03-11 23:00:00, None, None,31.76, 3.599,53.28, None, None, None, None, None, 58.42,11
None, 1.873, 93.6, None,2016-03-12 00:00:00, None, None,52.26, 4.408,61.49, None, None, None, None, None, 58.31,11
None, 1.765, 95.5, None,2016-03-12 01:00:00, None, None,34.72, 4.088,186.1, None, None, None, None, None, 58.28,11
None, 1.488, 95.8, None,2016-03-12 02:00:00, None, None,11.8, 6.423,190.2, None, None, None, None, None, 58.13,11
None, 1.588, 96.6, None,2016-03-12 03:00:00, None, None,28.34, 8.48,186.2, None, None, None, None, None, 57.98,11
None, 1.413, 96.5, None,2016-03-12 04:00:00, None, None,28.01, 9.98,154.6, None, None, None, None, None, 57.75,11
None, 1.96, 96.8, None,2016-03-12 05:00:00, None, None,30.44, 10.86,162.6, None, None, None, None, None, 57.42,11
None, 0.752, 94.6, None,2016-03-12 06:00:00, None, None,28.97, 11.72,187.4, None, None, None, None, None, 57.18,11
None, 0.792, 94.5, None,2016-03-12 07:00:00, None, None,23.76, 12.92,194.4, None, None, None, None, None, 57.2,11
None, 1.379, 94.7, None,2016-03-12 08:00:00, None, None,69.0, 3.591,216.9, None, None, None, None, None, 57.35,11
None, 0.882, 95.3, None,2016-03-12 09:00:00, None, None,69.32, 2.051,167.9, None, None, None, None, None, 57.29,11
None, 0.585, 96.3, None,2016-03-12 10:00:00, None, None,13.41, 13.22,165.1, None, None, None, None, None, 57.25,11
None, 0.754, 96.7, None,2016-03-12 11:00:00, None, None,14.05, 16.31,158.3, None, None, None, None, None, 57.07,11
None, 1.092, 96.4, None,2016-03-12 12:00:00, None, None,17.26, 13.19,161.3, None, None, None, None, None, 56.88,11
None, 1.174, 93.5, None,2016-03-12 13:00:00, None, None,24.64, 11.62,184.4, None, None, None, None, None, 56.47,11
None, 2.813, 90.1, None,2016-03-12 14:00:00, None, None,35.18, 9.3,207.9, None, None, None, None, None, 56.43,11
None, 2.269, 90.0, None,2016-03-12 15:00:00, None, None,45.5, 6.683,195.5, None, None, None, None, None, 56.32,11
None, 0.85, 95.2, None,2016-03-12 16:00:00, None, None,26.53, 11.89,183.6, None, None, None, None, None, 55.93,11
None, 0.397, 95.0, None,2016-03-12 17:00:00, None, None,16.22, 14.9,151.7, None, None, None, None, None, 56.01,11
None, 0.051, 93.3, None,2016-03-12 18:00:00, None, None,17.61, 10.63,155.7, None, None, None, None, None, 55.62,11
None, 0.035, 96.1, None,2016-03-12 19:00:00, None, None,13.08, 13.49,153.5, None, None, None, None, None, 55.3,11
None, -0.086, 96.5, None,2016-03-12 20:00:00, None, None,21.06, 13.5,172.3, None, None, None, None, None, 55.17,11
None, -0.123, 96.5, None,2016-03-12 21:00:00, None, None,18.95, 14.4,168.7, None, None, None, None, None, 54.7,11
None, -0.181, 96.3, None,2016-03-12 22:00:00, None, None,17.47, 12.31,166.5, None, None, None, None, None, 55.32,11
None, -0.654, 96.2, None,2016-03-12 23:00:00, None, None,17.2, 14.49,165.3, None, None, None, None, None, 55.43,11
None, -0.765, 96.1, None,2016-03-13 00:00:00, None, None,14.96, 14.22,155.1, None, None, None, None, None, 57.05,11
None, -0.975, 95.9, None,2016-03-13 01:00:00, None, None,12.63, 15.5,154.0, None, None, None, None, None, 55.12,11
None, -1.238, 95.7, None,2016-03-13 04:00:00, None, None,11.72, 15.3,153.0, None, None, None, None, None, 54.43,11
None, -1.581, 95.0, None,2016-03-13 05:00:00, None, None,10.28, 13.64,153.3, None, None, None, None, None, 54.13,11
None, -1.587, 91.7, None,2016-03-13 08:00:00, None, None,26.1, 3.556,155.5, None, None, None, None, None, 55.9,11
None, 0.023, 91.1, None,2016-03-13 09:00:00, None, None,48.96, 2.17,68.19, None, None, None, None, None, 55.98,11
None, 0.197, 88.6, None,2016-03-13 10:00:00, None, None,14.66, 4.442,50.09, None, None, None, None, None, 55.9,11
None, 1.095, 77.74, None,2016-03-13 11:00:00, None, None,17.65, 6.458,30.8, None, None, None, None, None, 56.08,11
