pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, None, 10.6, None, None, None, None,2021-05-21 00:00:00, None,21
None, None, 10.2, None, None, None, None,2021-05-21 01:00:00, None,21
None, None, 9.71, None, None, None, None,2021-05-21 02:00:00, None,21
None, None, 9.21, None, None, None, None,2021-05-21 03:00:00, None,21
None, None, 8.78, None, None, None, None,2021-05-21 04:00:00, None,21
None, None, 8.26, None, None, None, None,2021-05-21 05:00:00, None,21
None, None, 7.804, None, None, None, None,2021-05-21 06:00:00, None,21
None, None, 8.19, None, None, None, None,2021-05-21 07:00:00, None,21
None, None, 8.83, None, None, None, None,2021-05-21 08:00:00, None,21
None, None, 12.38, None, None, None, None,2021-05-21 09:00:00, None,21
None, None, 14.05, None, None, None, None,2021-05-21 10:00:00, None,21
None, None, 16.65, None, None, None, None,2021-05-21 11:00:00, None,21
None, None, 16.35, None, None, None, None,2021-05-21 12:00:00, None,21
None, None, 16.7, None, None, None, None,2021-05-21 13:00:00, None,21
None, None, 17.02, None, None, None, None,2021-05-21 14:00:00, None,21
None, None, 17.67, None, None, None, None,2021-05-21 15:00:00, None,21
None, 17.7, 17.71, 7.8, -0.1, 18.5, -6999.0,2021-05-21 16:00:00, -6999.0,21
None, 17.1, 17.07, 7.8, 0.1, 18.6, -6999.0,2021-05-21 17:00:00, -6999.0,21
None, 16.5, 16.48, 7.8, 0.3, 18.6, -6999.0,2021-05-21 18:00:00, -6999.0,21
None, 16.5, 16.52, 16.1, 0.0, 17.5, -6999.0,2021-05-21 19:00:00, -6999.0,21
None, 15.6, 15.61, 15.7, 0.0, 17.5, -6999.0,2021-05-21 20:00:00, -6999.0,21
None, 12.9, 12.86, 12.8, -0.4, 17.5, -6999.0,2021-05-21 22:00:00, -6999.0,21
None, 12.4, 12.43, 12.4, -0.6, 17.5, -6999.0,2021-05-21 23:00:00, -6999.0,21
None, 11.9, 11.88, 11.7, -1.1, 17.5, -6999.0,2021-05-22 00:00:00, -6999.0,21
None, 11.4, 11.41, 11.3, -1.7, 17.5, -6999.0,2021-05-22 01:00:00, -6999.0,21
None, 10.7, 10.69, 10.7, -1.2, 17.5, -6999.0,2021-05-22 02:00:00, -6999.0,21
None, 10.3, 10.3, 10.3, -1.2, 17.5, -6999.0,2021-05-22 03:00:00, -6999.0,21
None, 9.7, 9.65, 9.7, -0.8, 17.5, -6999.0,2021-05-22 04:00:00, -6999.0,21
None, 9.4, 9.36, 9.4, -0.4, 17.5, -6999.0,2021-05-22 05:00:00, -6999.0,21
None, 9.4, 9.41, 9.2, -0.1, 17.5, -6999.0,2021-05-22 06:00:00, -6999.0,21
None, 9.5, 9.53, 9.3, 0.1, 9.6, -6999.0,2021-05-22 07:00:00, -6999.0,21
None, 9.9, 9.88, 9.3, 0.9, 10.1, -6999.0,2021-05-22 08:00:00, -6999.0,21
None, 14.0, 14.0, 9.3, 6.5, 14.0, -6999.0,2021-05-22 09:00:00, -6999.0,21
None, 15.5, 15.53, 9.3, 0.5, 16.1, -6999.0,2021-05-22 10:00:00, -6999.0,21
None, 18.0, 18.03, 9.3, -0.6, 18.1, -6999.0,2021-05-22 11:00:00, -6999.0,21
None, 17.7, 17.72, 9.3, -0.6, 19.0, -6999.0,2021-05-22 12:00:00, -6999.0,21
None, 18.0, 17.96, 9.3, -0.4, 19.0, -6999.0,2021-05-22 13:00:00, -6999.0,21
None, 18.7, 18.74, 9.3, 0.0, 19.0, -6999.0,2021-05-22 14:00:00, -6999.0,21
None, 19.1, 19.08, 9.3, -0.3, 20.0, -6999.0,2021-05-22 15:00:00, -6999.0,21
None, 19.6, 19.55, 9.3, 0.1, 20.7, -6999.0,2021-05-22 16:00:00, -6999.0,21
None, 18.3, 18.32, 9.3, -0.1, 20.7, -6999.0,2021-05-22 17:00:00, -6999.0,21
None, 18.1, 18.11, 9.3, 0.1, 20.7, -6999.0,2021-05-22 18:00:00, -6999.0,21
None, 17.5, 17.48, 17.5, 0.2, 18.2, -6999.0,2021-05-22 19:00:00, -6999.0,21
None, 15.6, 15.61, 15.6, 0.1, 18.2, -6999.0,2021-05-22 20:00:00, -6999.0,21
None, 14.9, 14.86, 14.9, 0.0, 18.2, -6999.0,2021-05-22 21:00:00, -6999.0,21
None, 14.1, 14.08, 14.1, 0.0, 18.2, -6999.0,2021-05-22 22:00:00, -6999.0,21
None, 13.7, 13.74, 13.8, 0.0, 18.2, -6999.0,2021-05-22 23:00:00, -6999.0,21
None, 13.6, 13.6, 13.5, 0.0, 18.2, -6999.0,2021-05-23 00:00:00, -6999.0,21
None, 13.5, 13.46, 13.4, -0.3, 18.2, -6999.0,2021-05-23 01:00:00, -6999.0,21
None, 13.0, 13.02, 13.0, -0.1, 18.2, -6999.0,2021-05-23 02:00:00, -6999.0,21
None, 12.9, 12.88, 12.7, -0.6, 18.2, -6999.0,2021-05-23 03:00:00, -6999.0,21
None, 12.5, 12.45, 12.4, -0.5, 18.2, -6999.0,2021-05-23 04:00:00, -6999.0,21
None, 12.1, 12.13, 12.2, -0.6, 18.2, -6999.0,2021-05-23 05:00:00, -6999.0,21
None, 12.2, 12.24, 12.0, -0.2, 18.2, -6999.0,2021-05-23 06:00:00, -6999.0,21
None, 12.7, 12.73, 12.2, 1.6, 12.7, -6999.0,2021-05-23 07:00:00, -6999.0,21
None, 14.1, 14.12, 12.2, 1.1, 14.1, -6999.0,2021-05-23 08:00:00, -6999.0,21
None, None, 15.03, None, None, None, None,2021-05-23 09:00:00, None,21
None, None, 15.3, None, None, None, None,2021-05-23 10:00:00, None,21
None, None, 15.24, None, None, None, None,2021-05-23 11:00:00, None,21
None, 15.9, 15.89, 12.2, 0.1, 15.9, -6999.0,2021-05-23 12:00:00, -6999.0,21
None, 15.6, 15.6, 12.2, -0.2, 16.1, -6999.0,2021-05-23 13:00:00, -6999.0,21
None, 14.8, 14.82, 12.2, -0.3, 16.5, -6999.0,2021-05-23 14:00:00, -6999.0,21
None, 15.5, 15.49, 12.2, 0.3, 16.5, -6999.0,2021-05-23 15:00:00, -6999.0,21
None, 14.7, 14.7, 12.2, -0.2, 16.5, -6999.0,2021-05-23 16:00:00, -6999.0,21
None, 14.5, 14.5, 12.2, 0.0, 16.5, -6999.0,2021-05-23 17:00:00, -6999.0,21
None, 14.8, 14.77, 12.2, 0.2, 16.5, -6999.0,2021-05-23 18:00:00, -6999.0,21
None, 14.6, 14.59, 14.3, -0.1, 14.9, -6999.0,2021-05-23 19:00:00, -6999.0,21
None, 14.6, 14.62, 14.3, 0.1, 14.9, -6999.0,2021-05-23 20:00:00, -6999.0,21
None, 13.5, 13.45, 13.5, -0.3, 14.9, -6999.0,2021-05-23 21:00:00, -6999.0,21
None, 12.3, 12.34, 12.3, -1.3, 14.9, -6999.0,2021-05-23 22:00:00, -6999.0,21
None, 12.5, 12.53, 12.3, 0.5, 14.9, -6999.0,2021-05-23 23:00:00, -6999.0,21
None, 12.8, 12.78, 12.3, 0.0, 14.9, -6999.0,2021-05-24 00:00:00, -6999.0,21
None, 12.6, 12.56, 12.3, -0.1, 14.9, -6999.0,2021-05-24 01:00:00, -6999.0,21
None, 12.5, 12.45, 12.3, -0.8, 14.9, -6999.0,2021-05-24 02:00:00, -6999.0,21
None, 13.2, 13.19, 12.3, 1.1, 14.9, -6999.0,2021-05-24 03:00:00, -6999.0,21
None, 11.7, 11.69, 11.4, -2.8, 14.9, -6999.0,2021-05-24 04:00:00, -6999.0,21
None, 11.3, 11.28, 11.1, -0.7, 14.9, -6999.0,2021-05-24 05:00:00, -6999.0,21
None, 11.5, 11.51, 11.2, 0.2, 11.6, -6999.0,2021-05-24 07:00:00, -6999.0,21
None, 11.1, 11.1, 11.1, 0.7, 11.6, -6999.0,2021-05-24 08:00:00, -6999.0,21
None, 11.3, 11.27, 11.0, 3.7, 11.6, -6999.0,2021-05-24 09:00:00, -6999.0,21
None, 11.7, 11.68, 11.0, 1.3, 11.7, -6999.0,2021-05-24 10:00:00, -6999.0,21
None, 11.6, 11.63, 11.0, 0.7, 11.7, -6999.0,2021-05-24 11:00:00, -6999.0,21
None, 12.3, 12.29, 11.0, 1.1, 12.3, -6999.0,2021-05-24 12:00:00, -6999.0,21
None, 12.4, 12.39, 11.0, 0.1, 12.5, -6999.0,2021-05-24 13:00:00, -6999.0,21
None, 12.7, 12.71, 11.0, 0.5, 12.7, -6999.0,2021-05-24 14:00:00, -6999.0,21
None, 12.6, 12.61, 11.0, -0.7, 12.7, -6999.0,2021-05-24 15:00:00, -6999.0,21
None, 12.3, 12.34, 11.0, -0.6, 12.7, -6999.0,2021-05-24 16:00:00, -6999.0,21
None, 12.7, 12.69, 11.0, 1.4, 12.7, -6999.0,2021-05-24 17:00:00, -6999.0,21
None, 13.0, 12.96, 11.0, 0.4, 13.3, -6999.0,2021-05-24 18:00:00, -6999.0,21
None, 12.8, 12.76, 12.7, -0.5, 13.3, -6999.0,2021-05-24 19:00:00, -6999.0,21
None, 12.2, 12.17, 12.2, -1.0, 13.3, -6999.0,2021-05-24 20:00:00, -6999.0,21
None, 11.4, 11.36, 11.4, -2.0, 13.3, -6999.0,2021-05-24 21:00:00, -6999.0,21
None, 10.9, 10.85, 10.9, -1.0, 13.3, -6999.0,2021-05-24 22:00:00, -6999.0,21
None, 10.5, 10.52, 10.6, -1.0, 13.3, -6999.0,2021-05-24 23:00:00, -6999.0,21
None, 10.3, 10.33, 10.3, -0.2, 13.3, -6999.0,2021-05-25 00:00:00, -6999.0,21
None, 10.3, 10.29, 10.3, -0.3, 13.3, -6999.0,2021-05-25 01:00:00, -6999.0,21
None, 10.2, 10.2, 10.1, -0.2, 13.3, -6999.0,2021-05-25 02:00:00, -6999.0,21
None, 10.1, 10.06, 10.1, -0.1, 13.3, -6999.0,2021-05-25 03:00:00, -6999.0,21
None, 10.1, 10.08, 10.0, 0.0, 13.3, -6999.0,2021-05-25 04:00:00, -6999.0,21
