RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
73.5, None, None, None,1.365,23.03, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.912, None, None, None, None,58.16, None, None, None, None,2020-01-08 00:00:00, None,2,,
73.6, None, None, None,0.764,358.7, None, None, -5.0, None, None, None, None, None, None, None, None, None,-1.575, None, None, None, None,70.2, None, None, None, None,2020-01-08 01:00:00, None,2,,
73.4, None, None, None,0.675,328.2, None, None, -5.0, None, None, None, None, None, None, None, None, None,-1.766, None, None, None, None,71.2, None, None, None, None,2020-01-08 02:00:00, None,2,,
73.2, None, None, None,0.772,277.9, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.882, None, None, None, None,73.7, None, None, None, None,2020-01-08 03:00:00, None,2,,
73.5, None, None, None,1.355,228.3, None, None, -5.0, None, None, None, None, None, None, None, None, None,-1.718, None, None, None, None,69.97, None, None, None, None,2020-01-08 04:00:00, None,2,,
73.4, None, None, None,0.972,247.5, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.882, None, None, None, None,73.3, None, None, None, None,2020-01-08 05:00:00, None,2,,
73.5, None, None, None,0.974,233.2, None, None, -6.0, None, None, None, None, None, None, None, None, None,-1.94, None, None, None, None,72.5, None, None, None, None,2020-01-08 06:00:00, None,2,,
73.0, None, None, None,4.278,258.2, None, None, -6.0, None, None, None, None, None, None, None, None, None,-2.412, None, None, None, None,52.6, None, None, None, None,2020-01-08 07:00:00, None,2,,
72.0, None, None, None,5.207,311.2, None, None, -7.0, None, None, None, None, None, None, None, None, None,-3.068, None, None, None, None,45.45, None, None, None, None,2020-01-08 08:00:00, None,2,,
67.17, None, None, None,5.363,320.0, None, None, -9.0, None, None, None, None, None, None, None, None, None,-4.25, None, None, None, None,44.62, None, None, None, None,2020-01-08 09:00:00, None,2,,
64.32, None, None, 15.5,4.105,318.2, -10.0, -5.0, -10.0, None, 318.0, None, None, -6999.0, None, None, 35.6, None,-4.943, None, -1.9, 64.0, None,37.56, 4.1, -4.9, 0.2, -6999.0,2020-01-08 11:00:00, -6999.0,2,,
61.93, None, None, 17.9,3.106,304.7, -11.0, -5.1, -11.0, None, 305.0, None, None, -6999.0, None, None, 32.3, None,-5.07, None, -1.9, 62.0, None,48.87, 3.1, -5.1, 0.0, -6999.0,2020-01-08 12:00:00, -6999.0,2,,
62.88, None, None, 20.9,4.131,281.7, -11.0, -5.2, -11.0, None, 282.0, None, None, -6999.0, None, None, 31.2, None,-5.207, None, -1.9, 63.0, None,43.73, 4.1, -5.2, 0.1, -6999.0,2020-01-08 13:00:00, -6999.0,2,,
58.92, None, None, 15.0,4.32,237.5, -11.0, -5.5, -11.0, None, 238.0, None, None, -6999.0, None, None, 30.9, None,-5.48, None, -1.9, 59.0, None,33.16, 4.3, -5.5, 0.2, -6999.0,2020-01-08 14:00:00, -6999.0,2,,
52.73, None, None, 13.6,4.137,235.0, -13.0, -6.1, -13.0, None, 235.0, None, None, -6999.0, None, None, 30.7, None,-6.07, None, -1.9, 53.0, None,34.8, 4.1, -6.1, 0.0, -6999.0,2020-01-08 15:00:00, -6999.0,2,,
51.83, None, None, 19.1,3.07,273.8, -14.0, -7.0, -14.0, None, 274.0, None, None, -6999.0, None, None, 30.2, None,-6.963, None, -1.9, 52.0, None,49.51, 3.1, -7.0, 0.3, -6999.0,2020-01-08 16:00:00, -6999.0,2,,
53.03, None, None, 17.9,4.004,256.5, -15.0, -7.7, -15.0, None, 257.0, None, None, -6999.0, None, None, 28.3, None,-7.71, None, -1.9, 53.0, None,43.24, 4.0, -7.7, 0.1, -6999.0,2020-01-08 17:00:00, -6999.0,2,,
52.15, None, None, 15.8,5.097,221.6, -15.0, -8.2, -15.0, None, 222.0, None, None, -6999.0, None, None, 26.5, None,-8.22, None, -1.9, 52.0, None,33.82, 5.1, -8.2, 0.0, -6999.0,2020-01-08 18:00:00, -6999.0,2,,
55.77, None, None, 10.7,5.591,217.6, -15.0, -8.4, -15.0, None, 218.0, None, None, -6999.0, None, None, 24.2, None,-8.37, None, -8.2, 56.0, None,16.63, 5.6, -8.4, 0.4, -6999.0,2020-01-08 19:00:00, -6999.0,2,,
