pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 4.277, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.3, 3.9, 0.0, None, -6999.0, 4.7, -6999.0, None,2020-10-21 00:00:00, 0.0, None, -6999.0,43
None, None, 4.153, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.2, 3.9, 0.0, None, -6999.0, 4.7, -6999.0, None,2020-10-21 01:00:00, 0.0, None, -6999.0,43
None, None, 4.277, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.3, 3.9, 0.2, None, -6999.0, 4.7, -6999.0, None,2020-10-21 02:00:00, 0.0, None, -6999.0,43
None, None, 4.287, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.3, 3.9, 0.1, None, -6999.0, 4.7, -6999.0, None,2020-10-21 03:00:00, 0.0, None, -6999.0,43
None, None, 4.202, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.2, 3.9, 0.0, None, -6999.0, 4.7, -6999.0, None,2020-10-21 04:00:00, 0.0, None, -6999.0,43
None, None, 4.496, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.5, 3.9, 0.3, None, -6999.0, 4.7, -6999.0, None,2020-10-21 05:00:00, 0.0, None, -6999.0,43
None, None, 4.401, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.4, 3.9, 0.0, None, -6999.0, 4.7, -6999.0, None,2020-10-21 06:00:00, 0.0, None, -6999.0,43
None, None, 3.661, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.7, 3.7, 0.1, None, -6999.0, 4.4, -6999.0, None,2020-10-21 07:00:00, 0.0, None, -6999.0,43
None, None, 4.011, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.0, 3.6, 0.0, None, -6999.0, 4.4, -6999.0, None,2020-10-21 08:00:00, 0.0, None, -6999.0,43
None, None, 4.163, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.2, 3.6, 0.0, None, -6999.0, 4.4, -6999.0, None,2020-10-21 09:00:00, 0.0, None, -6999.0,43
None, None, 4.325, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.3, 3.6, 0.0, None, -6999.0, 4.4, -6999.0, None,2020-10-21 10:00:00, 0.0, None, -6999.0,43
None, None, 4.535, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.5, 3.6, 0.0, None, -6999.0, 4.6, -6999.0, None,2020-10-21 11:00:00, 0.0, None, -6999.0,43
None, None, 4.898, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.9, 3.6, 0.3, None, -6999.0, 5.0, -6999.0, None,2020-10-21 12:00:00, 0.0, None, -6999.0,43
None, None, 8.62, None, None, None, -6999.0, -1.0, -6999.0, -6999.0, 8.6, 3.6, 1.4, None, -6999.0, 8.8, -6999.0, None,2020-10-21 13:00:00, 0.0, None, -6999.0,43
None, None, 6.75, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 6.8, 3.6, 2.1, None, -6999.0, 8.8, -6999.0, None,2020-10-21 14:00:00, 0.0, None, -6999.0,43
None, None, 6.184, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 6.2, 3.6, -0.3, None, -6999.0, 8.8, -6999.0, None,2020-10-21 15:00:00, 0.0, None, -6999.0,43
None, None, 5.319, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 5.3, 3.6, -1.1, None, -6999.0, 8.8, -6999.0, None,2020-10-21 16:00:00, 0.0, None, -6999.0,43
None, None, 4.666, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.7, 3.6, -1.4, None, -6999.0, 8.8, -6999.0, None,2020-10-21 17:00:00, 0.0, None, -6999.0,43
None, None, 4.224, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.2, 3.6, -0.3, None, -6999.0, 8.8, -6999.0, None,2020-10-21 18:00:00, 0.0, None, -6999.0,43
None, None, 3.083, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.1, 3.1, -0.4, None, -6999.0, 4.2, -6999.0, None,2020-10-21 19:00:00, 0.0, None, -6999.0,43
None, None, 3.678, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.7, 3.1, -0.3, None, -6999.0, 4.2, -6999.0, None,2020-10-21 20:00:00, 0.0, None, -6999.0,43
None, None, 4.476, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 4.5, 3.1, 0.0, None, -6999.0, 4.5, -6999.0, None,2020-10-21 21:00:00, 0.0, None, -6999.0,43
None, None, 3.878, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.9, 3.1, -0.1, None, -6999.0, 4.5, -6999.0, None,2020-10-21 22:00:00, 0.0, None, -6999.0,43
None, None, 3.925, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.9, 3.1, 0.0, None, -6999.0, 4.5, -6999.0, None,2020-10-21 23:00:00, 0.0, None, -6999.0,43
None, None, 3.622, None, None, None, -6999.0, 0.0, -6999.0, -6999.0, 3.6, 3.1, -0.1, None, -6999.0, 4.5, -6999.0, None,2020-10-22 00:00:00, 0.0, None, -6999.0,43
