pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -1.732, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -1.7, -2.4, 0.0, -6999.0, 0.0,2020-10-21 00:00:00, 2.0, 1.921, -6999.0,43
None, -2.178, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.4, 0.2, -6999.0, 0.0,2020-10-21 01:00:00, 2.0, 1.722, -6999.0,43
None, -2.302, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -2.4, -0.2, -6999.0, 0.0,2020-10-21 02:00:00, 2.0, 1.766, -6999.0,43
None, -2.16, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.4, 0.2, -6999.0, 0.0,2020-10-21 03:00:00, 2.0, 1.639, -6999.0,43
None, -2.377, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.4, -2.6, 0.0, -6999.0, 0.0,2020-10-21 04:00:00, 2.0, 1.671, -6999.0,43
None, -2.902, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.9, -2.9, 0.0, -6999.0, 0.0,2020-10-21 05:00:00, 2.0, 1.663, -6999.0,43
None, -3.551, -0.3, -6999.0, -6999.0, -6999.0, -6999.0, -3.6, -3.6, 0.0, -6999.0, 0.0,2020-10-21 06:00:00, 2.0, 1.61, -6999.0,43
None, -3.427, -3.2, -6999.0, -6999.0, -6999.0, -6999.0, -3.4, -3.7, -0.1, -6999.0, 0.0,2020-10-21 07:00:00, 2.0, 1.653, -6999.0,43
None, -3.551, -2.9, -6999.0, -6999.0, -6999.0, -6999.0, -3.6, -3.9, -0.1, -6999.0, 0.0,2020-10-21 08:00:00, 2.0, 1.63, -6999.0,43
None, -3.341, -2.9, -6999.0, -6999.0, -6999.0, -6999.0, -3.3, -4.0, 0.0, -6999.0, 0.0,2020-10-21 09:00:00, 2.0, 1.671, -6999.0,43
None, -3.15, -2.9, -6999.0, -6999.0, -6999.0, -6999.0, -3.2, -4.0, 0.0, -6999.0, 0.0,2020-10-21 10:00:00, 2.0, 1.508, -6999.0,43
None, -2.112, -2.1, -6999.0, -6999.0, -6999.0, -6999.0, -2.1, -4.0, 0.0, -6999.0, 0.0,2020-10-21 11:00:00, 1.0, 1.37, -6999.0,43
None, -1.722, -1.6, -6999.0, -6999.0, -6999.0, -6999.0, -1.7, -4.0, -0.2, -6999.0, 0.0,2020-10-21 12:00:00, 1.0, 1.283, -6999.0,43
None, -0.519, -0.5, -6999.0, -6999.0, -6999.0, -6999.0, -0.5, -4.0, 0.0, -6999.0, 0.0,2020-10-21 13:00:00, 1.0, 1.1, -6999.0,43
None, -0.016, 0.2, -6999.0, -6999.0, -6999.0, -6999.0, 0.0, -4.0, 0.0, -6999.0, 0.0,2020-10-21 14:00:00, 1.0, 0.975, -6999.0,43
None, -0.254, 0.2, -6999.0, -6999.0, -6999.0, -6999.0, -0.3, -4.0, 0.0, -6999.0, 0.0,2020-10-21 15:00:00, 1.0, 1.16, -6999.0,43
None, 0.883, 1.0, -6999.0, -6999.0, -6999.0, -6999.0, 0.9, -4.0, 0.0, -6999.0, 0.0,2020-10-21 16:00:00, 1.0, 1.351, -6999.0,43
None, -1.687, 1.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.7, -4.0, 0.2, -6999.0, -1.0,2020-10-21 17:00:00, 0.0, 0.487, -6999.0,43
None, -1.884, 1.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.9, -4.0, 0.0, -6999.0, 0.0,2020-10-21 18:00:00, 0.0, 0.096, -6999.0,43
None, -1.932, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -1.9, -1.9, 0.0, -6999.0, 0.0,2020-10-21 19:00:00, 0.0, -0.159, -6999.0,43
None, -2.417, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -2.4, -2.4, 0.0, -6999.0, 0.0,2020-10-21 20:00:00, 0.0, -0.094, -6999.0,43
None, -2.569, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -2.6, -2.6, 0.0, -6999.0, 0.0,2020-10-21 21:00:00, 0.0, 0.097, -6999.0,43
None, -3.084, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -3.1, -3.1, 0.0, -6999.0, 0.0,2020-10-21 22:00:00, 0.0, -0.041, -6999.0,43
None, -3.245, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -3.2, -3.2, 0.0, -6999.0, 0.0,2020-10-21 23:00:00, 0.0, 0.034, -6999.0,43
None, -3.236, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -3.2, -3.5, 0.0, -6999.0, 0.0,2020-10-22 00:00:00, 0.0, 0.289, -6999.0,43
None, -3.704, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -3.7, -3.7, 0.0, -6999.0, 2.0,2020-10-22 01:00:00, 2.0, 1.832, -6999.0,43
None, -3.762, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -3.8, -3.8, 0.0, -6999.0, 0.0,2020-10-22 02:00:00, 2.0, 1.852, -6999.0,43
None, -4.366, -1.8, -6999.0, -6999.0, -6999.0, -6999.0, -4.4, -4.5, 0.0, -6999.0, 0.0,2020-10-22 03:00:00, 2.0, 1.742, -6999.0,43
