pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -0.06, None, None, None, None, None, 0.0, None, None, -6999.0, -0.1, -0.1, 0.0, None, 1.3, -6999.0, None,2020-10-21 00:00:00, 0.0, -0.491,43
None, None, -0.107, None, None, None, None, None, 0.0, None, None, -6999.0, -0.1, -0.1, 0.0, None, 1.3, -6999.0, None,2020-10-21 01:00:00, -1.0, -0.533,43
None, None, -0.185, None, None, None, None, None, 0.0, None, None, -6999.0, -0.2, -0.2, 0.0, None, 1.3, -6999.0, None,2020-10-21 02:00:00, -1.0, -0.731,43
None, None, -0.26, None, None, None, None, None, 0.0, None, None, -6999.0, -0.3, -0.3, 0.1, None, 1.3, -6999.0, None,2020-10-21 03:00:00, -1.0, -0.754,43
None, None, -0.362, None, None, None, None, None, 0.0, None, None, -6999.0, -0.4, -0.4, -0.1, None, 1.3, -6999.0, None,2020-10-21 04:00:00, -1.0, -0.69,43
None, None, -0.403, None, None, None, None, None, 0.0, None, None, -6999.0, -0.4, -0.4, 0.0, None, 1.3, -6999.0, None,2020-10-21 05:00:00, -1.0, -0.694,43
None, None, -0.995, None, None, None, None, None, 0.0, None, None, -6999.0, -1.0, -1.0, -0.3, None, 1.3, -6999.0, None,2020-10-21 06:00:00, -1.0, -0.67,43
None, None, -1.369, None, None, None, None, None, 0.0, None, None, -6999.0, -1.4, -1.4, -0.2, None, -0.9, -6999.0, None,2020-10-21 07:00:00, -1.0, -0.922,43
None, None, -1.613, None, None, None, None, None, 0.0, None, None, -6999.0, -1.6, -1.7, 0.3, None, -0.9, -6999.0, None,2020-10-21 08:00:00, -1.0, -1.087,43
None, None, -1.446, None, None, None, None, None, 0.0, None, None, -6999.0, -1.4, -1.7, 0.3, None, -0.9, -6999.0, None,2020-10-21 09:00:00, -1.0, -0.906,43
None, None, -0.547, None, None, None, None, None, 0.0, None, None, -6999.0, -0.5, -1.7, 1.2, None, -0.6, -6999.0, None,2020-10-21 10:00:00, -1.0, -0.757,43
None, None, 0.449, None, None, None, None, None, 1.0, None, None, -6999.0, 0.4, -1.7, 1.0, None, 0.4, -6999.0, None,2020-10-21 11:00:00, 0.0, -0.267,43
None, None, 1.245, None, None, None, None, None, 0.0, None, None, -6999.0, 1.2, -1.7, 2.1, None, 1.8, -6999.0, None,2020-10-21 12:00:00, 0.0, -0.218,43
None, None, 0.268, None, None, None, None, None, 0.0, None, None, -6999.0, 0.3, -1.7, -2.1, None, 1.8, -6999.0, None,2020-10-21 13:00:00, 0.0, -0.217,43
None, None, 0.182, None, None, None, None, None, 0.0, None, None, -6999.0, 0.2, -1.7, -0.2, None, 1.8, -6999.0, None,2020-10-21 14:00:00, 0.0, -0.073,43
None, None, 0.478, None, None, None, None, None, 0.0, None, None, -6999.0, 0.5, -1.7, -0.1, None, 1.8, -6999.0, None,2020-10-21 15:00:00, 0.0, -0.18,43
None, None, -0.283, None, None, None, None, None, 0.0, None, None, -6999.0, -0.3, -1.7, -0.3, None, 1.8, -6999.0, None,2020-10-21 16:00:00, -1.0, -0.525,43
None, None, -0.632, None, None, None, None, None, 0.0, None, None, -6999.0, -0.6, -1.7, -0.2, None, 1.8, -6999.0, None,2020-10-21 17:00:00, 0.0, -0.332,43
None, None, -1.221, None, None, None, None, None, 0.0, None, None, -6999.0, -1.2, -1.7, -0.3, None, 1.8, -6999.0, None,2020-10-21 18:00:00, 0.0, -0.378,43
None, None, -2.118, None, None, None, None, None, 0.0, None, None, -6999.0, -2.1, -2.1, -0.5, None, -1.2, -6999.0, None,2020-10-21 19:00:00, 0.0, -0.426,43
None, None, -2.567, None, None, None, None, None, 0.0, None, None, -6999.0, -2.6, -2.6, -0.7, None, -1.2, -6999.0, None,2020-10-21 20:00:00, 0.0, -0.258,43
None, None, -2.979, None, None, None, None, None, 0.0, None, None, -6999.0, -3.0, -3.0, -0.1, None, -1.2, -6999.0, None,2020-10-21 21:00:00, 0.0, -0.243,43
None, None, -3.19, None, None, None, None, None, 0.0, None, None, -6999.0, -3.2, -3.2, 0.0, None, -1.2, -6999.0, None,2020-10-21 22:00:00, 0.0, -0.147,43
None, None, -3.352, None, None, None, None, None, 0.0, None, None, -6999.0, -3.4, -3.4, 0.0, None, -1.2, -6999.0, None,2020-10-21 23:00:00, 0.0, -0.286,43
None, None, -3.184, None, None, None, None, None, 0.0, None, None, -6999.0, -3.2, -3.5, 0.0, None, -1.2, -6999.0, None,2020-10-22 00:00:00, 0.0, -0.201,43
None, None, -2.974, None, None, None, None, None, 0.0, None, None, -6999.0, -3.0, -3.5, 0.3, None, -1.2, -6999.0, None,2020-10-22 01:00:00, 0.0, -0.204,43
None, None, -3.148, None, None, None, None, None, 0.0, None, None, -6999.0, -3.1, -3.5, 0.0, None, -1.2, -6999.0, None,2020-10-22 02:00:00, 0.0, -0.355,43
None, None, -3.967, None, None, None, None, None, 0.0, None, None, -6999.0, -4.0, -4.0, -0.4, None, -1.2, -6999.0, None,2020-10-22 03:00:00, 0.0, -0.347,43
None, None, -4.527, None, None, None, None, None, 0.0, None, None, -6999.0, -4.5, -4.6, 0.0, None, -1.2, -6999.0, None,2020-10-22 04:00:00, 0.0, -0.261,43
None, None, -5.011, None, None, None, None, None, 0.0, None, None, -6999.0, -5.0, -5.0, 0.0, None, -1.2, -6999.0, None,2020-10-22 05:00:00, 0.0, -0.367,43
None, None, -4.633, None, None, None, None, None, 0.0, None, None, -6999.0, -4.6, -5.1, 0.2, None, -1.2, -6999.0, None,2020-10-22 06:00:00, 0.0, -0.258,43
None, None, -4.314, None, None, None, None, None, 0.0, None, None, -6999.0, -4.3, -4.7, 0.2, None, -4.3, -6999.0, None,2020-10-22 07:00:00, 0.0, -0.171,43
None, None, -4.04, None, None, None, None, None, 0.0, None, None, -6999.0, -4.0, -4.7, 0.2, None, -4.1, -6999.0, None,2020-10-22 08:00:00, 0.0, -0.199,43
None, None, -3.607, None, None, None, None, None, 0.0, None, None, -6999.0, -3.6, -4.7, 0.2, None, -3.6, -6999.0, None,2020-10-22 09:00:00, 0.0, -0.17,43
None, None, -2.787, None, None, None, None, None, 0.0, None, None, -6999.0, -2.8, -4.7, 1.1, None, -2.6, -6999.0, None,2020-10-22 10:00:00, 0.0, -0.283,43
None, None, -1.44, None, None, None, None, None, 0.0, None, None, -6999.0, -1.4, -4.7, 1.4, None, -1.4, -6999.0, None,2020-10-22 11:00:00, 0.0, -0.248,43
None, None, -0.599, None, None, None, None, None, 0.0, None, None, -6999.0, -0.6, -4.7, 1.0, None, -0.6, -6999.0, None,2020-10-22 12:00:00, 0.0, -0.125,43
None, None, 0.473, None, None, None, None, None, 0.0, None, None, -6999.0, 0.5, -4.7, 0.9, None, 0.5, -6999.0, None,2020-10-22 13:00:00, 0.0, -0.267,43
None, None, 0.06, None, None, None, None, None, 0.0, None, None, -6999.0, 0.1, -4.7, -0.7, None, 0.5, -6999.0, None,2020-10-22 14:00:00, 0.0, -0.362,43
None, None, 0.118, None, None, None, None, None, 0.0, None, None, -6999.0, 0.1, -4.7, -0.3, None, 0.5, -6999.0, None,2020-10-22 15:00:00, 0.0, -0.151,43
None, None, 0.085, None, None, None, None, None, 0.0, None, None, -6999.0, 0.1, -4.7, 0.2, None, 0.5, -6999.0, None,2020-10-22 16:00:00, 0.0, -0.402,43
None, None, -0.608, None, None, None, None, None, 0.0, None, None, -6999.0, -0.6, -4.7, -0.5, None, 0.5, -6999.0, None,2020-10-22 17:00:00, 0.0, -0.271,43
None, None, -1.487, None, None, None, None, None, 0.0, None, None, -6999.0, -1.5, -4.7, -0.9, None, 0.5, -6999.0, None,2020-10-22 18:00:00, 0.0, -0.315,43
None, None, -2.102, None, None, None, None, None, 0.0, None, None, -6999.0, -2.1, -2.1, -0.7, None, -1.5, -6999.0, None,2020-10-22 19:00:00, 0.0, -0.324,43
None, None, -2.367, None, None, None, None, None, 0.0, None, None, -6999.0, -2.4, -2.4, -0.3, None, -1.5, -6999.0, None,2020-10-22 20:00:00, 0.0, -0.25,43
None, None, -2.869, None, None, None, None, None, 0.0, None, None, -6999.0, -2.9, -2.9, -0.2, None, -1.5, -6999.0, None,2020-10-22 21:00:00, 0.0, -0.219,43
None, None, -3.028, None, None, None, None, None, 0.0, None, None, -6999.0, -3.0, -3.0, -0.1, None, -1.5, -6999.0, None,2020-10-22 22:00:00, 0.0, -0.26,43
None, None, -3.355, None, None, None, None, None, 0.0, None, None, -6999.0, -3.4, -3.4, -0.1, None, -1.5, -6999.0, None,2020-10-22 23:00:00, 0.0, -0.335,43
None, None, -3.43, None, None, None, None, None, 0.0, None, None, -6999.0, -3.4, -3.5, -0.1, None, -1.5, -6999.0, None,2020-10-23 00:00:00, 0.0, -0.262,43
None, None, -3.317, None, None, None, None, None, 0.0, None, None, -6999.0, -3.3, -3.5, 0.1, None, -1.5, -6999.0, None,2020-10-23 01:00:00, 0.0, -0.233,43
None, None, -3.282, None, None, None, None, None, 0.0, None, None, -6999.0, -3.3, -3.5, 0.1, None, -1.5, -6999.0, None,2020-10-23 02:00:00, 0.0, -0.147,43
None, None, -3.032, None, None, None, None, None, 0.0, None, None, -6999.0, -3.0, -3.5, 0.1, None, -1.5, -6999.0, None,2020-10-23 03:00:00, 0.0, -0.192,43
None, None, -2.94, None, None, None, None, None, 0.0, None, None, -6999.0, -2.9, -3.5, 0.1, None, -1.5, -6999.0, None,2020-10-23 04:00:00, 0.0, -0.276,43
