air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
-0.3, -0.267, -0.3, 3.4, -6999.0,2020-10-21 00:00:00, -6999.0,43
-0.8, -0.777, -0.8, 3.4, -6999.0,2020-10-21 01:00:00, -6999.0,43
-1.5, -1.48, -1.5, 3.4, -6999.0,2020-10-21 02:00:00, -6999.0,43
-1.5, -1.523, -1.6, 3.4, -6999.0,2020-10-21 03:00:00, -6999.0,43
-1.3, -1.268, -1.6, 3.4, -6999.0,2020-10-21 04:00:00, -6999.0,43
-1.4, -1.394, -1.6, 3.4, -6999.0,2020-10-21 05:00:00, -6999.0,43
-1.5, -1.48, -1.6, 3.4, -6999.0,2020-10-21 06:00:00, -6999.0,43
-2.0, -2.012, -2.0, -1.5, -6999.0,2020-10-21 07:00:00, -6999.0,43
-2.5, -2.526, -2.6, -1.5, -6999.0,2020-10-21 08:00:00, -6999.0,43
-1.8, -1.821, -2.6, -1.5, -6999.0,2020-10-21 09:00:00, -6999.0,43
-0.7, -0.693, -2.6, -0.7, -6999.0,2020-10-21 10:00:00, -6999.0,43
1.0, 0.963, -2.6, 0.9, -6999.0,2020-10-21 11:00:00, -6999.0,43
1.8, 1.786, -2.6, 1.9, -6999.0,2020-10-21 12:00:00, -6999.0,43
3.0, 3.048, -2.6, 3.0, -6999.0,2020-10-21 13:00:00, -6999.0,43
5.1, 5.116, -2.6, 5.1, -6999.0,2020-10-21 14:00:00, -6999.0,43
6.9, 6.882, -2.6, 7.4, -6999.0,2020-10-21 15:00:00, -6999.0,43
4.4, 4.355, -2.6, 7.4, -6999.0,2020-10-21 16:00:00, -6999.0,43
1.6, 1.621, -2.6, 7.4, -6999.0,2020-10-21 17:00:00, -6999.0,43
1.4, 1.43, -2.6, 7.4, -6999.0,2020-10-21 18:00:00, -6999.0,43
-0.5, -0.472, -0.4, 1.5, -6999.0,2020-10-21 19:00:00, -6999.0,43
-2.4, -2.41, -2.4, 1.5, -6999.0,2020-10-21 20:00:00, -6999.0,43
-3.4, -3.407, -3.4, 1.5, -6999.0,2020-10-21 21:00:00, -6999.0,43
-3.7, -3.685, -3.7, 1.5, -6999.0,2020-10-21 22:00:00, -6999.0,43
-4.1, -4.051, -4.1, 1.5, -6999.0,2020-10-21 23:00:00, -6999.0,43
-4.4, -4.447, -4.4, 1.5, -6999.0,2020-10-22 00:00:00, -6999.0,43
-5.2, -5.244, -5.2, 1.5, -6999.0,2020-10-22 01:00:00, -6999.0,43
-5.4, -5.44, -5.4, 1.5, -6999.0,2020-10-22 02:00:00, -6999.0,43
-6.2, -6.191, -6.2, 1.5, -6999.0,2020-10-22 03:00:00, -6999.0,43
-6.5, -6.534, -6.6, 1.5, -6999.0,2020-10-22 04:00:00, -6999.0,43
-6.0, -5.953, -6.6, 1.5, -6999.0,2020-10-22 05:00:00, -6999.0,43
-6.1, -6.062, -6.6, 1.5, -6999.0,2020-10-22 06:00:00, -6999.0,43
-6.5, -6.489, -6.5, -6.1, -6999.0,2020-10-22 07:00:00, -6999.0,43
-6.5, -6.491, -6.6, -6.1, -6999.0,2020-10-22 08:00:00, -6999.0,43
-6.1, -6.129, -6.6, -6.1, -6999.0,2020-10-22 09:00:00, -6999.0,43
-4.6, -4.61, -6.6, -4.6, -6999.0,2020-10-22 10:00:00, -6999.0,43
-2.9, -2.913, -6.6, -2.9, -6999.0,2020-10-22 11:00:00, -6999.0,43
0.2, 0.236, -6.6, 0.2, -6999.0,2020-10-22 12:00:00, -6999.0,43
2.8, 2.751, -6.6, 2.7, -6999.0,2020-10-22 13:00:00, -6999.0,43
5.0, 5.029, -6.6, 4.9, -6999.0,2020-10-22 14:00:00, -6999.0,43
9.2, 9.21, -6.6, 9.2, -6999.0,2020-10-22 15:00:00, -6999.0,43
7.5, 7.536, -6.6, 9.2, -6999.0,2020-10-22 16:00:00, -6999.0,43
5.8, 5.823, -6.6, 9.2, -6999.0,2020-10-22 17:00:00, -6999.0,43
1.6, 1.586, -6.6, 9.2, -6999.0,2020-10-22 18:00:00, -6999.0,43
-2.6, -2.609, -2.6, 1.7, -6999.0,2020-10-22 19:00:00, -6999.0,43
-4.5, -4.487, -4.5, 1.7, -6999.0,2020-10-22 20:00:00, -6999.0,43
-5.5, -5.482, -5.5, 1.7, -6999.0,2020-10-22 21:00:00, -6999.0,43
-5.6, -5.592, -5.6, 1.7, -6999.0,2020-10-22 22:00:00, -6999.0,43
-5.6, -5.635, -5.7, 1.7, -6999.0,2020-10-22 23:00:00, -6999.0,43
-5.4, -5.437, -5.7, 1.7, -6999.0,2020-10-23 00:00:00, -6999.0,43
