station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, 2.578, None, 84.8, 2016-01-01 00:00:00, -12.07
None, 2.427, None, 85.0, 2016-01-01 01:00:00, -12.31
None, 2.986, None, 85.4, 2016-01-01 02:00:00, -12.19
None, 2.567, None, 85.1, 2016-01-01 03:00:00, -11.78
None, 2.671, None, 86.5, 2016-01-01 04:00:00, -12.15
None, 2.74, None, 86.9, 2016-01-01 05:00:00, -12.46
None, 3.241, None, 87.5, 2016-01-01 06:00:00, -12.68
None, 2.541, None, 87.1, 2016-01-01 07:00:00, -13.04
None, 2.818, None, 87.9, 2016-01-01 08:00:00, -13.29
None, 2.597, None, 88.3, 2016-01-01 09:00:00, -13.16
None, 2.711, None, 87.7, 2016-01-01 10:00:00, -12.65
None, 2.153, None, 87.8, 2016-01-01 11:00:00, -12.19
None, 2.027, None, 86.1, 2016-01-01 12:00:00, -11.93
None, 2.166, None, 86.4, 2016-01-01 13:00:00, -11.75
None, 2.095, None, 86.6, 2016-01-01 14:00:00, -11.58
None, 1.569, None, 86.7, 2016-01-01 15:00:00, -11.8
None, 1.069, None, 87.7, 2016-01-01 16:00:00, -12.13
None, 1.674, None, 90.3, 2016-01-01 17:00:00, -12.46
None, 1.731, None, 91.7, 2016-01-01 18:00:00, -12.64
None, 1.81, None, 91.9, 2016-01-01 19:00:00, -12.67
None, 1.626, None, 92.4, 2016-01-01 20:00:00, -12.77
None, 1.498, None, 91.4, 2016-01-01 21:00:00, -12.64
None, 0.999, None, 91.8, 2016-01-01 22:00:00, -12.96
None, 0.528998, None, 90.8, 2016-01-01 23:00:00, -13.14
None, 0.564, None, 90.5, 2016-01-02 00:00:00, -13.13
None, 0.811999, None, 90.4, 2016-01-02 01:00:00, -13.14
None, 1.457, None, 89.1, 2016-01-02 02:00:00, -13.73
None, 1.387, None, 88.5, 2016-01-02 03:00:00, -14.1
None, 1.005, None, 88.7, 2016-01-02 04:00:00, -14.25
None, 0.690998, None, 88.7, 2016-01-02 05:00:00, -13.94
None, 0.509998, None, 88.3, 2016-01-02 06:00:00, -14.3
None, 1.23, None, 87.7, 2016-01-02 07:00:00, -14.97
None, 1.699, None, 87.2, 2016-01-02 08:00:00, -15.32
None, 1.733, None, 86.9, 2016-01-02 09:00:00, -15.73
None, 1.347, None, 87.3, 2016-01-02 10:00:00, -15.21
None, 0.433999, None, 88.0, 2016-01-02 11:00:00, -13.93
None, 0.277, None, 88.1, 2016-01-02 12:00:00, -13.74
None, 0.572, None, 88.0, 2016-01-02 13:00:00, -13.11
None, 0.533999, None, 88.3, 2016-01-02 14:00:00, -12.78
None, 1.186, None, 87.6, 2016-01-02 15:00:00, -12.9
None, 1.058, None, 86.8, 2016-01-02 16:00:00, -15.02
None, 1.299, None, 87.9, 2016-01-02 17:00:00, -14.98
None, 1.372, None, 88.5, 2016-01-02 18:00:00, -13.94
None, 1.002, None, 88.7, 2016-01-02 19:00:00, -13.72
None, 0.825999, None, 88.8, 2016-01-02 20:00:00, -13.52
None, 0.522, None, 88.4, 2016-01-02 21:00:00, -13.83
None, 0.779999, None, 88.3, 2016-01-02 22:00:00, -14.2
None, 0.555, None, 88.3, 2016-01-02 23:00:00, -14.14
None, 0.122, None, 88.5, 2016-01-03 00:00:00, -13.92
None, 0.063, None, 88.3, 2016-01-03 01:00:00, -14.01
None, 0.025, None, 88.3, 2016-01-03 02:00:00, -14.25
None, 0.067, None, 88.1, 2016-01-03 03:00:00, -14.42
None, 0.023, None, 88.0, 2016-01-03 04:00:00, -14.6
None, None, None, 88.0, 2016-01-03 05:00:00, -14.51
None, None, None, 88.3, 2016-01-03 06:00:00, -14.19
None, None, None, 88.1, 2016-01-03 07:00:00, -14.32
None, None, None, 88.2, 2016-01-03 08:00:00, -14.24
None, None, None, 88.3, 2016-01-03 09:00:00, -14.04
None, None, None, 88.2, 2016-01-03 10:00:00, -13.65
None, 0.212999, None, 88.4, 2016-01-03 11:00:00, -13.18
None, 0.820999, None, 87.8, 2016-01-03 12:00:00, -13.19
None, 0.666, None, 87.8, 2016-01-03 13:00:00, -12.65
None, 0.513998, None, 87.6, 2016-01-03 14:00:00, -12.27
None, 0.662998, None, 87.6, 2016-01-03 15:00:00, -12.55
None, 0.887, None, 86.9, 2016-01-03 16:00:00, -14.36
None, 1.35, None, 87.5, 2016-01-03 17:00:00, -15.25
None, 0.859, None, 88.8, 2016-01-03 18:00:00, -14.1
None, 0.916998, None, 88.9, 2016-01-03 19:00:00, -13.31
None, 0.236, None, 89.2, 2016-01-03 20:00:00, -13.03
None, 0.208, None, 88.7, 2016-01-03 21:00:00, -13.4
None, 0.444999, None, 90.0, 2016-01-03 22:00:00, -12.51
None, 0.305999, None, 89.7, 2016-01-03 23:00:00, -12.25
None, 0.444, None, 89.6, 2016-01-04 00:00:00, -12.28
None, 0.333999, None, 90.0, 2016-01-04 01:00:00, -12.7
None, 0.158998, None, 89.7, 2016-01-04 02:00:00, -12.32
None, 0.175999, None, 90.1, 2016-01-04 03:00:00, -12.05
None, None, None, 90.2, 2016-01-04 04:00:00, -11.7
None, None, None, 90.2, 2016-01-04 05:00:00, -11.7
None, None, None, 90.2, 2016-01-04 06:00:00, -11.63
None, None, None, 90.4, 2016-01-04 07:00:00, -11.46
None, None, None, 90.5, 2016-01-04 08:00:00, -11.32
None, None, None, 91.0, 2016-01-04 09:00:00, -10.81
None, None, None, 91.0, 2016-01-04 10:00:00, -10.47
None, None, None, 91.0, 2016-01-04 11:00:00, -9.36
None, None, None, 89.5, 2016-01-04 12:00:00, -9.18
None, 0.131999, None, 89.4, 2016-01-04 13:00:00, -8.16
None, 0.335, None, 90.0, 2016-01-04 14:00:00, -8.34
None, 0.379, None, 90.6, 2016-01-04 15:00:00, -8.39
None, 0.386999, None, 92.1, 2016-01-04 16:00:00, -8.7
None, 0.691999, None, 92.2, 2016-01-04 17:00:00, -8.65
None, 0.767, None, 92.7, 2016-01-04 18:00:00, -8.79
None, 0.321, None, 93.0, 2016-01-04 19:00:00, -8.94
None, 0.31, None, 92.8, 2016-01-04 20:00:00, -8.55
None, 0.414, None, 92.8, 2016-01-04 21:00:00, -8.33
None, 0.293, None, 93.2, 2016-01-04 22:00:00, -8.28
None, 0.509998, None, 93.0, 2016-01-04 23:00:00, -8.2
None, 0.261, None, 92.9, 2016-01-05 00:00:00, -8.26
None, 0.178, None, 92.8, 2016-01-05 01:00:00, -8.21
None, 0.104, None, 92.9, 2016-01-05 02:00:00, -8.32
None, 0.206, None, 93.2, 2016-01-05 03:00:00, -8.25
None, 0.125, None, 93.0, 2016-01-05 04:00:00, -8.22
None, 0.218998, None, 93.2, 2016-01-05 05:00:00, -8.28
None, 0.256998, None, 93.3, 2016-01-05 06:00:00, -8.24
None, 0.206, None, 93.2, 2016-01-05 07:00:00, -7.92
None, 0.275999, None, 93.6, 2016-01-05 08:00:00, -7.76
None, 0.367, None, 93.5, 2016-01-05 09:00:00, -7.686
None, 0.273, None, 92.6, 2016-01-05 10:00:00, -7.219
None, 0.499, None, 91.1, 2016-01-05 11:00:00, -6.659
None, 0.286, None, 87.6, 2016-01-05 12:00:00, -5.532
None, 0.465999, None, 88.7, 2016-01-05 13:00:00, -5.513
None, 0.477999, None, 91.4, 2016-01-05 14:00:00, -5.864
None, 0.331999, None, 89.9, 2016-01-05 15:00:00, -5.443
None, 0.384999, None, 92.4, 2016-01-05 16:00:00, -5.617
None, 0.524999, None, 95.2, 2016-01-05 17:00:00, -6.107
None, 0.493999, None, 96.8, 2016-01-05 18:00:00, -5.893
None, 0.513, None, 96.2, 2016-01-05 19:00:00, -5.27
None, 0.310999, None, 96.1, 2016-01-05 20:00:00, -5.064
None, 0.150998, None, 96.2, 2016-01-05 21:00:00, -5.147
None, 0.536, None, 96.0, 2016-01-05 22:00:00, -5.013
None, 0.256, None, 96.0, 2016-01-05 23:00:00, -4.932
None, 0.805, None, 96.1, 2016-01-06 00:00:00, -4.658
None, 0.208, None, 96.1, 2016-01-06 01:00:00, -4.461
None, 0.537, None, 96.4, 2016-01-06 02:00:00, -4.007
None, 0.504, None, 96.5, 2016-01-06 03:00:00, -3.717
None, 0.389999, None, 96.6, 2016-01-06 04:00:00, -3.934
None, 0.643, None, 97.1, 2016-01-06 05:00:00, -3.849
None, 0.503, None, 97.2, 2016-01-06 06:00:00, -3.467
None, 0.382999, None, 97.2, 2016-01-06 07:00:00, -3.465
None, 0.606998, None, 97.0, 2016-01-06 08:00:00, -3.577
None, 0.838998, None, 96.7, 2016-01-06 09:00:00, -3.579
None, 0.402999, None, 96.9, 2016-01-06 10:00:00, -2.345
None, 0.287999, None, 95.9, 2016-01-06 11:00:00, -1.633
None, 0.481999, None, 95.1, 2016-01-06 12:00:00, -0.842
None, 0.845, None, 95.5, 2016-01-06 13:00:00, -1.728
None, 0.486999, None, 95.9, 2016-01-06 14:00:00, -1.678
None, 0.266, None, 96.4, 2016-01-06 15:00:00, -1.696
None, 1.112, None, 96.2, 2016-01-06 16:00:00, -1.971
None, 0.578, None, 97.5, 2016-01-06 17:00:00, -2.129
None, 0.67, None, 97.7, 2016-01-06 18:00:00, -1.978
None, 0.321, None, 97.7, 2016-01-06 19:00:00, -2.144
None, 0.642, None, 97.4, 2016-01-06 20:00:00, -1.426
None, 0.375999, None, 97.5, 2016-01-06 21:00:00, -1.366
None, 0.519999, None, 97.4, 2016-01-06 22:00:00, -1.403
None, 0.714999, None, 97.1, 2016-01-06 23:00:00, -1.681
None, 0.105999, None, 97.2, 2016-01-07 00:00:00, -1.789
None, 0.36, None, 97.4, 2016-01-07 01:00:00, -1.774
None, 0.388, None, 96.5, 2016-01-07 02:00:00, -1.695
None, 0.684, None, 97.2, 2016-01-07 03:00:00, -1.841
None, 1.764, None, 96.0, 2016-01-07 04:00:00, -1.02
None, 1.947, None, 91.6, 2016-01-07 05:00:00, -1.002
None, 2.691, None, 86.1, 2016-01-07 06:00:00, -0.949998
None, 3.06, None, 84.5, 2016-01-07 07:00:00, -1.464
None, 2.368, None, 84.5, 2016-01-07 08:00:00, -1.798
None, 3.306, None, 81.9, 2016-01-07 09:00:00, -1.79
None, 3.198, None, 78.7, 2016-01-07 10:00:00, -1.734
None, 3.04, None, 77.18, 2016-01-07 11:00:00, -1.558
None, 3.209, None, 76.98, 2016-01-07 12:00:00, -1.462
None, 1.944, None, 77.41, 2016-01-07 13:00:00, -1.405
None, 2.748, None, 76.5, 2016-01-07 14:00:00, -1.408
None, 2.6, None, 77.11, 2016-01-07 15:00:00, -1.405
None, 2.698, None, 78.87, 2016-01-07 16:00:00, -1.762
None, 2.295, None, 81.9, 2016-01-07 17:00:00, -2.255
None, 2.316, None, 83.4, 2016-01-07 18:00:00, -2.495
None, 2.557, None, 81.8, 2016-01-07 19:00:00, -2.521
None, 2.692, None, 80.9, 2016-01-07 20:00:00, -2.537
None, 2.107, None, 80.3, 2016-01-07 21:00:00, -2.544
None, 1.518, None, 81.5, 2016-01-07 22:00:00, -2.72
None, 1.384, None, 82.3, 2016-01-07 23:00:00, -2.847
None, 1.025, None, 84.5, 2016-01-08 00:00:00, -3.132
None, 0.718999, None, 85.2, 2016-01-08 01:00:00, -3.265
None, 0.852998, None, 85.0, 2016-01-08 02:00:00, -3.295
None, 0.28, None, 86.6, 2016-01-08 03:00:00, -3.623
None, 0.397, None, 85.3, 2016-01-08 04:00:00, -3.805
None, 0.763, None, 84.1, 2016-01-08 05:00:00, -3.913
None, 0.921, None, 83.7, 2016-01-08 06:00:00, -4.067
None, 0.745998, None, 83.8, 2016-01-08 07:00:00, -4.33
None, 0.423, None, 85.3, 2016-01-08 08:00:00, -4.495
None, 0.61, None, 87.7, 2016-01-08 09:00:00, -4.45
None, 0.981998, None, 85.2, 2016-01-08 10:00:00, -4.138
None, 1.089, None, 83.5, 2016-01-08 11:00:00, -3.928
None, 0.476, None, 79.59, 2016-01-08 12:00:00, -3.264
None, 0.642, None, 77.74, 2016-01-08 13:00:00, -2.971
None, 0.535, None, 77.22, 2016-01-08 14:00:00, -2.799
None, 0.981, None, 82.8, 2016-01-08 15:00:00, -4.295
None, 1.613, None, 84.8, 2016-01-08 16:00:00, -4.751
None, 1.17, None, 85.9, 2016-01-08 17:00:00, -4.958
None, 1.218, None, 86.0, 2016-01-08 18:00:00, -4.801
None, 0.616998, None, 87.6, 2016-01-08 19:00:00, -4.489
None, 0.737999, None, 88.6, 2016-01-08 20:00:00, -4.118
None, 0.796998, None, 88.8, 2016-01-08 21:00:00, -3.991
None, 0.509998, None, 91.2, 2016-01-08 22:00:00, -4.392
None, 0.728999, None, 90.8, 2016-01-08 23:00:00, -4.377
None, 0.55, None, 92.4, 2016-01-09 00:00:00, -4.823
None, 0.416, None, 94.4, 2016-01-09 01:00:00, -5.344
None, 0.947, None, 95.3, 2016-01-09 02:00:00, -5.506
None, 1.029, None, 94.5, 2016-01-09 03:00:00, -5.525
None, 0.755999, None, 94.8, 2016-01-09 04:00:00, -5.84
None, 0.728999, None, 94.5, 2016-01-09 05:00:00, -5.776
None, 0.493999, None, 95.6, 2016-01-09 06:00:00, -6.17
None, 0.602998, None, 95.1, 2016-01-09 07:00:00, -6.19
None, 0.542999, None, 95.1, 2016-01-09 08:00:00, -6.485
None, 0.615998, None, 95.4, 2016-01-09 09:00:00, -6.483
None, 0.759998, None, 93.4, 2016-01-09 10:00:00, -6.594
None, 0.519999, None, 89.8, 2016-01-09 11:00:00, -5.854
None, 0.503, None, 87.4, 2016-01-09 12:00:00, -4.801
None, 0.791998, None, 87.4, 2016-01-09 13:00:00, -5.226
None, 0.268, None, 85.5, 2016-01-09 14:00:00, -4.6
None, 0.477999, None, 86.6, 2016-01-09 15:00:00, -4.608
None, 0.574, None, 90.3, 2016-01-09 16:00:00, -5.563
None, 1.545, None, 91.5, 2016-01-09 17:00:00, -5.91
None, 2.214, None, 90.9, 2016-01-09 18:00:00, -5.683
None, 2.267, None, 91.2, 2016-01-09 19:00:00, -5.621
None, 1.22, None, 91.0, 2016-01-09 20:00:00, -5.194
None, 0.698, None, 89.7, 2016-01-09 21:00:00, -5.04
None, 0.289, None, 90.8, 2016-01-09 22:00:00, -4.988
None, 0.398999, None, 91.7, 2016-01-09 23:00:00, -5.26
None, 0.712, None, 91.9, 2016-01-10 00:00:00, -5.355
None, 0.633, None, 93.7, 2016-01-10 01:00:00, -5.798
None, 0.642, None, 93.9, 2016-01-10 02:00:00, -6.255
None, 0.796998, None, 91.2, 2016-01-10 03:00:00, -5.988
None, 0.697, None, 91.9, 2016-01-10 04:00:00, -6.624
None, 0.967998, None, 92.0, 2016-01-10 05:00:00, -6.523
None, 0.624, None, 92.6, 2016-01-10 06:00:00, -6.259
None, 1.023, None, 95.2, 2016-01-10 07:00:00, -6.86
None, 0.916, None, 95.7, 2016-01-10 08:00:00, -6.886
None, 1.028, None, 95.9, 2016-01-10 09:00:00, -7.163
None, 0.442999, None, 94.3, 2016-01-10 10:00:00, -6.753
None, 0.349, None, 90.9, 2016-01-10 11:00:00, -5.452
None, 0.499, None, 90.6, 2016-01-10 12:00:00, -5.508
None, 0.4, None, 88.1, 2016-01-10 13:00:00, -5.161
None, 0.312, None, 84.9, 2016-01-10 14:00:00, -4.387
None, 0.527998, None, 86.7, 2016-01-10 15:00:00, -4.344
None, 0.446999, None, 90.0, 2016-01-10 16:00:00, -4.826
None, 0.72, None, 92.7, 2016-01-10 17:00:00, -5.164
None, 0.513, None, 93.0, 2016-01-10 18:00:00, -4.99
None, 0.541998, None, 95.1, 2016-01-10 19:00:00, -5.292
None, 1.817, None, 89.4, 2016-01-10 20:00:00, -4.041
None, 2.618, None, 86.5, 2016-01-10 21:00:00, -3.825
None, 3.158, None, 85.9, 2016-01-10 22:00:00, -3.81
None, 4.096, None, 88.2, 2016-01-10 23:00:00, -5.034
None, 2.771, None, 83.9, 2016-01-11 00:00:00, -4.18
None, 2.537, None, 82.8, 2016-01-11 01:00:00, -3.905
None, 2.452, None, 83.0, 2016-01-11 02:00:00, -3.825
None, 3.379, None, 81.1, 2016-01-11 03:00:00, -4.051
None, 3.603, None, 81.0, 2016-01-11 04:00:00, -4.369
None, 3.471, None, 81.0, 2016-01-11 05:00:00, -4.349
None, 4.712, None, 87.7, 2016-01-11 06:00:00, -6.374
None, 5.02, None, 88.9, 2016-01-11 07:00:00, -7.197
None, 4.213, None, 85.9, 2016-01-11 08:00:00, -6.527
None, 3.363, None, 79.92, 2016-01-11 09:00:00, -4.95
None, 3.075, None, 78.06, 2016-01-11 10:00:00, -4.56
None, 3.266, None, 76.3, 2016-01-11 11:00:00, -4.321
None, 3.175, None, 77.04, 2016-01-11 12:00:00, -4.266
None, 3.1, None, 77.01, 2016-01-11 13:00:00, -3.785
None, 3.01, None, 77.06, 2016-01-11 14:00:00, -3.398
None, 3.045, None, 76.8, 2016-01-11 15:00:00, -3.197
None, 3.224, None, 77.12, 2016-01-11 16:00:00, -3.282
None, 3.191, None, 77.16, 2016-01-11 17:00:00, -3.686
None, 3.072, None, 79.42, 2016-01-11 18:00:00, -4.133
None, 2.639, None, 83.2, 2016-01-11 19:00:00, -4.062
None, 2.478, None, 85.6, 2016-01-11 20:00:00, -4.125
None, 3.112, None, 85.6, 2016-01-11 21:00:00, -4.096
None, 3.135, None, 86.8, 2016-01-11 22:00:00, -3.951
None, 2.898, None, 86.6, 2016-01-11 23:00:00, -3.905
None, 3.134, None, 85.7, 2016-01-12 00:00:00, -4.013
None, 2.561, None, 85.2, 2016-01-12 01:00:00, -4.3
None, 2.993, None, 84.7, 2016-01-12 02:00:00, -4.494
None, 2.429, None, 84.8, 2016-01-12 03:00:00, -3.845
None, 2.159, None, 87.1, 2016-01-12 04:00:00, -3.382
None, 3.1, None, 89.3, 2016-01-12 05:00:00, -3.332
None, 2.723, None, 89.5, 2016-01-12 06:00:00, -3.329
None, 3.11, None, 89.7, 2016-01-12 07:00:00, -3.31
None, 2.81, None, 89.1, 2016-01-12 08:00:00, -3.489
None, 3.343, None, 89.8, 2016-01-12 09:00:00, -3.765
None, 2.796, None, 89.1, 2016-01-12 10:00:00, -4.196
None, 2.901, None, 87.5, 2016-01-12 11:00:00, -3.128
None, 3.566, None, 86.3, 2016-01-12 12:00:00, -2.693
None, 3.048, None, 85.6, 2016-01-12 13:00:00, -2.286
None, 3.576, None, 84.5, 2016-01-12 14:00:00, -2.061
None, 3.513, None, 83.4, 2016-01-12 15:00:00, -1.843
None, 3.16, None, 82.0, 2016-01-12 16:00:00, -1.655
None, 3.389, None, 82.6, 2016-01-12 17:00:00, -1.768
None, 3.171, None, 81.9, 2016-01-12 18:00:00, -1.327
None, 3.26, None, 84.4, 2016-01-12 19:00:00, -1.176
None, 2.6, None, 90.4, 2016-01-12 20:00:00, -1.371
None, 0.973999, None, 93.2, 2016-01-12 21:00:00, -1.472
None, 1.424, None, 92.2, 2016-01-12 22:00:00, -1.372
None, 1.399, None, 88.9, 2016-01-12 23:00:00, -0.962998
None, 1.642, None, 85.7, 2016-01-13 00:00:00, -0.5
None, 2.054, None, 85.7, 2016-01-13 01:00:00, -0.314999
None, 1.666, None, 86.2, 2016-01-13 02:00:00, -0.193
None, 1.431, None, 88.8, 2016-01-13 03:00:00, -0.316
None, 0.537998, None, 91.4, 2016-01-13 04:00:00, -0.782998
None, 0.533999, None, 93.6, 2016-01-13 05:00:00, -1.051
None, 0.839999, None, 95.9, 2016-01-13 06:00:00, -1.36
None, 0.982999, None, 91.4, 2016-01-13 07:00:00, -0.361999
None, 1.922, None, 85.6, 2016-01-13 08:00:00, 0.513998
None, 1.786, None, 86.7, 2016-01-13 09:00:00, 0.374
None, 0.694998, None, 85.1, 2016-01-13 10:00:00, 0.866998
None, 1.288, None, 86.7, 2016-01-13 11:00:00, 0.799
None, 0.999, None, 84.2, 2016-01-13 12:00:00, 1.225
None, 0.990998, None, 88.6, 2016-01-13 13:00:00, 0.79
None, 1.326, None, 91.3, 2016-01-13 14:00:00, 0.393
None, 1.158, None, 89.7, 2016-01-13 15:00:00, 0.651
None, 0.986, None, 92.5, 2016-01-13 16:00:00, 0.017
None, 0.675, None, 94.2, 2016-01-13 17:00:00, -0.552999
None, 0.637, None, 91.1, 2016-01-13 18:00:00, -0.029998
None, 0.221, None, 91.4, 2016-01-13 19:00:00, -0.078
None, 0.870998, None, 90.2, 2016-01-13 20:00:00, 0.298
None, 2.376, None, 90.1, 2016-01-13 21:00:00, 0.326
None, 2.845, None, 85.9, 2016-01-13 22:00:00, 1.119
None, 4.382, None, 85.3, 2016-01-13 23:00:00, 1.512
None, 2.614, None, 85.3, 2016-01-14 00:00:00, 1.045
None, 1.503, None, 80.5, 2016-01-14 01:00:00, 1.073
None, 1.847, None, 80.7, 2016-01-14 02:00:00, -0.293
None, 2.252, None, 83.2, 2016-01-14 03:00:00, -1.006
None, 3.448, None, 81.0, 2016-01-14 04:00:00, -1.863
None, 2.062, None, 82.1, 2016-01-14 05:00:00, -1.989
None, 2.254, None, 76.24, 2016-01-14 06:00:00, -2.212
None, 1.577, None, 85.2, 2016-01-14 07:00:00, -2.497
None, 1.968, None, 86.9, 2016-01-14 08:00:00, -2.507
None, 0.625, None, 85.9, 2016-01-14 09:00:00, -1.981
None, 0.331999, None, 80.4, 2016-01-14 10:00:00, -0.774999
None, 0.902, None, 81.9, 2016-01-14 11:00:00, -1.338
None, 1.494, None, 76.94, 2016-01-14 12:00:00, -0.485
None, 0.317999, None, 69.47, 2016-01-14 13:00:00, 1.519
None, 0.381998, None, 69.27, 2016-01-14 14:00:00, 0.834999
None, 0.546998, None, 75.06, 2016-01-14 15:00:00, -0.324999
None, 0.972998, None, 74.69, 2016-01-14 16:00:00, -0.495999
None, 0.901, None, 79.86, 2016-01-14 17:00:00, -1.282
None, 0.596, None, 85.5, 2016-01-14 18:00:00, -2.231
None, 1.276, None, 81.0, 2016-01-14 19:00:00, -1.7
None, 0.888, None, 83.5, 2016-01-14 20:00:00, -1.799
None, 0.787, None, 88.9, 2016-01-14 21:00:00, -2.373
None, 0.837, None, 90.8, 2016-01-14 22:00:00, -2.44
None, 1.55, None, 91.1, 2016-01-14 23:00:00, -2.228
None, 1.797, None, 90.4, 2016-01-15 00:00:00, -2.253
None, 1.465, None, 92.0, 2016-01-15 01:00:00, -2.708
None, 1.115, None, 91.1, 2016-01-15 02:00:00, -2.595
None, 0.800998, None, 91.4, 2016-01-15 03:00:00, -2.505
None, 0.935, None, 92.2, 2016-01-15 04:00:00, -2.484
None, 0.994, None, 92.5, 2016-01-15 05:00:00, -1.94
None, 1.139, None, 93.8, 2016-01-15 06:00:00, -2.424
None, 1.025, None, 93.1, 2016-01-15 07:00:00, -2.559
None, 0.559, None, 96.5, 2016-01-15 08:00:00, -3.103
None, 0.509998, None, 97.9, 2016-01-15 09:00:00, -2.908
None, 0.356999, None, 95.8, 2016-01-15 10:00:00, -2.475
None, 0.456, None, 88.7, 2016-01-15 11:00:00, -1.718
None, 0.449999, None, 78.04, 2016-01-15 12:00:00, 0.107
None, 0.462998, None, 80.9, 2016-01-15 13:00:00, -0.229
None, 1.227, None, 78.66, 2016-01-15 14:00:00, -0.972
None, 2.021, None, 81.7, 2016-01-15 15:00:00, -1.388
None, 0.529999, None, 85.5, 2016-01-15 16:00:00, -1.931
None, 0.474999, None, 91.0, 2016-01-15 17:00:00, -2.61
None, 0.699998, None, 94.4, 2016-01-15 18:00:00, -2.956
None, 1.107, None, 97.1, 2016-01-15 19:00:00, -3.943
None, 0.774999, None, 94.5, 2016-01-15 20:00:00, -4.18
None, 0.404, None, 93.8, 2016-01-15 21:00:00, -4.329
None, 0.992999, None, 93.0, 2016-01-15 22:00:00, -3.982
None, 1.869, None, 89.7, 2016-01-15 23:00:00, -4.037
None, 2.039, None, 88.5, 2016-01-16 00:00:00, -3.602
None, 1.815, None, 85.7, 2016-01-16 01:00:00, -2.734
None, 2.501, None, 84.7, 2016-01-16 02:00:00, -2.61
None, 2.846, None, 82.6, 2016-01-16 03:00:00, -2.281
None, 2.911, None, 81.4, 2016-01-16 04:00:00, -2.158
None, 1.863, None, 87.7, 2016-01-16 05:00:00, -2.594
None, 2.514, None, 90.1, 2016-01-16 06:00:00, -2.838
None, 1.143, None, 93.9, 2016-01-16 07:00:00, -3.014
None, 0.906, None, 96.2, 2016-01-16 08:00:00, -3.151
None, 1.453, None, 95.6, 2016-01-16 09:00:00, -3.064
None, 1.537, None, 95.2, 2016-01-16 10:00:00, -2.768
None, 1.128, None, 94.8, 2016-01-16 11:00:00, -2.494
None, 1.547, None, 95.4, 2016-01-16 12:00:00, -2.311
None, 1.192, None, 95.6, 2016-01-16 13:00:00, -2.065
None, 0.837, None, 95.3, 2016-01-16 14:00:00, -1.754
None, 1.034, None, 94.0, 2016-01-16 15:00:00, -1.486
None, 2.161, None, 89.9, 2016-01-16 16:00:00, -1.549
None, 1.357, None, 89.0, 2016-01-16 17:00:00, -1.727
None, 2.225, None, 88.6, 2016-01-16 18:00:00, -1.738
None, 2.487, None, 88.1, 2016-01-16 19:00:00, -2.112
None, 3.626, None, 89.9, 2016-01-16 20:00:00, -2.556
None, 2.463, None, 89.5, 2016-01-16 21:00:00, -2.502
None, 1.595, None, 87.9, 2016-01-16 22:00:00, -2.438
None, 2.692, None, 88.5, 2016-01-16 23:00:00, -2.529
None, 2.304, None, 88.4, 2016-01-17 00:00:00, -2.529
None, 2.238, None, 88.4, 2016-01-17 01:00:00, -1.813
None, 1.717, None, 88.8, 2016-01-17 02:00:00, -2.122
None, 2.571, None, 87.3, 2016-01-17 03:00:00, -1.66
None, 2.364, None, 88.4, 2016-01-17 04:00:00, -1.943
None, 1.817, None, 88.4, 2016-01-17 05:00:00, -1.902
None, 1.693, None, 90.4, 2016-01-17 06:00:00, -2.849
None, 1.618, None, 89.5, 2016-01-17 07:00:00, -2.645
