station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 4.04907, None, 62.2662, 2016-01-01 00:00:00, -8.25148
None, None, 3.71614, None, 57.5793, 2016-01-01 01:00:00, -7.59803
None, None, 4.45851, None, 52.2013, 2016-01-01 02:00:00, -6.7845
None, None, 4.75239, None, 47.5792, 2016-01-01 03:00:00, -5.93488
None, None, 4.69105, None, 57.3895, 2016-01-01 04:00:00, -7.78072
None, None, 5.87416, None, 60.9742, 2016-01-01 05:00:00, -8.19349
None, None, 6.40879, None, 63.0807, 2016-01-01 06:00:00, -8.55976
None, None, 5.88387, None, 62.6334, 2016-01-01 07:00:00, -8.48921
None, None, 6.36423, None, 61.4068, 2016-01-01 08:00:00, -8.4162
None, None, 7.01579, None, 56.7844, 2016-01-01 09:00:00, -7.5957
None, None, 6.31965, None, 49.7962, 2016-01-01 10:00:00, -6.19876
None, None, 4.45314, None, 61.5483, 2016-01-01 11:00:00, -8.67979
None, None, 4.98065, None, 50.84, 2016-01-01 12:00:00, -6.21001
None, None, 4.93038, None, 44.728, 2016-01-01 13:00:00, -4.60601
None, None, 4.78678, None, 43.4944, 2016-01-01 14:00:00, -4.09238
None, None, 5.04755, None, 44.685, 2016-01-01 15:00:00, -4.23692
None, None, 5.05813, None, 46.2876, 2016-01-01 16:00:00, -4.64968
None, None, 4.06838, None, 46.046, 2016-01-01 17:00:00, -4.71372
None, None, 5.59558, None, 36.5746, 2016-01-01 18:00:00, -3.02538
None, None, 7.22698, None, 31.5504, 2016-01-01 19:00:00, -2.10983
None, None, 5.59701, None, 32.8084, 2016-01-01 20:00:00, -2.06179
None, None, 3.07883, None, 47.8386, 2016-01-01 21:00:00, -5.35288
None, None, 4.43848, None, 40.5488, 2016-01-01 22:00:00, -3.78069
None, None, 4.79236, None, 42.3079, 2016-01-01 23:00:00, -4.00408
None, None, 3.34002, None, 42.6526, 2016-01-02 00:00:00, -4.04874
None, None, 4.60681, None, 40.6314, 2016-01-02 01:00:00, -3.60687
None, None, 5.54122, None, 52.7685, 2016-01-02 02:00:00, -5.8939
None, None, 4.57846, None, 47.5935, 2016-01-02 03:00:00, -4.67828
None, None, 4.14851, None, 40.1603, 2016-01-02 04:00:00, -3.13421
None, None, 4.07186, None, 36.7804, 2016-01-02 05:00:00, -2.63937
None, None, 4.00201, None, 41.9231, 2016-01-02 06:00:00, -3.71472
None, None, 3.75256, None, 54.382, 2016-01-02 07:00:00, -5.78122
None, None, 3.33774, None, 53.1893, 2016-01-02 08:00:00, -5.3331
None, None, 4.12537, None, 50.319, 2016-01-02 09:00:00, -4.63464
None, None, 3.38014, None, 53.6217, 2016-01-02 10:00:00, -5.3428
None, None, 2.4535, None, 46.7111, 2016-01-02 11:00:00, -3.46638
None, None, 3.35334, None, 39.8739, 2016-01-02 12:00:00, -1.88246
None, None, 2.46287, None, 36.8091, 2016-01-02 13:00:00, -0.938097
None, None, 3.33869, None, 34.5546, 2016-01-02 14:00:00, -0.041087
None, None, 4.02277, None, 27.5557, 2016-01-02 15:00:00, 1.4789
None, None, 2.77794, None, 29.8693, 2016-01-02 16:00:00, 0.672344
None, None, 2.62293, None, 31.6904, 2016-01-02 17:00:00, 0.018953
None, None, 2.52171, None, 37.5349, 2016-01-02 18:00:00, -1.28734
None, None, 3.28276, None, 45.5726, 2016-01-02 19:00:00, -2.65581
None, None, 3.98047, None, 40.5013, 2016-01-02 20:00:00, -2.10878
None, None, 4.42171, None, 34.3315, 2016-01-02 21:00:00, -1.30096
None, None, 4.02867, None, 30.132, 2016-01-02 22:00:00, -0.566084
None, None, 4.00435, None, 43.5486, 2016-01-02 23:00:00, -3.20732
None, None, 4.08572, None, 33.803, 2016-01-03 00:00:00, -1.81898
None, None, 3.81081, None, 32.8718, 2016-01-03 01:00:00, -1.77827
None, None, 3.78466, None, 32.4574, 2016-01-03 02:00:00, -1.88884
None, None, 4.22445, None, 34.1429, 2016-01-03 03:00:00, -2.18553
None, None, 4.33781, None, 33.6076, 2016-01-03 04:00:00, -2.239
None, None, 4.4802, None, 31.2519, 2016-01-03 05:00:00, -2.17
None, None, 4.55289, None, 33.1513, 2016-01-03 06:00:00, -2.44169
None, None, 4.90345, None, 34.1278, 2016-01-03 07:00:00, -2.77007
None, None, 4.93431, None, 35.5151, 2016-01-03 08:00:00, -3.07708
None, None, 4.8183, None, 34.8559, 2016-01-03 09:00:00, -3.31992
None, None, 4.39806, None, 36.6205, 2016-01-03 10:00:00, -3.35213
None, None, 4.07309, None, 36.0924, 2016-01-03 11:00:00, -2.7019
None, None, 4.35529, None, 38.7918, 2016-01-03 12:00:00, -2.73752
None, None, 4.16997, None, 33.7818, 2016-01-03 13:00:00, -1.086
None, None, 2.66791, None, 38.9651, 2016-01-03 14:00:00, -1.44004
None, None, 2.92685, None, 41.4482, 2016-01-03 15:00:00, -1.67036
None, None, 4.02431, None, 50.2136, 2016-01-03 16:00:00, -3.44657
None, None, 3.68622, None, 55.5688, 2016-01-03 17:00:00, -4.51875
None, None, 4.14723, None, 50.7223, 2016-01-03 18:00:00, -3.86076
None, None, 3.76907, None, 46.7355, 2016-01-03 19:00:00, -3.42663
None, None, 3.36515, None, 54.9886, 2016-01-03 20:00:00, -5.06075
None, None, 3.14419, None, 47.0388, 2016-01-03 21:00:00, -4.00883
None, None, 3.27092, None, 47.2235, 2016-01-03 22:00:00, -4.27972
None, None, 2.87291, None, 43.275, 2016-01-03 23:00:00, -3.77934
None, None, 2.30872, None, 46.0535, 2016-01-04 00:00:00, -4.47519
None, None, 2.07981, None, 44.7116, 2016-01-04 01:00:00, -4.22207
