station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, 0.384739, None, 97.7164, 2016-01-01 00:00:00, -4.29709
None, 0.382577, None, 97.6542, 2016-01-01 01:00:00, -4.76229
None, 0.408347, None, 97.5669, 2016-01-01 02:00:00, -4.97989
None, 0.331889, None, 97.2581, 2016-01-01 03:00:00, -5.35519
None, 0.36261, None, 97.1723, 2016-01-01 04:00:00, -5.60369
None, 0.227099, None, 97.0727, 2016-01-01 05:00:00, -5.94208
None, 0.44106, None, 97.1747, 2016-01-01 06:00:00, -6.05572
None, 0.323754, None, 96.8438, 2016-01-01 07:00:00, -6.32726
None, 0.396059, None, 96.5599, 2016-01-01 08:00:00, -6.36519
None, 0.388323, None, 96.4134, 2016-01-01 09:00:00, -6.09351
None, 0.259811, None, 93.6973, 2016-01-01 10:00:00, -3.72036
None, 0.323583, None, 88.0985, 2016-01-01 11:00:00, -0.803251
None, 0.45181, None, 81.4206, 2016-01-01 12:00:00, 1.70422
None, 0.568831, None, 72.4686, 2016-01-01 13:00:00, 3.76601
None, 0.622649, None, 67.2647, 2016-01-01 14:00:00, 4.70095
None, 0.793259, None, 67.3223, 2016-01-01 15:00:00, 4.6986
None, 0.633912, None, 71.4497, 2016-01-01 16:00:00, 3.9346
None, 0.62515, None, 87.6594, 2016-01-01 17:00:00, 0.386759
None, 0.718279, None, 95.4352, 2016-01-01 18:00:00, -1.23341
None, 0.403797, None, 96.7064, 2016-01-01 19:00:00, -1.98747
None, 0.315789, None, 97.498, 2016-01-01 20:00:00, -2.61653
None, 0.375636, None, 98.0069, 2016-01-01 21:00:00, -3.09538
None, 0.46006, None, 98.1466, 2016-01-01 22:00:00, -3.40433
None, 0.301795, None, 98.0473, 2016-01-01 23:00:00, -3.96658
None, 0.358797, None, 98.0125, 2016-01-02 00:00:00, -4.53302
None, 0.271416, None, 97.7734, 2016-01-02 01:00:00, -5.08459
None, 0.374612, None, 97.7013, 2016-01-02 02:00:00, -5.43613
None, 0.410281, None, 97.7023, 2016-01-02 03:00:00, -4.6801
None, 0.448967, None, 97.0298, 2016-01-02 04:00:00, -3.59613
None, 0.305721, None, 96.8969, 2016-01-02 05:00:00, -3.09801
None, 0.565644, None, 96.7793, 2016-01-02 06:00:00, -2.49907
None, 0.959941, None, 96.3672, 2016-01-02 07:00:00, -2.05213
None, 1.04459, None, 97.4408, 2016-01-02 08:00:00, -2.24557
None, 0.980763, None, 98.4242, 2016-01-02 09:00:00, -2.46747
None, 0.816411, None, 99.2082, 2016-01-02 10:00:00, -2.2167
None, 0.766236, None, 99.4228, 2016-01-02 11:00:00, -1.85601
None, 0.883655, None, 99.0805, 2016-01-02 12:00:00, -0.937161
None, 0.715888, None, 94.3642, 2016-01-02 13:00:00, 0.720233
None, 0.859022, None, 86.1927, 2016-01-02 14:00:00, 2.22125
None, 1.05182, None, 82.4224, 2016-01-02 15:00:00, 2.64081
None, 0.737451, None, 80.9586, 2016-01-02 16:00:00, 2.40299
None, 0.462619, None, 89.9254, 2016-01-02 17:00:00, 0.1524
None, 0.664007, None, 95.7212, 2016-01-02 18:00:00, -1.13746
None, 0.735004, None, 97.2368, 2016-01-02 19:00:00, -1.69308
None, 0.737109, None, 97.9156, 2016-01-02 20:00:00, -1.90109
None, 0.875518, None, 97.297, 2016-01-02 21:00:00, -1.25007
None, 1.18181, None, 95.5706, 2016-01-02 22:00:00, -0.884983
None, 0.852024, None, 93.7135, 2016-01-02 23:00:00, -0.648558
None, 0.765383, None, 93.086, 2016-01-03 00:00:00, -0.63595
None, 0.945662, None, 93.0899, 2016-01-03 01:00:00, -0.685845
None, 0.608538, None, 93.173, 2016-01-03 02:00:00, -0.837511
None, 0.524572, None, 93.5303, 2016-01-03 03:00:00, -1.13243
None, 0.656553, None, 92.0712, 2016-01-03 04:00:00, -1.66322
None, 0.605808, None, 93.4208, 2016-01-03 05:00:00, -2.81124
None, 0.702066, None, 95.6845, 2016-01-03 06:00:00, -3.38282
None, 0.840932, None, 96.2378, 2016-01-03 07:00:00, -3.39498
None, 1.21099, None, 94.2809, 2016-01-03 08:00:00, -3.14608
None, 0.85026, None, 92.4581, 2016-01-03 09:00:00, -2.5919
None, 0.711507, None, 90.8309, 2016-01-03 10:00:00, -1.81664
None, 0.807083, None, 85.7448, 2016-01-03 11:00:00, -0.552802
None, 0.932864, None, 77.2945, 2016-01-03 12:00:00, 1.80533
None, 0.925924, None, 70.5898, 2016-01-03 13:00:00, 3.78435
None, 1.09505, None, 66.5226, 2016-01-03 14:00:00, 4.60241
None, 0.988102, None, 66.2734, 2016-01-03 15:00:00, 4.51924
None, 0.764701, None, 69.2571, 2016-01-03 16:00:00, 3.92517
None, 0.450219, None, 78.596, 2016-01-03 17:00:00, 2.13528
None, 0.381269, None, 83.8152, 2016-01-03 18:00:00, 1.59189
None, 0.73381, None, 90.8523, 2016-01-03 19:00:00, 0.900547
None, 0.535664, None, 90.064, 2016-01-03 20:00:00, 0.967307
None, 0.607801, None, 91.4505, 2016-01-03 21:00:00, 0.895187
None, 0.529181, None, 93.6076, 2016-01-03 22:00:00, 0.663739
None, 0.340025, None, 96.4346, 2016-01-03 23:00:00, 0.273274
None, 0.475932, None, 97.5696, 2016-01-04 00:00:00, 0.2556
None, 0.533675, None, 97.967, 2016-01-04 01:00:00, 0.274064
None, 0.365227, None, 98.1137, 2016-01-04 02:00:00, 0.279433
None, 0.374215, None, 98.3213, 2016-01-04 03:00:00, 0.325293
