station_observations
WDIR_VECT, TEMP_MEAN, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, None, 78.64, 2016-01-01 00:00:00, -13.33
None, None, None, 77.48, 2016-01-01 01:00:00, -13.86
None, None, None, 79.27, 2016-01-01 02:00:00, -14.13
None, None, None, 79.47, 2016-01-01 03:00:00, -14.13
None, None, None, 78.45, 2016-01-01 04:00:00, -13.74
None, None, None, 79.78, 2016-01-01 05:00:00, -13.9
None, None, None, 80.3, 2016-01-01 06:00:00, -13.88
None, None, None, 81.0, 2016-01-01 07:00:00, -13.85
None, None, None, 80.9, 2016-01-01 08:00:00, -14.03
None, None, None, 80.5, 2016-01-01 09:00:00, -14.18
None, None, None, 80.2, 2016-01-01 10:00:00, -14.26
None, None, None, 79.93, 2016-01-01 11:00:00, -14.15
None, None, None, 79.23, 2016-01-01 12:00:00, -13.96
None, None, None, 76.81, 2016-01-01 13:00:00, -13.53
None, None, None, 73.74, 2016-01-01 14:00:00, -12.84
None, None, None, 76.24, 2016-01-01 15:00:00, -13.16
None, None, None, 77.45, 2016-01-01 16:00:00, -13.84
None, None, None, 77.65, 2016-01-01 17:00:00, -14.55
None, None, None, 78.54, 2016-01-01 18:00:00, -15.88
None, None, None, 78.51, 2016-01-01 19:00:00, -17.59
None, None, None, 76.7, 2016-01-01 20:00:00, -18.84
None, None, None, 75.58, 2016-01-01 21:00:00, -19.71
None, None, None, 74.64, 2016-01-01 22:00:00, -20.68
None, None, None, 73.46, 2016-01-01 23:00:00, -21.57
None, None, None, 72.75, 2016-01-02 00:00:00, -21.89
None, None, None, 72.61, 2016-01-02 01:00:00, -22.05
None, None, None, 73.06, 2016-01-02 02:00:00, -21.83
None, None, None, 71.44, 2016-01-02 03:00:00, -22.94
None, None, None, 70.81, 2016-01-02 04:00:00, -23.57
None, None, None, 70.38, 2016-01-02 05:00:00, -23.82
None, None, None, 70.47, 2016-01-02 06:00:00, -23.68
None, None, None, 71.99, 2016-01-02 07:00:00, -22.39
None, None, None, 72.94, 2016-01-02 08:00:00, -21.42
None, None, None, 73.14, 2016-01-02 09:00:00, -20.98
None, None, None, 73.54, 2016-01-02 10:00:00, -20.39
None, None, None, 74.64, 2016-01-02 11:00:00, -19.54
None, None, None, 76.84, 2016-01-02 12:00:00, -18.38
None, None, None, 78.1, 2016-01-02 13:00:00, -17.01
None, None, None, 79.51, 2016-01-02 14:00:00, -15.62
None, None, None, 80.2, 2016-01-02 15:00:00, -14.6
None, None, None, 79.19, 2016-01-02 16:00:00, -15.36
None, None, None, 78.26, 2016-01-02 17:00:00, -15.98
None, None, None, 77.55, 2016-01-02 18:00:00, -16.91
