station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 1.755, None, 81.2, 2016-01-01 00:00:00, -12.63
None, None, 1.947, None, 81.0, 2016-01-01 01:00:00, -12.44
None, None, 1.562, None, 79.7, 2016-01-01 02:00:00, -12.73
None, None, 1.86, None, 80.9, 2016-01-01 03:00:00, -12.74
None, None, 2.362, None, 80.5, 2016-01-01 04:00:00, -12.49
None, None, 2.321, None, 82.2, 2016-01-01 05:00:00, -12.67
None, None, 2.369, None, 83.1, 2016-01-01 06:00:00, -12.7
None, None, 2.552, None, 84.2, 2016-01-01 07:00:00, -12.99
None, None, 2.601, None, 84.0, 2016-01-01 08:00:00, -13.18
None, None, 2.556, None, 84.2, 2016-01-01 09:00:00, -13.04
None, None, 3.02, None, 85.1, 2016-01-01 10:00:00, -12.98
None, None, 2.971, None, 85.2, 2016-01-01 11:00:00, -12.79
None, None, 2.792, None, 82.6, 2016-01-01 12:00:00, -12.46
None, None, 3.593, None, 79.5, 2016-01-01 13:00:00, -11.93
None, None, 3.184, None, 78.1, 2016-01-01 14:00:00, -11.59
None, None, 3.411, None, 78.7, 2016-01-01 15:00:00, -11.66
None, None, 2.905, None, 80.2, 2016-01-01 16:00:00, -12.06
None, None, 3.577, None, 80.5, 2016-01-01 17:00:00, -12.3
None, None, 2.092, None, 82.6, 2016-01-01 18:00:00, -14.51
None, None, 1.494, None, 85.0, 2016-01-01 19:00:00, -15.49
None, None, 1.342, None, 85.3, 2016-01-01 20:00:00, -16.21
None, None, 1.19, None, 84.4, 2016-01-01 21:00:00, -16.4
None, None, 1.661, None, 85.2, 2016-01-01 22:00:00, -16.29
None, None, 1.705, None, 85.0, 2016-01-01 23:00:00, -16.3
None, None, 2.335, None, 84.4, 2016-01-02 00:00:00, -16.51
None, None, 2.305, None, 84.0, 2016-01-02 01:00:00, -17.19
None, None, 1.813, None, 84.0, 2016-01-02 02:00:00, -18.24
None, None, 2.525, None, 83.5, 2016-01-02 03:00:00, -18.85
None, None, 2.516, None, 82.9, 2016-01-02 04:00:00, -19.39
None, None, 2.346, None, 81.9, 2016-01-02 05:00:00, -20.0
None, None, 2.65, None, 81.9, 2016-01-02 06:00:00, -20.7
None, None, 2.781, None, 81.3, 2016-01-02 07:00:00, -20.24
None, None, 2.538, None, 81.1, 2016-01-02 08:00:00, -20.51
None, None, 2.867, None, 80.8, 2016-01-02 09:00:00, -20.82
None, None, 2.452, None, 79.2, 2016-01-02 10:00:00, -20.81
None, None, 2.326, None, 76.8, 2016-01-02 11:00:00, -19.86
None, None, 2.156, None, 75.3, 2016-01-02 12:00:00, -18.16
None, None, 2.237, None, 74.3, 2016-01-02 13:00:00, -16.52
None, None, 2.504, None, 74.3, 2016-01-02 14:00:00, -14.96
None, None, 2.458, None, 74.3, 2016-01-02 15:00:00, -14.23
None, None, 2.348, None, 75.9, 2016-01-02 16:00:00, -14.16
None, None, 1.915, None, 81.7, 2016-01-02 17:00:00, -15.65
None, None, 2.114, None, 84.2, 2016-01-02 18:00:00, -17.61
None, None, 2.09, None, 84.6, 2016-01-02 19:00:00, -18.32
None, None, 2.752, None, 83.8, 2016-01-02 20:00:00, -18.97
None, None, 2.414, None, 83.1, 2016-01-02 21:00:00, -19.67
None, None, 2.27, None, 82.7, 2016-01-02 22:00:00, -20.47
None, None, 2.77, None, 82.3, 2016-01-02 23:00:00, -20.87
None, None, 2.714, None, 83.3, 2016-01-03 00:00:00, -21.28
None, None, 2.313, None, 83.0, 2016-01-03 01:00:00, -20.73
None, None, 3.005, None, 82.3, 2016-01-03 02:00:00, -20.6
None, None, 3.408, None, 82.9, 2016-01-03 03:00:00, -20.32
None, None, 3.464, None, 82.8, 2016-01-03 04:00:00, -20.03
None, None, 3.479, None, 82.6, 2016-01-03 05:00:00, -19.64
None, None, 3.408, None, 83.4, 2016-01-03 06:00:00, -19.49
None, None, 2.868, None, 83.8, 2016-01-03 07:00:00, -19.02
None, None, 2.434, None, 84.9, 2016-01-03 08:00:00, -18.47
None, None, 1.773, None, 85.5, 2016-01-03 09:00:00, -18.17
None, None, 2.057, None, 86.9, 2016-01-03 10:00:00, -17.82
None, None, 1.863, None, 86.9, 2016-01-03 11:00:00, -17.29
None, None, 1.945, None, 85.5, 2016-01-03 12:00:00, -16.4
None, None, 2.014, None, 84.4, 2016-01-03 13:00:00, -15.43
None, None, 2.192, None, 83.8, 2016-01-03 14:00:00, -14.66
None, None, 2.611, None, 83.2, 2016-01-03 15:00:00, -14.0
None, None, 2.507, None, 82.0, 2016-01-03 16:00:00, -13.58
None, None, 2.359, None, 84.0, 2016-01-03 17:00:00, -14.14
None, None, 2.228, None, 83.9, 2016-01-03 18:00:00, -14.62
None, None, 1.961, None, 80.5, 2016-01-03 19:00:00, -14.72
None, None, 1.364, None, 79.3, 2016-01-03 20:00:00, -14.98
None, None, 2.03, None, 79.9, 2016-01-03 21:00:00, -15.15
None, None, 1.65, None, 81.4, 2016-01-03 22:00:00, -15.29
None, None, 1.702, None, 80.5, 2016-01-03 23:00:00, -15.49
None, None, 1.578, None, 80.3, 2016-01-04 00:00:00, -15.74
None, None, 1.034, None, 81.1, 2016-01-04 01:00:00, -15.71
None, None, 1.893, None, 81.2, 2016-01-04 02:00:00, -15.88
None, None, 1.281, None, 81.9, 2016-01-04 03:00:00, -15.84
None, None, 1.829, None, 80.5, 2016-01-04 04:00:00, -16.28
None, None, 2.52, None, 80.5, 2016-01-04 05:00:00, -16.64
None, None, 2.317, None, 80.3, 2016-01-04 06:00:00, -16.92
None, None, 2.251, None, 81.5, 2016-01-04 07:00:00, -17.01
None, None, 1.315, None, 81.5, 2016-01-04 08:00:00, -16.89
None, None, 1.769, None, 80.7, 2016-01-04 09:00:00, -17.11
None, None, 1.642, None, 79.3, 2016-01-04 10:00:00, -17.07
None, None, 1.945, None, 76.0, 2016-01-04 11:00:00, -16.48
None, None, 2.439, None, 74.5, 2016-01-04 12:00:00, -15.97
None, None, 1.205, None, 72.7, 2016-01-04 13:00:00, -14.15
None, None, 1.381, None, 71.4, 2016-01-04 14:00:00, -13.88
None, None, 1.564, None, 72.5, 2016-01-04 15:00:00, -14.02
None, None, 1.279, None, 74.2, 2016-01-04 16:00:00, -14.36
None, None, 0.532998, None, 80.0, 2016-01-04 17:00:00, -15.71
None, None, 0.526, None, 84.4, 2016-01-04 18:00:00, -17.68
None, None, 0.554, None, 85.1, 2016-01-04 19:00:00, -18.97
None, None, 0.669, None, 84.7, 2016-01-04 20:00:00, -19.87
None, None, 0.685998, None, 83.6, 2016-01-04 21:00:00, -20.14
None, None, 0.846, None, 83.8, 2016-01-04 22:00:00, -19.41
None, None, 0.626999, None, 83.6, 2016-01-04 23:00:00, -19.38
None, None, 0.824, None, 83.9, 2016-01-05 00:00:00, -19.55
None, None, 0.757, None, 83.8, 2016-01-05 01:00:00, -19.76
None, None, 0.830999, None, 83.7, 2016-01-05 02:00:00, -19.98
None, None, 0.699998, None, 83.7, 2016-01-05 03:00:00, -19.74
None, None, 0.577, None, 83.5, 2016-01-05 04:00:00, -20.04
None, None, 0.887, None, 83.5, 2016-01-05 05:00:00, -20.37
None, None, 0.792999, None, 83.5, 2016-01-05 06:00:00, -20.65
None, None, 0.510999, None, 83.4, 2016-01-05 07:00:00, -20.48
None, None, 0.847, None, 83.2, 2016-01-05 08:00:00, -20.38
None, None, 0.922999, None, 83.1, 2016-01-05 09:00:00, -20.1
None, None, 1.538, None, 82.0, 2016-01-05 10:00:00, -19.87
None, None, 0.734, None, 81.8, 2016-01-05 11:00:00, -19.48
None, None, 0.723999, None, 82.0, 2016-01-05 12:00:00, -18.34
None, None, 1.266, None, 82.5, 2016-01-05 13:00:00, -17.32
None, None, 1.533, None, 83.3, 2016-01-05 14:00:00, -16.17
None, None, 1.374, None, 85.7, 2016-01-05 15:00:00, -15.57
None, None, 1.436, None, 86.4, 2016-01-05 16:00:00, -14.94
None, None, 1.332, None, 86.7, 2016-01-05 17:00:00, -14.09
None, None, 1.073, None, 87.5, 2016-01-05 18:00:00, -13.7
None, None, 1.166, None, 87.7, 2016-01-05 19:00:00, -13.44
None, None, 0.658999, None, 88.4, 2016-01-05 20:00:00, -14.02
None, None, 0.930998, None, 88.3, 2016-01-05 21:00:00, -15.15
None, None, 0.955999, None, 87.3, 2016-01-05 22:00:00, -16.46
None, None, 0.623, None, 86.2, 2016-01-05 23:00:00, -17.5
None, None, 0.662, None, 86.2, 2016-01-06 00:00:00, -17.4
None, None, 0.721, None, 86.7, 2016-01-06 01:00:00, -17.03
None, None, 0.493, None, 87.0, 2016-01-06 02:00:00, -15.75
None, None, 0.263998, None, 87.7, 2016-01-06 03:00:00, -15.03
None, None, 0.800998, None, 87.6, 2016-01-06 04:00:00, -14.4
None, None, 0.321, None, 88.2, 2016-01-06 05:00:00, -13.78
None, None, 0.620998, None, 88.3, 2016-01-06 06:00:00, -13.32
None, None, 0.8, None, 88.6, 2016-01-06 07:00:00, -12.78
None, None, 0.536, None, 90.4, 2016-01-06 08:00:00, -12.36
None, None, 1.055, None, 92.9, 2016-01-06 09:00:00, -12.06
None, None, 0.714999, None, 92.2, 2016-01-06 10:00:00, -11.45
None, None, 1.166, None, 91.1, 2016-01-06 11:00:00, -10.98
None, None, 0.911, None, 91.0, 2016-01-06 12:00:00, -10.26
None, None, 0.503, None, 91.2, 2016-01-06 13:00:00, -9.65
None, None, 0.973999, None, 90.3, 2016-01-06 14:00:00, -8.89
None, None, 0.782, None, 90.7, 2016-01-06 15:00:00, -8.44
None, None, 0.865, None, 90.7, 2016-01-06 16:00:00, -8.12
None, None, 0.531, None, 90.9, 2016-01-06 17:00:00, -7.95
None, None, 0.488, None, 91.4, 2016-01-06 18:00:00, -7.8
None, None, 0.363999, None, 91.9, 2016-01-06 19:00:00, -7.69
None, None, 0.358999, None, 92.0, 2016-01-06 20:00:00, -7.6
None, None, 0.239998, None, 92.2, 2016-01-06 21:00:00, -7.43
None, None, 0.257999, None, 92.7, 2016-01-06 22:00:00, -7.33
None, None, 0.308999, None, 92.9, 2016-01-06 23:00:00, -7.3
None, None, 0.416, None, 92.8, 2016-01-07 00:00:00, -7.12
None, None, 0.287, None, 93.2, 2016-01-07 01:00:00, -7.04
None, None, 0.356999, None, 93.2, 2016-01-07 02:00:00, -6.944
None, None, 0.703998, None, 93.1, 2016-01-07 03:00:00, -6.815
None, None, 0.987999, None, 93.0, 2016-01-07 04:00:00, -6.719
