station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 1.169, 95.8, 2016-01-07 04:00:00, 1.355
None, None, 1.273, 95.9, 2016-01-07 05:00:00, 1.376
None, None, 0.819998, 96.0, 2016-01-07 06:00:00, 1.074
None, None, 1.21, 96.2, 2016-01-07 07:00:00, 0.964999
None, None, 0.963998, 96.2, 2016-01-07 08:00:00, 1.153
None, None, 0.972, 96.2, 2016-01-07 09:00:00, 1.093
None, None, 0.505999, 96.1, 2016-01-07 10:00:00, 1.714
None, None, 1.337, 95.1, 2016-01-07 11:00:00, 3.51
None, None, 3.699, 92.1, 2016-01-07 12:00:00, 4.243
None, None, 4.021, 90.6, 2016-01-07 13:00:00, 4.335
None, None, 3.572, 90.8, 2016-01-07 14:00:00, 4.357
None, None, 1.887, 90.1, 2016-01-07 15:00:00, 4.698
None, None, 1.669, 90.4, 2016-01-07 16:00:00, 4.714
None, None, 0.648, 90.9, 2016-01-07 17:00:00, 4.622
None, None, 0.72, 91.9, 2016-01-07 18:00:00, 4.057
None, None, 0.412, 92.5, 2016-01-07 19:00:00, 3.802
None, None, 1.125, 92.7, 2016-01-07 20:00:00, 3.749
None, None, 0.421999, 92.7, 2016-01-07 21:00:00, 3.814
None, None, 1.785, 93.0, 2016-01-07 22:00:00, 4.008
None, None, 1.353, 93.1, 2016-01-07 23:00:00, 3.727
None, None, 1.322, 92.9, 2016-01-08 00:00:00, 3.645
None, None, 0.934, 92.6, 2016-01-08 01:00:00, 3.647
None, None, 1.257, 92.6, 2016-01-08 02:00:00, 3.592
None, None, 1.075, 92.5, 2016-01-08 03:00:00, 3.491
None, None, 1.227, 92.6, 2016-01-08 04:00:00, 3.368
None, None, 1.319, 92.6, 2016-01-08 05:00:00, 3.358
None, None, 1.043, 92.8, 2016-01-08 06:00:00, 3.206
None, None, 1.126, 93.1, 2016-01-08 07:00:00, 3.276
None, None, 1.036, 92.8, 2016-01-08 08:00:00, 3.286
None, None, 1.642, 92.5, 2016-01-08 09:00:00, 3.555
None, None, 0.873, 91.2, 2016-01-08 10:00:00, 3.834
None, None, 1.084, 88.1, 2016-01-08 11:00:00, 4.926
None, None, 1.309, 83.2, 2016-01-08 12:00:00, 5.435
None, None, 1.461, 81.9, 2016-01-08 13:00:00, 5.769
None, None, 1.298, 76.8, 2016-01-08 14:00:00, 6.184
None, None, 0.460999, 76.7, 2016-01-08 15:00:00, 6.181
None, None, None, 80.0, 2016-01-08 16:00:00, 6.282
None, None, 0.333999, 82.7, 2016-01-08 17:00:00, 5.718
None, None, 0.869, 86.5, 2016-01-08 18:00:00, 4.384
None, None, 0.851, 89.8, 2016-01-08 19:00:00, 3.437
None, None, 0.995998, 90.4, 2016-01-08 20:00:00, 3.007
None, None, 1.681, 90.6, 2016-01-08 21:00:00, 2.835
None, None, 0.407, 90.9, 2016-01-08 22:00:00, 2.722
None, None, 0.535, 90.9, 2016-01-08 23:00:00, 2.533
None, None, 1.706, 90.6, 2016-01-09 00:00:00, 2.584
None, None, 1.563, 90.6, 2016-01-09 01:00:00, 2.518
None, None, 0.819, 90.5, 2016-01-09 02:00:00, 2.698
None, None, 1.416, 90.3, 2016-01-09 03:00:00, 2.877
None, None, 1.332, 89.9, 2016-01-09 04:00:00, 2.77
None, None, 1.567, 90.0, 2016-01-09 05:00:00, 2.707
None, None, 1.43, 89.3, 2016-01-09 06:00:00, 2.772
None, None, 1.178, 89.7, 2016-01-09 07:00:00, 2.845
None, None, 1.234, 90.1, 2016-01-09 08:00:00, 2.736
None, None, 1.37, 90.1, 2016-01-09 09:00:00, 2.452
None, None, 0.519999, 85.3, 2016-01-09 10:00:00, 4.684
None, None, 0.514998, 82.6, 2016-01-09 11:00:00, 5.447
None, None, 2.239, 71.4, 2016-01-09 12:00:00, 6.044
None, None, 1.96, 64.83, 2016-01-09 13:00:00, 6.356
None, None, 2.902, 69.28, 2016-01-09 14:00:00, 6.504
None, None, 2.406, 68.31, 2016-01-09 15:00:00, 6.996
None, None, 1.882, 79.6, 2016-01-09 16:00:00, 5.781
None, None, 1.061, 83.2, 2016-01-09 17:00:00, 4.052
None, None, 1.925, 83.8, 2016-01-09 18:00:00, 3.198
None, None, 1.459, 84.2, 2016-01-09 19:00:00, 2.776
None, None, 1.232, 86.4, 2016-01-09 20:00:00, 2.343
None, None, 1.544, 85.5, 2016-01-09 21:00:00, 2.543
None, None, 1.362, 83.4, 2016-01-09 22:00:00, 2.362
None, None, 0.921, 84.9, 2016-01-09 23:00:00, 1.849
None, None, 1.082, 86.9, 2016-01-10 00:00:00, 1.984
None, None, 1.246, 86.3, 2016-01-10 01:00:00, 1.787
None, None, 1.352, 85.2, 2016-01-10 02:00:00, 2.363
None, None, 0.869, 85.6, 2016-01-10 03:00:00, 2.326
None, None, 0.869, 86.4, 2016-01-10 04:00:00, 2.227
None, None, 0.924, 86.7, 2016-01-10 05:00:00, 2.637
None, None, 1.013, 84.4, 2016-01-10 06:00:00, 3.203
None, None, 1.15, 85.1, 2016-01-10 07:00:00, 2.866
None, None, 1.293, 83.9, 2016-01-10 08:00:00, 2.217
None, None, 1.861, 81.6, 2016-01-10 09:00:00, 2.394
None, None, 1.553, 81.3, 2016-01-10 10:00:00, 2.988
None, None, 0.426999, 73.1, 2016-01-10 11:00:00, 4.6
None, None, 0.828998, 75.5, 2016-01-10 12:00:00, 4.902
None, None, 1.67, 72.5, 2016-01-10 13:00:00, 5.192
None, None, 2.36, 62.68, 2016-01-10 14:00:00, 6.016
None, None, 2.076, 61.01, 2016-01-10 15:00:00, 6.783
None, None, 0.569, 61.95, 2016-01-10 16:00:00, 6.734
None, None, 1.443, 73.1, 2016-01-10 17:00:00, 4.182
None, None, 1.556, 76.5, 2016-01-10 18:00:00, 3.355
None, None, 1.943, 83.0, 2016-01-10 19:00:00, 2.488
None, None, 0.935, 83.8, 2016-01-10 20:00:00, 2.326
None, None, 1.603, 86.3, 2016-01-10 21:00:00, 2.18
None, None, 2.041, 85.6, 2016-01-10 22:00:00, 2.42
None, None, 1.127, 84.9, 2016-01-10 23:00:00, 2.281
None, None, 1.187, 85.5, 2016-01-11 00:00:00, 1.73
None, None, 1.266, 87.3, 2016-01-11 01:00:00, 1.459
None, None, 1.019, 87.4, 2016-01-11 02:00:00, 1.347
None, None, 0.996999, 88.2, 2016-01-11 03:00:00, 1.377
None, None, 1.087, 88.0, 2016-01-11 04:00:00, 1.501
None, None, 1.464, 88.2, 2016-01-11 05:00:00, 1.338
None, None, 1.881, 87.9, 2016-01-11 06:00:00, 1.105
None, None, 1.381, 86.9, 2016-01-11 07:00:00, 1.27
None, None, 1.596, 83.6, 2016-01-11 08:00:00, 2.215
None, None, 1.162, 84.7, 2016-01-11 09:00:00, 2.207
None, None, 0.787998, 82.0, 2016-01-11 10:00:00, 2.995
None, None, 0.973999, 78.5, 2016-01-11 11:00:00, 3.565
None, None, 4.361, 75.1, 2016-01-11 12:00:00, 4.587
None, None, 3.583, 75.3, 2016-01-11 13:00:00, 5.326
None, None, 1.822, 83.0, 2016-01-11 14:00:00, 5.076
None, None, 2.124, 89.0, 2016-01-11 15:00:00, 4.805
None, None, 5.229, 90.4, 2016-01-11 16:00:00, 4.762
None, None, 4.192, 89.5, 2016-01-11 17:00:00, 4.849
None, None, 2.406, 89.6, 2016-01-11 18:00:00, 4.827
None, None, 1.623, 90.9, 2016-01-11 19:00:00, 4.736
None, None, 2.135, 92.0, 2016-01-11 20:00:00, 4.781
None, None, 2.143, 92.7, 2016-01-11 21:00:00, 4.947
None, None, 3.392, 93.1, 2016-01-11 22:00:00, 5.078
None, None, 4.465, 90.5, 2016-01-11 23:00:00, 5.431
None, None, 3.611, 88.2, 2016-01-12 00:00:00, 5.278
None, None, 1.921, 89.7, 2016-01-12 01:00:00, 5.201
None, None, 2.158, 92.1, 2016-01-12 02:00:00, 5.008
None, None, 2.207, 92.4, 2016-01-12 03:00:00, 5.23
None, None, 1.066, 92.5, 2016-01-12 04:00:00, 5.221
None, None, 1.199, 93.0, 2016-01-12 05:00:00, 5.344
None, None, 1.623, 93.4, 2016-01-12 06:00:00, 5.329
None, None, 2.501, 93.5, 2016-01-12 07:00:00, 5.601
None, None, 3.659, 93.4, 2016-01-12 08:00:00, 5.976
None, None, 4.804, 92.9, 2016-01-12 09:00:00, 6.269
None, None, 5.248, 92.0, 2016-01-12 10:00:00, 6.587
None, None, 3.291, 90.5, 2016-01-12 11:00:00, 7.09
None, None, 3.662, 90.7, 2016-01-12 12:00:00, 7.37
None, None, 3.799, 90.5, 2016-01-12 13:00:00, 7.85
None, None, 2.622, 89.5, 2016-01-12 14:00:00, 8.38
None, None, 2.014, 86.4, 2016-01-12 15:00:00, 8.92
None, None, 2.419, 91.0, 2016-01-12 16:00:00, 8.21
None, None, 2.407, 92.2, 2016-01-12 17:00:00, 7.75
None, None, 2.17, 93.7, 2016-01-12 18:00:00, 7.42
None, None, 3.485, 94.2, 2016-01-12 19:00:00, 7.28
None, None, 4.205, 94.4, 2016-01-12 20:00:00, 7.15
None, None, 4.214, 94.3, 2016-01-12 21:00:00, 6.965
None, None, 3.183, 94.2, 2016-01-12 22:00:00, 6.92
None, None, 3.547, 94.3, 2016-01-12 23:00:00, 6.767
None, None, 2.527, 94.4, 2016-01-13 00:00:00, 6.857
None, None, 2.005, 94.3, 2016-01-13 01:00:00, 6.886
None, None, 1.526, 94.3, 2016-01-13 02:00:00, 6.739
None, None, 0.363999, 94.6, 2016-01-13 03:00:00, 6.531
None, None, 0.342, 94.9, 2016-01-13 04:00:00, 6.447
None, None, 1.825, 95.3, 2016-01-13 05:00:00, 6.181
None, None, 0.512, 95.7, 2016-01-13 06:00:00, 6.088
None, None, 0.236, 95.8, 2016-01-13 07:00:00, 6.064
None, None, 0.307, 95.9, 2016-01-13 08:00:00, 5.985
None, None, 0.222, 96.1, 2016-01-13 09:00:00, 5.998
None, None, 0.236, 96.1, 2016-01-13 10:00:00, 5.984
None, None, 0.101, 96.2, 2016-01-13 11:00:00, 6.2
None, None, 0.093998, 96.0, 2016-01-13 12:00:00, 6.283
None, None, 0.995, 94.9, 2016-01-13 13:00:00, 6.291
None, None, 0.935998, 92.8, 2016-01-13 14:00:00, 6.554
None, None, 0.957, 91.3, 2016-01-13 15:00:00, 6.952
None, None, 0.248998, 91.5, 2016-01-13 16:00:00, 6.968
None, None, 0.347, 92.7, 2016-01-13 17:00:00, 6.602
None, None, 1.087, 93.2, 2016-01-13 18:00:00, 5.939
None, None, 1.776, 92.9, 2016-01-13 19:00:00, 4.897
None, None, 1.74, 92.9, 2016-01-13 20:00:00, 4.774
None, None, 1.516, 92.6, 2016-01-13 21:00:00, 4.192
None, None, 1.395, 92.8, 2016-01-13 22:00:00, 3.606
None, None, 1.057, 93.2, 2016-01-13 23:00:00, 3.385
None, None, 0.908999, 92.4, 2016-01-14 00:00:00, 3.91
None, None, 1.031, 92.3, 2016-01-14 01:00:00, 4.322
None, None, 1.178, 90.2, 2016-01-14 02:00:00, 4.808
None, None, 0.787998, 90.9, 2016-01-14 03:00:00, 4.646
None, None, 0.913999, 91.7, 2016-01-14 04:00:00, 4.742
None, None, 0.759, 92.6, 2016-01-14 05:00:00, 4.67
None, None, 0.99, 92.9, 2016-01-14 06:00:00, 4.73
None, None, 0.742999, 92.9, 2016-01-14 07:00:00, 4.593
None, None, 1.114, 93.0, 2016-01-14 08:00:00, 4.699
None, None, 0.135, 92.9, 2016-01-14 09:00:00, 4.862
None, None, 0.515999, 93.0, 2016-01-14 10:00:00, 5.013
None, None, 0.331999, 93.0, 2016-01-14 11:00:00, 5.439
None, None, 1.524, 91.4, 2016-01-14 12:00:00, 5.912
None, None, 1.624, 83.7, 2016-01-14 13:00:00, 6.754
None, None, 2.027, 77.1, 2016-01-14 14:00:00, 7.22
None, None, 2.426, 76.3, 2016-01-14 15:00:00, 7.37
None, None, 1.553, 82.0, 2016-01-14 16:00:00, 6.69
None, None, 0.898, 86.1, 2016-01-14 17:00:00, 5.242
None, None, 2.0, 88.6, 2016-01-14 18:00:00, 3.772
None, None, 1.997, 89.7, 2016-01-14 19:00:00, 3.171
None, None, 1.702, 91.1, 2016-01-14 20:00:00, 2.578
None, None, 1.686, 91.7, 2016-01-14 21:00:00, 2.415
None, None, 1.056, 92.2, 2016-01-14 22:00:00, 2.108
None, None, 1.313, 92.7, 2016-01-14 23:00:00, 2.07
None, None, 1.282, 93.3, 2016-01-15 00:00:00, 1.646
None, None, 1.394, 93.3, 2016-01-15 01:00:00, 1.67
None, None, 1.76, 93.5, 2016-01-15 02:00:00, 1.225
None, None, 0.873, 93.5, 2016-01-15 03:00:00, 1.422
None, None, 1.024, 93.6, 2016-01-15 04:00:00, 1.146
None, None, 0.833, 93.8, 2016-01-15 05:00:00, 1.109
None, None, 0.904999, 93.7, 2016-01-15 06:00:00, 1.195
None, None, 1.142, 93.5, 2016-01-15 07:00:00, 0.967
None, None, 1.431, 93.0, 2016-01-15 08:00:00, 0.961
None, None, 0.994, 92.7, 2016-01-15 09:00:00, 1.371
None, None, 1.458, 89.4, 2016-01-15 10:00:00, 2.567
None, None, 1.401, 85.0, 2016-01-15 11:00:00, 3.347
None, None, 2.511, 80.2, 2016-01-15 12:00:00, 3.847
None, None, 1.062, 77.2, 2016-01-15 13:00:00, 4.509
None, None, 1.025, 81.8, 2016-01-15 14:00:00, 4.479
None, None, 1.171, 80.4, 2016-01-15 15:00:00, 4.749
None, None, 2.244, 83.6, 2016-01-15 16:00:00, 4.621
None, None, 3.048, 85.9, 2016-01-15 17:00:00, 4.714
None, None, 2.132, 87.1, 2016-01-15 18:00:00, 4.582
None, None, 3.821, 90.0, 2016-01-15 19:00:00, 4.384
None, None, 4.402, 91.7, 2016-01-15 20:00:00, 4.307
None, None, 4.737, 90.0, 2016-01-15 21:00:00, 4.814
None, None, 2.81, 89.8, 2016-01-15 22:00:00, 4.949
None, None, 2.455, 90.3, 2016-01-15 23:00:00, 5.18
None, None, 3.381, 91.1, 2016-01-16 00:00:00, 5.163
None, None, 4.091, 90.8, 2016-01-16 01:00:00, 5.214
None, None, 3.822, 90.7, 2016-01-16 02:00:00, 5.513
None, None, 2.751, 90.8, 2016-01-16 03:00:00, 5.77
None, None, 4.163, 91.0, 2016-01-16 04:00:00, 5.605
None, None, 5.543, 91.9, 2016-01-16 05:00:00, 5.262
None, None, 5.542, 90.5, 2016-01-16 06:00:00, 5.374
None, None, 5.759, 90.4, 2016-01-16 07:00:00, 5.607
None, None, 6.599, 87.3, 2016-01-16 08:00:00, 6.122
None, None, 4.294, 90.4, 2016-01-16 09:00:00, 5.727
None, None, 2.989, 91.9, 2016-01-16 10:00:00, 5.587
None, None, 2.589, 92.8, 2016-01-16 11:00:00, 6.015
None, None, 1.833, 91.1, 2016-01-16 12:00:00, 6.79
None, None, 1.28, 90.6, 2016-01-16 13:00:00, 7.13
None, None, 1.849, 90.5, 2016-01-16 14:00:00, 7.12
None, None, 1.507, 90.5, 2016-01-16 15:00:00, 7.59
None, None, 1.959, 90.5, 2016-01-16 16:00:00, 7.61
None, None, 1.684, 91.1, 2016-01-16 17:00:00, 7.59
None, None, 1.802, 90.3, 2016-01-16 18:00:00, 7.1
None, None, 1.223, 91.8, 2016-01-16 19:00:00, 6.783
None, None, 1.119, 93.5, 2016-01-16 20:00:00, 6.987
None, None, 1.092, 94.0, 2016-01-16 21:00:00, 7.09
None, None, 1.013, 94.3, 2016-01-16 22:00:00, 7.36
None, None, 0.800998, 94.5, 2016-01-16 23:00:00, 7.38
None, None, 1.455, 94.6, 2016-01-17 00:00:00, 7.68
None, None, 1.714, 94.5, 2016-01-17 01:00:00, 7.59
None, None, 1.159, 94.5, 2016-01-17 02:00:00, 7.58
None, None, 1.444, 93.6, 2016-01-17 03:00:00, 7.65
None, None, 2.024, 90.7, 2016-01-17 04:00:00, 7.86
None, None, 2.877, 86.6, 2016-01-17 05:00:00, 8.3
None, None, 2.984, 86.9, 2016-01-17 06:00:00, 7.92
None, None, 4.872, 90.3, 2016-01-17 07:00:00, 7.23
None, None, 4.315, 89.4, 2016-01-17 08:00:00, 7.14
None, None, 2.063, 89.2, 2016-01-17 09:00:00, 7.28
None, None, 2.354, 85.8, 2016-01-17 10:00:00, 7.97
None, None, 2.45, 84.8, 2016-01-17 11:00:00, 7.96
None, None, 1.891, 89.1, 2016-01-17 12:00:00, 7.61
None, None, 1.794, 90.5, 2016-01-17 13:00:00, 7.56
None, None, 1.858, 90.6, 2016-01-17 14:00:00, 7.61
None, None, 1.978, 90.2, 2016-01-17 15:00:00, 7.74
None, None, 2.246, 90.4, 2016-01-17 16:00:00, 7.83
None, None, 2.573, 90.5, 2016-01-17 17:00:00, 7.8
None, None, 1.737, 90.9, 2016-01-17 18:00:00, 7.68
None, None, 0.546998, 91.7, 2016-01-17 19:00:00, 7.59
None, None, 0.762, 92.9, 2016-01-17 20:00:00, 7.14
None, None, 0.852998, 93.2, 2016-01-17 21:00:00, 7.24
None, None, 0.824998, 92.5, 2016-01-17 22:00:00, 7.5
None, None, 0.437999, 92.8, 2016-01-17 23:00:00, 7.4
None, None, 1.482, 93.3, 2016-01-18 00:00:00, 7.35
None, None, 0.737999, 93.0, 2016-01-18 01:00:00, 7.51
None, None, 0.788999, 92.9, 2016-01-18 02:00:00, 7.45
None, None, 0.614, 93.8, 2016-01-18 03:00:00, 7.17
None, None, 0.806999, 94.4, 2016-01-18 04:00:00, 7.1
None, None, 1.296, 94.6, 2016-01-18 05:00:00, 7.07
None, None, 1.742, 94.3, 2016-01-18 06:00:00, 7.05
None, None, 1.304, 92.3, 2016-01-18 07:00:00, 7.23
None, None, 0.884998, 93.0, 2016-01-18 08:00:00, 6.902
