station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, None, 0.898, 2016-01-01 00:00:00, -4.84
None, None, 0.759998, 2016-01-01 01:00:00, -4.849
None, None, 1.241, 2016-01-01 02:00:00, -4.204
None, None, 1.512, 2016-01-01 03:00:00, -4.118
None, None, 1.505, 2016-01-01 04:00:00, -3.577
None, None, 1.782, 2016-01-01 05:00:00, -3.593
None, None, 2.014, 2016-01-01 06:00:00, -3.831
None, None, 2.189, 2016-01-01 07:00:00, -4.972
None, None, 1.471, 2016-01-01 08:00:00, -5.022
None, None, 1.851, 2016-01-01 09:00:00, -5.046
None, None, 5.132, 2016-01-01 10:00:00, -4.673
None, None, 5.372, 2016-01-01 11:00:00, -4.41
None, None, 5.918, 2016-01-01 12:00:00, -4.388
None, None, 6.492, 2016-01-01 13:00:00, -4.224
None, None, 6.272, 2016-01-01 14:00:00, -4.071
None, None, 6.69, 2016-01-01 15:00:00, -4.194
None, None, 6.774, 2016-01-01 16:00:00, -4.322
None, None, 5.78, 2016-01-01 17:00:00, -4.517
None, None, 5.137, 2016-01-01 18:00:00, -4.75
None, None, 6.422, 2016-01-01 19:00:00, -4.485
None, None, 5.919, 2016-01-01 20:00:00, -4.387
None, None, 6.745, 2016-01-01 21:00:00, -4.424
None, None, 6.508, 2016-01-01 22:00:00, -4.582
None, None, 6.021, 2016-01-01 23:00:00, -4.748
None, None, 5.655, 2016-01-02 00:00:00, -4.852
None, None, 6.051, 2016-01-02 01:00:00, -4.992
None, None, 6.135, 2016-01-02 02:00:00, -4.971
None, None, 6.363, 2016-01-02 03:00:00, -5.037
None, None, 6.198, 2016-01-02 04:00:00, -4.96
None, None, 7.28, 2016-01-02 05:00:00, -5.006
None, None, 7.11, 2016-01-02 06:00:00, -5.195
None, None, 6.735, 2016-01-02 07:00:00, -5.178
None, None, 6.877, 2016-01-02 08:00:00, -5.283
None, None, 7.55, 2016-01-02 09:00:00, -5.312
None, None, 7.11, 2016-01-02 10:00:00, -5.216
None, None, 6.713, 2016-01-02 11:00:00, -4.881
None, None, 7.23, 2016-01-02 12:00:00, -4.78
None, None, 5.633, 2016-01-02 13:00:00, -4.614
None, None, 4.675, 2016-01-02 14:00:00, -4.469
None, None, 4.36, 2016-01-02 15:00:00, -4.446
None, None, 3.587, 2016-01-02 16:00:00, -4.662
None, None, 2.534, 2016-01-02 17:00:00, -4.699
None, None, 1.648, 2016-01-02 18:00:00, -4.769
None, None, 1.548, 2016-01-02 19:00:00, -4.751
None, None, 1.791, 2016-01-02 20:00:00, -4.609
None, None, 2.146, 2016-01-02 21:00:00, -4.544
None, None, 2.069, 2016-01-02 22:00:00, -4.49
None, None, 2.73, 2016-01-02 23:00:00, -4.577
None, None, 3.907, 2016-01-03 00:00:00, -4.672
None, None, 3.594, 2016-01-03 01:00:00, -4.867
None, None, 3.652, 2016-01-03 02:00:00, -5.15
None, None, 4.506, 2016-01-03 03:00:00, -5.286
None, None, 4.684, 2016-01-03 04:00:00, -5.307
None, None, 4.114, 2016-01-03 05:00:00, -5.355
None, None, 4.745, 2016-01-03 06:00:00, -5.197
None, None, 5.526, 2016-01-03 07:00:00, -5.095
None, None, 6.061, 2016-01-03 08:00:00, -4.826
None, None, 6.141, 2016-01-03 09:00:00, -4.841
None, None, 6.667, 2016-01-03 10:00:00, -4.812
None, None, 6.161, 2016-01-03 11:00:00, -4.93
None, None, 6.51, 2016-01-03 12:00:00, -4.82
None, None, 6.275, 2016-01-03 13:00:00, -4.475
None, None, 5.834, 2016-01-03 14:00:00, -4.375
None, None, 6.794, 2016-01-03 15:00:00, -4.509
None, None, 6.195, 2016-01-03 16:00:00, -4.602
None, None, 5.642, 2016-01-03 17:00:00, -4.664
