pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 19.6, 32.87, None, None, None, None, 17.1, 0.0, 14.61, 179.2, 3.0, None, 19.6, 19.4, -0.4, None, None, 22.5, None, None, 33.0, None,2021-08-13 00:00:00, 5.0, None, 4.702,33
None, None, 19.26, 33.71, None, None, None, None, 13.69, 0.0, 15.77, 217.6, 3.0, None, 19.3, 18.8, -0.2, None, None, 22.5, None, None, 34.0, None,2021-08-13 01:00:00, 5.0, None, 4.79,33
None, None, 18.78, 35.45, None, None, None, None, 8.75, 0.0, 12.52, 227.9, 3.0, None, 18.8, 18.1, -0.2, None, None, 22.5, None, None, 35.0, None,2021-08-13 02:00:00, 5.0, None, 4.736,33
None, None, 18.04, 37.73, None, None, None, None, 8.1, 0.0, 10.76, 230.0, 4.0, None, 18.0, 17.2, -0.2, None, None, 22.5, None, None, 38.0, None,2021-08-13 03:00:00, 5.0, None, 4.701,33
None, None, 17.01, 40.7, None, None, None, None, 6.702, 0.0, 13.83, 231.8, 4.0, None, 17.0, 16.5, -0.1, None, None, 22.5, None, None, 41.0, None,2021-08-13 04:00:00, 5.0, None, 4.962,33
None, None, 16.65, 42.07, None, None, None, None, 7.453, 0.0, 14.31, 231.7, 4.0, None, 16.7, 15.8, -0.3, None, None, 22.5, None, None, 42.0, None,2021-08-13 05:00:00, 4.0, None, 4.002,33
None, None, 16.73, 42.05, None, None, None, None, 7.995, 0.0, 10.94, 220.0, 4.0, None, 16.7, 15.8, 0.0, None, None, 22.5, None, None, 42.0, None,2021-08-13 06:00:00, 4.0, None, 4.456,33
None, None, 16.93, 42.58, None, None, None, None, 5.967, 0.0, 13.76, 214.2, 4.0, None, 16.9, 15.8, -0.3, None, None, 22.5, None, None, 43.0, None,2021-08-13 07:00:00, 4.0, None, 4.18,33
None, None, 18.04, 41.46, None, None, None, None, 8.74, 0.0, 10.3, 211.7, 5.0, None, 18.0, 16.9, -0.1, None, None, 18.9, None, None, 41.0, None,2021-08-13 08:00:00, 5.0, None, 4.605,33
None, None, 20.03, 37.44, None, None, None, None, 10.24, 0.0, 10.09, 222.9, 5.0, None, 20.0, 16.9, -0.1, None, None, 20.7, None, None, 37.0, None,2021-08-13 09:00:00, 3.0, None, 3.447,33
None, None, 21.78, 33.01, None, None, None, None, 12.96, 0.0, 9.48, 222.5, 4.0, None, 21.8, 16.9, 0.1, None, None, 22.8, None, None, 33.0, None,2021-08-13 10:00:00, 4.0, None, 4.332,33
None, None, 23.94, 29.26, None, None, None, None, 22.47, 0.0, 7.337, 219.5, 6.0, None, 23.9, 16.9, 0.5, None, None, 25.7, None, None, 29.0, None,2021-08-13 11:00:00, 5.0, None, 4.572,33
