pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -4.527,94.2, None, None, None, None, None, None, None, None, None,-5.0, 884.0, None, None, None,2017-11-12 00:00:00, None, 11.25, None,46
None, -4.189,94.1, None, None, None, None, None, None, None, None, None,-5.0, 884.0, None, None, None,2017-11-12 01:00:00, None, 10.73, None,46
None, -4.339,93.9, None, None, None, None, None, None, None, None, None,-5.0, 884.0, None, None, None,2017-11-12 02:00:00, None, 10.77, None,46
None, -4.466,94.2, None, None, None, None, None, None, None, None, None,-5.0, 883.0, None, None, None,2017-11-12 03:00:00, None, 10.8, None,46
None, -4.504,94.2, None, None, None, None, None, None, None, None, None,-5.0, 883.0, None, None, None,2017-11-12 04:00:00, None, 10.7, None,46
None, -4.776,93.9, None, None, None, None, None, None, None, None, None,-6.0, 883.0, None, None, None,2017-11-12 05:00:00, None, 10.67, None,46
None, -4.729,94.3, None, None, None, None, None, None, None, None, None,-5.0, 883.0, None, None, None,2017-11-12 06:00:00, None, 10.76, None,46
None, -5.446,93.4, None, None, None, None, None, None, None, None, None,-6.0, 883.0, None, None, None,2017-11-12 07:00:00, None, 10.62, None,46
None, -4.513,94.3, None, None, None, None, None, None, None, None, None,-5.0, 883.0, None, None, None,2017-11-12 08:00:00, None, 10.8, None,46
None, -2.728,93.4, None, None, None, None, None, None, None, None, None,-4.0, 883.0, None, None, None,2017-11-12 09:00:00, None, 10.72, None,46
None, 1.173,83.5, None, None, None, None, None, None, None, None, None,-1.0, 882.0, None, None, None,2017-11-12 10:00:00, None, 10.33, None,46
None, 1.965,75.24, None, None, None, None, None, None, None, None, None,-2.0, 882.0, None, None, None,2017-11-12 11:00:00, None, 10.7, None,46
None, 1.019,79.81, None, None, None, None, None, None, None, None, None,-2.0, 882.0, None, None, None,2017-11-12 12:00:00, None, 10.83, None,46
None, 1.339,80.4, None, None, None, None, None, None, None, None, None,-2.0, 882.0, None, None, None,2017-11-12 13:00:00, None, 10.89, None,46
None, 1.322,83.8, None, None, None, None, None, None, None, None, None,-1.0, 881.0, None, None, None,2017-11-12 14:00:00, None, 10.85, None,46
None, 0.454,91.4, None, None, None, None, None, None, None, None, None,-1.0, 881.0, None, None, None,2017-11-12 15:00:00, None, 11.0, None,46
None, -0.488,92.5, None, None, None, None, None, None, None, None, None,-1.0, 880.0, None, None, None,2017-11-12 16:00:00, None, 10.87, None,46
None, -1.481,93.9, None, None, None, None, None, None, None, None, None,-2.0, 880.0, None, None, None,2017-11-12 17:00:00, None, 10.97, None,46
None, -1.962,94.7, None, None, None, None, None, None, None, None, None,-3.0, 880.0, None, None, None,2017-11-12 18:00:00, None, 11.0, None,46
None, -2.743,94.9, None, None, None, None, None, None, None, None, None,-3.0, 880.0, None, None, None,2017-11-12 19:00:00, None, 11.03, None,46
None, -2.76,95.1, None, None, None, None, None, None, None, None, None,-3.0, 880.0, None, None, None,2017-11-12 20:00:00, None, 11.03, None,46
None, -3.246,95.1, None, None, None, None, None, None, None, None, None,-4.0, 879.0, None, None, None,2017-11-12 21:00:00, None, 10.95, None,46
None, -3.335,95.3, None, None, None, None, None, None, None, None, None,-4.0, 879.0, None, None, None,2017-11-12 22:00:00, None, 10.9, None,46
None, -3.279,95.3, None, None, None, None, None, None, None, None, None,-4.0, 878.0, None, None, None,2017-11-12 23:00:00, None, 11.02, None,46
None, -3.267,95.4, None, None, None, None, None, None, None, None, None,-4.0, 878.0, None, None, None,2017-11-13 00:00:00, None, 11.13, None,46
None, -3.274,95.0, None, None, None, None, None, None, None, None, None,-4.0, 877.0, None, None, None,2017-11-13 01:00:00, None, 11.08, None,46
None, -3.697,95.2, None, None, None, None, None, None, None, None, None,-4.0, 877.0, None, None, None,2017-11-13 02:00:00, None, 11.01, None,46
None, -3.571,95.2, None, None, None, None, None, None, None, None, None,-4.0, 876.0, None, None, None,2017-11-13 03:00:00, None, 11.17, None,46
None, -3.285,95.2, None, None, None, None, None, None, None, None, None,-4.0, 876.0, None, None, None,2017-11-13 04:00:00, None, 11.16, None,46
None, -3.258,95.1, None, None, None, None, None, None, None, None, None,-4.0, 875.0, None, None, None,2017-11-13 05:00:00, None, 11.13, None,46
None, -3.004,95.2, None, None, None, None, None, None, None, None, None,-4.0, 875.0, None, None, None,2017-11-13 06:00:00, None, 11.12, None,46
None, -3.499,95.3, None, None, None, None, None, None, None, None, None,-4.0, 874.0, None, None, None,2017-11-13 07:00:00, None, 11.12, None,46
None, -2.708,94.9, None, None, None, None, None, None, None, None, None,-3.0, 873.0, None, None, None,2017-11-13 08:00:00, None, 11.18, None,46
None, -1.369,94.9, None, None, None, None, None, None, None, None, None,-2.0, 872.0, None, None, None,2017-11-13 09:00:00, None, 11.25, None,46
None, -0.534,94.8, None, None, None, None, None, None, None, None, None,-1.0, 872.0, None, None, None,2017-11-13 10:00:00, None, 10.18, None,46
None, 0.098,95.0, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-11-13 11:00:00, None, 11.52, None,46
None, 0.038,95.1, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-11-13 12:00:00, None, 13.53, None,46
None, 0.248,95.4, None, None, None, None, None, None, None, None, None,0.0, 870.0, None, None, None,2017-11-13 13:00:00, None, 15.81, None,46
None, 0.298,95.4, None, None, None, None, None, None, None, None, None,0.0, 870.0, None, None, None,2017-11-13 14:00:00, None, 15.08, None,46
None, 0.426,95.6, None, None, None, None, None, None, None, None, None,0.0, 870.0, None, None, None,2017-11-13 15:00:00, None, 15.62, None,46
None, 0.053,95.9, None, None, None, None, None, None, None, None, None,-1.0, 870.0, None, None, None,2017-11-13 16:00:00, None, 15.7, None,46
None, 0.02,96.1, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-11-13 17:00:00, None, 15.59, None,46
None, -0.389,96.1, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-11-13 18:00:00, None, 15.37, None,46
None, -0.887,96.3, None, None, None, None, None, None, None, None, None,-1.0, 872.0, None, None, None,2017-11-13 19:00:00, None, 15.45, None,46
None, -1.092,96.4, None, None, None, None, None, None, None, None, None,-2.0, 872.0, None, None, None,2017-11-13 20:00:00, None, 15.61, None,46
