pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,0.296, None, None, None, None, None, None, None, None, None, None,2017-11-12 00:00:00, None, None,46
None,0.353, None, None, None, None, None, None, None, None, None, None,2017-11-12 01:00:00, None, None,46
None,0.429, None, None, None, None, None, None, None, None, None, None,2017-11-12 02:00:00, None, None,46
None,0.467, None, None, None, None, None, None, None, None, None, None,2017-11-12 03:00:00, None, None,46
None,0.4, None, None, None, None, None, None, None, None, None, None,2017-11-12 04:00:00, None, None,46
None,0.145, None, None, None, None, None, None, None, None, None, None,2017-11-12 05:00:00, None, None,46
None,0.079, None, None, None, None, None, None, None, None, None, None,2017-11-12 06:00:00, None, None,46
None,0.06, None, None, None, None, None, None, None, None, None, None,2017-11-12 07:00:00, None, None,46
None,0.155, None, None, None, None, None, None, None, None, None, None,2017-11-12 08:00:00, None, None,46
None,0.561, None, None, None, None, None, None, None, None, None, None,2017-11-12 09:00:00, None, None,46
None,0.855, None, None, None, None, None, None, None, None, None, None,2017-11-12 10:00:00, None, None,46
None,0.608, None, None, None, None, None, None, None, None, None, None,2017-11-12 11:00:00, None, None,46
None,0.391, None, None, None, None, None, None, None, None, None, None,2017-11-12 12:00:00, None, None,46
None,0.116, None, None, None, None, None, None, None, None, None, None,2017-11-12 13:00:00, None, None,46
None,0.126, None, None, None, None, None, None, None, None, None, None,2017-11-12 14:00:00, None, None,46
None,0.135, None, None, None, None, None, None, None, None, None, None,2017-11-12 15:00:00, None, None,46
None,0.031, None, None, None, None, None, None, None, None, None, None,2017-11-12 16:00:00, None, None,46
None,0.032, None, None, None, None, None, None, None, None, None, None,2017-11-12 17:00:00, None, None,46
None,0.022, None, None, None, None, None, None, None, None, None, None,2017-11-12 18:00:00, None, None,46
None,-0.006, None, None, None, None, None, None, None, None, None, None,2017-11-12 19:00:00, None, None,46
None,-0.006, None, None, None, None, None, None, None, None, None, None,2017-11-12 20:00:00, None, None,46
None,0.022, None, None, None, None, None, None, None, None, None, None,2017-11-12 21:00:00, None, None,46
None,0.013, None, None, None, None, None, None, None, None, None, None,2017-11-12 22:00:00, None, None,46
None,-0.006, None, None, None, None, None, None, None, None, None, None,2017-11-12 23:00:00, None, None,46
None,0.003, None, None, None, None, None, None, None, None, None, None,2017-11-13 00:00:00, None, None,46
