AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
11.7,0.0,8.9, None,2018-06-25 00:00:00,206.0,96.0,26
11.6,0.0,7.3, None,2018-06-25 00:15:00,188.0,96.0,26
11.7,0.0,8.4, None,2018-06-25 00:30:00,197.0,93.0,26
11.4,0.0,8.8, None,2018-06-25 00:45:00,151.0,93.0,26
11.1,0.0,6.2, None,2018-06-25 01:00:00,144.0,95.0,26
10.8,0.0,4.2, None,2018-06-25 01:15:00,115.0,96.0,26
10.3,0.0,0.2, None,2018-06-25 01:30:00,1.0,97.0,26
10.1,0.0,5.8, None,2018-06-25 01:45:00,222.0,99.0,26
10.1,0.0,5.2, None,2018-06-25 02:00:00,301.0,97.0,26
10.0,0.0,6.0, None,2018-06-25 02:15:00,268.0,96.0,26
9.8,0.0,4.9, None,2018-06-25 02:30:00,355.0,95.0,26
9.6,0.0,3.7, None,2018-06-25 02:45:00,346.0,97.0,26
9.5,0.0,6.7, None,2018-06-25 03:00:00,219.0,98.0,26
9.7,0.0,5.2, None,2018-06-25 03:15:00,215.0,96.0,26
9.3,0.0,4.6, None,2018-06-25 03:30:00,274.0,97.0,26
9.3,0.254,4.0, None,2018-06-25 03:45:00,261.0,97.0,26
9.8,0.0,7.3, None,2018-06-25 04:00:00,250.0,91.0,26
9.7,0.0,8.1, None,2018-06-25 04:15:00,232.0,92.0,26
9.3,0.0,8.5, None,2018-06-25 04:30:00,260.0,97.0,26
10.0,0.0,13.4, None,2018-06-25 04:45:00,260.0,90.0,26
10.9,0.0,15.6, None,2018-06-25 05:00:00,259.0,82.0,26
11.4,0.0,13.2, None,2018-06-25 05:15:00,257.0,80.0,26
10.9,0.0,13.1, None,2018-06-25 05:30:00,257.0,76.0,26
10.9,0.0,11.8, None,2018-06-25 05:45:00,261.0,76.0,26
10.8,0.0,10.5, None,2018-06-25 06:00:00,247.0,74.0,26
10.4,0.0,7.2, None,2018-06-25 06:15:00,241.0,79.0,26
10.3,0.0,7.1, None,2018-06-25 06:30:00,240.0,82.0,26
10.2,0.0,3.0, None,2018-06-25 06:45:00,243.0,78.0,26
11.6,0.0,7.8, None,2018-06-25 07:00:00,229.0,67.0,26
12.6,0.0,4.3, None,2018-06-25 07:15:00,4.0,66.0,26
13.1,0.0,8.2, None,2018-06-25 07:30:00,261.0,64.0,26
13.6,0.0,9.0, None,2018-06-25 07:45:00,305.0,60.0,26
14.6,0.0,8.9, None,2018-06-25 08:00:00,216.0,63.0,26
15.0,0.0,6.1, None,2018-06-25 08:15:00,262.0,60.0,26
15.5,0.0,5.2, None,2018-06-25 08:30:00,244.0,55.0,26
14.6,0.0,9.5, None,2018-06-25 08:45:00,252.0,59.0,26
14.8,0.0,12.2, None,2018-06-25 09:00:00,226.0,58.0,26
14.1,0.0,8.7, None,2018-06-25 09:15:00,259.0,60.0,26
15.3,0.0,10.9, None,2018-06-25 09:30:00,239.0,59.0,26
15.9,0.0,10.7, None,2018-06-25 09:45:00,190.0,54.0,26
15.6,0.0,13.0, None,2018-06-25 10:00:00,236.0,59.0,26
16.1,0.0,7.7, None,2018-06-25 10:15:00,284.0,52.0,26
15.3,0.0,9.5, None,2018-06-25 10:30:00,221.0,58.0,26
16.7,0.0,5.4, None,2018-06-25 10:45:00,289.0,50.0,26
16.6,0.0,13.2, None,2018-06-25 11:00:00,217.0,51.0,26
16.7,0.0,12.6, None,2018-06-25 11:15:00,227.0,51.0,26
16.4,0.0,12.7, None,2018-06-25 11:30:00,216.0,50.0,26
17.7,0.0,11.1, None,2018-06-25 11:45:00,227.0,43.0,26
16.9,0.0,15.8, None,2018-06-25 12:00:00,225.0,48.0,26
17.4,0.0,12.4, None,2018-06-25 12:15:00,215.0,48.0,26
16.8,0.0,15.6, None,2018-06-25 12:30:00,195.0,50.0,26
18.4,0.0,9.1, None,2018-06-25 12:45:00,232.0,46.0,26
18.4,0.0,11.2, None,2018-06-25 13:00:00,234.0,47.0,26
17.4,0.0,12.9, None,2018-06-25 13:15:00,230.0,49.0,26
17.7,0.0,12.8, None,2018-06-25 13:30:00,214.0,47.0,26
17.4,0.0,15.3, None,2018-06-25 13:45:00,223.0,49.0,26
17.0,0.0,13.2, None,2018-06-25 14:00:00,244.0,50.0,26
17.7,0.0,12.3, None,2018-06-25 14:15:00,221.0,49.0,26
17.2,0.0,11.4, None,2018-06-25 14:30:00,214.0,51.0,26
16.2,0.0,17.0, None,2018-06-25 14:45:00,229.0,52.0,26
17.1,0.0,14.2, None,2018-06-25 15:00:00,223.0,48.0,26
17.3,0.0,8.1, None,2018-06-25 15:15:00,284.0,48.0,26
15.9,0.0,13.6, None,2018-06-25 15:30:00,215.0,54.0,26
17.2,0.0,9.7, None,2018-06-25 15:45:00,274.0,49.0,26
17.9,0.0,8.0, None,2018-06-25 16:00:00,296.0,49.0,26
17.3,0.0,13.4, None,2018-06-25 16:15:00,269.0,47.0,26
17.3,0.0,11.0, None,2018-06-25 16:30:00,257.0,50.0,26
16.8,0.0,9.4, None,2018-06-25 16:45:00,48.0,52.0,26
16.0,0.0,13.7, None,2018-06-25 17:00:00,231.0,53.0,26
15.5,0.0,10.2, None,2018-06-25 17:15:00,218.0,55.0,26
16.1,0.0,6.6, None,2018-06-25 17:30:00,206.0,55.0,26
15.5,0.0,10.2, None,2018-06-25 17:45:00,272.0,55.0,26
15.8,0.0,8.5, None,2018-06-25 18:00:00,275.0,56.0,26
14.6,0.0,8.2, None,2018-06-25 18:15:00,281.0,61.0,26
15.7,0.0,4.8, None,2018-06-25 18:30:00,257.0,56.0,26
15.7,0.0,11.9, None,2018-06-25 18:45:00,286.0,58.0,26
15.1,0.0,11.4, None,2018-06-25 19:00:00,252.0,60.0,26
14.8,0.0,7.1, None,2018-06-25 19:15:00,262.0,62.0,26
13.3,0.0,8.9, None,2018-06-25 19:30:00,263.0,67.0,26
12.9,0.0,8.6, None,2018-06-25 19:45:00,257.0,68.0,26
12.6,0.0,7.3, None,2018-06-25 20:00:00,257.0,73.0,26
12.4,0.0,11.2, None,2018-06-25 20:15:00,261.0,71.0,26
12.3,0.0,11.0, None,2018-06-25 20:30:00,254.0,71.0,26
12.2,0.0,6.7, None,2018-06-25 20:45:00,273.0,71.0,26
11.9,0.0,5.4, None,2018-06-25 21:00:00,14.0,74.0,26
11.7,0.0,5.0, None,2018-06-25 21:15:00,126.0,74.0,26
11.3,0.0,3.8, None,2018-06-25 21:30:00,174.0,79.0,26
10.9,0.0,4.7, None,2018-06-25 21:45:00,53.0,81.0,26
11.1,0.0,4.1, None,2018-06-25 22:00:00,146.0,79.0,26
11.0,0.0,5.5, None,2018-06-25 22:15:00,177.0,80.0,26
10.5,0.0,5.4, None,2018-06-25 22:30:00,223.0,84.0,26
9.7,0.0,5.7, None,2018-06-25 22:45:00,264.0,88.0,26
9.2,0.0,5.6, None,2018-06-25 23:00:00,260.0,89.0,26
9.2,0.0,5.7, None,2018-06-25 23:15:00,263.0,89.0,26
9.0,0.0,5.1, None,2018-06-25 23:30:00,277.0,90.0,26
8.7,0.0,5.1, None,2018-06-25 23:45:00,261.0,93.0,26
8.5,0.0,4.9, None,2018-06-26 00:00:00,269.0,93.0,26
8.9,0.0,6.3, None,2018-06-26 00:15:00,212.0,89.0,26
8.4,0.0,6.2, None,2018-06-26 00:30:00,258.0,93.0,26
8.6,0.0,5.5, None,2018-06-26 00:45:00,232.0,90.0,26
8.5,0.0,6.4, None,2018-06-26 01:00:00,249.0,89.0,26
8.1,0.0,6.9, None,2018-06-26 01:15:00,271.0,94.0,26
7.7,0.0,6.1, None,2018-06-26 01:30:00,268.0,94.0,26
7.7,0.0,6.0, None,2018-06-26 01:45:00,272.0,94.0,26
7.6,0.0,5.1, None,2018-06-26 02:00:00,275.0,95.0,26
7.4,0.0,6.0, None,2018-06-26 02:15:00,258.0,96.0,26
7.4,0.0,5.8, None,2018-06-26 02:30:00,255.0,97.0,26
7.2,0.0,5.9, None,2018-06-26 02:45:00,245.0,97.0,26
7.4,0.0,5.5, None,2018-06-26 03:00:00,240.0,96.0,26
7.0,0.0,6.2, None,2018-06-26 03:15:00,243.0,97.0,26
7.4,0.0,6.1, None,2018-06-26 03:30:00,234.0,97.0,26
7.4,0.0,6.3, None,2018-06-26 03:45:00,232.0,96.0,26
7.1,0.0,6.8, None,2018-06-26 04:00:00,223.0,96.0,26
7.0,0.0,7.5, None,2018-06-26 04:15:00,259.0,96.0,26
7.4,0.0,6.3, None,2018-06-26 04:30:00,242.0,97.0,26
7.6,0.0,7.1, None,2018-06-26 04:45:00,238.0,96.0,26
7.4,0.0,8.4, None,2018-06-26 05:00:00,226.0,95.0,26
7.7,0.0,6.8, None,2018-06-26 05:15:00,245.0,94.0,26
8.9,0.0,8.1, None,2018-06-26 05:30:00,232.0,88.0,26
9.9,0.0,7.7, None,2018-06-26 05:45:00,242.0,83.0,26
10.6,0.0,7.0, None,2018-06-26 06:00:00,217.0,81.0,26
11.1,0.0,6.6, None,2018-06-26 06:15:00,227.0,80.0,26
11.7,0.0,5.8, None,2018-06-26 06:30:00,238.0,81.0,26
12.2,0.0,8.6, None,2018-06-26 06:45:00,248.0,75.0,26
12.9,0.0,7.0, None,2018-06-26 07:00:00,228.0,74.0,26
13.5,0.0,6.8, None,2018-06-26 07:15:00,220.0,67.0,26
14.6,0.0,5.7, None,2018-06-26 07:30:00,199.0,61.0,26
15.3,0.0,7.2, None,2018-06-26 07:45:00,211.0,63.0,26
15.9,0.0,6.7, None,2018-06-26 08:00:00,195.0,60.0,26
16.0,0.0,4.6, None,2018-06-26 08:15:00,178.0,56.0,26
16.8,0.0,5.8, None,2018-06-26 08:30:00,274.0,53.0,26
17.1,0.0,5.2, None,2018-06-26 08:45:00,132.0,52.0,26
17.6,0.0,5.9, None,2018-06-26 09:00:00,151.0,53.0,26
16.8,0.0,5.2, None,2018-06-26 09:15:00,101.0,54.0,26
16.3,0.0,6.5, None,2018-06-26 09:30:00,66.0,55.0,26
15.9,0.0,5.5, None,2018-06-26 09:45:00,68.0,56.0,26
16.0,0.0,4.7, None,2018-06-26 10:00:00,74.0,57.0,26
18.1,0.0,8.2, None,2018-06-26 10:15:00,51.0,49.0,26
17.1,0.0,8.3, None,2018-06-26 10:30:00,79.0,54.0,26
16.6,0.0,6.3, None,2018-06-26 10:45:00,181.0,59.0,26
17.2,0.0,7.3, None,2018-06-26 11:00:00,195.0,57.0,26
17.9,0.0,8.8, None,2018-06-26 11:15:00,201.0,55.0,26
17.3,0.0,8.6, None,2018-06-26 11:30:00,186.0,57.0,26
17.0,0.0,6.9, None,2018-06-26 11:45:00,158.0,56.0,26
17.0,0.0,5.7, None,2018-06-26 12:00:00,139.0,54.0,26
17.1,0.0,5.8, None,2018-06-26 12:15:00,57.0,56.0,26
17.2,0.0,6.8, None,2018-06-26 12:30:00,38.0,58.0,26
17.7,0.0,8.0, None,2018-06-26 12:45:00,62.0,54.0,26
19.3,0.0,8.5, None,2018-06-26 13:00:00,90.0,46.0,26
19.6,0.0,7.7, None,2018-06-26 13:15:00,162.0,45.0,26
18.4,0.0,9.2, None,2018-06-26 13:30:00,207.0,45.0,26
18.7,0.0,5.6, None,2018-06-26 13:45:00,199.0,43.0,26
19.0,0.0,8.4, None,2018-06-26 14:00:00,126.0,42.0,26
20.3,0.0,8.2, None,2018-06-26 14:15:00,191.0,37.0,26
19.4,0.0,6.8, None,2018-06-26 14:30:00,195.0,40.0,26
19.3,0.0,7.8, None,2018-06-26 14:45:00,160.0,40.0,26
19.1,0.0,7.2, None,2018-06-26 15:00:00,199.0,40.0,26
19.0,0.0,3.9, None,2018-06-26 15:15:00,138.0,41.0,26
18.9,0.0,5.0, None,2018-06-26 15:30:00,133.0,43.0,26
20.1,0.0,5.7, None,2018-06-26 15:45:00,100.0,40.0,26
19.7,0.0,4.1, None,2018-06-26 16:00:00,64.0,40.0,26
19.3,0.0,4.0, None,2018-06-26 16:15:00,44.0,42.0,26
19.2,0.0,3.3, None,2018-06-26 16:30:00,358.0,42.0,26
18.4,0.0,7.6, None,2018-06-26 16:45:00,41.0,48.0,26
19.5,0.0,7.6, None,2018-06-26 17:00:00,39.0,44.0,26
19.0,0.0,7.0, None,2018-06-26 17:15:00,51.0,46.0,26
17.7,0.0,8.7, None,2018-06-26 17:30:00,39.0,49.0,26
19.1,0.0,7.9, None,2018-06-26 17:45:00,30.0,44.0,26
18.2,0.0,6.4, None,2018-06-26 18:00:00,14.0,48.0,26
19.0,0.0,5.4, None,2018-06-26 18:15:00,25.0,44.0,26
19.0,0.0,5.6, None,2018-06-26 18:30:00,10.0,44.0,26
18.8,0.0,5.3, None,2018-06-26 18:45:00,30.0,47.0,26
18.5,0.0,4.9, None,2018-06-26 19:00:00,32.0,47.0,26
18.1,0.0,4.0, None,2018-06-26 19:15:00,30.0,49.0,26
16.9,0.0,2.4, None,2018-06-26 19:30:00,337.0,59.0,26
14.8,0.0,4.4, None,2018-06-26 19:45:00,269.0,62.0,26
13.8,0.0,6.2, None,2018-06-26 20:00:00,280.0,66.0,26
13.2,0.0,6.1, None,2018-06-26 20:15:00,274.0,70.0,26
12.6,0.0,6.7, None,2018-06-26 20:30:00,280.0,74.0,26
12.2,0.0,6.9, None,2018-06-26 20:45:00,285.0,76.0,26
12.0,0.0,6.7, None,2018-06-26 21:00:00,271.0,75.0,26
11.7,0.0,5.9, None,2018-06-26 21:15:00,252.0,75.0,26
11.6,0.0,8.1, None,2018-06-26 21:30:00,257.0,74.0,26
11.2,0.0,7.6, None,2018-06-26 21:45:00,268.0,75.0,26
11.0,0.0,6.0, None,2018-06-26 22:00:00,264.0,77.0,26
10.4,0.0,6.5, None,2018-06-26 22:15:00,260.0,82.0,26
10.5,0.0,6.4, None,2018-06-26 22:30:00,238.0,81.0,26
10.2,0.0,7.7, None,2018-06-26 22:45:00,226.0,82.0,26
10.4,0.0,7.1, None,2018-06-26 23:00:00,236.0,84.0,26
10.9,0.0,7.8, None,2018-06-26 23:15:00,248.0,80.0,26
10.4,0.0,7.0, None,2018-06-26 23:30:00,233.0,83.0,26
10.4,0.0,7.3, None,2018-06-26 23:45:00,257.0,83.0,26
9.6,0.0,6.0, None,2018-06-27 00:00:00,241.0,86.0,26
9.6,0.0,7.3, None,2018-06-27 00:15:00,241.0,87.0,26
9.2,0.0,6.1, None,2018-06-27 00:30:00,253.0,88.0,26
9.2,0.0,5.3, None,2018-06-27 00:45:00,239.0,87.0,26
8.5,0.0,5.9, None,2018-06-27 01:00:00,252.0,91.0,26
8.1,0.0,4.4, None,2018-06-27 01:15:00,247.0,94.0,26
8.0,0.0,5.8, None,2018-06-27 01:30:00,251.0,95.0,26
8.0,0.0,5.1, None,2018-06-27 01:45:00,250.0,96.0,26
7.9,0.0,4.9, None,2018-06-27 02:00:00,251.0,95.0,26
8.1,0.0,5.6, None,2018-06-27 02:15:00,249.0,96.0,26
8.2,0.0,4.9, None,2018-06-27 02:30:00,243.0,95.0,26
8.1,0.0,5.3, None,2018-06-27 02:45:00,246.0,96.0,26
8.3,0.0,6.2, None,2018-06-27 03:00:00,229.0,92.0,26
7.7,0.0,5.4, None,2018-06-27 03:15:00,243.0,95.0,26
7.3,0.0,5.3, None,2018-06-27 03:30:00,255.0,97.0,26
7.1,0.0,5.8, None,2018-06-27 03:45:00,250.0,98.0,26
7.0,0.0,4.8, None,2018-06-27 04:00:00,264.0,98.0,26
6.7,0.0,5.7, None,2018-06-27 04:15:00,252.0,98.0,26
6.8,0.0,5.9, None,2018-06-27 04:30:00,244.0,99.0,26
6.4,0.0,7.9, None,2018-06-27 04:45:00,260.0,99.0,26
6.8,0.0,7.9, None,2018-06-27 05:00:00,253.0,99.0,26
8.0,0.0,9.4, None,2018-06-27 05:15:00,250.0,91.0,26
9.2,0.0,7.5, None,2018-06-27 05:30:00,245.0,86.0,26
9.3,0.0,5.9, None,2018-06-27 05:45:00,258.0,87.0,26
9.9,0.0,3.9, None,2018-06-27 06:00:00,247.0,84.0,26
10.6,0.0,2.5, None,2018-06-27 06:15:00,297.0,84.0,26
10.8,0.0,4.6, None,2018-06-27 06:30:00,258.0,80.0,26
11.2,0.0,5.3, None,2018-06-27 06:45:00,224.0,79.0,26
11.7,0.0,3.9, None,2018-06-27 07:00:00,258.0,77.0,26
11.5,0.0,6.5, None,2018-06-27 07:15:00,238.0,78.0,26
