AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
9.8, 0.0,0.0, 21.0, 0.0,2018-06-25 00:00:00, 257.0, None,93.0,26
9.5, None,0.0, 22.2, None,2018-06-25 00:15:00, 256.0, None,92.0,26
9.4, None,0.0, 17.5, None,2018-06-25 00:30:00, 241.0, None,92.0,26
9.0, None,0.0, 13.8, None,2018-06-25 00:45:00, 263.0, None,94.0,26
8.7, 1.0,0.0, 11.8, 0.0,2018-06-25 01:00:00, 281.0, None,97.0,26
8.5, None,0.0, 16.5, None,2018-06-25 01:15:00, 283.0, None,97.0,26
8.4, None,0.0, 20.2, None,2018-06-25 01:30:00, 270.0, None,97.0,26
8.3, None,0.0, 17.3, None,2018-06-25 01:45:00, 280.0, None,97.0,26
8.1, 0.0,0.0, 17.4, 0.0,2018-06-25 02:00:00, 285.0, None,98.0,26
8.1, None,0.0, 22.2, None,2018-06-25 02:15:00, 277.0, None,97.0,26
8.0, None,0.0, 21.1, None,2018-06-25 02:30:00, 272.0, None,98.0,26
8.0, None,0.0, 22.4, None,2018-06-25 02:45:00, 277.0, None,97.0,26
8.0, -1.0,0.0, 23.3, 0.0,2018-06-25 03:00:00, 272.0, None,96.0,26
8.2, None,0.0, 24.2, None,2018-06-25 03:15:00, 276.0, None,96.0,26
8.2, None,0.0, 22.7, None,2018-06-25 03:30:00, 279.0, None,96.0,26
8.2, None,0.0, 24.9, None,2018-06-25 03:45:00, 278.0, None,95.0,26
8.1, 1.0,0.0, 22.7, 0.0,2018-06-25 04:00:00, 276.0, None,95.0,26
8.0, None,0.0, 24.3, None,2018-06-25 04:15:00, 276.0, None,93.0,26
8.0, None,0.0, 22.5, None,2018-06-25 04:30:00, 276.0, None,93.0,26
8.1, None,0.0, 21.6, None,2018-06-25 04:45:00, 281.0, None,90.0,26
8.5, 0.0,0.0, 19.6, 0.0,2018-06-25 05:00:00, 279.0, None,89.0,26
8.3, None,0.0, 24.8, None,2018-06-25 05:15:00, 280.0, None,86.0,26
7.6, None,0.0, 21.0, None,2018-06-25 05:30:00, 284.0, None,85.0,26
7.3, None,0.0, 21.7, None,2018-06-25 05:45:00, 283.0, None,84.0,26
8.0, 0.0,0.0, 20.4, 0.0,2018-06-25 06:00:00, 282.0, None,81.0,26
8.6, None,0.0, 17.1, None,2018-06-25 06:15:00, 284.0, None,81.0,26
8.9, None,0.0, 17.9, None,2018-06-25 06:30:00, 286.0, None,78.0,26
9.3, None,0.0, 16.0, None,2018-06-25 06:45:00, 289.0, None,75.0,26
9.7, -2.0,0.0, 18.2, 0.0,2018-06-25 07:00:00, 277.0, None,72.0,26
10.2, None,0.0, 15.0, None,2018-06-25 07:15:00, 282.0, None,72.0,26
9.8, None,0.0, 14.4, None,2018-06-25 07:30:00, 284.0, None,73.0,26
10.1, None,0.0, 16.3, None,2018-06-25 07:45:00, 289.0, None,70.0,26
10.1, 1.0,0.0, 17.0, 0.0,2018-06-25 08:00:00, 284.0, None,69.0,26
10.7, None,0.0, 16.9, None,2018-06-25 08:15:00, 280.0, None,68.0,26
10.3, None,0.0, 18.9, None,2018-06-25 08:30:00, 281.0, None,70.0,26
10.2, None,0.0, 15.0, None,2018-06-25 08:45:00, 282.0, None,73.0,26
10.4, 0.0,0.0, 19.4, 0.0,2018-06-25 09:00:00, 288.0, None,70.0,26
10.0, None,0.0, 14.3, None,2018-06-25 09:15:00, 297.0, None,76.0,26
10.9, None,0.0, 14.6, None,2018-06-25 09:30:00, 296.0, None,71.0,26
10.6, None,0.0, 14.0, None,2018-06-25 09:45:00, 299.0, None,75.0,26
11.0, 0.0,0.0, 13.3, 0.0,2018-06-25 10:00:00, 304.0, None,69.0,26
11.1, None,0.0, 18.4, None,2018-06-25 10:15:00, 296.0, None,69.0,26
10.7, None,0.0, 16.5, None,2018-06-25 10:30:00, 280.0, None,70.0,26
11.5, None,0.0, 14.2, None,2018-06-25 10:45:00, 296.0, None,68.0,26
11.3, 0.0,0.0, 14.1, 0.0,2018-06-25 11:00:00, 290.0, None,68.0,26
11.7, None,0.0, 14.6, None,2018-06-25 11:15:00, 287.0, None,66.0,26
12.0, None,0.0, 16.1, None,2018-06-25 11:30:00, 286.0, None,63.0,26
12.3, None,0.0, 17.3, None,2018-06-25 11:45:00, 278.0, None,61.0,26
13.2, -1.0,0.0, 14.3, 0.0,2018-06-25 12:00:00, 277.0, None,58.0,26
13.0, None,0.0, 16.5, None,2018-06-25 12:15:00, 296.0, None,64.0,26
12.3, None,0.0, 17.4, None,2018-06-25 12:30:00, 297.0, None,61.0,26
13.4, None,0.0, 15.2, None,2018-06-25 12:45:00, 296.0, None,59.0,26
11.8, 0.0,0.0, 18.5, 0.0,2018-06-25 13:00:00, 297.0, None,68.0,26
12.4, None,0.0, 17.0, None,2018-06-25 13:15:00, 300.0, None,68.0,26
13.6, None,0.0, 19.6, None,2018-06-25 13:30:00, 286.0, None,60.0,26
13.3, None,0.0, 17.0, None,2018-06-25 13:45:00, 282.0, None,63.0,26
13.8, 0.0,0.0, 16.0, 0.0,2018-06-25 14:00:00, 275.0, None,61.0,26
13.5, None,0.0, 18.0, None,2018-06-25 14:15:00, 273.0, None,62.0,26
13.9, None,0.0, 14.4, None,2018-06-25 14:30:00, 279.0, None,58.0,26
12.8, None,0.0, 20.1, None,2018-06-25 14:45:00, 310.0, None,66.0,26
13.0, 0.0,0.0, 20.6, 0.0,2018-06-25 15:00:00, 294.0, None,59.0,26
12.1, None,0.0, 13.8, None,2018-06-25 15:15:00, 293.0, None,67.0,26
12.0, None,0.0, 19.2, None,2018-06-25 15:30:00, 288.0, None,68.0,26
12.0, None,0.0, 17.1, None,2018-06-25 15:45:00, 292.0, None,68.0,26
11.8, 1.0,0.0, 17.2, 0.0,2018-06-25 16:00:00, 294.0, None,69.0,26
12.7, None,0.0, 16.7, None,2018-06-25 16:15:00, 284.0, None,62.0,26
13.2, None,0.0, 17.0, None,2018-06-25 16:30:00, 286.0, None,61.0,26
13.8, None,0.0, 16.0, None,2018-06-25 16:45:00, 288.0, None,60.0,26
13.7, -1.0,0.0, 15.6, 0.0,2018-06-25 17:00:00, 286.0, None,60.0,26
12.7, None,0.0, 20.2, None,2018-06-25 17:15:00, 294.0, None,66.0,26
12.3, None,0.0, 13.9, None,2018-06-25 17:30:00, 290.0, None,67.0,26
11.6, None,0.0, 16.1, None,2018-06-25 17:45:00, 297.0, None,72.0,26
11.1, 1.0,0.0, 12.8, 0.0,2018-06-25 18:00:00, 291.0, None,74.0,26
12.3, None,0.0, 15.4, None,2018-06-25 18:15:00, 297.0, None,69.0,26
12.1, None,0.0, 17.7, None,2018-06-25 18:30:00, 300.0, None,70.0,26
11.3, None,0.0, 20.2, None,2018-06-25 18:45:00, 301.0, None,74.0,26
11.4, -1.0,0.0, 15.8, 0.0,2018-06-25 19:00:00, 288.0, None,73.0,26
9.9, None,0.0, 13.5, None,2018-06-25 19:15:00, 291.0, None,80.0,26
9.3, None,0.0, 16.7, None,2018-06-25 19:30:00, 287.0, None,84.0,26
9.0, None,0.0, 17.4, None,2018-06-25 19:45:00, 283.0, None,86.0,26
8.8, 1.0,0.0, 18.3, 0.0,2018-06-25 20:00:00, 277.0, None,88.0,26
8.5, None,0.0, 16.8, None,2018-06-25 20:15:00, 281.0, None,90.0,26
8.4, None,0.0, 19.5, None,2018-06-25 20:30:00, 273.0, None,90.0,26
8.2, None,0.0, 19.7, None,2018-06-25 20:45:00, 268.0, None,92.0,26
8.2, 1.0,0.0, 18.1, 0.0,2018-06-25 21:00:00, 264.0, None,91.0,26
8.1, None,0.0, 16.2, None,2018-06-25 21:15:00, 257.0, None,91.0,26
8.2, None,0.0, 17.2, None,2018-06-25 21:30:00, 250.0, None,91.0,26
8.2, None,0.0, 17.1, None,2018-06-25 21:45:00, 252.0, None,91.0,26
8.2, 0.0,0.0, 16.4, 0.0,2018-06-25 22:00:00, 242.0, None,90.0,26
8.1, None,0.0, 17.0, None,2018-06-25 22:15:00, 251.0, None,91.0,26
8.0, None,0.0, 15.0, None,2018-06-25 22:30:00, 263.0, None,92.0,26
7.9, None,0.0, 16.9, None,2018-06-25 22:45:00, 267.0, None,91.0,26
7.8, 0.0,0.0, 17.3, 0.0,2018-06-25 23:00:00, 266.0, None,91.0,26
7.7, None,0.0, 17.7, None,2018-06-25 23:15:00, 265.0, None,92.0,26
7.7, None,0.0, 18.1, None,2018-06-25 23:30:00, 262.0, None,90.0,26
7.7, None,0.0, 18.8, None,2018-06-25 23:45:00, 263.0, None,89.0,26
7.7, 0.0,0.0, 19.8, 0.0,2018-06-26 00:00:00, 272.0, None,89.0,26
7.7, None,0.0, 17.7, None,2018-06-26 00:15:00, 266.0, None,89.0,26
7.6, None,0.0, 14.1, None,2018-06-26 00:30:00, 248.0, None,90.0,26
7.4, None,0.0, 14.6, None,2018-06-26 00:45:00, 250.0, None,91.0,26
7.5, 0.0,0.0, 14.6, 0.0,2018-06-26 01:00:00, 243.0, None,91.0,26
7.5, None,0.0, 14.9, None,2018-06-26 01:15:00, 249.0, None,92.0,26
7.5, None,0.0, 15.5, None,2018-06-26 01:30:00, 250.0, None,92.0,26
7.4, None,0.0, 15.1, None,2018-06-26 01:45:00, 248.0, None,93.0,26
7.5, 0.0,0.0, 14.9, 0.0,2018-06-26 02:00:00, 247.0, None,93.0,26
7.5, None,0.0, 15.6, None,2018-06-26 02:15:00, 244.0, None,93.0,26
7.4, None,0.0, 15.0, None,2018-06-26 02:30:00, 252.0, None,93.0,26
7.3, None,0.0, 17.7, None,2018-06-26 02:45:00, 256.0, None,94.0,26
7.1, 0.0,0.0, 17.5, 0.0,2018-06-26 03:00:00, 254.0, None,94.0,26
7.2, None,0.0, 18.2, None,2018-06-26 03:15:00, 253.0, None,90.0,26
7.3, None,0.0, 17.4, None,2018-06-26 03:30:00, 257.0, None,89.0,26
7.4, None,0.0, 14.5, None,2018-06-26 03:45:00, 256.0, None,88.0,26
7.5, 0.0,0.0, 14.4, 0.0,2018-06-26 04:00:00, 267.0, None,88.0,26
7.4, None,0.0, 12.2, None,2018-06-26 04:15:00, 267.0, None,88.0,26
7.3, None,0.0, 10.8, None,2018-06-26 04:30:00, 265.0, None,89.0,26
7.5, None,0.0, 10.1, None,2018-06-26 04:45:00, 252.0, None,87.0,26
8.3, 0.0,0.0, 9.8, 0.0,2018-06-26 05:00:00, 261.0, None,83.0,26
9.0, None,0.0, 9.3, None,2018-06-26 05:15:00, 251.0, None,81.0,26
9.3, None,0.0, 7.8, None,2018-06-26 05:30:00, 257.0, None,79.0,26
9.5, None,0.0, 7.9, None,2018-06-26 05:45:00, 249.0, None,79.0,26
9.8, -1.0,0.0, 8.8, 0.0,2018-06-26 06:00:00, 252.0, None,79.0,26
10.5, None,0.0, 5.3, None,2018-06-26 06:15:00, 267.0, None,76.0,26
10.9, None,0.0, 5.2, None,2018-06-26 06:30:00, 317.0, None,74.0,26
