WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,63.27,2017-01-01 00:00:00,-6.227,1
None, None, None,61.49,2017-01-01 01:00:00,-6.705,1
None, None, None,66.83,2017-01-01 02:00:00,-8.11,1
None, None, None,67.94,2017-01-01 03:00:00,-8.96,1
None, None, None,66.75,2017-01-01 04:00:00,-9.09,1
None, None, None,68.06,2017-01-01 05:00:00,-9.4,1
None, None, None,68.64,2017-01-01 06:00:00,-9.56,1
None, None, None,71.56,2017-01-01 07:00:00,-10.56,1
None, None, None,78.04,2017-01-01 08:00:00,-12.5,1
None, None, None,76.51,2017-01-01 09:00:00,-12.18,1
None, None, None,77.18,2017-01-01 10:00:00,-12.14,1
None, None, None,69.96,2017-01-01 11:00:00,-10.53,1
None, None, None,63.18,2017-01-01 12:00:00,-8.47,1
None, None, None,61.94,2017-01-01 13:00:00,-8.46,1
None, None, None,58.44,2017-01-01 14:00:00,-7.445,1
None, None, None,57.49,2017-01-01 15:00:00,-7.489,1
None, None, None,59.41,2017-01-01 16:00:00,-8.37,1
None, None, None,73.96,2017-01-01 17:00:00,-11.48,1
None, None, None,83.4,2017-01-01 18:00:00,-14.03,1
None, None, None,85.8,2017-01-01 19:00:00,-15.03,1
None, None, None,84.2,2017-01-01 20:00:00,-16.54,1
None, None, None,83.0,2017-01-01 21:00:00,-18.33,1
None, None, None,82.3,2017-01-01 22:00:00,-19.48,1
None, None, None,81.9,2017-01-01 23:00:00,-20.2,1
None, None, None,79.73,2017-01-02 00:00:00,-20.02,1
None, None, None,80.2,2017-01-02 01:00:00,-20.42,1
None, None, None,79.48,2017-01-02 02:00:00,-20.11,1
None, None, None,79.76,2017-01-02 03:00:00,-20.4,1
None, None, None,79.41,2017-01-02 04:00:00,-19.86,1
None, None, None,79.39,2017-01-02 05:00:00,-20.68,1
None, None, None,79.69,2017-01-02 06:00:00,-22.11,1
None, None, None,78.63,2017-01-02 07:00:00,-22.72,1
None, None, None,77.61,2017-01-02 08:00:00,-23.51,1
None, None, None,77.72,2017-01-02 09:00:00,-23.71,1
None, None, None,76.93,2017-01-02 10:00:00,-23.23,1
None, None, None,77.37,2017-01-02 11:00:00,-22.05,1
None, None, None,78.96,2017-01-02 12:00:00,-19.28,1
None, None, None,79.18,2017-01-02 13:00:00,-17.74,1
None, None, None,75.1,2017-01-02 14:00:00,-15.32,1
None, None, None,71.95,2017-01-02 15:00:00,-13.93,1
None, None, None,77.16,2017-01-02 16:00:00,-14.78,1
None, None, None,84.4,2017-01-02 17:00:00,-17.39,1
None, None, None,82.4,2017-01-02 18:00:00,-19.7,1
None, None, None,79.46,2017-01-02 19:00:00,-21.05,1
None, None, None,78.78,2017-01-02 20:00:00,-21.97,1
None, None, None,78.41,2017-01-02 21:00:00,-22.4,1
None, None, None,77.71,2017-01-02 22:00:00,-23.07,1
None, None, None,78.6,2017-01-02 23:00:00,-21.81,1
None, None, None,79.31,2017-01-03 00:00:00,-20.13,1
None, None, None,79.65,2017-01-03 01:00:00,-19.98,1
None, None, None,80.6,2017-01-03 02:00:00,-20.49,1
