WSPD_SCLR,time,week_of_year
4.228,2017-02-26 00:00:00,9
3.974,2017-02-26 01:00:00,9
2.269,2017-02-26 02:00:00,9
2.206,2017-02-26 03:00:00,9
2.93,2017-02-26 04:00:00,9
2.955,2017-02-26 05:00:00,9
1.488,2017-02-26 06:00:00,9
0.642,2017-02-26 07:00:00,9
0.658,2017-02-26 08:00:00,9
0.421,2017-02-26 09:00:00,9
1.623,2017-02-26 10:00:00,9
1.429,2017-02-26 11:00:00,9
1.656,2017-02-26 12:00:00,9
2.374,2017-02-26 13:00:00,9
3.607,2017-02-26 14:00:00,9
3.129,2017-02-26 15:00:00,9
2.522,2017-02-26 16:00:00,9
2.398,2017-02-26 17:00:00,9
1.695,2017-02-26 18:00:00,9
1.644,2017-02-26 19:00:00,9
1.524,2017-02-26 20:00:00,9
1.648,2017-02-26 21:00:00,9
2.133,2017-02-26 22:00:00,9
1.952,2017-02-26 23:00:00,9
2.142,2017-02-27 00:00:00,9
2.091,2017-02-27 01:00:00,9
2.373,2017-02-27 02:00:00,9
2.343,2017-02-27 03:00:00,9
2.123,2017-02-27 04:00:00,9
2.074,2017-02-27 05:00:00,9
2.438,2017-02-27 06:00:00,9
2.04,2017-02-27 07:00:00,9
1.336,2017-02-27 08:00:00,9
2.243,2017-02-27 09:00:00,9
3.603,2017-02-27 10:00:00,9
3.355,2017-02-27 11:00:00,9
3.141,2017-02-27 12:00:00,9
2.62,2017-02-27 13:00:00,9
2.083,2017-02-27 14:00:00,9
2.475,2017-02-27 15:00:00,9
2.45,2017-02-27 16:00:00,9
1.909,2017-02-27 17:00:00,9
1.646,2017-02-27 18:00:00,9
0.664,2017-02-27 19:00:00,9
0.584,2017-02-27 20:00:00,9
1.068,2017-02-27 21:00:00,9
2.158,2017-02-27 22:00:00,9
2.756,2017-02-27 23:00:00,9
2.528,2017-02-28 00:00:00,9
2.485,2017-02-28 01:00:00,9
2.821,2017-02-28 02:00:00,9
2.639,2017-02-28 03:00:00,9
2.017,2017-02-28 04:00:00,9
1.656,2017-02-28 05:00:00,9
2.453,2017-02-28 06:00:00,9
2.365,2017-02-28 07:00:00,9
3.032,2017-02-28 08:00:00,9
3.487,2017-02-28 09:00:00,9
3.613,2017-02-28 10:00:00,9
3.516,2017-02-28 11:00:00,9
3.709,2017-02-28 12:00:00,9
3.571,2017-02-28 13:00:00,9
3.25,2017-02-28 14:00:00,9
3.428,2017-02-28 15:00:00,9
2.929,2017-02-28 16:00:00,9
3.134,2017-02-28 17:00:00,9
3.428,2017-02-28 18:00:00,9
3.343,2017-02-28 19:00:00,9
3.096,2017-02-28 20:00:00,9
4.657,2017-02-28 21:00:00,9
6.285,2017-02-28 22:00:00,9
7.171,2017-02-28 23:00:00,9
7.672,2017-03-01 00:00:00,9
7.122,2017-03-01 01:00:00,9
5.326,2017-03-01 02:00:00,9
4.631,2017-03-01 03:00:00,9
4.087,2017-03-01 04:00:00,9
3.005,2017-03-01 05:00:00,9
2.844,2017-03-01 06:00:00,9
3.109,2017-03-01 07:00:00,9
3.853,2017-03-01 08:00:00,9
3.317,2017-03-01 09:00:00,9
2.661,2017-03-01 10:00:00,9
1.812,2017-03-01 11:00:00,9
1.464,2017-03-01 12:00:00,9
0.926,2017-03-01 13:00:00,9
1.073,2017-03-01 14:00:00,9
1.873,2017-03-01 15:00:00,9
2.261,2017-03-01 16:00:00,9
2.621,2017-03-01 17:00:00,9
2.36,2017-03-01 18:00:00,9
