CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
0.847, 86.4, 8.6, 8.1, 33.44, 2.637, 6.2, -1.0, 2.6, 0.8, 0.9, 1079.2, -6999.0, -1.0, 948.0, 6.0, 86.0,2020-04-29 00:00:00, 948.0,18
1.026, 87.5, 8.6, 6.1, 18.94, 2.275, 1.779, -1.0, 2.3, 1.0, 0.8, 1079.0, -6999.0, -1.0, 948.0, 2.0, 88.0,2020-04-29 01:00:00, 948.0,18
1.102, 88.7, 8.6, 8.0, 12.04, 1.986, 5.352, -1.0, 2.0, 1.1, 0.8, 1078.9, -6999.0, -1.0, 948.0, 5.0, 89.0,2020-04-29 02:00:00, 948.0,18
-0.148, 90.4, 8.6, 7.6, 7.167, 4.552, 7.859, -1.0, 4.6, -0.1, -0.1, 1079.0, -6999.0, -1.0, 948.0, 8.0, 90.0,2020-04-29 03:00:00, 948.0,18
-0.492, 91.8, 8.6, 7.5, 7.608, 4.95, 2.375, -1.0, 5.0, -0.5, -0.5, 1079.3, -6999.0, -1.0, 948.0, 2.0, 92.0,2020-04-29 04:00:00, 948.0,18
0.003, 91.5, 8.6, 8.3, 37.63, 2.536, 0.881, -1.0, 2.5, 0.0, -0.5, 1079.4, -6999.0, -1.0, 948.0, 1.0, 92.0,2020-04-29 05:00:00, 948.0,18
-0.36, 91.9, 8.6, 6.5, 24.91, 1.981, 11.17, -1.0, 2.0, -0.4, -1.0, 1079.4, -6999.0, -1.0, 948.0, 11.0, 92.0,2020-04-29 06:00:00, 948.0,18
1.032, 91.5, 0.9, 3.9, 23.3, 1.029, 343.4, 0.0, 1.0, 1.0, -0.4, 1079.4, -6999.0, 0.0, 948.0, 343.0, 92.0,2020-04-29 07:00:00, 948.0,18
4.517, 84.7, 4.5, 6.6, 42.38, 0.783, 288.3, 2.0, 0.8, 4.5, -0.4, 1078.1, -6999.0, 2.0, 947.0, 288.0, 85.0,2020-04-29 08:00:00, 947.0,18
6.642, 67.25, 6.6, 6.2, 50.87, 0.657, 231.8, 1.0, 0.7, 6.6, -0.4, 1074.6, -6999.0, 1.0, 944.0, 232.0, 67.0,2020-04-29 09:00:00, 944.0,18
