air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
0.5,0.4, 216.0,3.7,-6999.0, 7.9,2020-04-29 00:00:00, 2.3,-6999.0,18
0.3,0.3, 215.0,3.7,-6999.0, 9.5,2020-04-29 01:00:00, 3.1,-6999.0,18
0.5,0.3, 217.0,3.7,-6999.0, 14.3,2020-04-29 02:00:00, 4.3,-6999.0,18
1.0,0.3, None,3.7,-6999.0, None,2020-04-29 03:00:00, None,-6999.0,18
1.0,0.3, None,3.7,-6999.0, None,2020-04-29 04:00:00, None,-6999.0,18
2.0,1.4, 235.0,2.2,-6999.0, 22.1,2020-04-29 08:00:00, 8.8,-6999.0,18
2.8,1.4, 223.0,2.8,-6999.0, 20.0,2020-04-29 09:00:00, 7.5,-6999.0,18
3.6,1.4, 230.0,3.6,-6999.0, 18.5,2020-04-29 10:00:00, 8.8,-6999.0,18
5.2,1.4, 233.0,5.5,-6999.0, 29.6,2020-04-29 11:00:00, 9.8,-6999.0,18
8.0,1.4, 238.0,7.9,-6999.0, 29.4,2020-04-29 12:00:00, 10.9,-6999.0,18
8.1,1.4, 238.0,8.3,-6999.0, 40.8,2020-04-29 13:00:00, 13.8,-6999.0,18
9.7,1.4, 227.0,10.0,-6999.0, 34.8,2020-04-29 14:00:00, 9.1,-6999.0,18
7.2,1.4, 225.0,10.0,-6999.0, 31.8,2020-04-29 15:00:00, 5.6,-6999.0,18
4.6,1.4, 247.0,10.0,-6999.0, 31.5,2020-04-29 16:00:00, 7.0,-6999.0,18
5.7,1.4, 254.0,10.0,-6999.0, 21.6,2020-04-29 17:00:00, 6.6,-6999.0,18
6.1,1.4, 276.0,10.0,-6999.0, 20.2,2020-04-29 18:00:00, 6.7,-6999.0,18
4.9,4.4, 251.0,6.3,-6999.0, 17.9,2020-04-29 19:00:00, 5.3,-6999.0,18
4.0,3.8, 233.0,6.3,-6999.0, 22.7,2020-04-29 20:00:00, 8.3,-6999.0,18
2.2,2.2, 221.0,6.3,-6999.0, 20.7,2020-04-29 21:00:00, 3.1,-6999.0,18
-0.3,-0.2, 283.0,6.3,-6999.0, 7.8,2020-04-29 22:00:00, 2.6,-6999.0,18
-0.8,-0.9, None,6.3,-6999.0, None,2020-04-29 23:00:00, None,-6999.0,18
-0.8,-0.9, 265.0,6.3,-6999.0, 3.8,2020-04-30 00:00:00, 1.3,-6999.0,18
-1.4,-1.3, 272.0,6.3,-6999.0, 4.9,2020-04-30 01:00:00, 1.7,-6999.0,18
-2.1,-2.1, 269.0,6.3,-6999.0, 5.3,2020-04-30 02:00:00, 1.4,-6999.0,18
-2.4,-2.5, 268.0,6.3,-6999.0, 5.4,2020-04-30 03:00:00, 1.4,-6999.0,18
-2.9,-2.9, 301.0,6.3,-6999.0, 4.6,2020-04-30 04:00:00, 0.9,-6999.0,18
-3.4,-3.4, 303.0,6.3,-6999.0, 3.5,2020-04-30 05:00:00, 0.7,-6999.0,18
-3.0,-3.6, 274.0,6.3,-6999.0, 5.9,2020-04-30 06:00:00, 1.8,-6999.0,18
-2.7,-3.2, 2.0,-2.7,-6999.0, 5.9,2020-04-30 07:00:00, 0.9,-6999.0,18
-0.3,-3.2, 260.0,-0.3,-6999.0, 3.0,2020-04-30 08:00:00, 0.6,-6999.0,18
1.5,-3.2, 273.0,1.4,-6999.0, 5.6,2020-04-30 09:00:00, 0.6,-6999.0,18
3.6,-3.2, 243.0,3.8,-6999.0, 15.3,2020-04-30 10:00:00, 3.0,-6999.0,18
5.6,-3.2, 223.0,5.6,-6999.0, 14.0,2020-04-30 11:00:00, 3.6,-6999.0,18
5.1,-3.2, 224.0,6.0,-6999.0, 15.2,2020-04-30 12:00:00, 4.8,-6999.0,18
5.5,-3.2, 229.0,6.3,-6999.0, 23.3,2020-04-30 13:00:00, 5.8,-6999.0,18
5.2,-3.2, 241.0,6.3,-6999.0, 20.1,2020-04-30 14:00:00, 5.7,-6999.0,18
5.4,-3.2, 222.0,6.4,-6999.0, 20.1,2020-04-30 15:00:00, 5.1,-6999.0,18
8.3,-3.2, 205.0,8.7,-6999.0, 14.8,2020-04-30 16:00:00, 3.7,-6999.0,18
8.9,-3.2, 210.0,9.5,-6999.0, 17.6,2020-04-30 17:00:00, 4.1,-6999.0,18
6.4,-3.2, 230.0,9.5,-6999.0, 21.0,2020-04-30 18:00:00, 6.1,-6999.0,18
2.4,2.7, 235.0,6.4,-6999.0, 27.4,2020-04-30 19:00:00, 7.1,-6999.0,18
1.0,0.4, 265.0,6.4,-6999.0, 18.8,2020-04-30 20:00:00, 5.8,-6999.0,18
0.1,0.2, 313.0,6.4,-6999.0, 4.7,2020-04-30 21:00:00, 1.2,-6999.0,18
-0.8,-0.8, 272.0,6.4,-6999.0, 5.2,2020-04-30 22:00:00, 1.0,-6999.0,18
-1.1,-1.0, 293.0,6.4,-6999.0, 5.5,2020-04-30 23:00:00, 1.7,-6999.0,18
-1.8,-1.8, 295.0,6.4,-6999.0, 3.6,2020-05-01 00:00:00, 1.4,-6999.0,18
-1.2,-1.9, 270.0,6.4,-6999.0, 4.5,2020-05-01 01:00:00, 1.4,-6999.0,18
-1.9,-1.9, 349.0,6.4,-6999.0, 3.7,2020-05-01 02:00:00, 1.6,-6999.0,18
-2.3,-2.3, 278.0,6.4,-6999.0, 2.5,2020-05-01 03:00:00, 0.5,-6999.0,18
-2.2,-2.3, 289.0,6.4,-6999.0, 4.0,2020-05-01 04:00:00, 1.5,-6999.0,18
-2.7,-2.8, 296.0,6.4,-6999.0, 5.9,2020-05-01 05:00:00, 1.5,-6999.0,18
-2.9,-2.9, 6.0,6.4,-6999.0, 5.2,2020-05-01 06:00:00, 1.0,-6999.0,18
-1.8,-2.9, 272.0,-1.8,-6999.0, 5.5,2020-05-01 07:00:00, 1.3,-6999.0,18
-0.9,-2.9, 65.0,-1.0,-6999.0, 4.5,2020-05-01 08:00:00, 1.2,-6999.0,18
1.6,-2.9, 216.0,1.6,-6999.0, 5.6,2020-05-01 09:00:00, 1.0,-6999.0,18
4.0,-2.9, 226.0,3.9,-6999.0, 10.2,2020-05-01 10:00:00, 3.0,-6999.0,18
4.1,-2.9, 223.0,4.3,-6999.0, 13.3,2020-05-01 11:00:00, 4.1,-6999.0,18
5.5,-2.9, 236.0,5.5,-6999.0, 18.6,2020-05-01 12:00:00, 5.9,-6999.0,18
5.4,-2.9, 225.0,6.6,-6999.0, 18.9,2020-05-01 13:00:00, 4.9,-6999.0,18
6.4,-2.9, 245.0,7.9,-6999.0, 21.5,2020-05-01 14:00:00, 7.5,-6999.0,18
8.0,-2.9, 227.0,7.9,-6999.0, 21.7,2020-05-01 15:00:00, 5.6,-6999.0,18
7.9,-2.9, 240.0,9.5,-6999.0, 17.6,2020-05-01 16:00:00, 4.9,-6999.0,18
8.0,-2.9, 93.0,9.5,-6999.0, 13.2,2020-05-01 17:00:00, 2.9,-6999.0,18
9.0,-2.9, 248.0,9.5,-6999.0, 11.9,2020-05-01 18:00:00, 3.3,-6999.0,18
9.7,8.4, 98.0,9.6,-6999.0, 13.8,2020-05-01 19:00:00, 3.7,-6999.0,18
7.4,7.5, 89.0,9.7,-6999.0, 6.4,2020-05-01 20:00:00, 1.8,-6999.0,18
3.1,3.2, 2.0,9.7,-6999.0, 9.4,2020-05-01 21:00:00, 2.8,-6999.0,18
0.1,0.2, 298.0,9.7,-6999.0, 5.1,2020-05-01 22:00:00, 2.1,-6999.0,18
-1.7,-1.7, 281.0,9.7,-6999.0, 3.6,2020-05-01 23:00:00, 1.3,-6999.0,18
-2.4,-2.6, 283.0,9.7,-6999.0, 3.1,2020-05-02 00:00:00, 0.8,-6999.0,18
-3.0,-3.0, 290.0,9.7,-6999.0, 3.2,2020-05-02 01:00:00, 0.6,-6999.0,18
-3.6,-3.8, 303.0,9.7,-6999.0, 0.0,2020-05-02 02:00:00, 0.0,-6999.0,18
-4.1,-4.3, 262.0,9.7,-6999.0, 2.7,2020-05-02 03:00:00, 0.4,-6999.0,18
-4.4,-4.6, 284.0,9.7,-6999.0, 2.5,2020-05-02 04:00:00, 0.3,-6999.0,18
-4.7,-5.0, 235.0,9.7,-6999.0, 1.4,2020-05-02 05:00:00, 0.0,-6999.0,18
-4.3,-5.0, 254.0,9.7,-6999.0, 1.6,2020-05-02 06:00:00, 0.1,-6999.0,18
-3.2,-4.4, 51.0,-3.2,-6999.0, 2.4,2020-05-02 07:00:00, 0.2,-6999.0,18
-1.4,-4.4, 210.0,-1.5,-6999.0, 3.2,2020-05-02 08:00:00, 0.5,-6999.0,18
1.4,-4.4, 35.0,1.4,-6999.0, 2.7,2020-05-02 09:00:00, 0.5,-6999.0,18
5.5,-4.4, 141.0,5.4,-6999.0, 4.7,2020-05-02 10:00:00, 1.2,-6999.0,18
9.3,-4.4, 94.0,9.1,-6999.0, 15.2,2020-05-02 11:00:00, 4.7,-6999.0,18
10.1,-4.4, 81.0,10.7,-6999.0, 16.0,2020-05-02 12:00:00, 6.9,-6999.0,18
11.2,-4.4, 92.0,11.5,-6999.0, 18.7,2020-05-02 13:00:00, 5.9,-6999.0,18
11.4,-4.4, 79.0,12.2,-6999.0, 23.8,2020-05-02 14:00:00, 8.7,-6999.0,18
11.7,-4.4, None,12.8,-6999.0, None,2020-05-02 15:00:00, None,-6999.0,18
13.2,-4.4, 76.0,13.0,-6999.0, 22.2,2020-05-02 16:00:00, 7.7,-6999.0,18
12.8,-4.4, 70.0,13.6,-6999.0, 24.6,2020-05-02 17:00:00, 8.4,-6999.0,18
12.7,-4.4, 82.0,14.5,-6999.0, 24.2,2020-05-02 18:00:00, 7.3,-6999.0,18
13.1,12.3, 67.0,13.2,-6999.0, 18.2,2020-05-02 19:00:00, 5.9,-6999.0,18
11.4,11.5, 83.0,13.2,-6999.0, 10.5,2020-05-02 20:00:00, 2.6,-6999.0,18
6.8,7.0, 306.0,13.2,-6999.0, 5.8,2020-05-02 21:00:00, 1.9,-6999.0,18
3.5,3.6, 282.0,13.2,-6999.0, 5.0,2020-05-02 22:00:00, 1.9,-6999.0,18
1.6,1.6, 268.0,13.2,-6999.0, 3.6,2020-05-02 23:00:00, 1.4,-6999.0,18
0.4,0.4, 261.0,13.2,-6999.0, 3.0,2020-05-03 00:00:00, 0.6,-6999.0,18
0.8,0.4, 263.0,13.2,-6999.0, 3.4,2020-05-03 01:00:00, 0.6,-6999.0,18
-0.2,-0.2, 229.0,13.2,-6999.0, 2.8,2020-05-03 02:00:00, 0.6,-6999.0,18
-0.5,-0.5, 283.0,13.2,-6999.0, 2.7,2020-05-03 03:00:00, 0.6,-6999.0,18
-0.2,-0.7, 239.0,13.2,-6999.0, 5.9,2020-05-03 04:00:00, 1.2,-6999.0,18
1.4,-0.7, 253.0,13.2,-6999.0, 6.5,2020-05-03 05:00:00, 2.5,-6999.0,18
6.6,-0.7, 49.0,13.2,-6999.0, 23.0,2020-05-03 06:00:00, 6.7,-6999.0,18
7.5,6.4, 70.0,7.5,-6999.0, 20.5,2020-05-03 09:00:00, 10.0,-6999.0,18
8.4,6.4, 77.0,8.4,-6999.0, 19.8,2020-05-03 10:00:00, 9.2,-6999.0,18
6.9,6.4, 88.0,8.9,-6999.0, 15.7,2020-05-03 11:00:00, 5.5,-6999.0,18
4.6,4.6, 256.0,8.9,-6999.0, 20.7,2020-05-03 12:00:00, 8.4,-6999.0,18
3.7,3.6, 254.0,8.9,-6999.0, 18.5,2020-05-03 13:00:00, 8.7,-6999.0,18
4.6,3.6, 244.0,8.9,-6999.0, 22.5,2020-05-03 14:00:00, 10.7,-6999.0,18
6.3,3.6, 230.0,8.9,-6999.0, 16.9,2020-05-03 15:00:00, 5.6,-6999.0,18
6.5,3.6, 235.0,8.9,-6999.0, 18.6,2020-05-03 16:00:00, 7.1,-6999.0,18
6.5,3.6, 238.0,8.9,-6999.0, 20.9,2020-05-03 17:00:00, 8.4,-6999.0,18
7.7,3.6, 227.0,8.9,-6999.0, 19.6,2020-05-03 18:00:00, 5.5,-6999.0,18
7.5,7.4, 231.0,7.7,-6999.0, 17.2,2020-05-03 19:00:00, 4.7,-6999.0,18
7.6,7.4, 241.0,7.7,-6999.0, 17.7,2020-05-03 20:00:00, 7.8,-6999.0,18
5.1,5.2, 247.0,7.7,-6999.0, 10.9,2020-05-03 21:00:00, 3.8,-6999.0,18
2.5,2.6, 284.0,7.7,-6999.0, 6.2,2020-05-03 22:00:00, 2.9,-6999.0,18
1.2,1.2, 287.0,7.7,-6999.0, 3.7,2020-05-03 23:00:00, 0.9,-6999.0,18
0.0,0.0, 269.0,7.7,-6999.0, 4.0,2020-05-04 00:00:00, 1.1,-6999.0,18
