CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 0.904, 81.4, None, None, None, 17.8, 17.55, None, 12.64, 220.0, -2.0, 12.6, 0.9, -0.9, None, None, None, 220.0, 1.8, None, None, 81.0, None,2020-04-29 00:00:00, None, None,18
None, 1.358, 77.94, None, None, None, 16.2, 29.22, None, 10.63, 192.5, -2.0, 10.6, 1.4, -0.9, None, None, None, 193.0, 1.8, None, None, 78.0, None,2020-04-29 01:00:00, None, None,18
None, 4.044, 62.71, None, None, None, 16.1, 16.81, None, 11.88, 165.4, -2.0, 11.9, 4.0, -0.9, None, None, None, 165.0, 4.0, None, None, 63.0, None,2020-04-29 02:00:00, None, None,18
None, 4.744, 58.36, None, None, None, 9.3, 50.49, None, 4.239, 133.5, -3.0, 4.2, 4.7, -0.9, None, None, None, 134.0, 4.8, None, None, 58.0, None,2020-04-29 03:00:00, None, None,18
None, 4.206, 62.93, None, None, None, 14.5, 26.31, None, 9.68, 52.01, -2.0, 9.7, 4.2, -0.9, None, None, None, 52.0, 5.7, None, None, 63.0, None,2020-04-29 04:00:00, None, None,18
None, 3.697, 65.31, None, None, None, 17.4, 11.32, None, 11.73, 57.16, -2.0, 11.7, 3.7, -0.9, None, None, None, 57.0, 5.7, None, None, 65.0, None,2020-04-29 05:00:00, None, None,18
None, 3.631, 68.38, None, None, None, 15.3, 15.99, None, 9.83, 45.32, -2.0, 9.8, 3.6, -0.9, None, None, None, 45.0, 5.7, None, None, 68.0, None,2020-04-29 06:00:00, None, None,18
None, 3.248, 71.06, None, None, None, 15.0, 9.93, None, 10.55, 31.36, -2.0, 10.6, 3.2, 3.2, None, None, None, 31.0, 4.2, None, None, 71.0, None,2020-04-29 07:00:00, None, None,18
None, 4.745, 67.99, None, None, None, 16.0, 17.14, None, 9.66, 48.67, -1.0, 9.7, 4.7, 3.2, None, None, None, 49.0, 5.5, None, None, 68.0, None,2020-04-29 08:00:00, None, None,18
None, 4.782, 77.16, None, None, None, 16.2, 24.7, None, 9.57, 77.13, 1.0, 9.6, 4.8, 3.2, None, None, None, 77.0, 5.6, None, None, 77.0, None,2020-04-29 09:00:00, None, None,18
