WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, None, 3.673,2016-06-17 00:00:00,12.95,25
None, None, 1.496,2016-06-17 01:00:00,11.58,25
None, None, 1.067,2016-06-17 02:00:00,9.29,25
None, None, 0.899999,2016-06-17 03:00:00,8.3,25
None, None, 1.072,2016-06-17 04:00:00,8.46,25
None, None, 1.033,2016-06-17 05:00:00,9.02,25
None, None, 1.672,2016-06-17 06:00:00,10.44,25
None, None, 1.868,2016-06-17 07:00:00,12.96,25
None, None, 2.275,2016-06-17 08:00:00,14.27,25
None, None, 2.648,2016-06-17 09:00:00,15.02,25
None, None, 2.706,2016-06-17 10:00:00,15.94,25
None, None, 3.458,2016-06-17 11:00:00,16.26,25
None, None, 4.718,2016-06-17 12:00:00,16.27,25
None, None, 4.759,2016-06-17 13:00:00,16.98,25
None, None, 4.405,2016-06-17 14:00:00,17.69,25
None, None, 3.589,2016-06-17 15:00:00,18.38,25
None, None, 4.508,2016-06-17 16:00:00,18.57,25
None, None, 4.2,2016-06-17 17:00:00,18.37,25
None, None, 3.537,2016-06-17 18:00:00,18.38,25
None, None, 3.065,2016-06-17 19:00:00,18.54,25
None, None, 1.288,2016-06-17 20:00:00,18.19,25
None, None, 1.495,2016-06-17 21:00:00,16.67,25
None, None, 1.357,2016-06-17 22:00:00,15.67,25
None, None, 1.964,2016-06-17 23:00:00,14.84,25
None, None, 2.766,2016-06-18 00:00:00,14.56,25
None, None, 0.589999,2016-06-18 01:00:00,13.35,25
None, None, 1.809,2016-06-18 02:00:00,12.74,25
None, None, 1.745,2016-06-18 03:00:00,11.81,25
None, None, 0.226998,2016-06-18 04:00:00,11.49,25
None, None, 0.671,2016-06-18 05:00:00,11.25,25
None, None, 0.193,2016-06-18 06:00:00,11.27,25
None, None, 0.444999,2016-06-18 07:00:00,11.03,25
None, None, 0.127,2016-06-18 08:00:00,11.36,25
None, None, 0.0,2016-06-18 09:00:00,11.75,25
None, None, 0.123,2016-06-18 10:00:00,11.85,25
None, None, None,2016-06-18 11:00:00,11.88,25
None, None, 0.703998,2016-06-18 12:00:00,12.25,25
None, None, 0.79,2016-06-18 13:00:00,12.36,25
None, None, 1.06,2016-06-18 14:00:00,12.4,25
None, None, 1.921,2016-06-18 15:00:00,12.46,25
None, None, 2.376,2016-06-18 16:00:00,12.44,25
None, None, 2.096,2016-06-18 17:00:00,12.28,25
None, None, 1.667,2016-06-18 18:00:00,12.34,25
None, None, 1.493,2016-06-18 19:00:00,12.34,25
None, None, 0.289999,2016-06-18 20:00:00,12.17,25
None, None, 0.545,2016-06-18 21:00:00,11.94,25
None, None, 2.228,2016-06-18 22:00:00,11.88,25
None, None, 1.515,2016-06-18 23:00:00,11.6,25
None, None, 2.12,2016-06-19 00:00:00,11.51,25
None, None, 1.952,2016-06-19 01:00:00,11.47,25
None, None, 0.671998,2016-06-19 02:00:00,11.13,25
None, None, 0.887,2016-06-19 03:00:00,10.85,25
None, None, 1.197,2016-06-19 04:00:00,10.5,25
None, None, 1.343,2016-06-19 05:00:00,10.85,25
None, None, 0.838998,2016-06-19 06:00:00,11.36,25
None, None, 1.844,2016-06-19 07:00:00,12.08,25
None, None, 0.680998,2016-06-19 08:00:00,12.84,25
None, None, 1.226,2016-06-19 09:00:00,13.53,25
None, None, 2.599,2016-06-19 10:00:00,13.72,25
None, None, 1.644,2016-06-19 11:00:00,14.24,25
None, None, 1.898,2016-06-19 12:00:00,14.41,25
None, None, 1.848,2016-06-19 13:00:00,14.2,25
None, None, 1.559,2016-06-19 14:00:00,15.0,25
None, None, 2.066,2016-06-19 15:00:00,15.63,25
None, None, 3.366,2016-06-19 16:00:00,16.05,25
None, None, 3.834,2016-06-19 17:00:00,16.19,25
None, None, 3.572,2016-06-19 18:00:00,15.86,25
None, None, 2.648,2016-06-19 19:00:00,15.67,25
None, None, 2.265,2016-06-19 20:00:00,15.29,25
None, None, 1.576,2016-06-19 21:00:00,14.61,25
None, None, 1.254,2016-06-19 22:00:00,14.03,25
None, None, 1.693,2016-06-19 23:00:00,12.26,25
None, None, 1.472,2016-06-20 00:00:00,11.8,25
None, None, 1.253,2016-06-20 01:00:00,11.4,25
None, None, 1.024,2016-06-20 02:00:00,10.99,25
None, None, 1.135,2016-06-20 03:00:00,10.92,25
None, None, 1.259,2016-06-20 04:00:00,11.12,25
None, None, 2.006,2016-06-20 05:00:00,12.95,25
None, None, 3.45,2016-06-20 06:00:00,14.32,25
None, None, 4.826,2016-06-20 07:00:00,15.12,25
None, None, 3.971,2016-06-20 08:00:00,16.08,25
None, None, 4.179,2016-06-20 09:00:00,16.4,25
None, None, 4.087,2016-06-20 10:00:00,17.28,25
None, None, 4.188,2016-06-20 11:00:00,18.16,25
None, None, 4.292,2016-06-20 12:00:00,18.65,25
None, None, 4.407,2016-06-20 13:00:00,19.25,25
None, None, 4.073,2016-06-20 14:00:00,19.92,25
None, None, 3.119,2016-06-20 15:00:00,21.54,25
None, None, 2.112,2016-06-20 16:00:00,22.44,25
None, None, 2.653,2016-06-20 17:00:00,22.22,25
None, None, 2.34,2016-06-20 18:00:00,20.41,25
None, None, 1.875,2016-06-20 19:00:00,20.33,25
