wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
328.0, 78.0, 7.6,0.0, 8.1,7.7, 11.8,10.5, 318.0, 0.0, None,80.0,2021-08-20 00:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, 82.0, 7.6,0.0, 7.8,11.1, 10.7,10.6, 327.0, 0.0, None,76.0,2021-08-20 01:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, 80.0, 7.7,0.0, 7.2,13.3, 10.5,10.9, 328.0, 0.0, None,69.0,2021-08-20 02:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0, 76.0, 11.1,0.0, 6.6,14.0, 10.6,11.1, 351.0, 0.0, 0.0,67.0,2021-08-20 03:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, 69.0, 13.3,0.0, 5.4,13.1, 10.9,10.9, 332.0, 0.0, 0.0,68.0,2021-08-20 04:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0, 67.0, 14.0,0.0, 5.2,4.1, 11.1,8.2, 339.0, 0.0, 0.0,80.0,2021-08-20 05:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, 68.0, 13.1,0.0, 5.2,3.2, 10.9,12.1, 335.0, 0.0, 0.0,63.0,2021-08-20 06:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, 80.0, 4.1,0.0, 5.0,5.7, 8.2,13.7, 202.0, 0.0, 0.0,58.0,2021-08-20 07:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0, 63.0, 3.2,0.0, 5.3,7.0, 12.1,15.0, 143.0, 0.0, 0.0,49.0,2021-08-20 08:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, 58.0, 5.7,0.0, 5.6,4.7, 13.7,15.9, 357.0, 0.0, 0.0,48.0,2021-08-20 09:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0, 49.0, 7.0,0.0, 4.4,4.6, 15.0,15.5, 26.0, 0.0, 0.0,48.0,2021-08-20 10:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0, 48.0, 4.7,0.0, 4.9,4.3, 15.9,17.0, 143.0, 0.0, 0.0,46.0,2021-08-20 11:00:00,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
