CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-1.018,20.12, None, None, None, None, 11.93, None, 23.12, 273.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 00:00:00, None, None,3
None,-0.93,20.02, None, None, None, None, 15.08, None, 20.55, 268.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 01:00:00, None, None,3
None,-1.717,26.83, None, None, None, None, 23.75, None, 18.17, 247.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 02:00:00, None, None,3
None,-1.808,25.91, None, None, None, None, 18.78, None, 18.87, 240.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 03:00:00, None, None,3
None,-1.825,26.63, None, None, None, None, 23.26, None, 17.16, 268.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 04:00:00, None, None,3
None,-1.921,29.65, None, None, None, None, 23.89, None, 14.59, 269.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 05:00:00, None, None,3
None,-2.42,34.0, None, None, None, None, 34.95, None, 9.56, 296.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 06:00:00, None, None,3
None,-2.861,33.0, None, None, None, None, 28.82, None, 13.79, 290.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 07:00:00, None, None,3
None,-2.979,41.21, None, None, None, None, 19.51, None, 14.77, 264.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 08:00:00, None, None,3
None,-2.268,40.06, None, None, None, None, 49.68, None, 7.381, 268.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 09:00:00, None, None,3
None,-2.049,40.99, None, None, None, None, 44.5, None, 4.467, 300.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 10:00:00, None, None,3
None,-2.0,42.19, None, None, None, None, 43.15, None, 4.986, 284.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 11:00:00, None, None,3
None,-1.458,45.32, None, None, None, None, 37.07, None, 6.698, 266.8, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 12:00:00, None, None,3
None,-1.999,52.34, None, None, None, None, 27.75, None, 10.31, 269.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 13:00:00, None, None,3
None,-1.738,53.35, None, None, None, None, 23.58, None, 9.27, 282.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-01-15 14:00:00, None, None,3
