wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
288.0, 79.0, 4.8,0.0, -15.0,8.4, -12.1,-12.6, 256.0, 0.0, 0.0,80.0,2021-12-17 00:00:00,51
294.0, 80.0, 8.4,0.0, -15.3,0.4, -12.6,-12.8, 288.0, 0.0, 0.0,87.0,2021-12-17 01:00:00,51
326.0, 87.0, 0.4,0.0, -14.5,1.9, -12.8,-12.9, 294.0, 0.0, 0.0,86.0,2021-12-17 02:00:00,51
74.0, 86.0, 1.9,0.0, -14.7,0.1, -12.9,-13.4, 326.0, 0.0, 0.0,94.0,2021-12-17 03:00:00,51
125.0, 94.0, 0.1,0.0, -14.2,0.0, -13.4,-13.5, 74.0, 0.0, 0.0,91.0,2021-12-17 04:00:00,51
262.0, 91.0, 0.0,0.0, -14.7,0.4, -13.5,-14.1, 125.0, 0.0, 0.0,89.0,2021-12-17 05:00:00,51
54.0, 89.0, 0.4,0.0, -15.5,2.3, -14.1,-13.9, 262.0, 0.0, 0.0,95.0,2021-12-17 06:00:00,51
36.0, 95.0, 2.3,0.0, -14.5,0.0, -13.9,-13.9, 54.0, 0.0, 0.0,91.0,2021-12-17 07:00:00,51
353.0, 91.0, 0.0,0.0, -15.0,0.8, -13.9,-13.5, 36.0, 0.0, 0.0,89.0,2021-12-17 08:00:00,51
54.0, 89.0, 0.8,0.0, -14.9,3.2, -13.5,-12.1, 353.0, 0.0, 0.0,84.0,2021-12-17 09:00:00,51
62.0, 84.0, 3.2,0.0, -14.2,3.5, -12.1,-10.4, 54.0, 0.0, 0.0,72.0,2021-12-17 10:00:00,51
62.0, 72.0, 3.5,0.0, -14.5,4.5, -10.4,-9.5, 62.0, 0.0, 0.0,66.0,2021-12-17 11:00:00,51
66.0, 66.0, 4.5,0.0, -14.7,3.8, -9.5,-8.4, 62.0, 0.0, 0.0,64.0,2021-12-17 12:00:00,51
37.0, 64.0, 3.8,0.0, -14.0,1.7, -8.4,-10.2, 66.0, 0.0, 0.0,73.0,2021-12-17 13:00:00,51
353.0, 73.0, 1.7,0.0, -14.1,0.0, -10.2,-12.0, 37.0, 0.0, 0.0,82.0,2021-12-17 14:00:00,51
289.0, 82.0, 0.0,0.0, -14.4,1.7, -12.0,-13.9, 353.0, 0.0, 0.0,87.0,2021-12-17 15:00:00,51
238.0, 87.0, 1.7,0.0, -15.6,2.6, -13.9,-14.0, 289.0, 0.0, 0.0,89.0,2021-12-17 16:00:00,51
275.0, 89.0, 2.6,0.0, -15.4,2.7, -14.0,-14.5, 238.0, 0.0, 0.0,89.0,2021-12-17 17:00:00,51
254.0, 89.0, 2.7,0.0, -15.9,2.7, -14.5,-13.8, 275.0, 0.0, 0.0,89.0,2021-12-17 18:00:00,51
268.0, 89.0, 2.7,0.0, -15.2,2.5, -13.8,-14.5, 254.0, 0.0, 0.0,89.0,2021-12-17 19:00:00,51
268.0, 89.0, 2.5,0.0, -15.9,2.3, -14.5,-14.8, 268.0, 0.0, 0.0,89.0,2021-12-17 20:00:00,51
265.0, 89.0, 2.3,0.0, -16.2,0.0, -14.8,-13.9, 268.0, 0.0, 0.0,91.0,2021-12-17 21:00:00,51
283.0, 91.0, 0.0,0.0, -15.0,0.4, -13.9,-13.1, 265.0, 0.0, 0.0,91.0,2021-12-17 22:00:00,51
337.0, 91.0, 0.4,0.0, -14.3,1.1, -13.1,-12.4, 283.0, 0.0, 0.0,89.0,2021-12-17 23:00:00,51
309.0, 89.0, 1.1,0.0, -13.8,0.8, -12.4,-12.0, 337.0, 0.0, 0.0,91.0,2021-12-18 00:00:00,51
9.0, 91.0, 0.8,0.0, -13.2,1.0, -12.0,-11.8, 309.0, 0.0, 0.0,91.0,2021-12-18 01:00:00,51
13.0, 91.0, 1.0,0.0, -13.0,1.6, -11.8,-11.6, 9.0, 0.0, 0.0,91.0,2021-12-18 02:00:00,51
340.0, 91.0, 1.6,0.0, -12.8,0.0, -11.6,-11.5, 13.0, 0.0, 0.0,92.0,2021-12-18 03:00:00,51
13.0, 92.0, 0.0,0.0, -12.5,0.7, -11.5,-11.2, 340.0, 0.0, 0.0,92.0,2021-12-18 04:00:00,51
246.0, 92.0, 0.7,0.0, -12.2,0.4, -11.2,-11.1, 13.0, 0.0, 0.0,92.0,2021-12-18 05:00:00,51
307.0, 92.0, 0.4,0.0, -12.1,1.5, -11.1,-10.9, 246.0, 0.0, 0.0,93.0,2021-12-18 06:00:00,51
281.0, 93.0, 1.5,0.0, -11.8,0.0, -10.9,-10.6, 307.0, 0.0, 0.0,93.0,2021-12-18 07:00:00,51
261.0, 93.0, 0.0,0.0, -11.5,0.2, -10.6,-10.1, 281.0, 0.0, 0.0,93.0,2021-12-18 08:00:00,51
8.0, 93.0, 0.2,0.0, -11.0,3.5, -10.1,-9.5, 261.0, 0.0, 0.0,93.0,2021-12-18 09:00:00,51
31.0, 93.0, 3.5,0.0, -10.4,2.2, -9.5,-8.7, 8.0, 0.0, 0.0,94.0,2021-12-18 10:00:00,51
9.0, 94.0, 2.2,0.0, -9.5,2.6, -8.7,-8.6, 31.0, 0.0, 0.0,94.0,2021-12-18 11:00:00,51
357.0, 94.0, 2.6,0.0, -9.4,3.6, -8.6,-7.9, 9.0, 0.0, 0.0,93.0,2021-12-18 12:00:00,51
0.0, 93.0, 3.6,0.0, -8.8,2.3, -7.9,-7.7, 357.0, 0.0, 0.0,94.0,2021-12-18 13:00:00,51
45.0, 94.0, 2.3,0.0, -8.5,0.6, -7.7,-7.3, 0.0, 0.0, 0.0,94.0,2021-12-18 14:00:00,51
33.0, 94.0, 0.6,0.0, -8.1,2.0, -7.3,-8.0, 45.0, 0.0, 0.0,96.0,2021-12-18 15:00:00,51
21.0, 96.0, 2.0,0.0, -8.5,1.9, -8.0,-8.0, 33.0, 0.0, 0.0,97.0,2021-12-18 16:00:00,51
33.0, 97.0, 1.9,0.0, -8.4,2.7, -8.0,-7.5, 21.0, 0.0, 0.0,96.0,2021-12-18 17:00:00,51
253.0, 96.0, 2.7,0.0, -8.0,2.7, -7.5,-7.3, 33.0, 0.0, 0.0,97.0,2021-12-18 18:00:00,51
251.0, 97.0, 2.7,0.0, -7.7,3.1, -7.3,-7.1, 253.0, 0.0, 0.0,98.0,2021-12-18 19:00:00,51
220.0, 98.0, 3.1,0.0, -7.4,6.4, -7.1,-6.2, 251.0, 0.0, 0.0,96.0,2021-12-18 20:00:00,51
201.0, 96.0, 6.4,0.0, -6.7,7.1, -6.2,-5.5, 220.0, 0.0, 0.0,92.0,2021-12-18 21:00:00,51
240.0, 92.0, 7.1,0.0, -6.6,3.6, -5.5,-5.6, 201.0, 0.0, 0.0,95.0,2021-12-18 22:00:00,51
224.0, 95.0, 3.6,0.0, -6.3,6.6, -5.6,-5.7, 240.0, 0.0, 0.0,94.0,2021-12-18 23:00:00,51
221.0, 94.0, 6.6,0.0, -6.5,5.1, -5.7,-5.8, 224.0, 0.0, 0.0,95.0,2021-12-19 00:00:00,51
196.0, 95.0, 5.1,0.0, -6.5,4.4, -5.8,-6.1, 221.0, 0.0, 0.0,99.0,2021-12-19 01:00:00,51
230.0, 99.0, 4.4,0.0, -6.2,4.4, -6.1,-6.4, 196.0, 0.0, 0.0,94.0,2021-12-19 02:00:00,51
210.0, 94.0, 4.4,0.0, -7.2,4.7, -6.4,-6.7, 230.0, 0.0, 0.0,95.0,2021-12-19 03:00:00,51
207.0, 95.0, 4.7,0.0, -7.4,2.3, -6.7,-7.3, 210.0, 0.0, 0.0,97.0,2021-12-19 04:00:00,51
199.0, 97.0, 2.3,0.0, -7.7,6.2, -7.3,-7.4, 207.0, 0.0, 0.0,90.0,2021-12-19 05:00:00,51
252.0, 90.0, 6.2,0.0, -8.8,5.9, -7.4,-8.1, 199.0, 0.0, 0.0,83.0,2021-12-19 06:00:00,51
268.0, 83.0, 5.9,0.0, -10.5,5.8, -8.1,-8.8, 252.0, 0.0, 0.0,82.0,2021-12-19 07:00:00,51
274.0, 82.0, 5.8,0.0, -11.3,8.1, -8.8,-8.8, 268.0, 0.0, 0.0,83.0,2021-12-19 08:00:00,51
267.0, 83.0, 8.1,0.0, -11.2,1.8, -8.8,-7.4, 274.0, 0.0, 0.0,80.0,2021-12-19 09:00:00,51
62.0, 80.0, 1.8,0.0, -10.3,2.6, -7.4,-5.7, 267.0, 0.0, 0.0,79.0,2021-12-19 10:00:00,51
77.0, 79.0, 2.6,0.0, -8.8,1.6, -5.7,-6.5, 62.0, 0.0, 0.0,87.0,2021-12-19 11:00:00,51
40.0, 87.0, 1.6,0.0, -8.3,2.2, -6.5,-6.9, 77.0, 0.0, 0.0,91.0,2021-12-19 12:00:00,51
42.0, 91.0, 2.2,0.0, -8.1,1.4, -6.9,-6.9, 40.0, 0.0, 0.0,87.0,2021-12-19 13:00:00,51
234.0, 87.0, 1.4,0.0, -8.7,3.6, -6.9,-8.0, 42.0, 0.0, 0.0,87.0,2021-12-19 14:00:00,51
258.0, 87.0, 3.6,0.0, -9.8,2.7, -8.0,-8.7, 234.0, 0.0, 0.0,88.0,2021-12-19 15:00:00,51
276.0, 88.0, 2.7,0.0, -10.3,4.2, -8.7,-9.3, 258.0, 0.0, 0.0,86.0,2021-12-19 16:00:00,51
353.0, 86.0, 4.2,0.0, -11.2,2.0, -9.3,-9.8, 276.0, 0.0, 0.0,92.0,2021-12-19 17:00:00,51
176.0, 92.0, 2.0,0.0, -10.9,0.4, -9.8,-10.0, 353.0, 0.0, 0.0,94.0,2021-12-19 18:00:00,51
294.0, 94.0, 0.4,0.0, -10.8,0.0, -10.0,-10.3, 176.0, 0.0, 0.0,95.0,2021-12-19 19:00:00,51
61.0, 95.0, 0.0,0.0, -10.9,1.8, -10.3,-9.9, 294.0, 0.0, 0.0,100.0,2021-12-19 20:00:00,51
60.0, 100.0, 1.8,0.0, -9.9,2.6, -9.9,-9.9, 61.0, 0.0, 0.0,99.0,2021-12-19 21:00:00,51
335.0, 99.0, 2.6,0.0, -10.0,0.4, -9.9,-9.9, 60.0, 0.0, 0.0,97.0,2021-12-19 22:00:00,51
357.0, 97.0, 0.4,0.0, -10.3,1.8, -9.9,-10.5, 335.0, 0.0, 0.0,95.0,2021-12-19 23:00:00,51
93.0, 95.0, 1.8,0.0, -11.1,1.3, -10.5,-10.9, 357.0, 0.0, 0.0,92.0,2021-12-20 00:00:00,51
35.0, 92.0, 1.3,0.0, -11.9,1.5, -10.9,-11.3, 93.0, 0.0, 0.0,92.0,2021-12-20 01:00:00,51
265.0, 92.0, 1.5,0.0, -12.3,3.5, -11.3,-13.5, 35.0, 0.0, 0.0,87.0,2021-12-20 02:00:00,51
292.0, 87.0, 3.5,0.0, -15.2,1.1, -13.5,-16.4, 265.0, 0.0, 0.0,86.0,2021-12-20 03:00:00,51
276.0, 86.0, 1.1,0.0, -18.2,2.7, -16.4,-17.2, 292.0, 0.0, 0.0,87.0,2021-12-20 04:00:00,51
265.0, 87.0, 2.7,0.0, -18.8,2.9, -17.2,-17.7, 276.0, 0.0, 0.0,86.0,2021-12-20 05:00:00,51
260.0, 86.0, 2.9,0.0, -19.5,3.0, -17.7,-17.9, 265.0, 0.0, 0.0,86.0,2021-12-20 06:00:00,51
260.0, 86.0, 3.0,0.0, -19.7,3.0, -17.9,-18.6, 260.0, 0.0, 0.0,87.0,2021-12-20 07:00:00,51
242.0, 87.0, 3.0,0.0, -20.2,0.2, -18.6,-18.1, 260.0, 0.0, 0.0,85.0,2021-12-20 08:00:00,51
134.0, 85.0, 0.2,0.0, -20.0,0.1, -18.1,-13.7, 242.0, 0.0, 0.0,87.0,2021-12-20 09:00:00,51
93.0, 87.0, 0.1,0.0, -15.4,0.9, -13.7,-11.1, 134.0, 0.0, 0.0,84.0,2021-12-20 10:00:00,51
55.0, 84.0, 0.9,0.0, -13.3,3.0, -11.1,-10.9, 93.0, 0.0, 0.0,80.0,2021-12-20 11:00:00,51
59.0, 80.0, 3.0,0.0, -13.7,1.2, -10.9,-10.2, 55.0, 0.0, 0.0,83.0,2021-12-20 12:00:00,51
55.0, 83.0, 1.2,0.0, -12.5,2.8, -10.2,-11.0, 59.0, 0.0, 0.0,83.0,2021-12-20 13:00:00,51
61.0, 83.0, 2.8,0.0, -13.3,3.2, -11.0,-11.4, 55.0, 0.0, 0.0,86.0,2021-12-20 14:00:00,51
271.0, 86.0, 3.2,0.0, -13.3,2.2, -11.4,-12.0, 61.0, 0.0, 0.0,82.0,2021-12-20 15:00:00,51
275.0, 82.0, 2.2,0.0, -14.4,4.4, -12.0,-13.5, 271.0, 0.0, 0.0,83.0,2021-12-20 16:00:00,51
267.0, 83.0, 4.4,0.0, -15.8,5.9, -13.5,-13.5, 275.0, 0.0, 0.0,79.0,2021-12-20 17:00:00,51
256.0, 79.0, 5.9,0.0, -16.4,3.4, -13.5,-14.9, 267.0, 0.0, 0.0,83.0,2021-12-20 18:00:00,51
274.0, 83.0, 3.4,0.0, -17.1,7.7, -14.9,-14.6, 256.0, 0.0, 0.0,81.0,2021-12-20 19:00:00,51
271.0, 81.0, 7.7,0.0, -17.1,6.1, -14.6,-15.1, 274.0, 0.0, 0.0,84.0,2021-12-20 20:00:00,51
276.0, 84.0, 6.1,0.0, -17.2,5.2, -15.1,-15.1, 271.0, 0.0, 0.0,86.0,2021-12-20 21:00:00,51
260.0, 86.0, 5.2,0.0, -16.9,5.5, -15.1,-14.3, 276.0, 0.0, 0.0,82.0,2021-12-20 22:00:00,51
273.0, 82.0, 5.5,0.0, -16.7,3.1, -14.3,-14.4, 260.0, 0.0, 0.0,87.0,2021-12-20 23:00:00,51
