AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
9.5,0.0,9.2, None,2017-06-11 00:00:00,229.0,93.0,24
9.5,0.0,9.6, None,2017-06-11 00:15:00,240.0,91.0,24
9.4,0.0,7.9, None,2017-06-11 00:30:00,252.0,92.0,24
9.4,0.0,6.6, None,2017-06-11 00:45:00,251.0,92.0,24
9.3,0.0,6.8, None,2017-06-11 01:00:00,267.0,93.0,24
8.9,0.0,5.7, None,2017-06-11 01:15:00,242.0,95.0,24
8.8,0.0,6.6, None,2017-06-11 01:30:00,251.0,95.0,24
9.0,0.0,6.3, None,2017-06-11 01:45:00,259.0,94.0,24
9.0,0.0,5.7, None,2017-06-11 02:00:00,251.0,95.0,24
9.1,0.0,6.7, None,2017-06-11 02:15:00,247.0,94.0,24
8.8,0.0,6.3, None,2017-06-11 02:30:00,237.0,95.0,24
8.7,0.0,8.2, None,2017-06-11 02:45:00,237.0,95.0,24
8.9,0.0,7.6, None,2017-06-11 03:00:00,242.0,93.0,24
8.5,0.0,6.5, None,2017-06-11 03:15:00,247.0,95.0,24
8.2,0.0,5.9, None,2017-06-11 03:30:00,239.0,96.0,24
7.9,0.0,7.6, None,2017-06-11 03:45:00,280.0,96.0,24
7.9,0.0,7.9, None,2017-06-11 04:00:00,268.0,96.0,24
7.8,0.0,6.8, None,2017-06-11 04:15:00,264.0,96.0,24
7.6,0.0,6.6, None,2017-06-11 04:30:00,268.0,97.0,24
7.7,0.0,7.6, None,2017-06-11 04:45:00,265.0,96.0,24
7.7,0.0,6.1, None,2017-06-11 05:00:00,252.0,96.0,24
7.9,0.0,5.6, None,2017-06-11 05:15:00,267.0,94.0,24
8.5,0.0,6.3, None,2017-06-11 05:30:00,282.0,91.0,24
9.1,0.0,5.3, None,2017-06-11 05:45:00,265.0,90.0,24
9.6,0.0,6.6, None,2017-06-11 06:00:00,259.0,88.0,24
10.2,0.0,5.3, None,2017-06-11 06:15:00,263.0,87.0,24
11.1,0.0,3.9, None,2017-06-11 06:30:00,265.0,83.0,24
11.5,0.0,3.4, None,2017-06-11 06:45:00,298.0,83.0,24
13.0,0.0,0.5, None,2017-06-11 07:00:00,299.0,77.0,24
13.9,0.0,2.4, None,2017-06-11 07:15:00,246.0,73.0,24
14.8,0.0,2.6, None,2017-06-11 07:30:00,72.0,68.0,24
14.6,0.0,5.9, None,2017-06-11 07:45:00,85.0,63.0,24
15.2,0.0,5.7, None,2017-06-11 08:00:00,134.0,57.0,24
15.5,0.0,6.2, None,2017-06-11 08:15:00,113.0,58.0,24
16.1,0.0,5.7, None,2017-06-11 08:30:00,178.0,56.0,24
16.4,0.0,5.2, None,2017-06-11 08:45:00,87.0,57.0,24
15.6,0.0,6.6, None,2017-06-11 09:00:00,103.0,59.0,24
15.5,0.0,6.8, None,2017-06-11 09:15:00,113.0,60.0,24
15.4,0.0,5.7, None,2017-06-11 09:30:00,84.0,61.0,24
15.2,0.0,5.1, None,2017-06-11 09:45:00,94.0,61.0,24
15.3,0.0,5.1, None,2017-06-11 10:00:00,118.0,62.0,24
16.4,0.0,5.0, None,2017-06-11 10:15:00,149.0,58.0,24
17.0,0.0,7.6, None,2017-06-11 10:30:00,127.0,56.0,24
17.4,0.0,7.8, None,2017-06-11 10:45:00,100.0,54.0,24
17.6,0.0,6.8, None,2017-06-11 11:00:00,125.0,55.0,24
18.1,0.0,7.8, None,2017-06-11 11:15:00,122.0,55.0,24
19.1,0.0,6.3, None,2017-06-11 11:30:00,156.0,51.0,24
19.3,0.0,6.3, None,2017-06-11 11:45:00,100.0,51.0,24
19.2,0.0,8.5, None,2017-06-11 12:00:00,189.0,47.0,24
