WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 9.9, 3.146, 70.8,73.29,2018-07-23 00:00:00,9.38,30
None, None, 9.4, 2.956, 73.3,69.4,2018-07-23 01:00:00,9.05,30
None, None, 9.1, 3.221, 69.4,68.3,2018-07-23 02:00:00,9.27,30
None, None, 9.3, 1.664, 68.3,69.47,2018-07-23 03:00:00,9.02,30
None, None, 9.0, 1.142, 69.5,67.77,2018-07-23 04:00:00,8.63,30
None, None, 8.6, 1.789, 67.8,67.5,2018-07-23 05:00:00,8.6,30
None, None, 8.6, 0.898, 67.5,68.58,2018-07-23 06:00:00,8.84,30
None, None, 8.8, 0.615998, 68.6,63.14,2018-07-23 07:00:00,9.52,30
None, None, 9.5, 1.769, 63.1,56.6,2018-07-23 08:00:00,10.74,30
None, None, 10.7, 0.925, 56.6,60.38,2018-07-23 09:00:00,11.9,30
None, None, 11.9, 1.795, 60.4,56.02,2018-07-23 10:00:00,12.7,30
None, None, 12.7, 1.375, 56.0,52.09,2018-07-23 11:00:00,13.55,30
None, None, 13.6, 1.154, 52.1,49.94,2018-07-23 12:00:00,15.03,30
None, None, 15.0, 2.394, 49.9,48.64,2018-07-23 13:00:00,16.11,30
None, None, 16.1, 2.286, 48.6,48.53,2018-07-23 14:00:00,16.81,30
None, None, 16.8, 3.368, 48.5,47.16,2018-07-23 15:00:00,17.26,30
None, None, 17.3, 3.735, 47.2,41.26,2018-07-23 16:00:00,18.1,30
None, None, 18.1, 2.955, 41.3,39.59,2018-07-23 17:00:00,18.36,30
None, None, 18.4, 2.091, 39.6,37.86,2018-07-23 18:00:00,18.71,30
None, None, 18.7, 1.124, 37.9,40.21,2018-07-23 19:00:00,18.36,30
None, None, 18.4, 2.47, 40.2,48.75,2018-07-23 20:00:00,16.99,30
None, None, 17.0, 1.261, 48.8,47.63,2018-07-23 21:00:00,15.84,30
None, None, 15.8, 1.349, 47.6,54.35,2018-07-23 22:00:00,15.41,30
None, None, 15.4, 1.449, 54.4,53.5,2018-07-23 23:00:00,14.89,30
None, None, 14.9, None, 53.5,51.71,2018-07-24 00:00:00,15.05,30
None, None, 15.1, None, 51.7,55.87,2018-07-24 01:00:00,14.59,30
None, None, 14.6, None, 55.9,60.1,2018-07-24 02:00:00,14.05,30
None, None, 14.1, None, 60.1,63.99,2018-07-24 03:00:00,13.6,30
None, None, 13.6, 0.092, 64.0,67.13,2018-07-24 04:00:00,13.0,30
None, None, 13.0, 1.08, 67.1,71.36,2018-07-24 05:00:00,12.48,30
None, None, 12.5, 1.328, 71.4,62.49,2018-07-24 06:00:00,11.99,30
None, None, 12.0, None, 62.5,56.47,2018-07-24 07:00:00,12.78,30
None, None, 12.8, None, 56.5,53.01,2018-07-24 08:00:00,14.48,30
None, None, 14.5, 0.289, 53.0,49.48,2018-07-24 09:00:00,16.69,30
None, None, 16.7, 0.749, 49.5,41.57,2018-07-24 10:00:00,17.95,30
None, None, 18.0, 0.703, 41.6,38.74,2018-07-24 11:00:00,18.9,30
None, None, 18.9, 1.522, 38.7,37.21,2018-07-24 12:00:00,20.15,30
None, None, 20.2, 1.558, 37.2,30.66,2018-07-24 13:00:00,20.69,30
None, None, 20.7, 1.868, 30.7,27.53,2018-07-24 14:00:00,21.44,30
None, None, 21.4, 1.298, 27.5,27.87,2018-07-24 15:00:00,21.79,30
None, None, 21.8, 1.337, 27.9,28.41,2018-07-24 16:00:00,21.65,30
None, None, 21.7, 1.594, 28.4,27.46,2018-07-24 17:00:00,21.82,30
None, None, 21.8, 1.16, 27.5,30.02,2018-07-24 18:00:00,21.8,30
None, None, 21.8, 2.018, 30.0,34.72,2018-07-24 19:00:00,21.1,30
None, None, 21.1, 2.143, 34.7,37.89,2018-07-24 20:00:00,20.15,30
None, None, 20.2, 2.457, 37.9,39.82,2018-07-24 21:00:00,18.93,30
None, None, 18.9, 2.619, 39.8,39.27,2018-07-24 22:00:00,17.97,30
None, None, 18.0, 1.565, 39.3,39.28,2018-07-24 23:00:00,17.56,30
None, None, 17.6, 0.625998, 39.3,38.05,2018-07-25 00:00:00,17.9,30
None, None, 17.9, 0.550998, 38.1,38.6,2018-07-25 01:00:00,17.51,30
None, None, 17.5, 0.404, 38.6,43.3,2018-07-25 02:00:00,16.73,30
None, None, 16.7, 1.603, 43.3,47.36,2018-07-25 03:00:00,15.97,30
None, None, 16.0, 0.287, 47.4,44.94,2018-07-25 04:00:00,15.67,30
None, None, 15.7, 0.861, 44.9,46.31,2018-07-25 05:00:00,15.2,30
None, None, 15.2, None, 46.3,54.83,2018-07-25 06:00:00,14.91,30
None, None, 14.9, None, 54.8,46.37,2018-07-25 07:00:00,15.57,30
None, None, 15.6, None, 46.4,51.27,2018-07-25 08:00:00,17.41,30
None, None, 17.4, None, 51.3,39.39,2018-07-25 09:00:00,18.71,30
None, None, 18.7, 0.109999, 39.4,47.22,2018-07-25 10:00:00,19.78,30
None, None, 19.8, 0.317, 47.2,36.79,2018-07-25 11:00:00,21.3,30
None, None, 21.3, 0.272, 36.8,33.25,2018-07-25 12:00:00,22.55,30
None, None, 22.6, 0.444999, 33.3,27.83,2018-07-25 13:00:00,22.84,30
None, None, 22.8, 1.393, 27.8,26.29,2018-07-25 14:00:00,24.0,30
None, None, 24.0, 0.830999, 26.3,25.75,2018-07-25 15:00:00,24.32,30
None, None, 24.3, 0.982999, 25.8,25.72,2018-07-25 16:00:00,23.98,30
None, None, 24.0, 0.964999, 25.7,24.01,2018-07-25 17:00:00,24.96,30
None, None, 25.0, 2.163, 24.0,24.25,2018-07-25 18:00:00,24.61,30
None, None, 24.6, 2.91, 24.3,25.65,2018-07-25 19:00:00,23.98,30
None, None, 24.0, 1.645, 25.7,25.96,2018-07-25 20:00:00,22.83,30
None, None, 22.8, None, 26.0,24.94,2018-07-25 21:00:00,22.07,30
None, None, 22.1, None, 24.9,25.87,2018-07-25 22:00:00,21.64,30
None, None, 21.6, 0.003, 25.9,28.26,2018-07-25 23:00:00,20.83,30
None, None, 20.8, 1.244, 28.3,28.12,2018-07-26 00:00:00,19.78,30
None, None, 19.8, 1.285, 28.1,25.33,2018-07-26 01:00:00,19.54,30
None, None, 19.5, 1.741, 25.3,38.79,2018-07-26 02:00:00,18.63,30
None, None, 18.6, 2.034, 38.8,34.2,2018-07-26 03:00:00,16.86,30
None, None, 16.9, 0.936999, 34.2,42.82,2018-07-26 04:00:00,17.17,30
None, None, 17.2, 2.457, 42.8,44.32,2018-07-26 05:00:00,15.48,30
None, None, 15.5, 1.871, 44.3,41.43,2018-07-26 06:00:00,15.71,30
None, None, 15.7, 0.043999, 41.4,36.2,2018-07-26 07:00:00,17.99,30
None, None, 18.0, 0.298999, 36.2,37.76,2018-07-26 08:00:00,18.71,30
None, None, 18.7, 0.944, 37.8,39.08,2018-07-26 09:00:00,19.23,30
None, None, 19.2, 1.436, 39.1,38.4,2018-07-26 10:00:00,20.38,30
None, None, 20.4, 0.501999, 38.4,34.5,2018-07-26 11:00:00,22.5,30
None, None, 22.5, 0.451, 34.5,23.98,2018-07-26 12:00:00,24.41,30
None, None, 24.4, 1.234, 24.0,17.64,2018-07-26 13:00:00,25.8,30
None, None, 25.8, 1.491, 17.6,20.39,2018-07-26 14:00:00,26.03,30
None, None, 26.0, 1.674, 20.4,17.67,2018-07-26 15:00:00,26.6,30
None, None, 26.6, 1.362, 17.7,20.12,2018-07-26 16:00:00,27.34,30
None, None, 27.3, 2.103, 20.1,18.52,2018-07-26 17:00:00,27.4,30
None, None, 27.4, 2.097, 18.5,18.87,2018-07-26 18:00:00,27.28,30
None, None, 27.3, 3.032, 18.9,19.28,2018-07-26 19:00:00,26.82,30
None, None, 26.8, 1.534, 19.3,20.81,2018-07-26 20:00:00,25.68,30
None, None, 25.7, 0.056, 20.8,23.07,2018-07-26 21:00:00,23.88,30
None, None, 23.9, 1.907, 23.1,23.27,2018-07-26 22:00:00,23.29,30
None, None, 23.3, 1.393, 23.3,28.15,2018-07-26 23:00:00,22.2,30
None, None, 22.2, 1.686, 28.2,26.99,2018-07-27 00:00:00,21.81,30
None, None, 21.8, 1.886, 27.0,25.56,2018-07-27 01:00:00,21.36,30
None, None, 21.4, 1.951, 25.6,35.52,2018-07-27 02:00:00,20.66,30
None, None, 20.7, 2.871, 35.5,35.42,2018-07-27 03:00:00,18.93,30
None, None, 18.9, 0.788999, 35.4,35.62,2018-07-27 04:00:00,18.64,30
None, None, 18.6, 1.299, 35.6,38.69,2018-07-27 05:00:00,18.16,30
None, None, 18.2, 3.042, 38.7,39.17,2018-07-27 06:00:00,17.58,30
None, None, 17.6, 1.288, 39.2,37.12,2018-07-27 07:00:00,17.8,30
None, None, 17.8, 0.416999, 37.1,30.77,2018-07-27 08:00:00,20.38,30
None, None, 20.4, None, 30.8,30.45,2018-07-27 09:00:00,21.63,30
None, None, 21.6, 0.025, 30.5,36.61,2018-07-27 10:00:00,23.83,30
None, None, 23.8, 0.172998, 36.6,21.69,2018-07-27 11:00:00,25.5,30
None, None, 25.5, 1.481, 21.7,19.96,2018-07-27 12:00:00,26.25,30
None, None, 26.3, 2.708, 20.0,19.78,2018-07-27 13:00:00,26.98,30
None, None, 27.0, 1.927, 19.8,17.57,2018-07-27 14:00:00,27.86,30
None, None, 27.9, 1.943, 17.6,16.65,2018-07-27 15:00:00,28.32,30
