ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
0.0,0.0,13.0,0.0,2016-08-26,0.0,29.0,35,,,,,,
0.6,0.6,12.5,0.0,2016-08-28,0.0,24.0,35,,,,,,
0.0,0.0,13.0,0.0,2016-08-29,0.0,28.5,35,,,,,,
0.0,0.0,15.5,0.0,2016-08-31,0.0,29.5,35,,,,,,
6.4,6.4,14.5,0.0,2016-09-01,0.0,23.0,35,,,,,,
,,,,2016-08-26 00:00:00,,,35,, None,1.015, None,54.13,18.23
,,,,2016-08-26 01:00:00,,,35,, None,0.874, None,56.82,17.01
,,,,2016-08-26 02:00:00,,,35,, None,0.926998, None,56.53,16.46
,,,,2016-08-26 03:00:00,,,35,, None,0.940998, None,60.62,14.88
,,,,2016-08-26 04:00:00,,,35,, None,1.159, None,63.13,14.42
,,,,2016-08-26 05:00:00,,,35,, None,1.352, None,68.06,13.22
,,,,2016-08-26 06:00:00,,,35,, None,1.092, None,69.32,12.82
,,,,2016-08-26 07:00:00,,,35,, None,0.819998, None,62.2,14.8
,,,,2016-08-26 08:00:00,,,35,, None,0.885999, None,49.66,17.92
,,,,2016-08-26 09:00:00,,,35,, None,0.586, None,41.7,20.44
,,,,2016-08-26 10:00:00,,,35,, None,0.777998, None,36.19,22.5
,,,,2016-08-26 11:00:00,,,35,, None,0.75, None,31.54,24.17
,,,,2016-08-26 12:00:00,,,35,, None,0.945999, None,26.84,26.53
,,,,2016-08-26 13:00:00,,,35,, None,1.049, None,23.84,27.9
,,,,2016-08-26 14:00:00,,,35,, None,1.063, None,23.36,28.5
,,,,2016-08-26 15:00:00,,,35,, None,1.876, None,29.06,26.8
,,,,2016-08-26 16:00:00,,,35,, None,1.116, None,27.68,27.01
,,,,2016-08-26 17:00:00,,,35,, None,0.566999, None,29.11,27.23
,,,,2016-08-26 18:00:00,,,35,, None,1.196, None,27.15,27.66
,,,,2016-08-26 19:00:00,,,35,, None,0.833998, None,30.66,26.34
,,,,2016-08-26 20:00:00,,,35,, None,0.762, None,37.98,23.76
,,,,2016-08-26 21:00:00,,,35,, None,0.97, None,44.92,21.95
,,,,2016-08-26 22:00:00,,,35,, None,0.744, None,44.52,21.42
,,,,2016-08-26 23:00:00,,,35,, None,0.456, None,44.95,20.31
,,,,2016-08-27 00:00:00,,,35,, None,0.861, None,49.13,18.91
,,,,2016-08-27 01:00:00,,,35,, None,0.867999, None,53.23,17.87
,,,,2016-08-27 02:00:00,,,35,, None,0.897, None,54.13,17.68
,,,,2016-08-27 03:00:00,,,35,, None,0.767, None,53.35,18.11
,,,,2016-08-27 04:00:00,,,35,, None,1.14, None,54.18,18.11
,,,,2016-08-27 05:00:00,,,35,, None,1.189, None,56.03,18.45
,,,,2016-08-27 06:00:00,,,35,, None,0.876999, None,56.63,18.56
,,,,2016-08-27 07:00:00,,,35,, None,1.607, None,60.98,18.07
,,,,2016-08-27 08:00:00,,,35,, None,1.572, None,62.65,18.43
,,,,2016-08-27 09:00:00,,,35,, None,1.35, None,65.83,18.89
,,,,2016-08-27 10:00:00,,,35,, None,1.705, None,57.19,21.06
,,,,2016-08-27 11:00:00,,,35,, None,1.419, None,47.69,23.49
,,,,2016-08-27 12:00:00,,,35,, None,2.573, None,33.28,26.44
,,,,2016-08-27 13:00:00,,,35,, None,4.146, None,32.35,26.28
,,,,2016-08-27 14:00:00,,,35,, None,6.429, None,50.95,22.08
,,,,2016-08-27 15:00:00,,,35,, None,6.099, None,54.54,21.24
,,,,2016-08-27 16:00:00,,,35,, None,5.759, None,45.55,21.88
,,,,2016-08-27 17:00:00,,,35,, None,4.723, None,48.03,21.75
,,,,2016-08-27 18:00:00,,,35,, None,4.169, None,57.56,20.83
,,,,2016-08-27 19:00:00,,,35,, None,4.785, None,61.2,19.78
,,,,2016-08-27 20:00:00,,,35,, None,5.269, None,73.46,17.33
,,,,2016-08-27 21:00:00,,,35,, None,1.585, None,87.5,15.52
,,,,2016-08-27 22:00:00,,,35,, None,1.437, None,88.5,15.54
,,,,2016-08-27 23:00:00,,,35,, None,0.372999, None,89.7,15.56
,,,,2016-08-28 00:00:00,,,35,, None,0.629998, None,89.9,15.31
,,,,2016-08-28 01:00:00,,,35,, None,0.549, None,90.4,15.38
,,,,2016-08-28 02:00:00,,,35,, None,0.597998, None,90.4,15.17
,,,,2016-08-28 03:00:00,,,35,, None,0.726998, None,89.3,15.21
,,,,2016-08-28 04:00:00,,,35,, None,0.926998, None,90.0,15.09
,,,,2016-08-28 05:00:00,,,35,, None,0.902, None,90.2,14.85
,,,,2016-08-28 06:00:00,,,35,, None,0.924, None,91.1,14.34
,,,,2016-08-28 07:00:00,,,35,, None,1.123, None,88.5,14.69
,,,,2016-08-28 08:00:00,,,35,, None,0.777998, None,85.7,15.12
,,,,2016-08-28 09:00:00,,,35,, None,1.427, None,81.5,16.09
,,,,2016-08-28 10:00:00,,,35,, None,0.919, None,67.14,18.23
,,,,2016-08-28 11:00:00,,,35,, None,0.800998, None,56.01,20.36
,,,,2016-08-28 12:00:00,,,35,, None,1.212, None,50.6,21.12
,,,,2016-08-28 13:00:00,,,35,, None,1.188, None,42.79,22.58
,,,,2016-08-28 14:00:00,,,35,, None,1.47, None,40.32,23.22
,,,,2016-08-28 15:00:00,,,35,, None,3.123, None,44.9,22.81
,,,,2016-08-28 16:00:00,,,35,, None,3.241, None,47.16,22.46
,,,,2016-08-28 17:00:00,,,35,, None,2.775, None,48.03,22.31
,,,,2016-08-28 18:00:00,,,35,, None,2.667, None,51.79,21.56
,,,,2016-08-28 19:00:00,,,35,, None,1.757, None,54.02,21.08
,,,,2016-08-28 20:00:00,,,35,, None,1.68, None,58.24,20.33
,,,,2016-08-28 21:00:00,,,35,, None,1.012, None,61.82,19.78
,,,,2016-08-28 22:00:00,,,35,, None,1.067, None,67.03,19.14
,,,,2016-08-28 23:00:00,,,35,, None,0.708, None,72.57,18.35
,,,,2016-08-29 00:00:00,,,35,, None,1.002, None,76.02,17.6
,,,,2016-08-29 01:00:00,,,35,, None,1.213, None,81.5,17.04
,,,,2016-08-29 02:00:00,,,35,, None,1.211, None,81.8,16.92
,,,,2016-08-29 03:00:00,,,35,, None,1.608, None,86.2,16.2
,,,,2016-08-29 04:00:00,,,35,, None,0.777998, None,88.5,15.6
,,,,2016-08-29 05:00:00,,,35,, None,0.694, None,93.4,14.73
,,,,2016-08-29 06:00:00,,,35,, None,0.483999, None,93.6,14.24
,,,,2016-08-29 07:00:00,,,35,, None,0.691999, None,87.1,15.24
,,,,2016-08-29 08:00:00,,,35,, None,0.943, None,77.68,17.02
,,,,2016-08-29 09:00:00,,,35,, None,0.684, None,68.07,18.7
,,,,2016-08-29 10:00:00,,,35,, None,0.978999, None,59.39,20.4
,,,,2016-08-29 11:00:00,,,35,, None,0.916, None,52.57,22.12
,,,,2016-08-29 12:00:00,,,35,, None,1.505, None,47.46,23.12
,,,,2016-08-29 13:00:00,,,35,, None,1.743, None,39.82,25.01
,,,,2016-08-29 14:00:00,,,35,, None,2.05, None,31.38,27.19
,,,,2016-08-29 15:00:00,,,35,, None,1.753, None,27.06,28.86
,,,,2016-08-29 16:00:00,,,35,, None,1.372, None,23.43,30.09
,,,,2016-08-29 17:00:00,,,35,, None,1.412, None,23.54,30.36
,,,,2016-08-29 18:00:00,,,35,, None,2.234, None,27.14,29.06
,,,,2016-08-29 19:00:00,,,35,, None,1.11, None,33.48,26.7
,,,,2016-08-29 20:00:00,,,35,, None,0.745998, None,43.1,23.66
,,,,2016-08-29 21:00:00,,,35,, None,1.174, None,51.07,20.88
,,,,2016-08-29 22:00:00,,,35,, None,0.657, None,54.24,19.47
,,,,2016-08-29 23:00:00,,,35,, None,1.032, None,59.27,18.01
,,,,2016-08-30 00:00:00,,,35,, None,1.506, None,63.17,16.79
,,,,2016-08-30 01:00:00,,,35,, None,0.726998, None,66.34,16.26
,,,,2016-08-30 02:00:00,,,35,, None,1.336, None,69.92,15.27
,,,,2016-08-30 03:00:00,,,35,, None,0.879998, None,72.21,14.55
,,,,2016-08-30 04:00:00,,,35,, None,1.044, None,72.71,13.98
,,,,2016-08-30 05:00:00,,,35,, None,1.157, None,74.24,13.31
,,,,2016-08-30 06:00:00,,,35,, None,0.748, None,75.69,12.78
,,,,2016-08-30 07:00:00,,,35,, None,0.712998, None,69.15,14.43
,,,,2016-08-30 08:00:00,,,35,, None,0.876999, None,60.92,17.42
,,,,2016-08-30 09:00:00,,,35,, None,0.878, None,58.64,19.25
,,,,2016-08-30 10:00:00,,,35,, None,0.736, None,47.63,21.81
,,,,2016-08-30 11:00:00,,,35,, None,1.397, None,41.98,23.71
,,,,2016-08-30 12:00:00,,,35,, None,1.981, None,37.5,25.77
,,,,2016-08-30 13:00:00,,,35,, None,1.715, None,30.5,27.91
,,,,2016-08-30 14:00:00,,,35,, None,1.341, None,29.32,28.94
,,,,2016-08-30 15:00:00,,,35,, None,2.029, None,41.78,26.35
,,,,2016-08-30 16:00:00,,,35,, None,1.814, None,44.38,25.1
,,,,2016-08-30 17:00:00,,,35,, None,0.865998, None,42.41,24.95
,,,,2016-08-30 18:00:00,,,35,, None,0.606998, None,43.17,24.8
,,,,2016-08-30 19:00:00,,,35,, None,1.024, None,45.87,24.36
,,,,2016-08-30 20:00:00,,,35,, None,1.5, None,46.85,24.03
,,,,2016-08-30 21:00:00,,,35,, None,0.879, None,49.16,23.19
,,,,2016-08-30 22:00:00,,,35,, None,0.913999, None,51.69,22.28
,,,,2016-08-30 23:00:00,,,35,, None,1.089, None,51.86,21.71
,,,,2016-08-31 00:00:00,,,35,, None,1.073, None,55.73,20.75
,,,,2016-08-31 01:00:00,,,35,, None,1.138, None,58.69,20.15
,,,,2016-08-31 02:00:00,,,35,, None,0.848999, None,61.97,18.82
,,,,2016-08-31 03:00:00,,,35,, None,0.625998, None,67.41,17.54
,,,,2016-08-31 04:00:00,,,35,, None,1.002, None,68.18,15.9
,,,,2016-08-31 05:00:00,,,35,, None,0.703, None,69.43,15.03
,,,,2016-08-31 06:00:00,,,35,, None,0.633, None,69.29,14.56
,,,,2016-08-31 07:00:00,,,35,, None,0.404, None,60.95,16.43
,,,,2016-08-31 08:00:00,,,35,, None,0.488999, None,46.58,20.08
,,,,2016-08-31 09:00:00,,,35,, None,0.572, None,46.72,20.87
,,,,2016-08-31 10:00:00,,,35,, None,0.938, None,44.07,22.18
,,,,2016-08-31 11:00:00,,,35,, None,0.874, None,34.4,25.05
,,,,2016-08-31 12:00:00,,,35,, None,0.862999, None,29.84,26.68
,,,,2016-08-31 13:00:00,,,35,, None,1.48, None,31.09,25.68
,,,,2016-08-31 14:00:00,,,35,, None,1.128, None,24.1,28.44
,,,,2016-08-31 15:00:00,,,35,, None,1.887, None,21.1,28.93
,,,,2016-08-31 16:00:00,,,35,, None,2.604, None,17.52,30.03
,,,,2016-08-31 17:00:00,,,35,, None,2.483, None,17.51,29.81
,,,,2016-08-31 18:00:00,,,35,, None,2.14, None,24.39,28.42
,,,,2016-08-31 19:00:00,,,35,, None,3.347, None,30.73,25.2
,,,,2016-08-31 20:00:00,,,35,, None,2.016, None,33.63,23.3
,,,,2016-08-31 21:00:00,,,35,, None,1.342, None,34.83,22.09
,,,,2016-08-31 22:00:00,,,35,, None,1.535, None,37.29,21.17
,,,,2016-08-31 23:00:00,,,35,, None,0.833, None,39.73,20.03
,,,,2016-09-01 00:00:00,,,35,, None,0.574998, None,41.26,19.53
,,,,2016-09-01 01:00:00,,,35,, None,0.792999, None,42.12,19.37
,,,,2016-09-01 02:00:00,,,35,, None,0.497999, None,46.82,18.45
,,,,2016-09-01 03:00:00,,,35,, None,0.755999, None,54.32,16.9
,,,,2016-09-01 04:00:00,,,35,, None,1.256, None,58.16,16.01
,,,,2016-09-01 05:00:00,,,35,, None,1.002, None,58.64,15.71
,,,,2016-09-01 06:00:00,,,35,, None,0.828, None,61.32,14.7
,,,,2016-09-01 07:00:00,,,35,, None,1.435, None,59.84,15.39
,,,,2016-09-01 08:00:00,,,35,, None,1.107, None,46.42,18.64
,,,,2016-09-01 09:00:00,,,35,, None,2.034, None,37.52,19.96
,,,,2016-09-01 10:00:00,,,35,, None,2.31, None,35.26,20.92
,,,,2016-09-01 11:00:00,,,35,, None,1.833, None,33.9,21.35
,,,,2016-09-01 12:00:00,,,35,, None,2.495, None,32.77,21.87
,,,,2016-09-01 13:00:00,,,35,, None,1.85, None,33.06,21.9
,,,,2016-09-01 14:00:00,,,35,, None,1.736, None,30.19,22.46
,,,,2016-09-01 15:00:00,,,35,, None,2.136, None,29.01,22.79
,,,,2016-09-01 16:00:00,,,35,, None,2.45, None,32.25,21.93
,,,,2016-09-01 17:00:00,,,35,, None,3.192, None,47.96,19.46
,,,,2016-09-01 18:00:00,,,35,, None,3.319, None,52.82,18.37
,,,,2016-09-01 19:00:00,,,35,, None,2.739, None,63.78,16.56
,,,,2016-09-01 20:00:00,,,35,, None,1.148, None,78.73,14.68
,,,,2016-09-01 21:00:00,,,35,, None,0.695999, None,88.7,13.57
,,,,2016-09-01 22:00:00,,,35,, None,0.657998, None,90.0,13.26
,,,,2016-09-01 23:00:00,,,35,, None,0.560998, None,90.2,13.14
