TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
-11.9, 3.713, 91.5, 91.5,2018-12-24 00:00:00, -11.88,52
-11.9, 3.587, 91.5, 91.5,2018-12-24 01:00:00, -11.92,52
-11.8, 4.088, 91.0, 91.0,2018-12-24 02:00:00, -11.83,52
-11.9, 4.231, 90.5, 90.5,2018-12-24 03:00:00, -11.89,52
-12.2, 4.382, 90.7, 90.7,2018-12-24 04:00:00, -12.15,52
-12.2, 4.039, 89.1, 89.1,2018-12-24 05:00:00, -12.2,52
-12.3, 3.75, 88.6, 88.6,2018-12-24 06:00:00, -12.34,52
-12.6, 3.275, 89.2, 89.2,2018-12-24 07:00:00, -12.56,52
-13.2, 3.27, 89.2, 89.2,2018-12-24 08:00:00, -13.16,52
-14.0, 2.582, 89.4, 89.4,2018-12-24 09:00:00, -13.96,52
-13.8, 2.48, 87.9, 87.9,2018-12-24 10:00:00, -13.79,52
-13.8, 2.684, 87.9, 87.9,2018-12-24 11:00:00, -13.76,52
-13.8, 1.987, 87.0, 87.0,2018-12-24 12:00:00, -13.79,52
-13.0, 1.528, 84.7, 84.7,2018-12-24 13:00:00, -13.04,52
-12.9, 1.662, 84.1, 84.1,2018-12-24 14:00:00, -12.87,52
-12.9, 1.012, 84.5, 84.5,2018-12-24 15:00:00, -12.93,52
-13.8, 1.547, 85.6, 85.6,2018-12-24 16:00:00, -13.8,52
-14.1, 2.473, 85.5, 85.5,2018-12-24 17:00:00, -14.06,52
-14.1, 2.392, 86.5, 86.5,2018-12-24 18:00:00, -14.1,52
-13.9, 2.075, 91.5, 91.5,2018-12-24 19:00:00, -13.9,52
-14.0, 2.213, 91.7, 91.7,2018-12-24 20:00:00, -14.01,52
-13.9, 1.989, 91.1, 91.1,2018-12-24 21:00:00, -13.92,52
-13.7, 2.137, 90.6, 90.6,2018-12-24 22:00:00, -13.66,52
-13.4, 1.581, 88.5, 88.5,2018-12-24 23:00:00, -13.39,52
-13.8, 1.837, 82.1, 82.1,2018-12-25 00:00:00, -13.77,52
-14.1, 2.615, 79.8, 79.84,2018-12-25 01:00:00, -14.09,52
-14.5, 2.068, 80.4, 80.4,2018-12-25 02:00:00, -14.46,52
-14.8, 1.77, 81.2, 81.2,2018-12-25 03:00:00, -14.78,52
-14.8, 1.816, 78.3, 78.26,2018-12-25 04:00:00, -14.81,52
-14.9, 2.425, 78.9, 78.89,2018-12-25 05:00:00, -14.9,52
-15.3, 2.26, 78.2, 78.17,2018-12-25 06:00:00, -15.3,52
-15.9, 1.558, 76.2, 76.24,2018-12-25 07:00:00, -15.87,52
-16.0, 1.741, 77.1, 77.14,2018-12-25 08:00:00, -16.04,52
-16.0, 1.843, 77.3, 77.29,2018-12-25 09:00:00, -16.03,52
-16.8, 1.636, 78.5, 78.5,2018-12-25 10:00:00, -16.83,52
-16.4, 1.097, 80.9, 80.9,2018-12-25 11:00:00, -16.43,52
-15.5, 1.13, 82.1, 82.1,2018-12-25 12:00:00, -15.52,52
-14.7, 0.825, 76.7, 76.7,2018-12-25 13:00:00, -14.65,52
-14.4, 0.817, 73.7, 73.73,2018-12-25 14:00:00, -14.39,52
-14.5, 0.927, 76.1, 76.14,2018-12-25 15:00:00, -14.51,52
-14.9, 1.776, 77.7, 77.72,2018-12-25 16:00:00, -14.89,52
-15.0, 1.479, 78.7, 78.68,2018-12-25 17:00:00, -15.0,52
-15.0, 1.456, 79.2, 79.24,2018-12-25 18:00:00, -14.99,52
-15.0, 1.839, 79.2, 79.24,2018-12-25 19:00:00, -14.98,52
-15.0, 2.163, 77.9, 77.94,2018-12-25 20:00:00, -14.96,52
