WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
111.1, -7.8,1.115, 95.4, 95.4,2018-12-24 00:00:00, -7.77,52
134.3, -8.3,1.165, 94.5, 94.5,2018-12-24 01:00:00, -8.32,52
105.4, -7.6,1.081, 94.1, 94.1,2018-12-24 02:00:00, -7.58,52
112.9, -8.4,0.731, 94.2, 94.2,2018-12-24 03:00:00, -8.36,52
125.0, -9.5,1.246, 94.4, 94.4,2018-12-24 04:00:00, -9.48,52
107.8, -10.5,1.582, 93.6, 93.6,2018-12-24 05:00:00, -10.49,52
155.0, -10.1,1.569, 92.9, 92.9,2018-12-24 06:00:00, -10.12,52
105.9, -10.8,1.974, 92.3, 92.3,2018-12-24 07:00:00, -10.77,52
88.9, -11.5,1.015, 91.6, 91.6,2018-12-24 08:00:00, -11.48,52
110.5, -12.0,0.901, 90.8, 90.8,2018-12-24 09:00:00, -12.04,52
108.7, -11.0,1.317, 90.6, 90.6,2018-12-24 10:00:00, -10.95,52
104.9, -9.3,1.492, 90.3, 90.3,2018-12-24 11:00:00, -9.3,52
113.6, -7.1,2.404, 88.9, 88.9,2018-12-24 12:00:00, -7.12,52
106.0, -5.5,1.849, 87.6, 87.6,2018-12-24 13:00:00, -5.463,52
134.1, -5.5,0.959999, 87.4, 87.4,2018-12-24 14:00:00, -5.471,52
109.6, -4.8,1.598, 86.2, 86.2,2018-12-24 15:00:00, -4.831,52
108.4, -4.6,1.965, 87.0, 87.0,2018-12-24 16:00:00, -4.573,52
98.9, -5.8,2.268, 90.5, 90.5,2018-12-24 17:00:00, -5.825,52
122.6, -6.8,1.321, 92.9, 92.9,2018-12-24 18:00:00, -6.804,52
103.9, -8.2,1.437, 94.4, 94.4,2018-12-24 19:00:00, -8.24,52
119.9, -9.4,1.076, 94.3, 94.3,2018-12-24 20:00:00, -9.43,52
124.9, -11.0,1.123, 93.3, 93.3,2018-12-24 21:00:00, -10.95,52
116.8, -12.1,0.85, 92.2, 92.2,2018-12-24 22:00:00, -12.05,52
109.5, -12.7,1.323, 91.2, 91.2,2018-12-24 23:00:00, -12.65,52
124.1, -13.4,1.428, 90.8, 90.8,2018-12-25 00:00:00, -13.44,52
112.0, -14.0,1.055, 89.8, 89.8,2018-12-25 01:00:00, -14.03,52
119.1, -13.5,1.728, 92.2, 92.2,2018-12-25 02:00:00, -13.53,52
136.5, -13.5,1.357, 92.1, 92.1,2018-12-25 03:00:00, -13.53,52
137.8, -13.8,0.595, 90.4, 90.4,2018-12-25 04:00:00, -13.77,52
135.3, -13.6,0.686999, 89.5, 89.5,2018-12-25 05:00:00, -13.58,52
119.4, -13.4,0.661, 89.4, 89.4,2018-12-25 06:00:00, -13.44,52
143.0, -14.2,0.481, 88.5, 88.5,2018-12-25 07:00:00, -14.24,52
145.3, -15.1,0.656, 87.7, 87.7,2018-12-25 08:00:00, -15.1,52
116.7, -15.6,0.856, 87.5, 87.5,2018-12-25 09:00:00, -15.64,52
134.4, -14.6,1.132, 88.5, 88.5,2018-12-25 10:00:00, -14.55,52
115.7, -11.8,2.174, 90.5, 90.5,2018-12-25 11:00:00, -11.82,52
135.0, -10.8,1.912, 90.8, 90.8,2018-12-25 12:00:00, -10.8,52
94.5, -9.1,2.377, 91.5, 91.5,2018-12-25 13:00:00, -9.12,52
93.9, -8.1,2.476, 90.6, 90.6,2018-12-25 14:00:00, -8.08,52
96.2, -7.7,2.531, 89.1, 89.1,2018-12-25 15:00:00, -7.71,52
111.6, -8.6,2.239, 90.2, 90.2,2018-12-25 16:00:00, -8.57,52
96.3, -9.9,2.235, 91.0, 91.0,2018-12-25 17:00:00, -9.92,52
128.3, -11.0,2.41, 91.4, 91.4,2018-12-25 18:00:00, -11.04,52
104.2, -10.5,2.884, 91.1, 91.1,2018-12-25 19:00:00, -10.54,52
92.1, -9.8,3.135, 89.2, 89.2,2018-12-25 20:00:00, -9.77,52
111.5, -9.5,2.49, 90.0, 90.0,2018-12-25 21:00:00, -9.52,52
91.7, -8.8,2.177, 90.2, 90.2,2018-12-25 22:00:00, -8.76,52
85.9, -8.0,2.837, 88.4, 88.4,2018-12-25 23:00:00, -8.0,52
74.1, -7.8,3.007, 87.7, 87.7,2018-12-26 00:00:00, -7.81,52
83.3, -7.9,2.979, 88.3, 88.3,2018-12-26 01:00:00, -7.9,52
81.1, -7.6,2.755, 88.1, 88.1,2018-12-26 02:00:00, -7.62,52
82.1, -7.2,2.087, 90.4, 90.4,2018-12-26 03:00:00, -7.23,52
99.1, -6.9,2.447, 92.1, 92.1,2018-12-26 04:00:00, -6.913,52
73.4, -6.3,2.657, 92.4, 92.4,2018-12-26 05:00:00, -6.308,52
87.1, -6.1,2.71, 93.1, 93.1,2018-12-26 06:00:00, -6.054,52
85.2, -5.9,2.964, 93.4, 93.4,2018-12-26 07:00:00, -5.926,52
79.2, -5.7,3.132, 91.9, 91.9,2018-12-26 08:00:00, -5.677,52
83.2, -5.8,2.37, 93.6, 93.6,2018-12-26 09:00:00, -5.762,52
84.6, -5.8,1.863, 94.2, 94.2,2018-12-26 10:00:00, -5.815,52
90.2, -5.6,1.869, 94.0, 94.0,2018-12-26 11:00:00, -5.644,52
97.2, -5.2,1.608, 92.9, 92.9,2018-12-26 12:00:00, -5.189,52
88.9, -4.7,1.483, 90.4, 90.4,2018-12-26 13:00:00, -4.744,52
114.5, -4.2,0.799, 88.2, 88.2,2018-12-26 14:00:00, -4.235,52
135.4, -4.0,0.847, 88.3, 88.3,2018-12-26 15:00:00, -3.986,52
136.6, -4.5,0.586, 90.7, 90.7,2018-12-26 16:00:00, -4.488,52
115.6, -5.1,0.703998, 93.2, 93.2,2018-12-26 17:00:00, -5.135,52
102.8, -6.6,0.851, 95.1, 95.1,2018-12-26 18:00:00, -6.643,52
92.5, -7.6,2.041, 95.0, 95.0,2018-12-26 19:00:00, -7.59,52
87.4, -7.1,2.766, 92.0, 92.0,2018-12-26 20:00:00, -7.12,52
81.2, -7.4,2.836, 90.6, 90.6,2018-12-26 21:00:00, -7.42,52
89.6, -8.3,3.102, 90.3, 90.3,2018-12-26 22:00:00, -8.3,52
84.6, -8.1,2.867, 88.5, 88.5,2018-12-26 23:00:00, -8.05,52
83.0, -8.1,3.329, 89.2, 89.2,2018-12-27 00:00:00, -8.12,52
95.3, -7.8,3.328, 89.8, 89.8,2018-12-27 01:00:00, -7.75,52
91.3, -7.5,3.036, 90.2, 90.2,2018-12-27 02:00:00, -7.5,52
93.1, -7.8,2.992, 90.3, 90.3,2018-12-27 03:00:00, -7.75,52
102.9, -8.8,2.663, 90.6, 90.6,2018-12-27 04:00:00, -8.76,52
107.4, -9.5,2.271, 91.0, 91.0,2018-12-27 05:00:00, -9.49,52
115.9, -10.4,1.837, 90.8, 90.8,2018-12-27 06:00:00, -10.4,52
110.1, -11.3,1.594, 91.0, 91.0,2018-12-27 07:00:00, -11.32,52
118.8, -11.6,1.648, 90.5, 90.5,2018-12-27 08:00:00, -11.56,52
103.7, -11.9,1.668, 89.8, 89.8,2018-12-27 09:00:00, -11.89,52
110.3, -11.7,1.741, 89.2, 89.2,2018-12-27 10:00:00, -11.67,52
123.6, -10.9,1.688, 88.4, 88.4,2018-12-27 11:00:00, -10.94,52
100.2, -9.1,1.872, 88.2, 88.2,2018-12-27 12:00:00, -9.09,52
97.5, -8.0,2.435, 87.8, 87.8,2018-12-27 13:00:00, -8.02,52
114.6, -7.3,2.157, 88.1, 88.1,2018-12-27 14:00:00, -7.33,52
101.8, -6.3,2.956, 88.7, 88.7,2018-12-27 15:00:00, -6.298,52
93.6, -5.4,3.291, 87.9, 87.9,2018-12-27 16:00:00, -5.387,52
101.0, -5.0,2.364, 88.5, 88.5,2018-12-27 17:00:00, -5.033,52
97.8, -5.2,2.956, 93.3, 93.3,2018-12-27 18:00:00, -5.152,52
76.0, -4.7,4.148, 93.6, 93.6,2018-12-27 19:00:00, -4.674,52
87.8, -4.2,2.328, 92.6, 92.6,2018-12-27 20:00:00, -4.223,52
95.4, -4.5,2.747, 92.1, 92.1,2018-12-27 21:00:00, -4.474,52
100.5, -4.6,2.163, 93.1, 93.1,2018-12-27 22:00:00, -4.649,52
103.2, -4.3,2.431, 93.0, 93.0,2018-12-27 23:00:00, -4.334,52
101.3, -4.3,2.305, 93.4, 93.4,2018-12-28 00:00:00, -4.266,52
107.7, -4.2,2.146, 94.0, 94.0,2018-12-28 01:00:00, -4.16,52
101.1, -4.0,2.516, 93.8, 93.8,2018-12-28 02:00:00, -4.033,52
109.3, -3.8,1.937, 94.1, 94.1,2018-12-28 03:00:00, -3.829,52
93.4, -3.3,2.06, 94.0, 94.0,2018-12-28 04:00:00, -3.272,52
75.1, -2.8,2.588, 94.2, 94.2,2018-12-28 05:00:00, -2.834,52
77.0, -2.7,2.954, 94.4, 94.4,2018-12-28 06:00:00, -2.664,52
73.3, -2.5,3.271, 94.1, 94.1,2018-12-28 07:00:00, -2.477,52
73.5, -2.2,3.085, 94.6, 94.6,2018-12-28 08:00:00, -2.246,52
78.8, -2.1,2.547, 96.3, 96.3,2018-12-28 09:00:00, -2.137,52
71.9, -1.7,2.468, 96.5, 96.5,2018-12-28 10:00:00, -1.726,52
77.8, -1.3,2.232, 95.8, 95.8,2018-12-28 11:00:00, -1.335,52
74.1, -0.7,1.448, 94.6, 94.6,2018-12-28 12:00:00, -0.671,52
84.8, -0.4,1.187, 95.9, 95.9,2018-12-28 13:00:00, -0.358999,52
89.3, -0.2,1.377, 96.7, 96.7,2018-12-28 14:00:00, -0.219999,52
94.1, -0.1,1.605, 97.0, 97.0,2018-12-28 15:00:00, -0.054,52
97.9, -0.1,1.638, 97.4, 97.4,2018-12-28 16:00:00, -0.148,52
102.5, -0.3,1.68, 97.6, 97.6,2018-12-28 17:00:00, -0.273999,52
93.5, -0.2,2.428, 97.8, 97.8,2018-12-28 18:00:00, -0.239998,52
87.8, -0.2,2.493, 98.0, 98.0,2018-12-28 19:00:00, -0.229,52
82.5, -0.2,2.496, 98.2, 98.2,2018-12-28 20:00:00, -0.236,52
73.4, -0.2,2.58, 98.3, 98.3,2018-12-28 21:00:00, -0.203998,52
76.5, -0.2,2.475, 98.4, 98.4,2018-12-28 22:00:00, -0.160999,52
76.9, -0.1,2.608, 98.5, 98.5,2018-12-28 23:00:00, -0.093998,52
95.4, -0.1,2.047, 98.5, 98.5,2018-12-29 00:00:00, -0.085,52
81.5, 0.2,2.645, 98.5, 98.5,2018-12-29 01:00:00, 0.195998,52
86.3, 0.4,2.781, 98.6, 98.6,2018-12-29 02:00:00, 0.384999,52
83.5, 0.4,3.26, 98.5, 98.5,2018-12-29 03:00:00, 0.43,52
91.0, 0.5,2.919, 98.3, 98.3,2018-12-29 04:00:00, 0.513,52
81.7, 0.6,2.732, 98.3, 98.3,2018-12-29 05:00:00, 0.634998,52
66.4, 0.8,3.007, 97.4, 97.4,2018-12-29 06:00:00, 0.842998,52
56.4, 1.1,1.774, 96.0, 96.0,2018-12-29 07:00:00, 1.125,52
304.4, 1.4,1.051, 95.9, 95.9,2018-12-29 08:00:00, 1.426,52
40.6, 2.5,1.567, 90.0, 90.0,2018-12-29 09:00:00, 2.5,52
267.2, 4.0,3.976, 78.9, 78.9,2018-12-29 10:00:00, 3.987,52
261.7, 4.3,6.784, 72.6, 72.6,2018-12-29 11:00:00, 4.272,52
263.5, 4.1,6.558, 68.9, 68.94,2018-12-29 12:00:00, 4.096,52
255.0, 3.8,8.37, 66.5, 66.54,2018-12-29 13:00:00, 3.762,52
252.4, 3.4,7.86, 65.1, 65.12,2018-12-29 14:00:00, 3.419,52
258.0, 3.0,7.16, 65.4, 65.35,2018-12-29 15:00:00, 3.039,52
260.0, 2.6,6.997, 65.6, 65.57,2018-12-29 16:00:00, 2.645,52
275.8, 2.0,3.154, 69.5, 69.51,2018-12-29 17:00:00, 1.969,52
291.7, 1.4,1.357, 72.4, 72.4,2018-12-29 18:00:00, 1.402,52
301.3, 1.0,2.192, 73.9, 73.9,2018-12-29 19:00:00, 1.025,52
