time,tasmin,tasmax,pcp,week_of_year
2017-01-15,-3.3,0.2,3.6,3
2017-01-16,-0.8,1.6,10.6,3
2017-01-17,-0.9,1.0,15.5,3
2017-01-18,-1.0,2.4,11.8,3
2017-01-19,-4.9,-0.8,0.0,3
2017-01-20,-9.1,1.5,0.0,3
2017-01-21,-9.5,-4.4,0.0,3
