AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
-5.9,0.0, 22.4,2017-12-24 00:00:00, 39.0,90.0,52
-5.8,0.0, 19.1,2017-12-24 00:15:00, 35.0,90.0,52
-5.7,0.0, 19.4,2017-12-24 00:30:00, 35.0,90.0,52
-5.6,0.0, 19.1,2017-12-24 00:45:00, 37.0,89.0,52
-5.6,0.0, 20.6,2017-12-24 01:00:00, 34.0,90.0,52
-5.6,0.0, 18.7,2017-12-24 01:15:00, 33.0,91.0,52
-5.6,0.0, 21.0,2017-12-24 01:30:00, 36.0,90.0,52
-5.7,0.0, 20.7,2017-12-24 01:45:00, 32.0,91.0,52
-5.7,0.0, 19.6,2017-12-24 02:00:00, 25.0,91.0,52
-5.6,0.0, 16.9,2017-12-24 02:15:00, 27.0,92.0,52
-5.6,0.0, 17.7,2017-12-24 02:30:00, 27.0,92.0,52
-5.6,0.0, 17.3,2017-12-24 02:45:00, 28.0,92.0,52
-5.6,0.0, 16.1,2017-12-24 03:00:00, 32.0,93.0,52
-5.5,0.0, 15.7,2017-12-24 03:15:00, 36.0,93.0,52
-5.4,0.0, 17.4,2017-12-24 03:30:00, 35.0,92.0,52
-5.4,0.0, 17.7,2017-12-24 03:45:00, 35.0,92.0,52
-5.4,0.0, 20.1,2017-12-24 04:00:00, 35.0,92.0,52
-5.4,0.0, 19.6,2017-12-24 04:15:00, 43.0,93.0,52
-5.4,0.0, 19.4,2017-12-24 04:30:00, 38.0,91.0,52
-5.4,0.0, 18.5,2017-12-24 04:45:00, 36.0,91.0,52
-5.4,0.0, 20.5,2017-12-24 05:00:00, 35.0,90.0,52
-5.5,0.0, 17.4,2017-12-24 05:15:00, 37.0,91.0,52
-5.6,0.0, 17.8,2017-12-24 05:30:00, 32.0,90.0,52
-5.6,0.0, 18.4,2017-12-24 05:45:00, 32.0,90.0,52
-5.7,0.0, 20.2,2017-12-24 06:00:00, 37.0,90.0,52
-5.7,0.0, 19.5,2017-12-24 06:15:00, 41.0,91.0,52
-5.7,0.0, 17.8,2017-12-24 06:30:00, 37.0,89.0,52
-5.7,0.0, 19.0,2017-12-24 06:45:00, 38.0,90.0,52
-5.7,0.0, 19.8,2017-12-24 07:00:00, 35.0,89.0,52
-5.7,0.0, 17.9,2017-12-24 07:15:00, 36.0,90.0,52
-5.7,0.0, 16.8,2017-12-24 07:30:00, 39.0,90.0,52
-5.7,0.0, 17.4,2017-12-24 07:45:00, 38.0,89.0,52
-5.6,0.0, 19.0,2017-12-24 08:00:00, 39.0,90.0,52
-5.6,0.0, 19.3,2017-12-24 08:15:00, 42.0,91.0,52
-5.5,0.0, 14.3,2017-12-24 08:30:00, 42.0,92.0,52
-5.4,0.0, 17.6,2017-12-24 08:45:00, 42.0,91.0,52
-5.3,0.0, 16.3,2017-12-24 09:00:00, 36.0,92.0,52
-5.2,0.0, 12.8,2017-12-24 09:15:00, 34.0,91.0,52
-5.1,0.0, 11.6,2017-12-24 09:30:00, 27.0,92.0,52
-4.9,0.0, 11.8,2017-12-24 09:45:00, 31.0,92.0,52
-4.7,0.0, 12.1,2017-12-24 10:00:00, 30.0,92.0,52
-4.7,0.0, 10.4,2017-12-24 10:15:00, 31.0,91.0,52
-4.6,0.0, 13.1,2017-12-24 10:30:00, 26.0,90.0,52
-4.5,0.0, 10.2,2017-12-24 10:45:00, 24.0,90.0,52
-4.4,0.0, 6.9,2017-12-24 11:00:00, 20.0,89.0,52
-4.4,0.0, 13.0,2017-12-24 11:15:00, 22.0,89.0,52
-4.4,0.0, 15.9,2017-12-24 11:30:00, 22.0,88.0,52
-4.3,0.0, 12.7,2017-12-24 11:45:00, 30.0,88.0,52
-4.4,0.0, 9.6,2017-12-24 12:00:00, 17.0,89.0,52
-4.2,0.0, 9.6,2017-12-24 12:15:00, 17.0,90.0,52
-4.1,0.0, 10.1,2017-12-24 12:30:00, 23.0,90.0,52
-4.1,0.0, 11.7,2017-12-24 12:45:00, 21.0,90.0,52
-4.3,0.0, 11.7,2017-12-24 13:00:00, 24.0,90.0,52
