AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
-5.7, 0.0,0.0, 5.5, 0.291,2017-12-24 00:00:00, 251.0,76.0,52
-6.1, None,0.0, 6.2, None,2017-12-24 00:15:00, 268.0,77.0,52
-6.3, None,0.0, 4.5, None,2017-12-24 00:30:00, 277.0,80.0,52
-6.1, None,0.0, 4.4, None,2017-12-24 00:45:00, 258.0,76.0,52
-5.4, 0.0,0.0, 6.4, 0.298,2017-12-24 01:00:00, 304.0,69.0,52
-5.1, None,0.0, 6.3, None,2017-12-24 01:15:00, 52.0,69.0,52
-4.8, None,0.0, 10.2, None,2017-12-24 01:30:00, 295.0,66.0,52
-4.8, None,0.0, 6.6, None,2017-12-24 01:45:00, 296.0,71.0,52
-5.0, 0.0,0.0, 11.6, 0.292,2017-12-24 02:00:00, 300.0,71.0,52
-5.1, None,0.0, 8.5, None,2017-12-24 02:15:00, 284.0,74.0,52
-5.2, None,0.0, 8.6, None,2017-12-24 02:30:00, 287.0,74.0,52
-5.2, None,0.0, 12.4, None,2017-12-24 02:45:00, 297.0,76.0,52
-5.2, 0.0,0.0, 12.8, 0.293,2017-12-24 03:00:00, 303.0,75.0,52
-4.9, None,0.0, 8.9, None,2017-12-24 03:15:00, 296.0,77.0,52
-5.0, None,0.0, 5.1, None,2017-12-24 03:30:00, 291.0,73.0,52
-4.9, None,0.0, 10.0, None,2017-12-24 03:45:00, 292.0,74.0,52
-5.1, 0.0,0.0, 10.3, 0.29,2017-12-24 04:00:00, 276.0,77.0,52
-5.2, None,0.0, 7.9, None,2017-12-24 04:15:00, 285.0,77.0,52
-5.0, None,0.0, 11.0, None,2017-12-24 04:30:00, 293.0,77.0,52
-4.9, None,0.0, 9.6, None,2017-12-24 04:45:00, 287.0,76.0,52
-4.9, 0.0,0.0, 11.1, 0.292,2017-12-24 05:00:00, 302.0,71.0,52
-4.5, None,0.0, 10.3, None,2017-12-24 05:15:00, 328.0,71.0,52
-4.5, None,0.0, 10.0, None,2017-12-24 05:30:00, 323.0,68.0,52
-4.8, None,0.0, 12.0, None,2017-12-24 05:45:00, 296.0,72.0,52
-4.5, 0.0,0.0, 8.2, 0.287,2017-12-24 06:00:00, 329.0,71.0,52
-4.5, None,0.0, 9.7, None,2017-12-24 06:15:00, 325.0,67.0,52
-4.5, None,0.0, 8.5, None,2017-12-24 06:30:00, 299.0,70.0,52
-4.6, None,0.0, 11.9, None,2017-12-24 06:45:00, 294.0,69.0,52
-4.7, 0.0,0.0, 11.2, 0.289,2017-12-24 07:00:00, 293.0,71.0,52
-5.2, None,0.0, 3.5, None,2017-12-24 07:15:00, 65.0,82.0,52
-5.0, None,0.0, 5.8, None,2017-12-24 07:30:00, 319.0,70.0,52
-4.3, None,0.0, 10.2, None,2017-12-24 07:45:00, 327.0,62.0,52
-4.2, 0.0,0.0, 7.1, 0.291,2017-12-24 08:00:00, 322.0,65.0,52
-4.9, None,0.0, 4.7, None,2017-12-24 08:15:00, 219.0,81.0,52
-4.9, None,0.0, 5.1, None,2017-12-24 08:30:00, 308.0,69.0,52
-4.6, None,0.0, 3.5, None,2017-12-24 08:45:00, 347.0,77.0,52
-4.8, 0.0,0.0, 5.1, 0.289,2017-12-24 09:00:00, 246.0,80.0,52
-4.8, None,0.0, 3.3, None,2017-12-24 09:15:00, 37.0,82.0,52
-4.5, None,0.0, 1.7, None,2017-12-24 09:30:00, 321.0,78.0,52
-4.3, None,0.0, 1.5, None,2017-12-24 09:45:00, 238.0,81.0,52
-4.3, 0.0,0.0, 2.3, 0.286,2017-12-24 10:00:00, 258.0,82.0,52
-4.0, None,0.0, 1.9, None,2017-12-24 10:15:00, 69.0,82.0,52
-3.9, None,0.0, 5.0, None,2017-12-24 10:30:00, 227.0,81.0,52
-3.8, None,0.0, 3.2, None,2017-12-24 10:45:00, 184.0,81.0,52
-3.5, 0.0,0.0, 0.9, 0.284,2017-12-24 11:00:00, 199.0,79.0,52
-3.3, None,0.0, 3.3, None,2017-12-24 11:15:00, 229.0,78.0,52
-3.1, None,0.0, 0.9, None,2017-12-24 11:30:00, 165.0,78.0,52
-3.0, None,0.0, 2.4, None,2017-12-24 11:45:00, 233.0,78.0,52
-2.8, 0.0,0.0, 0.9, 0.281,2017-12-24 12:00:00, 206.0,78.0,52
-2.6, None,0.0, 2.8, None,2017-12-24 12:15:00, 209.0,76.0,52
-3.0, None,0.0, 4.4, None,2017-12-24 12:30:00, 256.0,80.0,52
-2.9, None,0.0, 3.4, None,2017-12-24 12:45:00, 230.0,80.0,52
-3.1, 0.0,0.0, 3.0, 0.282,2017-12-24 13:00:00, 185.0,82.0,52
-3.0, None,0.0, 2.7, None,2017-12-24 13:15:00, 239.0,83.0,52
-3.0, None,0.0, 4.1, None,2017-12-24 13:30:00, 239.0,82.0,52
-3.1, None,0.0, 2.4, None,2017-12-24 13:45:00, 264.0,81.0,52
-3.1, 0.0,0.0, 2.6, 0.282,2017-12-24 14:00:00, 141.0,83.0,52
-3.2, None,0.0, 4.2, None,2017-12-24 14:15:00, 137.0,80.0,52
-3.1, None,0.0, 2.1, None,2017-12-24 14:30:00, 141.0,80.0,52
-3.2, None,0.0, 3.8, None,2017-12-24 14:45:00, 273.0,82.0,52
