CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,6.371,74.6, None,2018-05-21 00:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,6.107,64.4, None,2018-05-21 01:00:00, None, None, None, None, None, 0.0, None, None, None, None, None, None,21
None,6.017,72.9, None,2018-05-21 02:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,6.046,77.6, None,2018-05-21 03:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,6.065,78.0, None,2018-05-21 04:00:00, None, None, None, None, None, 3.0, None, None, None, None, None, None,21
None,5.832,77.9, None,2018-05-21 05:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,5.715,77.5, None,2018-05-21 06:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,6.065,77.4, None,2018-05-21 07:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,6.269,74.1, None,2018-05-21 08:00:00, None, None, None, None, None, 2.0, None, None, None, None, None, None,21
None,6.816,55.24, None,2018-05-21 09:00:00, None, None, None, None, None, -2.0, None, None, None, None, None, None,21
None,7.67,47.98, None,2018-05-21 10:00:00, None, None, None, None, None, -3.0, None, None, None, None, None, None,21
None,8.54,37.41, None,2018-05-21 11:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,10.55,33.7, None,2018-05-21 12:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,9.91,32.44, None,2018-05-21 13:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,11.21,31.19, None,2018-05-21 14:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,11.79,32.56, None,2018-05-21 15:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,21
None,14.2,28.1, None,2018-05-21 16:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,21
None,14.44,25.97, None,2018-05-21 17:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,14.51,26.0, None,2018-05-21 18:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,14.35,25.76, None,2018-05-21 19:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,13.36,26.95, None,2018-05-21 20:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,10.52,28.31, None,2018-05-21 21:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,9.17,32.04, None,2018-05-21 22:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,9.1,32.69, None,2018-05-21 23:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,8.59,34.29, None,2018-05-22 00:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,8.58,31.57, None,2018-05-22 01:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,8.5,31.92, None,2018-05-22 02:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,8.81,33.79, None,2018-05-22 03:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,8.83,31.66, None,2018-05-22 04:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,9.2,29.07, None,2018-05-22 05:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,21
None,9.75,27.47, None,2018-05-22 06:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,21
None,11.78,26.24, None,2018-05-22 07:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,14.12,23.22, None,2018-05-22 08:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,15.49,21.53, None,2018-05-22 09:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,16.83,20.8, None,2018-05-22 10:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,17.72,20.36, None,2018-05-22 11:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,18.18,19.89, None,2018-05-22 12:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,18.49,19.41, None,2018-05-22 13:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,18.95,18.87, None,2018-05-22 14:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,19.48,19.28, None,2018-05-22 15:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,20.32,18.46, None,2018-05-22 16:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,21
None,21.43,18.01, None,2018-05-22 17:00:00, None, None, None, None, None, -4.0, None, None, None, None, None, None,21
None,20.88,17.6, None,2018-05-22 18:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,20.5,17.24, None,2018-05-22 19:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,19.59,17.51, None,2018-05-22 20:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,16.52,17.96, None,2018-05-22 21:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,21
None,14.74,18.37, None,2018-05-22 22:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,16.06,17.98, None,2018-05-22 23:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,21
None,15.75,17.22, None,2018-05-23 00:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,15.0,17.69, None,2018-05-23 01:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,14.93,17.84, None,2018-05-23 02:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,12.87,18.39, None,2018-05-23 03:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,21
None,13.05,18.4, None,2018-05-23 04:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,21
None,12.82,18.41, None,2018-05-23 05:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,21
None,13.13,18.5, None,2018-05-23 06:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,21
None,15.61,17.99, None,2018-05-23 07:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,17.6,17.34, None,2018-05-23 08:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,19.25,16.84, None,2018-05-23 09:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,19.29,16.89, None,2018-05-23 10:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,19.18,16.86, None,2018-05-23 11:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,21
None,19.74,16.76, None,2018-05-23 12:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,19.86,16.72, None,2018-05-23 13:00:00, None, None, None, None, None, -6.0, None, None, None, None, None, None,21
None,20.97,16.63, None,2018-05-23 14:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,20.42,17.09, None,2018-05-23 15:00:00, None, None, None, None, None, -5.0, None, None, None, None, None, None,21
None,15.54,17.71, None,2018-05-23 21:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,14.11,18.2, None,2018-05-23 22:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,21
None,12.75,18.85, None,2018-05-23 23:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,21
None,12.73,21.08, None,2018-05-24 00:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,21
None,12.55,18.73, None,2018-05-24 01:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,21
None,12.07,19.77, None,2018-05-24 02:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,21
None,10.76,19.57, None,2018-05-24 03:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,21
None,9.76,20.82, None,2018-05-24 04:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,21
None,8.57,23.0, None,2018-05-24 05:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,21
