station_observations
WDIR_VECT, time
318.4, 2021-12-20 20:00:00
310.3, 2021-12-20 21:00:00
317.3, 2021-12-20 22:00:00
317.2, 2021-12-20 23:00:00
317.8, 2021-12-21 00:00:00
319.9, 2021-12-21 01:00:00
298.2, 2021-12-21 02:00:00
302.1, 2021-12-21 03:00:00
301.1, 2021-12-21 04:00:00
313.2, 2021-12-21 05:00:00
306.7, 2021-12-21 06:00:00
349.6, 2021-12-21 07:00:00
324.7, 2021-12-21 08:00:00
316.1, 2021-12-21 09:00:00
270.4, 2021-12-21 10:00:00
158.5, 2021-12-21 11:00:00
138.2, 2021-12-21 12:00:00
124.0, 2021-12-21 13:00:00
180.6, 2021-12-21 14:00:00
220.5, 2021-12-21 15:00:00
227.3, 2021-12-21 16:00:00
203.1, 2021-12-21 17:00:00
213.0, 2021-12-21 18:00:00
306.5, 2021-12-21 19:00:00
299.7, 2021-12-21 20:00:00
299.4, 2021-12-21 21:00:00
299.0, 2021-12-21 22:00:00
313.2, 2021-12-21 23:00:00
297.7, 2021-12-22 00:00:00
355.8, 2021-12-22 01:00:00
277.7, 2021-12-22 02:00:00
199.0, 2021-12-22 03:00:00
200.0, 2021-12-22 04:00:00
190.7, 2021-12-22 05:00:00
183.1, 2021-12-22 06:00:00
179.9, 2021-12-22 07:00:00
184.5, 2021-12-22 08:00:00
177.3, 2021-12-22 09:00:00
181.3, 2021-12-22 10:00:00
179.2, 2021-12-22 11:00:00
170.7, 2021-12-22 12:00:00
177.3, 2021-12-22 13:00:00
178.9, 2021-12-22 14:00:00
171.1, 2021-12-22 15:00:00
175.0, 2021-12-22 16:00:00
171.9, 2021-12-22 17:00:00
179.9, 2021-12-22 18:00:00
182.5, 2021-12-22 19:00:00
175.8, 2021-12-22 20:00:00
173.1, 2021-12-22 21:00:00
180.2, 2021-12-22 22:00:00
187.2, 2021-12-22 23:00:00
180.2, 2021-12-23 00:00:00
185.7, 2021-12-23 01:00:00
174.6, 2021-12-23 02:00:00
172.9, 2021-12-23 03:00:00
186.7, 2021-12-23 04:00:00
183.0, 2021-12-23 05:00:00
181.7, 2021-12-23 06:00:00
190.2, 2021-12-23 07:00:00
190.3, 2021-12-23 08:00:00
188.5, 2021-12-23 09:00:00
190.4, 2021-12-23 10:00:00
186.0, 2021-12-23 11:00:00
187.2, 2021-12-23 12:00:00
183.7, 2021-12-23 13:00:00
180.0, 2021-12-23 14:00:00
186.9, 2021-12-23 15:00:00
203.1, 2021-12-23 16:00:00
183.5, 2021-12-23 17:00:00
189.7, 2021-12-23 18:00:00
184.0, 2021-12-23 19:00:00
203.5, 2021-12-23 20:00:00
290.8, 2021-12-23 21:00:00
268.5, 2021-12-23 22:00:00
169.8, 2021-12-23 23:00:00
185.6, 2021-12-24 00:00:00
183.5, 2021-12-24 01:00:00
183.1, 2021-12-24 02:00:00
178.0, 2021-12-24 03:00:00
172.6, 2021-12-24 04:00:00
169.5, 2021-12-24 05:00:00
174.4, 2021-12-24 06:00:00
173.3, 2021-12-24 07:00:00
167.6, 2021-12-24 08:00:00
177.9, 2021-12-24 09:00:00
174.8, 2021-12-24 10:00:00
160.7, 2021-12-24 11:00:00
167.7, 2021-12-24 12:00:00
167.7, 2021-12-24 13:00:00
