snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, None,2017-11-26 00:00:00,-4.9, None, 160.0, None,48
None, None,2017-11-26 01:00:00,-5.3, None, 160.0, None,48
None, None,2017-11-26 02:00:00,-5.5, None, 160.0, None,48
None, None,2017-11-26 03:00:00,-5.5, None, 158.0, None,48
None, None,2017-11-26 04:00:00,-5.4, None, 160.0, None,48
None, None,2017-11-26 05:00:00,-5.4, None, 160.0, None,48
None, None,2017-11-26 06:00:00,-5.2, None, 160.0, None,48
None, None,2017-11-26 07:00:00,-5.1, None, 159.0, None,48
None, None,2017-11-26 08:00:00,-5.2, None, 159.0, None,48
None, None,2017-11-26 09:00:00,-4.9, None, 159.0, None,48
None, None,2017-11-26 10:00:00,-4.8, None, 158.0, None,48
None, None,2017-11-26 11:00:00,-4.8, None, 157.0, None,48
None, None,2017-11-26 12:00:00,-4.8, None, 159.0, None,48
None, None,2017-11-26 13:00:00,-4.6, None, 159.0, None,48
None, None,2017-11-26 14:00:00,-4.3, None, 158.0, None,48
None, None,2017-11-26 15:00:00,-4.2, None, 157.0, None,48
None, None,2017-11-26 16:00:00,-3.7, None, 157.0, None,48
None, None,2017-11-26 17:00:00,-3.6, None, 158.0, None,48
None, None,2017-11-26 18:00:00,-3.3, None, 158.0, None,48
None, None,2017-11-26 19:00:00,-2.7, None, 161.0, None,48
None, None,2017-11-26 20:00:00,-2.5, None, 158.0, None,48
None, None,2017-11-26 21:00:00,-1.5, None, 161.0, None,48
None, None,2017-11-26 22:00:00,-1.9, None, 161.0, None,48
None, None,2017-11-26 23:00:00,-2.0, None, 160.0, None,48
None, None,2017-11-27 00:00:00,-2.1, None, 163.0, None,48
None, None,2017-11-27 01:00:00,-2.5, None, 158.0, None,48
None, None,2017-11-27 02:00:00,-2.6, None, 157.0, None,48
None, None,2017-11-27 03:00:00,-2.6, None, 156.0, None,48
None, None,2017-11-27 04:00:00,-3.0, None, 159.0, None,48
None, None,2017-11-27 05:00:00,-3.3, None, 158.0, None,48
None, None,2017-11-27 06:00:00,-3.8, None, 159.0, None,48
None, None,2017-11-27 07:00:00,-4.4, None, 160.0, None,48
None, None,2017-11-27 08:00:00,-4.2, None, None, None,48
None, None,2017-11-27 09:00:00,-4.1, None, 159.0, None,48
None, None,2017-11-27 10:00:00,-4.0, None, 156.0, None,48
None, None,2017-11-27 11:00:00,-3.8, None, 157.0, None,48
None, None,2017-11-27 12:00:00,-3.8, None, 149.0, None,48
None, None,2017-11-27 13:00:00,-3.9, None, 162.0, None,48
None, None,2017-11-27 14:00:00,-3.9, None, 165.0, None,48
None, None,2017-11-27 15:00:00,-3.8, None, 163.0, None,48
None, None,2017-11-27 16:00:00,-3.7, None, 165.0, None,48
None, None,2017-11-27 17:00:00,-3.6, None, 165.0, None,48
None, None,2017-11-27 18:00:00,-3.3, None, 166.0, None,48
None, None,2017-11-27 19:00:00,-3.2, None, 165.0, None,48
None, None,2017-11-27 20:00:00,-2.7, None, 166.0, None,48
None, None,2017-11-27 21:00:00,-1.7, None, 167.0, None,48
None, None,2017-11-27 22:00:00,-2.0, None, 167.0, None,48
None, None,2017-11-27 23:00:00,-2.2, None, 171.0, None,48
None, None,2017-11-28 00:00:00,-2.5, None, 167.0, None,48
None, None,2017-11-28 01:00:00,-2.8, None, 171.0, None,48
None, None,2017-11-28 02:00:00,-2.8, None, 170.0, None,48
None, None,2017-11-28 03:00:00,-3.5, None, 169.0, None,48
None, None,2017-11-28 04:00:00,-3.5, None, 169.0, None,48
None, None,2017-11-28 05:00:00,-3.5, None, 165.0, None,48
None, None,2017-11-28 06:00:00,-3.6, None, 165.0, None,48
None, None,2017-11-28 07:00:00,-3.5, None, 161.0, None,48
None, None,2017-11-28 08:00:00,-3.6, None, 168.0, None,48
None, None,2017-11-28 09:00:00,-3.6, None, 170.0, None,48
None, None,2017-11-28 10:00:00,-3.6, None, 167.0, None,48
None, None,2017-11-28 11:00:00,-3.7, None, 169.0, None,48
None, None,2017-11-28 12:00:00,-3.7, None, 175.0, None,48
None, None,2017-11-28 13:00:00,-3.6, None, 173.0, None,48
None, None,2017-11-28 14:00:00,-3.4, None, 173.0, None,48
None, None,2017-11-28 15:00:00,-3.4, None, 175.0, None,48
None, None,2017-11-28 16:00:00,-3.4, None, 177.0, None,48
None, None,2017-11-28 17:00:00,-3.0, None, 178.0, None,48
None, None,2017-11-28 18:00:00,-2.7, None, 175.0, None,48
None, None,2017-11-28 19:00:00,-2.2, None, 177.0, None,48
None, None,2017-11-28 20:00:00,-2.0, None, 175.0, None,48
None, None,2017-11-28 21:00:00,-1.2, None, 176.0, None,48
None, None,2017-11-28 22:00:00,-0.8, None, 175.0, None,48
None, None,2017-11-28 23:00:00,-1.3, None, 172.0, None,48
None, None,2017-11-29 00:00:00,-1.8, None, 171.0, None,48
None, None,2017-11-29 01:00:00,-1.7, None, 175.0, None,48
None, None,2017-11-29 02:00:00,-1.3, None, 177.0, None,48
None, None,2017-11-29 03:00:00,-1.2, None, None, None,48
None, None,2017-11-29 04:00:00,-1.0, None, 179.0, None,48
None, None,2017-11-29 05:00:00,-1.2, None, 176.0, None,48
None, None,2017-11-29 06:00:00,-1.1, None, 179.0, None,48
None, None,2017-11-29 07:00:00,-1.0, None, None, None,48
None, None,2017-11-29 08:00:00,-1.1, None, 177.0, None,48
None, None,2017-11-29 09:00:00,-1.2, None, 175.0, None,48
None, None,2017-11-29 10:00:00,-1.0, None, 175.0, None,48
None, None,2017-11-29 11:00:00,-1.0, None, 173.0, None,48
None, None,2017-11-29 12:00:00,-1.0, None, 177.0, None,48
None, None,2017-11-29 13:00:00,-1.4, None, 178.0, None,48
None, None,2017-11-29 14:00:00,-1.2, None, 179.0, None,48
None, None,2017-11-29 15:00:00,-1.2, None, 180.0, None,48
None, None,2017-11-29 16:00:00,-1.1, None, 181.0, None,48
None, None,2017-11-29 17:00:00,-0.9, None, 185.0, None,48
None, None,2017-11-29 18:00:00,-0.8, None, 189.0, None,48
None, None,2017-11-29 19:00:00,-1.5, None, None, None,48
None, None,2017-11-29 20:00:00,-1.3, None, 190.0, None,48
None, None,2017-11-29 21:00:00,-1.5, None, None, None,48
None, None,2017-11-29 22:00:00,-1.4, None, 191.0, None,48
None, None,2017-11-29 23:00:00,-1.5, None, 195.0, None,48
None, None,2017-11-30 00:00:00,-1.7, None, 199.0, None,48
None, None,2017-11-30 01:00:00,-1.7, None, 196.0, None,48
None, None,2017-11-30 02:00:00,-1.7, None, 196.0, None,48
None, None,2017-11-30 03:00:00,-1.7, None, 195.0, None,48
None, None,2017-11-30 04:00:00,-2.0, None, 196.0, None,48
None, None,2017-11-30 05:00:00,-1.7, None, 195.0, None,48
None, None,2017-11-30 06:00:00,-1.7, None, 194.0, None,48
None, None,2017-11-30 07:00:00,-1.8, None, 193.0, None,48
None, None,2017-11-30 08:00:00,-2.0, None, 192.0, None,48
None, None,2017-11-30 09:00:00,-1.7, None, 190.0, None,48
None, None,2017-11-30 10:00:00,-1.7, None, 191.0, None,48
None, None,2017-11-30 11:00:00,-1.8, None, 191.0, None,48
None, None,2017-11-30 12:00:00,-1.4, None, 188.0, None,48
None, None,2017-11-30 13:00:00,-1.7, None, 186.0, None,48
None, None,2017-11-30 14:00:00,-1.8, None, 191.0, None,48
None, None,2017-11-30 15:00:00,-1.5, None, 188.0, None,48
None, None,2017-11-30 16:00:00,-2.2, None, 192.0, None,48
None, None,2017-11-30 17:00:00,-1.7, None, 197.0, None,48
None, None,2017-11-30 18:00:00,-2.0, None, 197.0, None,48
None, None,2017-11-30 19:00:00,-1.9, None, 197.0, None,48
None, None,2017-11-30 20:00:00,-1.6, None, 202.0, None,48
None, None,2017-11-30 21:00:00,-1.6, None, 206.0, None,48
None, None,2017-11-30 22:00:00,-1.6, None, 206.0, None,48
None, None,2017-11-30 23:00:00,-1.9, None, 204.0, None,48
None, None,2017-12-01 00:00:00,-2.4, None, 204.0, None,48
None, None,2017-12-01 01:00:00,-2.6, None, 202.0, None,48
None, None,2017-12-01 02:00:00,-3.1, None, 202.0, None,48
None, None,2017-12-01 03:00:00,-3.0, None, 202.0, None,48
None, None,2017-12-01 04:00:00,-3.1, None, 205.0, None,48
None, None,2017-12-01 05:00:00,-3.0, None, 201.0, None,48
None, None,2017-12-01 06:00:00,-3.2, None, 203.0, None,48
None, None,2017-12-01 07:00:00,-3.2, None, 202.0, None,48
None, None,2017-12-01 08:00:00,-3.2, None, 201.0, None,48
None, None,2017-12-01 09:00:00,-3.3, None, 200.0, None,48
None, None,2017-12-01 10:00:00,-3.1, None, 201.0, None,48
None, None,2017-12-01 11:00:00,-3.4, None, 205.0, None,48
None, None,2017-12-01 12:00:00,-3.3, None, 204.0, None,48
None, None,2017-12-01 13:00:00,-3.3, None, 200.0, None,48
None, None,2017-12-01 14:00:00,-3.2, None, 204.0, None,48
None, None,2017-12-01 15:00:00,-3.3, None, 204.0, None,48
None, None,2017-12-01 16:00:00,-3.1, None, 204.0, None,48
None, None,2017-12-01 17:00:00,-3.2, None, 206.0, None,48
None, None,2017-12-01 18:00:00,-3.5, None, 203.0, None,48
None, None,2017-12-01 19:00:00,-3.1, None, 201.0, None,48
None, None,2017-12-01 20:00:00,-3.1, None, 201.0, None,48
None, None,2017-12-01 21:00:00,-2.7, None, 200.0, None,48
None, None,2017-12-01 22:00:00,-2.3, None, 194.0, None,48
None, None,2017-12-01 23:00:00,-2.8, None, 197.0, None,48
None, None,2017-12-02 00:00:00,-4.3, None, 200.0, None,48
None, None,2017-12-02 01:00:00,-4.5, None, 200.0, None,48
None, None,2017-12-02 02:00:00,-4.9, None, 199.0, None,48
None, None,2017-12-02 03:00:00,-5.4, None, 198.0, None,48
None, None,2017-12-02 04:00:00,-5.6, None, 198.0, None,48
None, None,2017-12-02 05:00:00,-6.1, None, None, None,48
None, None,2017-12-02 06:00:00,-6.0, None, 196.0, None,48
None, None,2017-12-02 07:00:00,-6.8, None, None, None,48
None, None,2017-12-02 08:00:00,-6.4, None, 196.0, None,48
None, None,2017-12-02 09:00:00,-5.9, None, 196.0, None,48
None, None,2017-12-02 10:00:00,-6.4, None, 195.0, None,48
None, None,2017-12-02 11:00:00,-6.4, None, 194.0, None,48
None, None,2017-12-02 12:00:00,-6.3, None, 193.0, None,48
None, None,2017-12-02 13:00:00,-6.2, None, 194.0, None,48
None, None,2017-12-02 14:00:00,-6.8, None, 194.0, None,48
None, None,2017-12-02 15:00:00,-6.6, None, 194.0, None,48
None, None,2017-12-02 16:00:00,-6.9, None, 192.0, None,48
None, None,2017-12-02 17:00:00,-7.3, None, 193.0, None,48
None, None,2017-12-02 18:00:00,-6.4, None, 192.0, None,48
None, None,2017-12-02 19:00:00,-6.3, None, 192.0, None,48
None, None,2017-12-02 20:00:00,-6.2, None, 192.0, None,48
None, None,2017-12-02 21:00:00,-6.5, None, 192.0, None,48
None, None,2017-12-02 22:00:00,-6.5, None, 191.0, None,48
None, None,2017-12-02 23:00:00,-7.1, None, 191.0, None,48
