AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,6.5, None,2021-02-26,-8.8,-4.4,9,,,,,,,,,,,,,,,,,,,,,,
,1.6, None,2021-02-27,-11.8,-3.1,9,,,,,,,,,,,,,,,,,,,,,,
,2.8, None,2021-02-28,-9.2,-3.7,9,,,,,,,,,,,,,,,,,,,,,,
,0.1, None,2021-03-01,-5.3,0.7,9,,,,,,,,,,,,,,,,,,,,,,
,0.4, None,2021-03-02,-6.9,2.6,9,,,,,,,,,,,,,,,,,,,,,,
,0.2, None,2021-03-03,-5.9,5.2,9,,,,,,,,,,,,,,,,,,,,,,
,0.3, None,2021-03-04,-7.8,6.9,9,,,,,,,,,,,,,,,,,,,,,,
,,,2021-02-26 00:00:00,,,9,, -3.476, 90.9,-3.0,0.0, 0.0, 0.0, 4.755,-5.0,0.0,-3.5,-3.5,1001.9,0.4, -5.0, 862.0,5.0,0.0,91.0,106.0, 106.4,862.0
,,,2021-02-26 01:00:00,,,9,, -3.523, 90.9,-3.0,0.0, 0.0, 0.0, 4.776,-5.0,0.0,-3.5,-3.5,1001.7,0.3, -5.0, 862.0,5.0,0.0,91.0,107.0, 106.5,862.0
,,,2021-02-26 02:00:00,,,9,, -3.593, 91.0,-3.0,0.0, 0.082, 0.0, 4.797,-5.0,0.0,-3.6,-3.6,1001.6,0.2, -5.0, 862.0,5.0,0.0,91.0,107.0, 106.6,862.0
,,,2021-02-26 03:00:00,,,9,, -3.639, 90.9,-3.0,0.0, 0.0, 0.0, 4.82,-5.0,0.0,-3.6,-3.6,1001.7,0.3, -5.0, 862.0,5.0,0.0,91.0,106.0, 106.1,862.0
,,,2021-02-26 04:00:00,,,9,, -3.7, 91.0,-3.0,0.0, 1.287, 0.0, 5.312,-5.0,0.0,-3.7,-3.7,1001.8,0.9, -5.0, 862.0,5.0,1.0,91.0,107.0, 106.9,862.0
,,,2021-02-26 05:00:00,,,9,, -3.788, 91.0,-3.0,0.0, 2.339, 0.0, 8.2,-5.0,0.0,-3.8,-3.8,1001.9,0.4, -5.0, 862.0,8.0,1.0,91.0,108.0, 108.2,862.0
,,,2021-02-26 06:00:00,,,9,, -3.927, 91.0,-3.0,0.0, 0.119, 0.0, 4.919,-5.0,0.0,-3.9,-3.9,1002.0,0.8, -5.0, 862.0,5.0,3.0,91.0,110.0, 110.3,862.0
,,,2021-02-26 07:00:00,,,9,, -3.99, 91.0,-3.9,0.0, 1.381, 0.0, 5.579,-5.0,0.0,-4.0,-4.0,1002.0,0.0, -5.0, 862.0,6.0,1.0,91.0,111.0, 110.9,862.0
,,,2021-02-26 08:00:00,,,9,, -3.171, 90.7,-3.2,0.0, 2.661, 0.0, 7.62,-4.0,0.0,-3.2,-4.0,1003.1,0.1, -4.0, 863.0,8.0,0.0,91.0,111.0, 111.1,863.0
,,,2021-02-26 09:00:00,,,9,, -3.421, 91.0,-3.1,0.0, 0.0, 0.0, 10.3,-5.0,0.0,-3.4,-4.0,1004.3,0.1, -5.0, 864.0,10.0,-1.0,91.0,110.0, 110.3,864.0
,,,2021-02-26 10:00:00,,,9,, -2.539, 90.5,-2.4,0.0, 4.159, 0.0, 6.341,-4.0,0.0,-2.5,-4.0,1004.1,0.4, -4.0, 864.0,6.0,0.0,91.0,110.0, 110.1,864.0
,,,2021-02-26 11:00:00,,,9,, -1.911, 90.8,-1.5,13.8, 29.81, 0.314, 47.2,-3.0,0.3,-1.9,-4.0,1005.2,0.1, -3.0, 865.0,47.0,0.0,91.0,110.0, 110.1,865.0
,,,2021-02-26 12:00:00,,,9,, 0.389, 89.1,0.4,14.1, 7.581, 1.482, 46.64,-1.0,1.5,0.4,-4.0,1004.8,0.1, -1.0, 865.0,47.0,-1.0,89.0,109.0, 108.8,865.0
,,,2021-02-26 13:00:00,,,9,, -1.808, 90.1,0.4,12.1, 15.56, 1.979, 48.03,-3.0,2.0,-1.8,-4.0,1005.2,0.0, -3.0, 865.0,48.0,-1.0,90.0,108.0, 108.2,865.0
,,,2021-02-26 14:00:00,,,9,, -1.373, 89.5,0.4,12.4, 4.22, 1.818, 44.24,-3.0,1.8,-1.4,-4.0,1005.2,-0.1, -3.0, 865.0,44.0,0.0,90.0,108.0, 108.0,865.0
,,,2021-02-26 15:00:00,,,9,, -1.86, 90.1,0.4,14.8, 4.811, 1.611, 41.24,-3.0,1.6,-1.9,-4.0,1005.3,0.0, -3.0, 865.0,41.0,0.0,90.0,108.0, 107.9,865.0
,,,2021-02-26 16:00:00,,,9,, -2.056, 89.9,0.4,15.3, 3.027, 1.193, 40.86,-3.0,1.2,-2.1,-4.0,1005.3,0.0, -3.0, 865.0,41.0,0.0,90.0,108.0, 107.6,865.0
,,,2021-02-26 17:00:00,,,9,, -3.005, 90.3,0.4,11.2, 5.614, 1.094, 46.12,-4.0,1.1,-3.0,-4.0,1005.5,-0.1, -4.0, 865.0,46.0,0.0,90.0,108.0, 107.5,865.0
,,,2021-02-26 18:00:00,,,9,, -3.971, 90.6,0.4,8.2, 5.055, 0.226, 48.77,-5.0,0.2,-4.0,-4.0,1005.7,-0.1, -5.0, 865.0,49.0,-1.0,91.0,107.0, 106.7,865.0
,,,2021-02-26 19:00:00,,,9,, -4.401, 90.6,-4.0,8.3, 2.302, 0.404, 47.06,-6.0,0.4,-4.4,-4.4,1006.9,-0.2, -6.0, 866.0,47.0,-1.0,91.0,106.0, 105.9,866.0
,,,2021-02-26 20:00:00,,,9,, -4.77, 90.6,-4.0,4.9, 15.38, 0.235, 46.72,-6.0,0.2,-4.8,-4.8,1006.9,0.0, -6.0, 866.0,47.0,0.0,91.0,106.0, 105.6,866.0
,,,2021-02-26 21:00:00,,,9,, -5.4, 90.8,-4.0,4.4, 12.19, 0.037, 6.657,-7.0,0.0,-5.4,-5.5,1007.0,0.0, -7.0, 866.0,7.0,0.0,91.0,105.0, 105.3,866.0
,,,2021-02-26 22:00:00,,,9,, -5.925, 90.8,-4.0,0.0, 2.376, 0.0, 9.51,-7.0,0.0,-5.9,-5.9,1008.1,-0.1, -7.0, 867.0,10.0,2.0,91.0,106.0, 106.3,867.0
,,,2021-02-26 23:00:00,,,9,, -5.238, 90.8,-4.0,0.0, 0.034, 0.0, 10.34,-6.0,0.0,-5.2,-6.1,1007.9,0.0, -6.0, 867.0,10.0,2.0,91.0,108.0, 107.9,867.0
,,,2021-02-27 00:00:00,,,9,, -5.078, 90.7,-4.0,0.0, 0.0, 0.0, 10.32,-6.0,0.0,-5.1,-6.1,1007.4,0.2, -6.0, 867.0,10.0,-1.0,91.0,107.0, 107.0,867.0
,,,2021-02-27 01:00:00,,,9,, -5.341, 90.7,-4.0,0.0, 0.052, 0.0, 10.32,-6.0,0.0,-5.3,-6.1,1009.0,0.0, -6.0, 868.0,10.0,0.0,91.0,107.0, 106.9,868.0
,,,2021-02-27 02:00:00,,,9,, -5.595, 90.7,-4.0,0.0, 0.082, 0.0, 10.33,-7.0,0.0,-5.6,-6.1,1010.2,0.1, -7.0, 869.0,10.0,0.0,91.0,107.0, 106.6,869.0
,,,2021-02-27 03:00:00,,,9,, -5.4, 90.7,-4.0,0.0, 0.11, 0.0, 10.32,-7.0,0.0,-5.4,-6.1,1010.2,0.1, -7.0, 869.0,10.0,-1.0,91.0,106.0, 105.6,869.0
,,,2021-02-27 04:00:00,,,9,, -5.303, 90.7,-4.0,0.0, 0.134, 0.0, 10.32,-6.0,0.0,-5.3,-6.1,1010.2,0.0, -6.0, 869.0,10.0,1.0,91.0,106.0, 105.9,869.0
,,,2021-02-27 05:00:00,,,9,, -5.497, 90.7,-4.0,0.0, 0.101, 0.0, 10.32,-7.0,0.0,-5.5,-6.1,1011.6,0.0, -7.0, 870.0,10.0,0.0,91.0,106.0, 106.0,870.0
,,,2021-02-27 06:00:00,,,9,, None, None,-4.0,0.0, None, None, None,-7.0,0.0,-6.2,-6.3,1013.1,-0.1, None, None,10.0,0.0,91.0,106.0, None,871.0
,,,2021-02-27 07:00:00,,,9,, -6.27, 90.7,-6.0,0.0, 0.0, 0.0, 10.33,-7.0,0.0,-6.3,-6.3,1014.3,-0.1, -7.0, 872.0,10.0,1.0,91.0,106.0, 105.9,872.0
,,,2021-02-27 08:00:00,,,9,, -6.413, 90.5,-6.0,0.0, 0.0, 0.0, 10.33,-8.0,0.0,-6.4,-6.4,1015.6,0.1, -8.0, 873.0,10.0,0.0,91.0,106.0, 105.7,873.0
,,,2021-02-27 09:00:00,,,9,, -5.565, 90.6,-5.6,0.0, 0.115, 0.0, 10.32,-7.0,0.0,-5.6,-6.5,1016.7,0.1, -7.0, 874.0,10.0,1.0,91.0,106.0, 106.2,874.0
,,,2021-02-27 10:00:00,,,9,, None, None,-4.8,0.0, None, None, None,-6.0,0.0,-4.7,-6.5,1016.6,0.4, None, None,10.0,1.0,90.0,106.0, None,874.0
,,,2021-02-27 11:00:00,,,9,, -2.904, 89.7,-2.9,0.1, 4.451, 0.0, 5.119,-4.0,0.0,-2.9,-6.5,1017.3,0.4, -4.0, 875.0,5.0,0.0,90.0,106.0, 106.3,875.0
,,,2021-02-27 12:00:00,,,9,, -0.742, 88.3,-0.4,13.6, 23.87, 1.152, 45.84,-2.0,1.2,-0.7,-6.5,1016.9,0.2, -2.0, 875.0,46.0,-1.0,88.0,106.0, 105.8,875.0
,,,2021-02-27 13:00:00,,,9,, -0.719, 87.8,-0.2,13.3, 3.813, 1.672, 46.72,-2.0,1.7,-0.7,-6.5,1017.0,0.0, -2.0, 875.0,47.0,1.0,88.0,106.0, 106.3,875.0
,,,2021-02-27 14:00:00,,,9,, -0.261, 86.9,0.3,16.8, 4.02, 1.884, 45.44,-2.0,1.9,-0.3,-6.5,1016.9,0.0, -2.0, 875.0,45.0,-3.0,87.0,103.0, 103.0,875.0
,,,2021-02-27 15:00:00,,,9,, -0.288, 87.8,0.5,13.2, 10.64, 2.01, 59.8,-2.0,2.0,-0.3,-6.5,1016.9,0.0, -2.0, 875.0,60.0,2.0,88.0,104.0, 104.3,875.0
,,,2021-02-27 16:00:00,,,9,, -0.938, 87.5,0.5,9.3, 3.526, 1.083, 73.52,-3.0,1.1,-0.9,-6.5,1017.0,-0.1, -3.0, 875.0,74.0,0.0,88.0,104.0, 104.0,875.0
