AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
11.0, 0.0, 0.0, 3.9, 0.0,2017-09-17 00:00:00, 256.0,46.0,38
11.3, None, 0.0, 5.4, None,2017-09-17 00:15:00, 283.0,47.0,38
12.9, None, 0.0, 6.0, None,2017-09-17 00:30:00, 288.0,45.0,38
13.0, None, 0.0, 5.2, None,2017-09-17 00:45:00, 275.0,46.0,38
13.3, 0.0, 0.0, 6.4, 0.0,2017-09-17 01:00:00, 294.0,44.0,38
14.0, None, 0.0, 7.9, None,2017-09-17 01:15:00, 283.0,41.0,38
13.7, None, 0.0, 6.7, None,2017-09-17 01:30:00, 289.0,41.0,38
13.4, None, 0.0, 6.6, None,2017-09-17 01:45:00, 272.0,43.0,38
13.3, 0.0, 0.0, 5.4, 0.0,2017-09-17 02:00:00, 292.0,42.0,38
13.3, None, 0.0, 7.1, None,2017-09-17 02:15:00, 283.0,44.0,38
13.0, None, 0.0, 7.0, None,2017-09-17 02:30:00, 294.0,46.0,38
13.2, None, 0.0, 10.2, None,2017-09-17 02:45:00, 280.0,45.0,38
13.2, 0.0, 0.0, 8.8, 0.0,2017-09-17 03:00:00, 278.0,45.0,38
13.3, None, 0.0, 8.8, None,2017-09-17 03:15:00, 275.0,46.0,38
13.4, None, 0.0, 10.2, None,2017-09-17 03:30:00, 270.0,46.0,38
13.2, None, 0.0, 9.8, None,2017-09-17 03:45:00, 272.0,49.0,38
12.7, 0.0, 0.0, 7.1, 0.0,2017-09-17 04:00:00, 259.0,52.0,38
12.4, None, 0.0, 11.2, None,2017-09-17 04:15:00, 250.0,54.0,38
12.3, None, 0.0, 11.9, None,2017-09-17 04:30:00, 252.0,55.0,38
12.1, None, 0.0, 12.3, None,2017-09-17 04:45:00, 254.0,56.0,38
11.9, 0.0, 0.0, 11.5, 0.001,2017-09-17 05:00:00, 257.0,58.0,38
11.7, None, 0.0, 10.4, None,2017-09-17 05:15:00, 264.0,60.0,38
11.3, None, 0.0, 9.8, None,2017-09-17 05:30:00, 261.0,61.0,38
11.3, None, 0.0, 12.6, None,2017-09-17 05:45:00, 264.0,63.0,38
11.2, -1.0, 0.0, 13.1, 0.0,2017-09-17 06:00:00, 268.0,67.0,38
11.0, None, 0.0, 12.0, None,2017-09-17 06:15:00, 277.0,70.0,38
11.0, None, 0.0, 12.9, None,2017-09-17 06:30:00, 268.0,73.0,38
10.9, None, 0.0, 16.4, None,2017-09-17 06:45:00, 276.0,75.0,38
10.8, 1.0, 0.0, 14.1, 0.0,2017-09-17 07:00:00, 277.0,77.0,38
10.9, None, 0.0, 10.3, None,2017-09-17 07:15:00, 291.0,77.0,38
11.2, None, 0.0, 15.5, None,2017-09-17 07:30:00, 271.0,77.0,38
11.4, None, 0.0, 15.6, None,2017-09-17 07:45:00, 272.0,76.0,38
11.6, 0.0, 0.0, 13.4, 0.0,2017-09-17 08:00:00, 266.0,75.0,38
12.5, None, 0.0, 9.8, None,2017-09-17 08:15:00, 260.0,69.0,38
12.7, None, 0.0, 10.8, None,2017-09-17 08:30:00, 267.0,71.0,38
12.3, None, 0.0, 11.4, None,2017-09-17 08:45:00, 265.0,71.0,38
12.3, 0.0, 0.0, 7.0, 0.002,2017-09-17 09:00:00, 264.0,69.0,38
12.5, None, 0.0, 10.5, None,2017-09-17 09:15:00, 268.0,69.0,38
12.7, None, 0.0, 11.4, None,2017-09-17 09:30:00, 258.0,68.0,38
12.6, None, 0.0, 10.2, None,2017-09-17 09:45:00, 250.0,67.0,38
12.9, -1.0, 0.0, 12.2, 0.001,2017-09-17 10:00:00, 242.0,64.0,38
13.1, None, 0.0, 8.7, None,2017-09-17 10:15:00, 230.0,63.0,38
13.1, None, 0.0, 5.5, None,2017-09-17 10:30:00, 215.0,65.0,38
12.0, None, 0.0, 8.0, None,2017-09-17 10:45:00, 223.0,77.0,38
11.5, 1.0, 0.0, 5.0, 0.001,2017-09-17 11:00:00, 216.0,85.0,38
11.6, None, 0.254, 4.2, None,2017-09-17 11:15:00, 216.0,84.0,38
11.5, None, 0.255, 3.0, None,2017-09-17 11:30:00, 209.0,86.0,38
11.3, None, 1.016, 2.9, None,2017-09-17 11:45:00, 234.0,91.0,38
11.3, 2.0, 0.508, 0.2, 0.0,2017-09-17 12:00:00, 212.0,86.0,38
11.3, None, 0.254, 0.9, None,2017-09-17 12:15:00, 137.0,85.0,38
11.3, None, 0.0, 4.4, None,2017-09-17 12:30:00, 142.0,87.0,38
11.7, None, 0.0, 3.4, None,2017-09-17 12:45:00, 132.0,90.0,38
11.9, 0.0, 0.254, 5.5, 0.0,2017-09-17 13:00:00, 207.0,89.0,38
11.5, None, 0.0, 8.5, None,2017-09-17 13:15:00, 232.0,88.0,38
11.2, None, 0.509, 7.5, None,2017-09-17 13:30:00, 192.0,90.0,38
10.7, None, 0.254, 7.5, None,2017-09-17 13:45:00, 201.0,94.0,38
10.7, 1.0, 0.508, 7.4, 0.002,2017-09-17 14:00:00, 216.0,95.0,38
10.7, None, 0.254, 10.2, None,2017-09-17 14:15:00, 244.0,94.0,38
10.5, None, 0.254, 13.4, None,2017-09-17 14:30:00, 245.0,93.0,38
10.6, None, 0.0, 14.2, None,2017-09-17 14:45:00, 246.0,91.0,38
10.6, 1.0, 0.0, 16.1, 0.0,2017-09-17 15:00:00, 246.0,88.0,38
10.4, None, 0.0, 16.9, None,2017-09-17 15:15:00, 246.0,90.0,38
10.3, None, 0.0, 14.9, None,2017-09-17 15:30:00, 248.0,89.0,38
10.1, None, 0.0, 17.1, None,2017-09-17 15:45:00, 249.0,86.0,38
10.1, 0.0, 0.0, 16.1, 0.001,2017-09-17 16:00:00, 253.0,88.0,38
10.1, None, 0.0, 14.7, None,2017-09-17 16:15:00, 247.0,86.0,38
10.1, None, 0.0, 14.1, None,2017-09-17 16:30:00, 253.0,86.0,38
10.0, None, 0.0, 13.7, None,2017-09-17 16:45:00, 249.0,87.0,38
9.6, -1.0, 0.0, 15.2, 0.001,2017-09-17 17:00:00, 251.0,85.0,38
9.5, None, 0.0, 12.5, None,2017-09-17 17:15:00, 256.0,88.0,38
9.4, None, 0.0, 11.6, None,2017-09-17 17:30:00, 256.0,87.0,38
9.3, None, 0.0, 9.3, None,2017-09-17 17:45:00, 259.0,88.0,38
9.3, 1.0, 0.0, 11.1, 0.0,2017-09-17 18:00:00, 253.0,87.0,38
9.2, None, 0.0, 10.2, None,2017-09-17 18:15:00, 253.0,86.0,38
8.9, None, 0.0, 9.7, None,2017-09-17 18:30:00, 253.0,88.0,38
8.8, None, 0.0, 9.5, None,2017-09-17 18:45:00, 247.0,88.0,38
8.6, 0.0, 0.0, 9.8, 0.0,2017-09-17 19:00:00, 246.0,90.0,38
8.4, None, 0.0, 9.7, None,2017-09-17 19:15:00, 245.0,91.0,38
8.2, None, 0.0, 6.9, None,2017-09-17 19:30:00, 237.0,91.0,38
7.9, None, 0.0, 6.5, None,2017-09-17 19:45:00, 251.0,93.0,38
8.0, 0.0, 0.0, 6.0, 0.0,2017-09-17 20:00:00, 243.0,93.0,38
7.8, None, 0.0, 4.8, None,2017-09-17 20:15:00, 237.0,94.0,38
7.7, None, 0.0, 2.8, None,2017-09-17 20:30:00, 242.0,95.0,38
7.6, None, 0.0, 4.3, None,2017-09-17 20:45:00, 239.0,94.0,38
7.1, 0.0, 0.0, 3.9, 0.0,2017-09-17 21:00:00, 271.0,96.0,38
6.7, None, 0.0, 0.0, None,2017-09-17 21:15:00, 264.0,96.0,38
6.4, None, 0.0, 3.7, None,2017-09-17 21:30:00, 243.0,97.0,38
6.2, None, 0.0, 4.0, None,2017-09-17 21:45:00, 252.0,98.0,38
6.2, 0.0, 0.0, 5.0, 0.0,2017-09-17 22:00:00, 263.0,98.0,38
6.6, None, 0.254, 5.4, None,2017-09-17 22:15:00, 262.0,98.0,38
6.6, None, 0.254, 3.5, None,2017-09-17 22:30:00, 258.0,98.0,38
6.6, None, 0.0, 1.2, None,2017-09-17 22:45:00, 260.0,98.0,38
6.7, 1.0, 0.0, 3.3, 0.0,2017-09-17 23:00:00, 257.0,99.0,38
6.5, None, 0.0, 5.2, None,2017-09-17 23:15:00, 255.0,99.0,38
6.5, None, 0.0, 4.8, None,2017-09-17 23:30:00, 249.0,99.0,38
6.2, None, 0.0, 4.4, None,2017-09-17 23:45:00, 262.0,99.0,38
6.1, 0.0, 0.0, 3.2, 0.002,2017-09-18 00:00:00, 268.0,99.0,38
6.2, None, 0.0, 6.8, None,2017-09-18 00:15:00, 234.0,99.0,38
6.2, None, 0.0, 7.6, None,2017-09-18 00:30:00, 234.0,99.0,38
6.5, None, 0.0, 6.5, None,2017-09-18 00:45:00, 258.0,99.0,38
6.5, 0.0, 0.254, 5.5, 0.001,2017-09-18 01:00:00, 266.0,99.0,38
6.7, None, 0.0, 5.3, None,2017-09-18 01:15:00, 264.0,99.0,38
6.5, None, 0.0, 5.9, None,2017-09-18 01:30:00, 269.0,99.0,38
6.3, None, 0.0, 6.7, None,2017-09-18 01:45:00, 265.0,98.0,38
6.0, 0.0, 0.0, 5.0, 0.001,2017-09-18 02:00:00, 269.0,98.0,38
5.9, None, 0.0, 4.6, None,2017-09-18 02:15:00, 252.0,98.0,38
6.1, None, 0.254, 4.8, None,2017-09-18 02:30:00, 266.0,98.0,38
6.2, None, 0.763, 5.3, None,2017-09-18 02:45:00, 274.0,98.0,38
6.2, 1.0, 0.0, 4.7, 0.0,2017-09-18 03:00:00, 279.0,97.0,38
6.1, None, 0.254, 4.5, None,2017-09-18 03:15:00, 259.0,97.0,38
6.0, None, 0.0, 4.1, None,2017-09-18 03:30:00, 269.0,98.0,38
5.9, None, 0.0, 4.9, None,2017-09-18 03:45:00, 282.0,98.0,38
6.0, 1.0, 0.0, 3.1, 0.002,2017-09-18 04:00:00, 266.0,99.0,38
