BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,75.5, None,2022-08-06 00:00:00, None,32
None, None, None,76.1, None,2022-08-06 01:00:00, None,32
None, None, None,73.8, None,2022-08-06 02:00:00, None,32
None, None, None,73.3, None,2022-08-06 03:00:00, None,32
None, None, None,74.8, None,2022-08-06 04:00:00, None,32
None, None, None,84.8, None,2022-08-06 05:00:00, None,32
None, None, None,92.8, None,2022-08-06 06:00:00, None,32
None, None, None,97.8, None,2022-08-06 07:00:00, None,32
None, None, None,97.4, None,2022-08-06 08:00:00, None,32
None, None, None,88.0, None,2022-08-06 09:00:00, None,32
None, None, None,69.2, None,2022-08-06 10:00:00, None,32
None, None, None,60.8, None,2022-08-06 11:00:00, None,32
None, None, None,58.0, None,2022-08-06 12:00:00, None,32
None, None, None,52.3, None,2022-08-06 13:00:00, None,32
None, None, None,46.8, None,2022-08-06 14:00:00, None,32
None, None, None,46.3, None,2022-08-06 15:00:00, None,32
None, None, None,48.4, None,2022-08-06 16:00:00, None,32
None, None, None,49.4, None,2022-08-06 17:00:00, None,32
None, None, None,52.3, None,2022-08-06 18:00:00, None,32
None, None, None,57.1, None,2022-08-06 19:00:00, None,32
None, None, None,63.2, None,2022-08-06 20:00:00, None,32
None, None, None,68.0, None,2022-08-06 21:00:00, None,32
None, None, None,74.6, None,2022-08-06 22:00:00, None,32
None, None, None,74.8, None,2022-08-06 23:00:00, None,32
None, None, None,81.3, None,2022-08-07 00:00:00, None,32
None, None, None,88.2, None,2022-08-07 01:00:00, None,32
None, None, None,85.7, None,2022-08-07 02:00:00, None,32
None, None, None,78.7, None,2022-08-07 03:00:00, None,32
None, None, None,77.7, None,2022-08-07 04:00:00, None,32
None, None, None,77.3, None,2022-08-07 05:00:00, None,32
None, None, None,70.8, None,2022-08-07 06:00:00, None,32
None, None, None,70.8, None,2022-08-07 07:00:00, None,32
None, None, None,58.5, None,2022-08-07 08:00:00, None,32
None, None, None,51.8, None,2022-08-07 09:00:00, None,32
