pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None,179.0, None, 12.7,12.4, 0.0, None, None, None,-3.0,2022-08-06 14:00:00, None,32
None, None,181.0, None, 10.5,10.5, 1.0, None, None, None,-4.0,2022-08-07 04:00:00, None,32
None, None,181.0, None, 13.3,12.6, 0.0, None, None, None,-3.0,2022-08-07 12:00:00, None,32
None, None,181.0, None, 12.6,12.6, 0.0, None, None, None,-2.0,2022-08-07 18:00:00, None,32
None, None,181.0, None, 7.6,7.5, 0.0, None, None, None,-4.0,2022-08-07 23:00:00, None,32
None, None,181.0, None, 6.4,6.4, 0.0, None, None, None,-5.0,2022-08-08 03:00:00, None,32
None, None,181.0, None, 4.6,4.5, 0.0, None, None, None,-6.0,2022-08-08 05:00:00, None,32
None, None,181.0, None, 4.7,4.5, 0.0, None, None, 0.0,-6.0,2022-08-08 06:00:00, None,32
None, None,181.0, None, 13.3,13.5, 0.0, None, None, None,-1.0,2022-08-08 21:00:00, None,32
None, None,181.0, None, 18.7,17.3, -1.0, None, None, None,-4.0,2022-08-09 12:00:00, None,32
None, None,181.0, None, 9.8,10.0, 0.0, None, None, None,-2.0,2022-08-10 03:00:00, None,32
None, None,181.0, None, 5.8,5.8, 0.0, None, None, None,-4.0,2022-08-10 06:00:00, None,32
None, None,181.0, None, 18.9,18.7, 0.0, None, None, None,3.0,2022-08-11 21:00:00, None,32
None, None,181.0, None, 9.8,9.9, 0.0, None, None, None,-2.0,2022-08-12 04:00:00, None,32
None, None,181.0, None, 24.5,23.6, 0.0, None, None, None,5.0,2022-08-12 16:00:00, None,32
None, None,181.0, None, 22.3,22.3, 0.0, None, None, None,5.0,2022-08-12 19:00:00, None,32
