time,TEMP_MEAN,HUMIDITY,week_of_year
2019-06-25 00:00:00,11.0, 78.8,26
2019-06-25 01:00:00,9.4, 89.7,26
2019-06-25 02:00:00,7.9, 99.8,26
2019-06-25 03:00:00,7.0, 100.0,26
2019-06-25 04:00:00,5.9, 100.0,26
2019-06-25 05:00:00,5.1, 100.0,26
2019-06-25 06:00:00,4.1, 100.0,26
2019-06-25 07:00:00,4.9, 100.0,26
2019-06-25 08:00:00,5.4, 100.0,26
2019-06-25 09:00:00,7.0, 100.0,26
2019-06-25 10:00:00,11.3, 83.0,26
2019-06-25 11:00:00,14.4, 61.3,26
2019-06-25 12:00:00,16.5, 51.9,26
2019-06-25 13:00:00,18.3, 43.5,26
2019-06-25 14:00:00,19.2, 38.7,26
2019-06-25 15:00:00,19.0, 37.8,26
2019-06-25 16:00:00,18.4, 45.2,26
2019-06-25 17:00:00,20.0, 36.0,26
2019-06-25 18:00:00,21.6, 29.0,26
2019-06-25 19:00:00,19.9, 34.3,26
2019-06-25 20:00:00,18.5, 40.7,26
2019-06-25 21:00:00,17.6, 45.6,26
2019-06-25 22:00:00,16.8, 46.9,26
2019-06-25 23:00:00,15.0, 54.3,26
2019-06-26 00:00:00,13.5, 60.4,26
2019-06-26 01:00:00,10.8, 70.8,26
2019-06-26 02:00:00,8.4, 78.6,26
2019-06-26 03:00:00,7.2, 84.7,26
2019-06-26 04:00:00,6.2, 93.8,26
2019-06-26 05:00:00,5.4, 100.0,26
2019-06-26 06:00:00,4.5, 100.0,26
2019-06-26 07:00:00,4.6, 100.0,26
2019-06-26 08:00:00,8.5, 88.2,26
2019-06-26 09:00:00,11.0, 72.6,26
2019-06-26 10:00:00,12.6, 65.0,26
2019-06-26 11:00:00,13.0, 64.3,26
2019-06-26 12:00:00,13.9, 62.7,26
2019-06-26 13:00:00,18.0, 46.7,26
2019-06-26 14:00:00,21.2, 32.8,26
2019-06-26 15:00:00,22.7, 29.3,26
2019-06-26 16:00:00,23.0, 29.2,26
2019-06-26 17:00:00,23.9, 23.9,26
2019-06-26 18:00:00,24.4, 21.8,26
2019-06-26 19:00:00,24.2, 23.3,26
2019-06-26 20:00:00,23.1, 28.2,26
2019-06-26 21:00:00,21.8, 30.9,26
2019-06-26 22:00:00,20.7, 32.9,26
2019-06-26 23:00:00,19.5, 36.6,26
2019-06-27 00:00:00,19.2, 39.0,26
2019-06-27 01:00:00,14.0, 84.6,26
2019-06-27 02:00:00,12.8, 99.5,26
2019-06-27 03:00:00,12.5, 100.0,26
2019-06-27 04:00:00,12.4, 100.0,26
2019-06-27 05:00:00,12.3, 100.0,26
2019-06-27 06:00:00,12.1, 100.0,26
2019-06-27 07:00:00,12.2, 100.0,26
2019-06-27 08:00:00,12.6, 100.0,26
2019-06-27 09:00:00,12.2, 100.0,26
2019-06-27 10:00:00,12.1, 100.0,26
2019-06-27 11:00:00,12.5, 100.0,26
2019-06-27 12:00:00,13.1, 100.0,26
2019-06-27 13:00:00,13.4, 100.0,26
2019-06-27 14:00:00,14.1, 94.7,26
2019-06-27 15:00:00,14.1, 92.2,26
2019-06-27 16:00:00,14.2, 89.1,26
2019-06-27 17:00:00,13.8, 94.1,26
2019-06-27 18:00:00,13.9, 87.1,26
2019-06-27 19:00:00,14.1, 83.4,26
2019-06-27 20:00:00,13.6, 86.2,26
2019-06-27 21:00:00,12.9, 88.0,26
2019-06-27 22:00:00,11.7, 94.0,26
2019-06-27 23:00:00,9.9, 100.0,26
2019-06-28 00:00:00,8.5, 100.0,26
2019-06-28 01:00:00,7.6, 100.0,26
2019-06-28 02:00:00,7.4, 100.0,26
2019-06-28 03:00:00,7.1, 100.0,26
2019-06-28 04:00:00,7.2, 100.0,26
2019-06-28 05:00:00,8.2, 100.0,26
2019-06-28 06:00:00,8.2, 100.0,26
2019-06-28 07:00:00,8.0, 100.0,26
2019-06-28 08:00:00,8.1, 100.0,26
2019-06-28 09:00:00,8.9, 100.0,26
2019-06-28 10:00:00,11.1, 94.3,26
2019-06-28 11:00:00,14.5, 69.7,26
2019-06-28 12:00:00,17.1, 51.8,26
2019-06-28 13:00:00,15.9, 55.0,26
2019-06-28 14:00:00,15.7, 52.7,26
2019-06-28 15:00:00,15.8, 58.6,26
2019-06-28 16:00:00,17.7, 46.1,26
2019-06-28 17:00:00,19.0, 37.6,26
2019-06-28 18:00:00,18.9, 36.2,26
2019-06-28 19:00:00,19.1, 34.9,26
2019-06-28 20:00:00,17.4, 45.8,26
2019-06-28 21:00:00,16.2, 49.3,26
2019-06-28 22:00:00,14.1, 53.0,26
2019-06-28 23:00:00,13.2, 59.7,26
2019-06-29 00:00:00,11.0, 83.0,26
2019-06-29 01:00:00,9.7, 85.2,26
2019-06-29 02:00:00,7.6, 98.8,26
2019-06-29 03:00:00,6.2, 100.0,26
2019-06-29 04:00:00,5.3, 100.0,26
2019-06-29 05:00:00,4.3, 100.0,26
2019-06-29 06:00:00,3.6, 100.0,26
2019-06-29 07:00:00,4.0, 100.0,26
2019-06-29 08:00:00,7.4, 99.8,26
2019-06-29 09:00:00,9.6, 80.5,26
2019-06-29 10:00:00,12.4, 66.8,26
2019-06-29 11:00:00,15.9, 53.1,26
2019-06-29 12:00:00,17.7, 38.7,26
2019-06-29 13:00:00,18.3, 36.0,26
2019-06-29 14:00:00,19.8, 32.9,26
2019-06-29 15:00:00,20.7, 27.5,26
2019-06-29 16:00:00,21.3, 23.5,26
2019-06-29 17:00:00,21.4, 22.8,26
2019-06-29 18:00:00,22.0, 22.4,26
2019-06-29 19:00:00,22.6, 20.4,26
2019-06-29 20:00:00,22.3, 22.8,26
2019-06-29 21:00:00,21.4, 25.6,26
2019-06-29 22:00:00,18.3, 35.9,26
2019-06-29 23:00:00,15.1, 46.5,26
2019-06-30 00:00:00,12.2, 57.8,26
2019-06-30 01:00:00,10.8, 64.9,26
2019-06-30 02:00:00,9.0, 74.1,26
2019-06-30 03:00:00,8.2, 77.8,26
2019-06-30 04:00:00,7.8, 77.3,26
2019-06-30 05:00:00,5.3, 87.0,26
2019-06-30 06:00:00,4.4, 98.8,26
2019-06-30 07:00:00,4.3, 100.0,26
2019-06-30 08:00:00,8.9, 79.0,26
2019-06-30 09:00:00,12.1, 62.5,26
2019-06-30 10:00:00,14.4, 54.2,26
2019-06-30 11:00:00,16.7, 45.8,26
2019-06-30 12:00:00,18.5, 37.1,26
2019-06-30 13:00:00,20.5, 32.5,26
2019-06-30 14:00:00,22.5, 28.4,26
2019-06-30 15:00:00,23.7, 23.5,26
2019-06-30 16:00:00,23.5, 23.1,26
2019-06-30 17:00:00,24.7, 21.5,26
2019-06-30 18:00:00,24.3, 22.7,26
2019-06-30 19:00:00,24.7, 21.9,26
2019-06-30 20:00:00,24.0, 25.1,26
2019-06-30 21:00:00,23.5, 29.9,26
2019-06-30 22:00:00,18.8, 44.5,26
2019-06-30 23:00:00,15.7, 54.6,26
2019-07-01 00:00:00,14.3, 59.7,26
2019-07-01 01:00:00,11.5, 74.2,26
2019-07-01 02:00:00,9.9, 79.0,26
2019-07-01 03:00:00,8.8, 81.6,26
2019-07-01 04:00:00,7.6, 85.7,26
2019-07-01 05:00:00,6.5, 96.3,26
2019-07-01 06:00:00,5.5, 100.0,26
2019-07-01 07:00:00,5.9, 100.0,26
2019-07-01 08:00:00,9.6, 85.9,26
2019-07-01 09:00:00,13.2, 64.5,26
2019-07-01 10:00:00,16.2, 50.9,26
2019-07-01 11:00:00,18.4, 44.4,26
2019-07-01 12:00:00,20.5, 35.1,26
2019-07-01 13:00:00,22.1, 31.4,26
2019-07-01 14:00:00,24.3, 28.4,26
2019-07-01 15:00:00,25.1, 25.3,26
2019-07-01 16:00:00,26.2, 22.6,26
2019-07-01 17:00:00,26.5, 21.0,26
2019-07-01 18:00:00,27.1, 18.1,26
2019-07-01 19:00:00,26.3, 20.9,26
2019-07-01 20:00:00,25.8, 23.6,26
2019-07-01 21:00:00,25.2, 24.6,26
2019-07-01 22:00:00,21.3, 34.8,26
2019-07-01 23:00:00,17.3, 47.5,26
