wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
320.0, None, None,0.0, None,3.4, None,-1.8, None, None, None,88.0,2019-12-24 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
309.0, None, None,0.0, None,2.0, None,-1.8, None, None, None,83.0,2019-12-24 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, None, None,0.0, None,0.0, None,-1.9, None, None, None,94.0,2019-12-24 02:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None,0.0, None,3.1, None,-1.9, None, None, None,92.0,2019-12-24 03:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, None, None,0.0, None,2.6, None,-2.0, None, None, None,97.0,2019-12-24 04:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, None, None,0.0, None,2.7, None,-2.1, None, None, None,97.0,2019-12-24 05:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None,0.0, None,1.7, None,-2.2, None, None, None,99.0,2019-12-24 06:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, None, None,0.0, None,3.4, None,-2.0, None, None, None,97.0,2019-12-24 07:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, None, None,0.0, None,1.9, None,-1.8, None, None, None,97.0,2019-12-24 08:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0, None, None,0.0, None,0.0, None,-0.9, None, None, None,93.0,2019-12-24 09:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0, None, None,0.0, None,2.0, None,-0.6, None, None, None,91.0,2019-12-24 10:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0, None, None,0.0, None,1.9, None,-0.2, None, None, None,89.0,2019-12-24 11:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0, None, None,0.0, None,4.4, None,0.8, None, None, None,82.0,2019-12-24 12:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0, None, None,0.6, None,3.3, None,0.7, None, None, None,86.0,2019-12-24 13:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0, None, None,0.0, None,2.6, None,-1.0, None, None, None,94.0,2019-12-24 14:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0, None, None,0.0, None,2.4, None,-1.3, None, None, None,93.0,2019-12-24 15:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, None, None,0.0, None,1.7, None,-1.4, None, None, None,95.0,2019-12-24 16:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,1.7, None,-1.5, None, None, None,97.0,2019-12-24 17:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, None, None,0.0, None,1.8, None,-1.6, None, None, None,97.0,2019-12-24 18:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0, None, None,0.0, None,1.7, None,-2.0, None, None, None,96.0,2019-12-24 19:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0, None, None,0.0, None,1.9, None,-2.0, None, None, None,97.0,2019-12-24 20:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, None, None,0.0, None,3.5, None,-1.6, None, None, None,81.0,2019-12-24 21:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0, None, None,0.0, None,1.7, None,-1.8, None, None, None,91.0,2019-12-24 22:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0, None, None,0.0, None,2.3, None,-1.9, None, None, None,90.0,2019-12-24 23:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0, None, None,0.0, None,1.7, None,-1.7, None, None, None,87.0,2019-12-25 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
271.0, None, None,0.0, None,2.2, None,-1.6, None, None, None,92.0,2019-12-25 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0, None, None,0.0, None,1.6, None,-1.8, None, None, None,94.0,2019-12-25 02:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None,0.0, None,1.6, None,-1.8, None, None, None,96.0,2019-12-25 03:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None,0.0, None,3.7, None,-1.8, None, None, None,94.0,2019-12-25 04:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None,0.0, None,4.5, None,-1.6, None, None, None,92.0,2019-12-25 05:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, None, None,0.0, None,3.4, None,-1.5, None, None, None,92.0,2019-12-25 06:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0, None, None,0.0, None,5.4, None,-1.5, None, None, None,93.0,2019-12-25 07:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0, None, None,0.0, None,4.8, None,-1.3, None, None, None,92.0,2019-12-25 08:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, None, None,0.0, None,5.4, None,-0.7, None, None, None,89.0,2019-12-25 09:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, None, None,0.0, None,6.8, None,-0.6, None, None, None,89.0,2019-12-25 10:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0, None, None,0.0, None,7.2, None,-0.6, None, None, None,85.0,2019-12-25 11:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0, None, None,0.0, None,5.3, None,-0.3, None, None, None,86.0,2019-12-25 12:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, None, None,0.0, None,5.6, None,-0.3, None, None, None,83.0,2019-12-25 13:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0, None, None,0.0, None,5.4, None,-0.6, None, None, None,87.0,2019-12-25 14:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0, None, None,0.0, None,2.6, None,-0.8, None, None, None,89.0,2019-12-25 15:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0, None, None,0.0, None,4.3, None,-1.0, None, None, None,88.0,2019-12-25 16:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, None, None,0.0, None,5.0, None,-1.0, None, None, None,90.0,2019-12-25 17:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, None, None,0.0, None,2.6, None,-1.1, None, None, None,89.0,2019-12-25 18:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, None, None,0.0, None,5.7, None,-1.3, None, None, None,89.0,2019-12-25 19:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0, None, None,0.0, None,6.3, None,-1.2, None, None, None,91.0,2019-12-25 20:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, None, None,0.0, None,5.6, None,-1.2, None, None, None,89.0,2019-12-25 21:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
251.0, None, None,0.0, None,1.7, None,-1.4, None, None, None,90.0,2019-12-25 22:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0, None, None,0.0, None,2.7, None,-1.6, None, None, None,90.0,2019-12-25 23:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, None, None,0.0, None,4.9, None,-1.7, None, None, None,89.0,2019-12-26 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, None, None,0.0, None,5.8, None,-1.6, None, None, None,88.0,2019-12-26 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0, None, None,0.0, None,3.3, None,-1.8, None, None, None,79.0,2019-12-26 17:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0, None, None,0.0, None,1.7, None,-2.0, None, None, None,77.0,2019-12-26 18:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0, None, None,0.0, None,3.2, None,-2.0, None, None, None,77.0,2019-12-26 19:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0, None, None,0.0, None,2.7, None,-2.1, None, None, None,78.0,2019-12-26 20:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0, None, None,0.0, None,1.8, None,-2.3, None, None, None,81.0,2019-12-26 21:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, None, None,0.0, None,1.8, None,-2.5, None, None, None,83.0,2019-12-26 22:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0, None, None,0.0, None,2.0, None,-2.6, None, None, None,91.0,2019-12-26 23:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
268.0, None, None,0.0, None,1.7, None,-2.8, None, None, None,96.0,2019-12-27 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0, None, None,0.0, None,3.0, None,-2.9, None, None, None,97.0,2019-12-27 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, None, None,0.0, None,1.6, None,-2.8, None, None, None,98.0,2019-12-27 02:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0, None, None,0.0, None,1.7, None,-2.8, None, None, None,99.0,2019-12-27 03:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0, None, None,0.0, None,0.0, None,-2.6, None, None, None,99.0,2019-12-27 04:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0, None, None,0.0, None,4.0, None,-2.2, None, None, None,99.0,2019-12-27 05:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0, None, None,0.0, None,2.9, None,-2.1, None, None, None,99.0,2019-12-27 06:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, None, None,0.0, None,4.5, None,-2.0, None, None, None,97.0,2019-12-27 07:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None,0.0, None,1.8, None,-1.8, None, None, None,98.0,2019-12-27 08:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0, None, None,0.0, None,1.8, None,-0.4, None, None, None,88.0,2019-12-27 09:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0, None, None,0.0, None,3.8, None,-0.7, None, None, None,89.0,2019-12-27 10:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0, None, None,0.2, None,2.6, None,0.0, None, None, None,86.0,2019-12-27 11:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0, None, None,0.2, None,1.7, None,0.6, None, None, None,88.0,2019-12-27 12:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0, None, None,0.2, None,1.7, None,0.3, None, None, None,90.0,2019-12-27 13:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0, None, None,0.2, None,1.7, None,0.0, None, None, None,90.0,2019-12-27 14:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, None, None,0.0, None,2.3, None,-2.0, None, None, None,97.0,2019-12-27 15:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0, None, None,0.0, None,3.8, None,-2.6, None, None, None,99.0,2019-12-27 16:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0, None, None,0.0, None,1.6, None,-1.9, None, None, None,98.0,2019-12-27 17:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, None, None,0.0, None,1.6, None,-1.7, None, None, None,98.0,2019-12-27 18:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,2.0, None,-1.7, None, None, None,97.0,2019-12-27 19:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
278.0, None, None,0.0, None,2.1, None,-1.8, None, None, None,99.0,2019-12-27 20:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0, None, None,0.0, None,2.1, None,-1.6, None, None, None,97.0,2019-12-27 21:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0, None, None,0.0, None,2.7, None,-1.8, None, None, None,98.0,2019-12-27 22:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
292.0, None, None,0.0, None,1.9, None,-1.8, None, None, None,96.0,2019-12-27 23:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
293.0, None, None,0.0, None,1.9, None,-1.8, None, None, None,95.0,2019-12-28 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,2.0, None,-1.8, None, None, None,97.0,2019-12-28 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
256.0, None, None,0.0, None,1.7, None,-1.8, None, None, None,96.0,2019-12-28 02:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, None, None,0.0, None,3.5, None,-1.9, None, None, None,91.0,2019-12-28 03:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0, None, None,0.0, None,2.2, None,-2.2, None, None, None,91.0,2019-12-28 04:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
275.0, None, None,0.0, None,1.8, None,-2.3, None, None, None,94.0,2019-12-28 05:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0, None, None,0.0, None,3.0, None,-2.2, None, None, None,92.0,2019-12-28 06:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0, None, None,0.0, None,1.6, None,-2.4, None, None, None,95.0,2019-12-28 07:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
277.0, None, None,0.0, None,2.7, None,-2.1, None, None, None,92.0,2019-12-28 08:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0, None, None,0.0, None,2.6, None,-1.6, None, None, None,91.0,2019-12-28 09:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0, None, None,0.0, None,2.8, None,-1.3, None, None, None,85.0,2019-12-28 10:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0, None, None,0.0, None,4.8, None,-0.6, None, None, None,82.0,2019-12-28 11:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0, None, None,0.0, None,5.9, None,-0.8, None, None, None,82.0,2019-12-28 12:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0, None, None,0.0, None,6.3, None,-0.9, None, None, None,84.0,2019-12-28 13:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0, None, None,0.0, None,5.0, None,-1.1, None, None, None,83.0,2019-12-28 14:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0, None, None,0.0, None,7.4, None,-1.3, None, None, None,86.0,2019-12-28 15:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0, None, None,0.0, None,6.6, None,-1.6, None, None, None,90.0,2019-12-28 16:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0, None, None,0.0, None,7.0, None,-1.5, None, None, None,89.0,2019-12-28 17:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0, None, None,0.0, None,9.3, None,-1.5, None, None, None,93.0,2019-12-28 18:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0, None, None,0.0, None,7.1, None,-1.8, None, None, None,97.0,2019-12-28 19:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0, None, None,0.0, None,3.1, None,-1.8, None, None, None,98.0,2019-12-28 20:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0, None, None,0.0, None,3.5, None,-1.8, None, None, None,98.0,2019-12-28 21:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0, None, None,0.0, None,2.3, None,-1.8, None, None, None,98.0,2019-12-28 22:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0, None, None,0.0, None,3.5, None,-1.8, None, None, None,98.0,2019-12-28 23:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0, None, None,0.0, None,2.2, None,-1.9, None, None, None,99.0,2019-12-29 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
261.0, None, None,0.0, None,2.3, None,-1.9, None, None, None,99.0,2019-12-29 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,2.2, None,-1.9, None, None, None,100.0,2019-12-29 02:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
253.0, None, None,0.0, None,3.3, None,-1.9, None, None, None,99.0,2019-12-29 03:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0, None, None,0.0, None,3.0, None,-1.9, None, None, None,99.0,2019-12-29 04:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
231.0, None, None,0.0, None,2.8, None,-2.0, None, None, None,99.0,2019-12-29 05:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
237.0, None, None,0.0, None,3.1, None,-2.0, None, None, None,99.0,2019-12-29 06:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,2.3, None,-1.9, None, None, None,100.0,2019-12-29 07:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,3.0, None,-1.3, None, None, None,99.0,2019-12-29 08:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
227.0, None, None,0.0, None,2.0, None,-0.1, None, None, None,89.0,2019-12-29 09:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0, None, None,0.0, None,1.9, None,0.9, None, None, None,85.0,2019-12-29 10:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0, None, None,0.4, None,2.6, None,2.3, None, None, None,79.0,2019-12-29 11:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0, None, None,1.0, None,3.4, None,1.3, None, None, None,84.0,2019-12-29 12:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0, None, None,0.4, None,2.9, None,1.2, None, None, None,88.0,2019-12-29 13:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0, None, None,0.4, None,1.6, None,0.6, None, None, None,88.0,2019-12-29 14:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0, None, None,0.2, None,0.0, None,-0.3, None, None, None,93.0,2019-12-29 15:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
253.0, None, None,0.0, None,1.6, None,-0.7, None, None, None,96.0,2019-12-29 16:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
277.0, None, None,0.0, None,1.6, None,-0.9, None, None, None,98.0,2019-12-29 17:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0, None, None,0.0, None,0.0, None,-1.0, None, None, None,99.0,2019-12-29 18:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, None, None,0.0, None,1.7, None,-1.4, None, None, None,100.0,2019-12-29 19:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0, None, None,0.0, None,2.0, None,-1.2, None, None, None,100.0,2019-12-29 20:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
276.0, None, None,0.0, None,2.2, None,-1.0, None, None, None,100.0,2019-12-29 21:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
245.0, None, None,0.0, None,2.1, None,-1.0, None, None, None,100.0,2019-12-29 22:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0, None, None,0.0, None,1.9, None,-1.0, None, None, None,100.0,2019-12-29 23:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0, None, None,0.0, None,2.1, None,-1.0, None, None, None,100.0,2019-12-30 00:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
259.0, None, None,0.0, None,2.4, None,-1.0, None, None, None,100.0,2019-12-30 01:00:00,52,,,,,,,,,,,,,,,,,,,,,,,,,,
