time,tasmin,tasmax,pcp,week_of_year
2016-12-16, None, -13.1,0.0,51
2016-12-17, -9.6, -2.3,4.5,51
2016-12-18, -2.7, 1.0,12.0,51
2016-12-19, -4.7, -0.4,0.8,51
2016-12-20, -4.3, 0.6,0.0,51
2016-12-21, -1.4, 0.4,49.0,51
2016-12-22, -3.4, -0.3,69.1,51
