pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
0.0, None, 0.0,295.0,1264.0, None,2023-01-08 00:00:00, -999.0, None, None, None,2
0.0, None, 0.0,295.0,1264.0, None,2023-01-08 01:00:00, -999.0, None, 416.0, None,2
0.0, None, 0.0,295.0,1264.0, None,2023-01-08 02:00:00, None, None, None, None,2
0.0, None, 0.0,295.0,1264.0, None,2023-01-08 03:00:00, None, None, None, None,2
0.0, None, 0.0,295.0,1264.0, None,2023-01-08 04:00:00, None, None, None, None,2
0.0, None, 0.0,295.0,1264.0, None,2023-01-08 05:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1264.0, None,2023-01-08 06:00:00, None, None, None, None,2
2.0, None, 1.0,295.0,1265.0, None,2023-01-08 07:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 08:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1265.0, None,2023-01-08 09:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 10:00:00, -999.0, None, 416.0, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 11:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 12:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 13:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 14:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 15:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 16:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 17:00:00, -999.0, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 18:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 19:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 20:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1265.0, None,2023-01-08 21:00:00, None, None, None, None,2
1.0, None, 0.0,294.0,1265.0, None,2023-01-08 22:00:00, None, None, None, None,2
1.0, None, 0.0,294.0,1265.0, None,2023-01-08 23:00:00, None, None, None, None,2
1.0, None, 0.0,294.0,1265.0, None,2023-01-09 00:00:00, None, None, None, None,2
1.0, None, 0.0,294.0,1265.0, None,2023-01-09 01:00:00, None, None, None, None,2
1.0, None, 0.0,294.0,1265.0, None,2023-01-09 02:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1265.0, None,2023-01-09 03:00:00, None, None, None, None,2
2.0, None, 1.0,295.0,1266.0, None,2023-01-09 04:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1266.0, None,2023-01-09 05:00:00, None, None, None, None,2
2.0, None, 0.0,295.0,1266.0, None,2023-01-09 06:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 07:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 08:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 09:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 10:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 11:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 12:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 13:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 14:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 15:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 16:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 17:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 18:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 19:00:00, None, None, None, None,2
1.0, None, None,295.0,1266.0, None,2023-01-09 21:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 22:00:00, None, None, None, None,2
1.0, None, 0.0,295.0,1266.0, None,2023-01-09 23:00:00, None, None, None, None,2
2.0, None, 1.0,295.0,1267.0, None,2023-01-10 00:00:00, None, None, None, None,2
3.0, None, 1.0,296.0,1268.0, None,2023-01-10 01:00:00, None, None, None, None,2
3.0, None, 0.0,296.0,1268.0, None,2023-01-10 02:00:00, None, None, None, None,2
3.0, None, 0.0,296.0,1268.0, None,2023-01-10 03:00:00, None, None, None, None,2
2.0, None, 0.0,296.0,1268.0, None,2023-01-10 04:00:00, None, None, None, None,2
2.0, None, 0.0,296.0,1268.0, None,2023-01-10 05:00:00, None, None, None, None,2
2.0, None, 0.0,296.0,1268.0, None,2023-01-10 06:00:00, None, None, None, None,2
1.0, None, None,296.0,1267.0, None,2023-01-10 07:00:00, None, None, None, None,2
2.0, None, 1.0,296.0,1268.0, None,2023-01-10 08:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 09:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 10:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 11:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 12:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 13:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 14:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 15:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 16:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 17:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 18:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 19:00:00, None, None, None, None,2
1.0, None, 0.0,297.0,1268.0, None,2023-01-10 20:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 21:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 22:00:00, None, None, None, None,2
2.0, None, 0.0,297.0,1268.0, None,2023-01-10 23:00:00, None, None, None, None,2
1.0, None, 0.0,297.0,1268.0, None,2023-01-11 00:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 01:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 02:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 03:00:00, -999.0, None, 416.0, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 04:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 05:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 06:00:00, None, None, None, None,2
1.0, None, 0.0,297.0,1268.0, None,2023-01-11 07:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 08:00:00, None, None, None, None,2
0.0, None, 0.0,297.0,1268.0, None,2023-01-11 09:00:00, None, None, None, None,2
None, None, None,297.0,1267.0, None,2023-01-11 10:00:00, None, None, None, None,2
0.0, None, 1.0,297.0,1268.0, None,2023-01-11 11:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 12:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 13:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 14:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 15:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 16:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 17:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 18:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 19:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 20:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 21:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 22:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-11 23:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 00:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 01:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 02:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 03:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 04:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 05:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 06:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 07:00:00, None, None, None, None,2
0.0, None, 0.0,298.0,1268.0, None,2023-01-12 08:00:00, None, None, None, None,2
None, None, None,298.0,1266.0, None,2023-01-12 09:00:00, None, None, None, None,2
2.0, None, 3.0,299.0,1269.0, None,2023-01-12 10:00:00, None, None, None, None,2
3.0, None, 2.0,300.0,1271.0, None,2023-01-12 11:00:00, None, None, None, None,2
2.0, None, None,300.0,1270.0, None,2023-01-12 12:00:00, None, None, None, None,2
2.0, None, 0.0,301.0,1270.0, None,2023-01-12 13:00:00, None, None, None, None,2
2.0, None, 0.0,301.0,1270.0, None,2023-01-12 14:00:00, None, None, None, None,2
2.0, None, 0.0,301.0,1270.0, None,2023-01-12 15:00:00, None, None, None, None,2
