ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
14.2,14.2,0.0,2018-12-10, 0.0,50
19.8,19.8,0.0,2018-12-11, 0.0,50
55.6,55.6,0.0,2018-12-12, 0.0,50
31.8,31.8,0.0,2018-12-13, 0.0,50
1.8,1.8,0.0,2018-12-14, 0.0,50
8.0,8.0,0.0,2018-12-15, 0.0,50
13.4,13.4,0.0,2018-12-16, 0.0,50
