pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None,10.1, 0.0, None, None,488.0, None,2019-09-17 00:00:00, None,38
None, None, None, None, None,9.3, 0.0, None, None,488.0, 0.0,2019-09-17 01:00:00, None,38
None, None, None, None, None,8.1, 0.0, None, None,488.0, None,2019-09-17 02:00:00, None,38
None, None, None, None, None,5.6, 0.0, None, None,489.0, None,2019-09-17 03:00:00, None,38
None, None, None, None, None,3.2, 0.0, None, None,489.0, None,2019-09-17 04:00:00, None,38
None, None, None, None, None,1.6, 0.0, None, None,489.0, None,2019-09-17 05:00:00, None,38
None, None, None, None, None,0.6, 0.0, None, None,490.0, None,2019-09-17 06:00:00, None,38
None, None, None, None, None,0.3, 0.0, None, None,490.0, None,2019-09-17 07:00:00, None,38
None, None, None, None, None,0.3, 0.0, None, None,490.0, None,2019-09-17 08:00:00, None,38
None, None, None, None, None,0.1, 0.0, None, None,490.0, None,2019-09-17 09:00:00, None,38
None, None, None, None, None,-0.3, 0.0, None, None,490.0, None,2019-09-17 10:00:00, None,38
None, None, None, None, None,-0.7, 0.0, None, None,490.0, None,2019-09-17 11:00:00, None,38
None, None, None, None, None,-0.9, 0.0, None, None,490.0, None,2019-09-17 12:00:00, None,38
None, None, None, None, None,-1.4, 0.0, None, None,491.0, None,2019-09-17 13:00:00, None,38
None, None, None, None, None,-1.6, 0.0, None, None,491.0, None,2019-09-17 14:00:00, None,38
None, None, None, None, None,-1.3, 0.0, None, None,491.0, None,2019-09-17 15:00:00, None,38
None, None, None, None, None,0.2, 0.0, None, None,491.0, None,2019-09-17 16:00:00, None,38
None, None, None, None, None,5.4, None, None, None,490.0, None,2019-09-17 17:00:00, None,38
None, None, None, None, None,11.3, None, None, None,491.0, None,2019-09-17 18:00:00, None,38
None, None, None, None, None,13.4, None, None, None,490.0, None,2019-09-17 19:00:00, None,38
None, None, None, None, None,16.6, None, None, None,489.0, None,2019-09-17 20:00:00, None,38
None, None, None, None, None,16.4, None, None, None,488.0, None,2019-09-17 21:00:00, None,38
None, None, None, None, None,16.2, None, None, None,488.0, None,2019-09-17 22:00:00, None,38
None, None, None, None, None,13.2, 0.0, None, None,488.0, None,2019-09-17 23:00:00, None,38
None, None, None, None, None,13.0, 0.0, None, None,488.0, None,2019-09-18 00:00:00, None,38
None, None, None, None, None,12.7, 0.0, None, None,488.0, 0.0,2019-09-18 01:00:00, None,38
None, None, None, None, None,9.0, 0.0, None, None,488.0, 0.0,2019-09-18 02:00:00, None,38
None, None, None, None, None,6.3, 0.0, None, None,488.0, None,2019-09-18 03:00:00, None,38
None, None, None, None, None,5.1, 0.0, None, None,489.0, None,2019-09-18 04:00:00, None,38
None, None, None, None, None,4.1, 0.0, None, None,489.0, None,2019-09-18 05:00:00, None,38
None, None, None, None, None,3.1, 0.0, None, None,489.0, None,2019-09-18 06:00:00, None,38
None, None, None, None, None,2.0, 0.0, None, None,490.0, None,2019-09-18 07:00:00, None,38
None, None, None, None, None,1.5, 0.0, None, None,490.0, None,2019-09-18 08:00:00, None,38
None, None, None, None, None,0.9, 0.0, None, None,490.0, None,2019-09-18 09:00:00, None,38
None, None, None, None, None,0.2, 0.0, None, None,490.0, None,2019-09-18 10:00:00, None,38
None, None, None, None, None,-0.3, 0.0, None, None,490.0, None,2019-09-18 11:00:00, None,38
None, None, None, None, None,-0.8, 0.0, None, None,490.0, None,2019-09-18 12:00:00, None,38
None, None, None, None, None,-1.0, 0.0, None, None,490.0, None,2019-09-18 13:00:00, None,38
None, None, None, None, None,-1.3, 0.0, None, None,490.0, None,2019-09-18 14:00:00, None,38
None, None, None, None, None,-1.4, 0.0, None, None,490.0, None,2019-09-18 15:00:00, None,38
None, None, None, None, None,-0.3, 0.0, None, None,490.0, None,2019-09-18 16:00:00, None,38
None, None, None, None, None,6.6, None, None, None,491.0, None,2019-09-18 17:00:00, None,38
None, None, None, None, None,10.2, None, None, None,490.0, None,2019-09-18 18:00:00, None,38
None, None, None, None, None,9.6, 0.0, None, None,489.0, None,2019-09-18 19:00:00, None,38
None, None, None, None, None,9.8, 0.0, None, None,489.0, None,2019-09-18 20:00:00, None,38
None, None, None, None, None,9.5, 0.0, None, None,488.0, None,2019-09-18 21:00:00, None,38
None, None, None, None, None,9.9, 0.0, None, None,489.0, None,2019-09-18 22:00:00, None,38
None, None, None, None, None,9.3, 0.0, None, None,488.0, None,2019-09-18 23:00:00, None,38
None, None, None, None, None,8.1, 0.0, None, None,489.0, None,2019-09-19 00:00:00, None,38
None, None, None, None, None,8.5, 0.0, None, None,489.0, None,2019-09-19 01:00:00, None,38
None, None, None, None, None,8.6, 0.0, None, None,489.0, None,2019-09-19 02:00:00, None,38
None, None, None, None, None,8.5, 0.0, None, None,489.0, None,2019-09-19 03:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,489.0, None,2019-09-19 04:00:00, None,38
None, None, None, None, None,7.9, 0.0, None, None,489.0, None,2019-09-19 05:00:00, None,38
None, None, None, None, None,7.6, 0.0, None, None,489.0, None,2019-09-19 06:00:00, None,38
None, None, None, None, None,7.3, 0.0, None, None,489.0, None,2019-09-19 07:00:00, None,38
None, None, None, None, None,7.3, 0.0, None, None,489.0, None,2019-09-19 08:00:00, None,38
None, None, None, None, None,7.2, 0.0, None, None,489.0, None,2019-09-19 09:00:00, None,38
None, None, None, None, None,6.9, 0.0, None, None,489.0, None,2019-09-19 10:00:00, None,38
None, None, None, None, None,6.8, 0.0, None, None,489.0, None,2019-09-19 11:00:00, None,38
None, None, None, None, None,6.8, 0.0, None, None,490.0, None,2019-09-19 12:00:00, None,38
None, None, None, None, None,6.7, 0.0, None, None,489.0, None,2019-09-19 13:00:00, None,38
None, None, None, None, None,6.7, 0.0, None, None,489.0, None,2019-09-19 14:00:00, None,38
None, None, None, None, None,6.7, 0.0, None, None,490.0, None,2019-09-19 15:00:00, None,38
None, None, None, None, None,6.9, 0.0, None, None,490.0, None,2019-09-19 16:00:00, None,38
None, None, None, None, None,7.4, 0.0, None, None,489.0, None,2019-09-19 17:00:00, None,38
None, None, None, None, None,7.7, 0.0, None, None,490.0, None,2019-09-19 18:00:00, None,38
None, None, None, None, None,9.9, 0.0, None, None,490.0, None,2019-09-19 19:00:00, None,38
None, None, None, None, None,9.8, 1.0, None, None,490.0, None,2019-09-19 20:00:00, None,38
None, None, None, None, None,12.4, 0.0, None, None,489.0, None,2019-09-19 21:00:00, None,38
None, None, None, None, None,11.5, 0.0, None, None,489.0, 0.0,2019-09-19 22:00:00, None,38
None, None, None, None, None,9.9, 0.0, None, None,489.0, 0.0,2019-09-19 23:00:00, None,38
None, None, None, None, None,9.1, 0.0, None, None,489.0, 0.0,2019-09-20 00:00:00, None,38
None, None, None, None, None,8.8, 0.0, None, None,490.0, 0.0,2019-09-20 01:00:00, None,38
None, None, None, None, None,8.6, 0.0, None, None,490.0, 0.0,2019-09-20 02:00:00, None,38
None, None, None, None, None,7.8, 0.0, None, None,490.0, 0.0,2019-09-20 03:00:00, None,38
None, None, None, None, None,6.8, 0.0, None, None,490.0, None,2019-09-20 04:00:00, None,38
None, None, None, None, None,6.8, 0.0, None, None,490.0, None,2019-09-20 05:00:00, None,38
None, None, None, None, None,6.9, 0.0, None, None,490.0, None,2019-09-20 06:00:00, None,38
None, None, None, None, None,6.9, 0.0, None, None,490.0, None,2019-09-20 07:00:00, None,38
None, None, None, None, None,6.6, 0.0, None, None,490.0, None,2019-09-20 08:00:00, None,38
None, None, None, None, None,6.3, 0.0, None, None,490.0, None,2019-09-20 09:00:00, None,38
None, None, None, None, None,6.4, 0.0, None, None,490.0, None,2019-09-20 10:00:00, None,38
None, None, None, None, None,6.2, 0.0, None, None,490.0, None,2019-09-20 11:00:00, None,38
None, None, None, None, None,6.0, 0.0, None, None,490.0, None,2019-09-20 12:00:00, None,38
None, None, None, None, None,5.8, 0.0, None, None,491.0, None,2019-09-20 13:00:00, None,38
None, None, None, None, None,5.5, 0.0, None, None,491.0, None,2019-09-20 14:00:00, None,38
None, None, None, None, None,5.4, 0.0, None, None,493.0, None,2019-09-20 15:00:00, None,38
None, None, None, None, None,5.3, 0.0, None, None,494.0, None,2019-09-20 16:00:00, None,38
None, None, None, None, None,5.5, 0.0, None, None,494.0, None,2019-09-20 17:00:00, None,38
None, None, None, None, None,5.9, 0.0, None, None,493.0, None,2019-09-20 18:00:00, None,38
None, None, None, None, None,6.4, 0.0, None, None,494.0, None,2019-09-20 19:00:00, None,38
None, None, None, None, None,7.7, 0.0, None, None,494.0, None,2019-09-20 20:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,493.0, None,2019-09-20 21:00:00, None,38
None, None, None, None, None,8.5, 0.0, None, None,493.0, None,2019-09-20 22:00:00, None,38
None, None, None, None, None,9.1, 0.0, None, None,493.0, None,2019-09-20 23:00:00, None,38
None, None, None, None, None,9.7, 0.0, None, None,493.0, None,2019-09-21 00:00:00, None,38
None, None, None, None, None,8.5, 0.0, None, None,493.0, None,2019-09-21 01:00:00, None,38
None, None, None, None, None,8.2, 0.0, None, None,493.0, None,2019-09-21 02:00:00, None,38
None, None, None, None, None,8.2, 0.0, None, None,493.0, None,2019-09-21 03:00:00, None,38
None, None, None, None, None,8.1, 0.0, None, None,493.0, None,2019-09-21 04:00:00, None,38
None, None, None, None, None,8.6, 0.0, None, None,493.0, None,2019-09-21 05:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,493.0, None,2019-09-21 06:00:00, None,38
None, None, None, None, None,8.5, 0.0, None, None,493.0, None,2019-09-21 07:00:00, None,38
None, None, None, None, None,8.2, 0.0, None, None,493.0, None,2019-09-21 08:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,494.0, None,2019-09-21 09:00:00, None,38
None, None, None, None, None,8.7, 0.0, None, None,494.0, None,2019-09-21 10:00:00, None,38
None, None, None, None, None,8.6, 0.0, None, None,494.0, None,2019-09-21 11:00:00, None,38
None, None, None, None, None,9.0, 0.0, None, None,494.0, None,2019-09-21 12:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,494.0, None,2019-09-21 13:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,495.0, None,2019-09-21 14:00:00, None,38
None, None, None, None, None,8.5, 0.0, None, None,495.0, None,2019-09-21 15:00:00, None,38
None, None, None, None, None,8.7, 0.0, None, None,495.0, None,2019-09-21 16:00:00, None,38
None, None, None, None, None,9.3, 0.0, None, None,495.0, None,2019-09-21 17:00:00, None,38
None, None, None, None, None,9.0, 0.0, None, None,495.0, None,2019-09-21 18:00:00, None,38
None, None, None, None, None,9.7, 0.0, None, None,496.0, None,2019-09-21 19:00:00, None,38
None, None, None, None, None,10.6, 0.0, None, None,496.0, None,2019-09-21 20:00:00, None,38
None, None, None, None, None,10.9, 0.0, None, None,496.0, None,2019-09-21 21:00:00, None,38
None, None, None, None, None,10.9, 0.0, None, None,496.0, 0.0,2019-09-21 22:00:00, None,38
None, None, None, None, None,10.3, 0.0, None, None,496.0, 0.0,2019-09-21 23:00:00, None,38
None, None, None, None, None,11.0, 0.0, None, None,496.0, None,2019-09-22 00:00:00, None,38
None, None, None, None, None,8.9, 0.0, None, None,496.0, 0.0,2019-09-22 01:00:00, None,38
None, None, None, None, None,8.3, 0.0, None, None,496.0, None,2019-09-22 02:00:00, None,38
None, None, None, None, None,7.5, 0.0, None, None,496.0, None,2019-09-22 03:00:00, None,38
None, None, None, None, None,6.6, 0.0, None, None,497.0, None,2019-09-22 04:00:00, None,38
None, None, None, None, None,6.3, 0.0, None, None,497.0, None,2019-09-22 05:00:00, None,38
None, None, None, None, None,5.8, 0.0, None, None,497.0, None,2019-09-22 06:00:00, None,38
None, None, None, None, None,5.9, 0.0, None, None,497.0, None,2019-09-22 07:00:00, None,38
None, None, None, None, None,5.5, 0.0, None, None,497.0, None,2019-09-22 08:00:00, None,38
None, None, None, None, None,5.3, 0.0, None, None,497.0, None,2019-09-22 09:00:00, None,38
None, None, None, None, None,4.9, 0.0, None, None,497.0, None,2019-09-22 10:00:00, None,38
None, None, None, None, None,4.7, 0.0, None, None,497.0, None,2019-09-22 11:00:00, None,38
None, None, None, None, None,4.5, 0.0, None, None,497.0, None,2019-09-22 12:00:00, None,38
None, None, None, None, None,4.2, 0.0, None, None,497.0, None,2019-09-22 13:00:00, None,38
None, None, None, None, None,4.0, 0.0, None, None,497.0, None,2019-09-22 14:00:00, None,38
None, None, None, None, None,3.8, 0.0, None, None,498.0, None,2019-09-22 15:00:00, None,38
None, None, None, None, None,4.1, 0.0, None, None,497.0, None,2019-09-22 16:00:00, None,38
None, None, None, None, None,4.5, 0.0, None, None,497.0, None,2019-09-22 17:00:00, None,38
None, None, None, None, None,4.4, 0.0, None, None,497.0, None,2019-09-22 18:00:00, None,38
None, None, None, None, None,6.0, 0.0, None, None,497.0, None,2019-09-22 19:00:00, None,38
None, None, None, None, None,6.1, 0.0, None, None,497.0, None,2019-09-22 20:00:00, None,38
None, None, None, None, None,7.9, 0.0, None, None,497.0, None,2019-09-22 21:00:00, None,38
None, None, None, None, None,6.2, 0.0, None, None,497.0, None,2019-09-22 22:00:00, None,38
None, None, None, None, None,6.5, 0.0, None, None,497.0, None,2019-09-22 23:00:00, None,38
None, None, None, None, None,6.0, 0.0, None, None,497.0, None,2019-09-23 00:00:00, None,38
None, None, None, None, None,5.6, 0.0, None, None,497.0, None,2019-09-23 01:00:00, None,38
None, None, None, None, None,5.0, 0.0, None, None,497.0, None,2019-09-23 02:00:00, None,38
None, None, None, None, None,4.1, 0.0, None, None,497.0, None,2019-09-23 03:00:00, None,38
None, None, None, None, None,3.6, 0.0, None, None,497.0, None,2019-09-23 04:00:00, None,38
None, None, None, None, None,3.4, 0.0, None, None,497.0, None,2019-09-23 05:00:00, None,38
None, None, None, None, None,3.6, 0.0, None, None,497.0, None,2019-09-23 06:00:00, None,38
None, None, None, None, None,3.5, 0.0, None, None,497.0, None,2019-09-23 07:00:00, None,38
None, None, None, None, None,3.4, 0.0, None, None,497.0, None,2019-09-23 08:00:00, None,38
None, None, None, None, None,3.0, 0.0, None, None,497.0, None,2019-09-23 09:00:00, None,38
None, None, None, None, None,2.2, 0.0, None, None,498.0, None,2019-09-23 10:00:00, None,38
None, None, None, None, None,1.9, 0.0, None, None,498.0, None,2019-09-23 11:00:00, None,38
None, None, None, None, None,2.2, 0.0, None, None,498.0, None,2019-09-23 12:00:00, None,38
None, None, None, None, None,2.0, 0.0, None, None,498.0, None,2019-09-23 13:00:00, None,38
None, None, None, None, None,1.7, 0.0, None, None,498.0, None,2019-09-23 14:00:00, None,38
None, None, None, None, None,2.1, 0.0, None, None,498.0, None,2019-09-23 15:00:00, None,38
None, None, None, None, None,1.8, 0.0, None, None,499.0, None,2019-09-23 16:00:00, None,38
None, None, None, None, None,2.1, 0.0, None, None,500.0, None,2019-09-23 17:00:00, None,38
None, None, None, None, None,2.3, 0.0, None, None,500.0, None,2019-09-23 18:00:00, None,38
None, None, None, None, None,2.4, 0.0, None, None,501.0, None,2019-09-23 19:00:00, None,38
None, None, None, None, None,2.4, 0.0, None, None,501.0, None,2019-09-23 20:00:00, None,38
None, None, None, None, None,2.9, 0.0, None, None,502.0, None,2019-09-23 21:00:00, None,38
None, None, None, None, None,4.2, 0.0, None, None,502.0, None,2019-09-23 22:00:00, None,38
None, None, None, None, None,5.3, 0.0, None, None,501.0, None,2019-09-23 23:00:00, None,38
