pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None,0.07, None, None, None, None, None, None, None, None, None, None,2017-11-19 00:00:00, None, None,47
None,0.051, None, None, None, None, None, None, None, None, None, None,2017-11-19 01:00:00, None, None,47
None,0.051, None, None, None, None, None, None, None, None, None, None,2017-11-19 02:00:00, None, None,47
None,0.032, None, None, None, None, None, None, None, None, None, None,2017-11-19 03:00:00, None, None,47
None,0.079, None, None, None, None, None, None, None, None, None, None,2017-11-19 04:00:00, None, None,47
None,0.098, None, None, None, None, None, None, None, None, None, None,2017-11-19 05:00:00, None, None,47
None,0.088, None, None, None, None, None, None, None, None, None, None,2017-11-19 06:00:00, None, None,47
None,0.24, None, None, None, None, None, None, None, None, None, None,2017-11-19 07:00:00, None, None,47
None,0.117, None, None, None, None, None, None, None, None, None, None,2017-11-19 08:00:00, None, None,47
None,0.164, None, None, None, None, None, None, None, None, None, None,2017-11-19 09:00:00, None, None,47
None,0.183, None, None, None, None, None, None, None, None, None, None,2017-11-19 10:00:00, None, None,47
None,0.467, None, None, None, None, None, None, None, None, None, None,2017-11-19 11:00:00, None, None,47
None,0.978, None, None, None, None, None, None, None, None, None, None,2017-11-19 12:00:00, None, None,47
None,1.073, None, None, None, None, None, None, None, None, None, None,2017-11-19 13:00:00, None, None,47
None,1.234, None, None, None, None, None, None, None, None, None, None,2017-11-19 14:00:00, None, None,47
None,1.252, None, None, None, None, None, None, None, None, None, None,2017-11-19 15:00:00, None, None,47
None,1.176, None, None, None, None, None, None, None, None, None, None,2017-11-19 16:00:00, None, None,47
None,1.053, None, None, None, None, None, None, None, None, None, None,2017-11-19 17:00:00, None, None,47
None,0.826, None, None, None, None, None, None, None, None, None, None,2017-11-19 18:00:00, None, None,47
None,0.987, None, None, None, None, None, None, None, None, None, None,2017-11-19 19:00:00, None, None,47
None,1.271, None, None, None, None, None, None, None, None, None, None,2017-11-19 20:00:00, None, None,47
None,1.432, None, None, None, None, None, None, None, None, None, None,2017-11-19 21:00:00, None, None,47
None,1.403, None, None, None, None, None, None, None, None, None, None,2017-11-20 00:00:00, None, None,47
None,1.214, None, None, None, None, None, None, None, None, None, None,2017-11-20 01:00:00, None, None,47
None,1.451, None, None, None, None, None, None, None, None, None, None,2017-11-20 02:00:00, None, None,47
None,2.028, None, None, None, None, None, None, None, None, None, None,2017-11-20 03:00:00, None, None,47
None,0.968, None, None, None, None, None, None, None, None, None, None,2017-11-20 04:00:00, None, None,47
None,0.779, None, None, None, None, None, None, None, None, None, None,2017-11-20 05:00:00, None, None,47
None,1.082, None, None, None, None, None, None, None, None, None, None,2017-11-20 06:00:00, None, None,47
None,0.987, None, None, None, None, None, None, None, None, None, None,2017-11-20 07:00:00, None, None,47
None,0.949, None, None, None, None, None, None, None, None, None, None,2017-11-20 08:00:00, None, None,47
None,0.977, None, None, None, None, None, None, None, None, None, None,2017-11-20 09:00:00, None, None,47
None,1.185, None, None, None, None, None, None, None, None, None, None,2017-11-20 10:00:00, None, None,47
None,1.687, None, None, None, None, None, None, None, None, None, None,2017-11-20 11:00:00, None, None,47
None,1.733, None, None, None, None, None, None, None, None, None, None,2017-11-20 12:00:00, None, None,47
None,1.657, None, None, None, None, None, None, None, None, None, None,2017-11-20 13:00:00, None, None,47
None,1.477, None, None, None, None, None, None, None, None, None, None,2017-11-20 14:00:00, None, None,47
None,1.07, None, None, None, None, None, None, None, None, None, None,2017-11-20 15:00:00, None, None,47
None,0.93, None, None, None, None, None, None, None, None, None, None,2017-11-20 16:00:00, None, None,47
None,0.202, None, None, None, None, None, None, None, None, None, None,2017-11-20 17:00:00, None, None,47
None,0.533, None, None, None, None, None, None, None, None, None, None,2017-11-20 18:00:00, None, None,47
None,0.6, None, None, None, None, None, None, None, None, None, None,2017-11-20 19:00:00, None, None,47
None,1.404, None, None, None, None, None, None, None, None, None, None,2017-11-20 20:00:00, None, None,47
None,0.883, None, None, None, None, None, None, None, None, None, None,2017-11-20 21:00:00, None, None,47
None,0.798, None, None, None, None, None, None, None, None, None, None,2017-11-20 22:00:00, None, None,47
None,0.552, None, None, None, None, None, None, None, None, None, None,2017-11-20 23:00:00, None, None,47
None,0.211, None, None, None, None, None, None, None, None, None, None,2017-11-21 00:00:00, None, None,47
None,0.041, None, None, None, None, None, None, None, None, None, None,2017-11-21 01:00:00, None, None,47
None,0.051, None, None, None, None, None, None, None, None, None, None,2017-11-21 02:00:00, None, None,47
None,0.098, None, None, None, None, None, None, None, None, None, None,2017-11-21 03:00:00, None, None,47
None,0.164, None, None, None, None, None, None, None, None, None, None,2017-11-21 04:00:00, None, None,47
None,0.155, None, None, None, None, None, None, None, None, None, None,2017-11-21 05:00:00, None, None,47
None,0.06, None, None, None, None, None, None, None, None, None, None,2017-11-21 06:00:00, None, None,47
None,0.06, None, None, None, None, None, None, None, None, None, None,2017-11-21 07:00:00, None, None,47
None,0.202, None, None, None, None, None, None, None, None, None, None,2017-11-21 08:00:00, None, None,47
None,0.467, None, None, None, None, None, None, None, None, None, None,2017-11-21 09:00:00, None, None,47
None,0.656, None, None, None, None, None, None, None, None, None, None,2017-11-21 10:00:00, None, None,47
None,0.788, None, None, None, None, None, None, None, None, None, None,2017-11-21 11:00:00, None, None,47
None,0.892, None, None, None, None, None, None, None, None, None, None,2017-11-21 12:00:00, None, None,47
