station_observations
wind_speed, time, avg_wnd_dir_10m_pst10mts, wind_direction, rel_hum, relative_humidity, rnfl_amt_pst24hrs, rnfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, precipitation
1.8, 2020-01-01 00:00:00, None, 4.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-01 01:00:00, None, 2.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-01 02:00:00, None, 359.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-01 03:00:00, None, 358.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-01 04:00:00, None, 357.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-01 05:00:00, None, 0.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-01 06:00:00, None, 357.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-01 07:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-01 08:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-01 09:00:00, None, 351.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-01 10:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-01 11:00:00, None, 349.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-01 12:00:00, None, 350.0, None, 1.0, None, None, None, 0.0
1.8, 2020-01-01 13:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
1.9, 2020-01-01 14:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-01 15:00:00, None, 351.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-01 16:00:00, None, 351.0, None, 0.0, None, None, None, 0.0
2.5, 2020-01-01 17:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
3.4, 2020-01-01 18:00:00, None, 355.0, None, 0.0, None, None, None, 0.0
3.8, 2020-01-01 19:00:00, None, 356.0, None, 0.0, None, None, None, 0.0
3.7, 2020-01-01 20:00:00, None, 354.0, None, 0.0, None, None, None, 0.0
4.3, 2020-01-01 21:00:00, None, 348.0, None, 0.0, None, None, None, 0.0
3.6, 2020-01-01 22:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
3.0, 2020-01-01 23:00:00, None, 347.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-02 00:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
2.5, 2020-01-02 01:00:00, None, 354.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-02 02:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
3.4, 2020-01-02 03:00:00, None, 348.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-02 04:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
2.5, 2020-01-02 05:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
2.9, 2020-01-02 06:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
2.1, 2020-01-02 07:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
1.9, 2020-01-02 08:00:00, None, 355.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-02 09:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
2.5, 2020-01-02 10:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
2.9, 2020-01-02 11:00:00, None, 348.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-02 12:00:00, None, 351.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-02 13:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-02 14:00:00, None, 350.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-02 15:00:00, None, 354.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-02 16:00:00, None, 353.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-02 17:00:00, None, 6.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-02 18:00:00, None, 15.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-02 19:00:00, None, 9.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-02 20:00:00, None, 6.0, None, 0.0, None, None, None, 0.0
0.0, 2020-01-02 21:00:00, None, 9.0, None, 0.0, None, None, None, 0.0
1.6, 2020-01-02 22:00:00, None, 29.0, None, 0.0, None, None, None, 0.0
1.7, 2020-01-02 23:00:00, None, 27.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-03 00:00:00, None, 23.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-03 01:00:00, None, 24.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-03 02:00:00, None, 26.0, None, 0.0, None, None, None, 0.0
1.9, 2020-01-03 03:00:00, None, 36.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-03 04:00:00, None, 29.0, None, 0.0, None, None, None, 0.0
4.3, 2020-01-03 05:00:00, None, 26.0, None, 0.0, None, None, None, 0.0
1.9, 2020-01-03 06:00:00, None, 197.0, None, 0.0, None, None, None, 0.0
1.8, 2020-01-03 07:00:00, None, 263.0, None, 0.0, None, None, None, 0.0
4.9, 2020-01-03 08:00:00, None, 297.0, None, 0.0, None, None, None, 0.0
18.1, 2020-01-03 09:00:00, None, 300.0, None, 0.0, None, None, None, 0.0
69.3, 2020-01-03 10:00:00, None, 127.0, None, 0.0, None, None, None, 0.0
67.3, 2020-01-03 11:00:00, None, 125.0, None, 0.0, None, None, None, 0.0
65.7, 2020-01-03 12:00:00, None, 118.0, None, 0.0, None, None, None, 0.0
69.4, 2020-01-03 13:00:00, None, 115.0, None, 0.0, None, None, None, 0.0
73.2, 2020-01-03 14:00:00, None, 119.0, None, 0.0, None, None, None, 0.0
70.7, 2020-01-03 15:00:00, None, 118.0, None, 0.0, None, None, None, 0.0
78.3, 2020-01-03 16:00:00, None, 115.0, None, 0.0, None, None, None, 0.0
76.8, 2020-01-03 17:00:00, None, 117.0, None, 0.0, None, None, None, 0.0
72.2, 2020-01-03 18:00:00, None, 120.0, None, 0.0, None, None, None, 0.0
75.7, 2020-01-03 19:00:00, None, 123.0, None, 0.0, None, None, None, 0.0
77.3, 2020-01-03 20:00:00, None, 128.0, None, 0.0, None, None, None, 0.0
86.7, 2020-01-03 21:00:00, None, 136.0, None, 0.0, None, None, None, 0.0
68.9, 2020-01-03 22:00:00, None, 132.0, None, 0.0, None, None, None, 0.0
67.6, 2020-01-03 23:00:00, None, 131.0, None, 0.0, None, None, None, 0.0
61.9, 2020-01-04 00:00:00, None, 133.0, None, 0.0, None, None, None, 0.0
56.6, 2020-01-04 01:00:00, None, 135.0, None, 0.0, None, None, None, 0.0
45.5, 2020-01-04 02:00:00, None, 137.0, None, 0.0, None, None, None, 0.0
30.5, 2020-01-04 03:00:00, None, 159.0, None, 0.0, None, None, None, 0.0
22.4, 2020-01-04 04:00:00, None, 198.0, None, 0.0, None, None, None, 0.0
11.4, 2020-01-04 05:00:00, None, 175.0, None, 0.0, None, None, None, 0.0
18.2, 2020-01-04 06:00:00, None, 186.0, None, 0.0, None, None, None, 0.0
19.9, 2020-01-04 07:00:00, None, 202.0, None, 0.0, None, None, None, 0.0
8.7, 2020-01-04 08:00:00, None, 172.0, None, 0.0, None, None, None, 0.0
12.7, 2020-01-04 09:00:00, None, 179.0, None, 0.0, None, None, None, 0.0
16.0, 2020-01-04 10:00:00, None, 183.0, None, 0.0, None, None, None, 0.0
13.4, 2020-01-04 11:00:00, None, 166.0, None, 0.0, None, None, None, 0.0
15.3, 2020-01-04 12:00:00, None, 174.0, None, 0.0, None, None, None, 0.0
12.6, 2020-01-04 13:00:00, None, 172.0, None, 0.0, None, None, None, 0.0
16.9, 2020-01-04 14:00:00, None, 171.0, None, 0.0, None, None, None, 0.0
16.7, 2020-01-04 15:00:00, None, 177.0, None, 0.0, None, None, None, 0.0
16.6, 2020-01-04 16:00:00, None, 169.0, None, 0.0, None, None, None, 0.0
17.4, 2020-01-04 17:00:00, None, 172.0, None, 0.0, None, None, None, 0.0
20.6, 2020-01-04 18:00:00, None, 172.0, None, 0.0, None, None, None, 0.0
24.6, 2020-01-04 19:00:00, None, 166.0, None, 0.0, None, None, None, 0.0
24.3, 2020-01-04 20:00:00, None, 169.0, None, 0.0, None, None, None, 0.0
