station_observations
wind_speed, temperature, wind_direction, relative_humidity, time, precipitation
3.9, 0.8, 198.0, 97.0, 2020-01-01 00:00:00, 0.0
6.0, 1.0, 222.0, 95.0, 2020-01-01 01:00:00, 0.0
6.9, 1.2, 201.0, 95.0, 2020-01-01 02:00:00, 0.0
6.5, 1.3, 211.0, 95.0, 2020-01-01 03:00:00, 0.0
5.4, 1.0, 210.0, 94.0, 2020-01-01 04:00:00, 0.0
8.2, 1.0, 194.0, 95.0, 2020-01-01 05:00:00, 0.0
2.3, 0.9, 128.0, 94.0, 2020-01-01 06:00:00, 0.0
9.5, 0.6, 217.0, 96.0, 2020-01-01 07:00:00, 0.0
6.9, 0.4, 217.0, 97.0, 2020-01-01 08:00:00, 0.0
5.9, 2.7, 259.0, 81.0, 2020-01-01 09:00:00, 0.2
4.0, 5.6, 87.0, 72.0, 2020-01-01 10:00:00, 0.2
5.7, 5.2, 182.0, 61.0, 2020-01-01 11:00:00, 1.6
8.4, 6.5, 306.0, 56.0, 2020-01-01 12:00:00, 1.8
9.1, 4.9, 326.0, 56.0, 2020-01-01 13:00:00, 1.6
6.7, 4.1, 340.0, 57.0, 2020-01-01 14:00:00, 0.8
6.2, 3.3, 17.0, 57.0, 2020-01-01 15:00:00, 0.4
7.9, 2.7, 269.0, 58.0, 2020-01-01 16:00:00, 0.2
2.9, 1.1, 254.0, 72.0, 2020-01-01 17:00:00, 0.0
5.1, -1.3, 222.0, 91.0, 2020-01-01 18:00:00, 0.0
3.7, -2.0, 206.0, 96.0, 2020-01-01 19:00:00, 0.0
5.8, -1.6, 144.0, 90.0, 2020-01-01 20:00:00, 0.0
6.4, 0.4, 178.0, 79.0, 2020-01-01 21:00:00, 0.0
3.5, 0.2, 108.0, 81.0, 2020-01-01 22:00:00, 0.0
5.0, -1.6, 224.0, 93.0, 2020-01-01 23:00:00, 0.0
11.1, 0.8, 280.0, 56.0, 2020-01-02 00:00:00, 0.0
13.5, 1.0, 304.0, 49.0, 2020-01-02 01:00:00, 0.0
