AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
7.1, 0.0, 469.0,2022-07-02 00:00:00, 6.1, 17.2,27
7.2, None, 469.0,2022-07-02 00:15:00, None, None,27
7.3, None, 468.0,2022-07-02 00:30:00, None, None,27
6.9, None, 468.0,2022-07-02 00:45:00, None, None,27
6.8, None, 468.0,2022-07-02 01:00:00, None, None,27
7.2, None, 465.9,2022-07-02 01:15:00, None, None,27
6.6, None, 465.9,2022-07-02 01:30:00, None, None,27
6.6, None, 465.9,2022-07-02 01:45:00, None, None,27
6.6, None, 465.9,2022-07-02 02:00:00, None, None,27
6.2, None, 465.9,2022-07-02 02:15:00, None, None,27
6.1, None, 465.9,2022-07-02 02:30:00, None, None,27
6.4, None, 465.9,2022-07-02 02:45:00, None, None,27
6.6, None, 465.9,2022-07-02 03:00:00, None, None,27
6.4, None, 465.9,2022-07-02 03:15:00, None, None,27
7.0, None, 465.9,2022-07-02 03:30:00, None, None,27
6.9, None, 465.9,2022-07-02 03:45:00, None, None,27
6.9, None, 465.9,2022-07-02 04:00:00, None, None,27
6.8, None, 465.9,2022-07-02 04:15:00, None, None,27
7.5, None, 465.9,2022-07-02 04:30:00, None, None,27
8.0, None, 465.9,2022-07-02 04:45:00, None, None,27
8.0, None, 465.9,2022-07-02 05:00:00, None, None,27
8.3, None, 464.8,2022-07-02 05:15:00, None, None,27
8.9, None, 464.8,2022-07-02 05:30:00, None, None,27
9.5, None, 464.8,2022-07-02 05:45:00, None, None,27
10.7, None, 464.8,2022-07-02 06:00:00, None, None,27
11.9, None, 464.8,2022-07-02 06:15:00, None, None,27
11.8, None, 464.8,2022-07-02 06:30:00, None, None,27
12.5, None, 464.8,2022-07-02 06:45:00, None, None,27
13.1, None, 464.8,2022-07-02 07:00:00, None, None,27
12.7, None, 464.8,2022-07-02 07:15:00, None, None,27
12.9, None, 464.8,2022-07-02 07:30:00, None, None,27
13.6, None, 464.8,2022-07-02 07:45:00, None, None,27
13.1, None, 464.8,2022-07-02 08:00:00, None, None,27
13.4, None, 464.8,2022-07-02 08:15:00, None, None,27
13.2, None, 464.8,2022-07-02 08:30:00, None, None,27
13.6, None, 464.8,2022-07-02 08:45:00, None, None,27
13.2, None, 464.8,2022-07-02 09:00:00, None, None,27
14.6, None, 464.8,2022-07-02 09:15:00, None, None,27
14.8, None, 464.8,2022-07-02 09:30:00, None, None,27
14.6, None, 465.9,2022-07-02 09:45:00, None, None,27
14.2, None, 465.9,2022-07-02 10:00:00, None, None,27
15.0, None, 465.9,2022-07-02 10:15:00, None, None,27
15.0, None, 465.9,2022-07-02 10:30:00, None, None,27
15.5, None, 465.9,2022-07-02 10:45:00, None, None,27
