wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
1.0, 45.0, 8.6, 0.0, -16.7, 8.3, -6.7, -6.4, 359.0, 0.0, 0.0, 40.0,2022-02-12 00:00:00,7,,,,,,
359.0, 40.0, 8.3, 0.0, -17.8, 8.1, -6.4, -6.9, 1.0, 0.0, 0.0, 42.0,2022-02-12 01:00:00,7,,,,,,
358.0, 42.0, 8.1, 0.0, -17.7, 5.7, -6.9, -6.6, 359.0, 0.0, 0.0, 43.0,2022-02-12 02:00:00,7,,,,,,
350.0, 43.0, 5.7, 0.0, -17.1, 7.4, -6.6, -5.6, 358.0, 0.0, 0.0, 34.0,2022-02-12 03:00:00,7,,,,,,
350.0, 34.0, 7.4, 0.0, -19.0, 6.8, -5.6, -5.7, 350.0, 0.0, 0.0, 34.0,2022-02-12 04:00:00,7,,,,,,
354.0, 34.0, 6.8, 0.0, -19.1, 6.2, -5.7, -6.2, 350.0, 0.0, 0.0, 39.0,2022-02-12 05:00:00,7,,,,,,
345.0, 39.0, 6.2, 0.0, -17.9, 6.0, -6.2, -5.7, 354.0, 0.0, 0.0, 35.0,2022-02-12 06:00:00,7,,,,,,
358.0, 35.0, 6.0, 0.0, -18.7, 7.4, -5.7, -5.5, 345.0, 0.0, 0.0, 40.0,2022-02-12 07:00:00,7,,,,,,
8.0, 40.0, 7.4, 0.0, -17.0, 5.4, -5.5, -1.7, 358.0, 0.0, 0.0, 34.0,2022-02-12 08:00:00,7,,,,,,
23.0, 34.0, 5.4, 0.0, -15.5, 4.4, -1.7, 2.0, 8.0, 0.0, 0.0, 29.0,2022-02-12 09:00:00,7,,,,,,
160.0, 29.0, 4.4, 0.0, -14.2, 4.3, 2.0, 3.9, 23.0, 0.0, 0.0, 27.0,2022-02-12 10:00:00,7,,,,,,
148.0, 27.0, 4.3, 0.0, -13.4, 5.3, 3.9, 5.9, 160.0, 0.0, 0.0, 22.0,2022-02-12 11:00:00,7,,,,,,
156.0, 22.0, 5.3, 0.0, -14.2, 5.5, 5.9, 9.2, 148.0, 0.0, 0.0, 22.0,2022-02-12 12:00:00,7,,,,,,
152.0, 22.0, 5.5, 0.0, -11.4, 5.7, 9.2, 8.8, 156.0, 0.0, 0.0, 21.0,2022-02-12 13:00:00,7,,,,,,
173.0, None, None, 0.0, None, 4.8, None, 9.6, None, None, None, 24.0,2022-02-12 14:00:00,7,,,,,,
192.0, 24.0, 4.8, 0.0, -10.0, 3.2, 9.6, 7.2, 173.0, 0.0, 0.0, 32.0,2022-02-12 15:00:00,7,,,,,,
347.0, 32.0, 3.2, 0.0, -8.4, 2.9, 7.2, 0.3, 192.0, 0.0, 0.0, 51.0,2022-02-12 16:00:00,7,,,,,,
356.0, 51.0, 2.9, 0.0, -8.7, 6.3, 0.3, -1.7, 347.0, 0.0, 0.0, 57.0,2022-02-12 17:00:00,7,,,,,,
358.0, 57.0, 6.3, 0.0, -9.1, 12.2, -1.7, -1.2, 356.0, 0.0, 0.0, 52.0,2022-02-12 18:00:00,7,,,,,,
358.0, 52.0, 12.2, 0.0, -9.8, 9.8, -1.2, -1.9, 358.0, 0.0, 0.0, 54.0,2022-02-12 19:00:00,7,,,,,,
1.0, 54.0, 9.8, 0.0, -10.0, 7.8, -1.9, -2.1, 358.0, 0.0, 0.0, 57.0,2022-02-12 20:00:00,7,,,,,,
359.0, 57.0, 7.8, 0.0, -9.5, 9.2, -2.1, -2.3, 1.0, 0.0, 0.0, 62.0,2022-02-12 21:00:00,7,,,,,,
359.0, 62.0, 9.2, 0.0, -8.6, 8.4, -2.3, -2.4, 359.0, 0.0, 0.0, 64.0,2022-02-12 22:00:00,7,,,,,,
358.0, 64.0, 8.4, 0.0, -8.3, 6.0, -2.4, -2.4, 359.0, 0.0, 0.0, 68.0,2022-02-12 23:00:00,7,,,,,,
3.0, 68.0, 6.0, 0.0, -7.5, 8.3, -2.4, -2.6, 358.0, 0.0, 0.0, 70.0,2022-02-13 00:00:00,7,,,,,,
3.0, 70.0, 8.3, 0.0, -7.3, 8.9, -2.6, -2.9, 3.0, 0.0, 0.0, 72.0,2022-02-13 01:00:00,7,,,,,,
4.0, 72.0, 8.9, 0.0, -7.2, 10.2, -2.9, -2.9, 3.0, 0.0, 0.0, 68.0,2022-02-13 02:00:00,7,,,,,,
0.0, 68.0, 10.2, 0.0, -8.0, 9.5, -2.9, -3.7, 4.0, 0.0, 0.0, 64.0,2022-02-13 03:00:00,7,,,,,,
7.0, 64.0, 9.5, 0.0, -9.5, 11.4, -3.7, -3.7, 0.0, 0.0, 0.0, 62.0,2022-02-13 04:00:00,7,,,,,,
5.0, 62.0, 11.4, 0.0, -9.9, 10.4, -3.7, -4.4, 7.0, 0.0, 0.0, 63.0,2022-02-13 05:00:00,7,,,,,,
4.0, 63.0, 10.4, 0.0, -10.4, 7.9, -4.4, -3.4, 5.0, 0.0, 0.0, 63.0,2022-02-13 06:00:00,7,,,,,,
14.0, 63.0, 7.9, 0.0, -9.4, 6.3, -3.4, -3.0, 4.0, 0.0, 0.0, 60.0,2022-02-13 07:00:00,7,,,,,,
10.0, 60.0, 6.3, 0.0, -9.7, 10.2, -3.0, -1.9, 14.0, 0.0, 0.0, 53.0,2022-02-13 08:00:00,7,,,,,,
356.0, None, None, 0.0, None, 3.9, None, 1.0, None, None, None, 50.0,2022-02-13 09:00:00,7,,,,,,
127.0, 50.0, 3.9, 0.0, -8.3, 7.3, 1.0, 2.3, 356.0, 0.0, 0.0, 38.0,2022-02-13 10:00:00,7,,,,,,
140.0, 38.0, 7.3, 0.0, -10.6, 4.8, 2.3, 3.7, 127.0, 0.0, 0.0, 36.0,2022-02-13 11:00:00,7,,,,,,
158.0, 36.0, 4.8, 0.0, -10.0, 6.5, 3.7, 5.4, 140.0, 0.0, 0.0, 32.0,2022-02-13 12:00:00,7,,,,,,
134.0, 32.0, 6.5, 0.0, -10.0, 5.9, 5.4, 6.1, 158.0, 0.0, 0.0, 36.0,2022-02-13 13:00:00,7,,,,,,
145.0, 36.0, 5.9, 0.0, -7.9, 7.1, 6.1, 4.6, 134.0, 0.0, 0.0, 35.0,2022-02-13 14:00:00,7,,,,,,
155.0, 35.0, 7.1, 0.0, -9.5, 6.0, 4.6, 4.3, 145.0, 0.0, 0.0, 41.0,2022-02-13 15:00:00,7,,,,,,
74.0, 41.0, 6.0, 0.0, -7.8, 4.1, 4.3, -0.3, 155.0, 0.0, 0.0, 48.0,2022-02-13 16:00:00,7,,,,,,
355.0, 48.0, 4.1, 0.0, -10.0, 6.0, -0.3, -1.8, 74.0, 0.0, 0.0, 56.0,2022-02-13 17:00:00,7,,,,,,
9.0, 56.0, 6.0, 0.0, -9.4, 10.2, -1.8, -2.5, 355.0, 0.0, 0.0, 59.0,2022-02-13 18:00:00,7,,,,,,
3.0, 59.0, 10.2, 0.0, -9.4, 9.0, -2.5, -2.4, 9.0, 0.0, 0.0, 49.0,2022-02-13 19:00:00,7,,,,,,
19.0, 49.0, 9.0, 0.0, -11.7, 9.0, -2.4, -2.5, 3.0, 0.0, 0.0, 51.0,2022-02-13 20:00:00,7,,,,,,
356.0, 51.0, 9.0, 0.0, -11.3, 6.2, -2.5, -2.2, 19.0, 0.0, 0.0, 54.0,2022-02-13 21:00:00,7,,,,,,
60.0, 54.0, 6.2, 0.0, -10.3, 7.1, -2.2, -2.2, 356.0, 0.0, 0.0, 46.0,2022-02-13 22:00:00,7,,,,,,
28.0, 46.0, 7.1, 0.0, -12.3, 7.1, -2.2, -3.1, 60.0, 0.0, 0.0, 50.0,2022-02-13 23:00:00,7,,,,,,
78.0, 50.0, 7.1, 0.0, -12.1, 4.6, -3.1, -2.5, 28.0, 0.0, 0.0, 48.0,2022-02-14 00:00:00,7,,,,,,
36.0, 48.0, 4.6, 0.0, -12.0, 4.6, -2.5, -3.0, 78.0, 0.0, 0.0, 54.0,2022-02-14 01:00:00,7,,,,,,
65.0, 54.0, 4.6, 0.0, -11.0, 6.5, -3.0, -3.4, 36.0, 0.0, 0.0, 59.0,2022-02-14 02:00:00,7,,,,,,
33.0, 59.0, 6.5, 0.0, -10.3, 7.2, -3.4, -3.3, 65.0, 0.0, 0.0, 60.0,2022-02-14 03:00:00,7,,,,,,
53.0, 60.0, 7.2, 0.0, -10.0, 5.3, -3.3, -3.2, 33.0, 0.0, 0.0, 57.0,2022-02-14 04:00:00,7,,,,,,
52.0, 57.0, 5.3, 0.0, -10.5, 4.4, -3.2, -3.2, 53.0, 0.0, 0.0, 61.0,2022-02-14 05:00:00,7,,,,,,
61.0, 61.0, 4.4, 0.0, -9.7, 4.1, -3.2, -3.1, 52.0, 0.0, 0.0, 67.0,2022-02-14 06:00:00,7,,,,,,
21.0, 67.0, 4.1, 0.0, -8.4, 5.3, -3.1, -3.1, 61.0, 0.0, 0.0, 68.0,2022-02-14 07:00:00,7,,,,,,
61.0, 68.0, 5.3, 0.0, -8.2, 5.8, -3.1, -3.2, 21.0, 0.0, 0.0, 76.0,2022-02-14 08:00:00,7,,,,,,
69.0, 76.0, 5.8, 0.0, -6.8, 3.1, -3.2, -2.9, 61.0, 0.0, 0.0, 86.0,2022-02-14 09:00:00,7,,,,,,
0.0, 86.0, 3.1, 0.0, -4.9, 4.3, -2.9, -2.6, 69.0, 0.0, 0.0, 87.0,2022-02-14 10:00:00,7,,,,,,
134.0, 87.0, 4.3, 0.0, -4.5, 3.1, -2.6, -0.7, 0.0, 0.0, 0.0, 84.0,2022-02-14 11:00:00,7,,,,,,
172.0, 84.0, 3.1, 0.2, -3.1, 3.8, -0.7, -1.2, 134.0, 0.0, 0.0, 87.0,2022-02-14 12:00:00,7,,,,,,
174.0, 87.0, 3.8, 0.6, -3.1, 3.3, -1.2, -0.5, 172.0, 0.2, 0.2, 85.0,2022-02-14 13:00:00,7,,,,,,
