RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, None, 14.15, 177.7, None, -0.5, None, None, None, None, None, 149.0, None, 149.2, None, -0.423, None, 1.6, None, None, 21.24, None, -0.4, 0.0, -1.0, None,2022-01-15 00:00:00, None,3
None, None, None, None, 15.69, 182.3, None, -0.5, None, None, None, None, None, 152.0, None, 151.6, None, -0.462, None, 1.6, None, None, 14.92, None, -0.5, 0.0, 2.0, None,2022-01-15 01:00:00, None,3
None, None, None, None, 17.59, 193.0, None, -0.5, None, None, None, None, None, 150.0, None, 150.3, None, -0.471, None, 1.6, None, None, 15.43, None, -0.5, 0.0, -1.0, None,2022-01-15 02:00:00, None,3
None, None, None, None, 20.6, 194.4, None, -0.5, None, None, None, None, None, 152.0, None, 151.8, None, -0.547, None, 1.6, None, None, 14.84, None, -0.5, 0.0, 1.0, None,2022-01-15 03:00:00, None,3
None, None, None, None, 21.37, 192.9, None, -0.8, None, None, None, None, None, 155.0, None, 154.8, None, -0.726, None, 1.6, None, None, 15.27, None, -0.7, 0.0, 3.0, None,2022-01-15 04:00:00, None,3
None, None, None, None, 17.95, 204.7, None, -0.8, None, None, None, None, None, 158.0, None, 157.5, None, -0.764, None, 1.6, None, None, 18.3, None, -0.8, 0.0, 3.0, None,2022-01-15 05:00:00, None,3
None, None, None, None, 18.83, 199.2, None, -0.8, None, None, None, None, None, 158.0, None, 158.2, None, -0.735, None, 1.6, None, None, 21.21, None, -0.7, 0.0, 1.0, None,2022-01-15 06:00:00, None,3
None, None, None, None, 5.997, 206.1, None, -0.7, None, None, None, None, None, 158.0, None, 158.1, None, -0.604, None, -0.6, None, None, 16.51, None, -0.6, 0.0, 0.0, None,2022-01-15 07:00:00, None,3
None, None, None, None, 0.296, 226.5, None, -0.9, None, None, None, None, None, 158.0, None, 157.7, None, -0.867, None, -0.6, None, None, 24.53, None, -0.9, 0.0, 0.0, None,2022-01-15 08:00:00, None,3
None, None, None, None, 0.302, 223.0, None, -1.0, None, None, None, None, None, 157.0, None, 156.9, None, -0.971, None, -0.6, None, None, 24.43, None, -1.0, 0.0, -1.0, None,2022-01-15 09:00:00, None,3
None, None, None, None, 0.251, 235.7, None, -1.2, None, None, None, None, None, 158.0, None, 157.6, None, -1.132, None, -0.6, None, None, 29.25, None, -1.1, 0.0, 1.0, None,2022-01-15 10:00:00, None,3
None, None, None, None, 0.256, 235.2, None, -1.4, None, None, None, None, None, 158.0, None, 157.8, None, -1.358, None, -0.6, None, None, 25.77, None, -1.4, 0.0, 0.0, None,2022-01-15 11:00:00, None,3
None, None, None, None, 0.253, 234.4, None, -1.4, None, None, None, None, None, 159.0, None, 159.1, None, -0.971, None, -0.6, None, None, 27.5, None, -1.0, 0.0, 1.0, None,2022-01-15 12:00:00, None,3
None, None, None, None, 0.266, 235.8, None, -1.4, None, None, None, None, None, 159.0, None, 158.8, None, -0.802, None, -0.6, None, None, 20.07, None, -0.8, 0.0, 0.0, None,2022-01-15 13:00:00, None,3
None, None, None, None, 0.27, 230.7, None, -1.4, None, None, None, None, None, 159.0, None, 158.5, None, -0.952, None, -0.6, None, None, 17.65, None, -1.0, 0.0, 0.0, None,2022-01-15 14:00:00, None,3
None, None, None, None, 0.273, 240.1, None, -1.4, None, None, None, None, None, 158.0, None, 158.3, None, -0.99, None, -0.6, None, None, 17.05, None, -1.0, 0.0, 0.0, None,2022-01-15 15:00:00, None,3
