RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
51.62, None, None, None, 12.71, 119.4, -9.0, -1.8, -9.0, None, None, None, None, None, None, None, None, 0.019, None, 0.0, 52.0, None, 16.58, None, 0.0, 0.3, None,2022-01-15 00:00:00, None,3
51.55, None, None, None, 9.28, 124.6, -8.0, -1.8, -8.0, None, None, None, None, None, None, None, None, -0.219, None, 0.0, 52.0, None, 17.32, None, -0.2, 0.8, None,2022-01-15 01:00:00, None,3
50.79, None, None, None, 8.97, 116.5, -9.0, -1.8, -9.0, None, None, None, None, None, None, None, None, -1.231, None, 0.0, 51.0, None, 20.38, None, -1.2, 0.8, None,2022-01-15 02:00:00, None,3
50.96, None, None, None, 3.012, 186.1, -11.0, -2.9, -11.0, None, None, None, None, None, None, None, None, -2.937, None, 0.0, 51.0, None, 52.31, None, -2.9, 0.6, None,2022-01-15 03:00:00, None,3
51.03, None, None, None, 2.276, 193.1, -11.0, -3.2, -11.0, None, None, None, None, None, None, None, None, -3.055, None, 0.0, 51.0, None, 42.21, None, -3.1, 0.4, None,2022-01-15 04:00:00, None,3
50.97, None, None, None, 1.715, 191.0, -11.0, -3.2, -11.0, None, None, None, None, None, None, None, None, -2.997, None, 0.0, 51.0, None, 47.27, None, -3.0, 0.0, None,2022-01-15 05:00:00, None,3
51.06, None, None, None, 2.498, 159.7, -11.0, -3.2, -11.0, None, None, None, None, None, None, None, None, -3.137, None, 0.0, 51.0, None, 38.89, None, -3.1, 0.2, None,2022-01-15 06:00:00, None,3
51.1, None, None, None, 4.349, 163.5, -11.0, -3.2, -11.0, None, None, None, None, None, None, None, None, -3.224, None, -3.1, 51.0, None, 30.34, None, -3.2, 0.2, None,2022-01-15 07:00:00, None,3
50.93, None, None, None, 2.974, 163.3, -11.0, -3.2, -11.0, None, None, None, None, None, None, None, None, -2.986, None, -3.0, 51.0, None, 38.65, None, -3.0, 0.2, None,2022-01-15 08:00:00, None,3
50.84, None, None, None, 2.554, 156.4, -11.0, -3.2, -11.0, None, None, None, None, None, None, None, None, -2.89, None, -2.9, 51.0, None, 38.07, None, -2.9, 0.0, None,2022-01-15 09:00:00, None,3
